,Unnamed: 0,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
28,28,3926,यथोचित,محتاط، معقول,jətʰot͡ʃit,mhtɒt، mʔɣvl,reasonably,"cautious, reasonable",0.9166666666666666,0.6,0.375,0.4125,4.075,0.4041666666666667,12,synonym,0,-19.202023,0.38110268115997314,0.6728770136833191
29,29,3968,अनुभवहीन,نابالغ,anub̤vəɦiːn,nɒbɒlɣ,inexperienced,Immature,0.8181818181818182,0.4444444444444444,0.3796296296296296,0.4166666666666667,3.5555555555555562,0.4097222222222222,8,synonym,0,-16.112164,0.3082422912120819,0.7942227721214294
30,30,5291,संकीर्ण,محدود,səŋkiːrɳə,mhdvd,narrow,Limited,1.0,1.0,0.4739583333333333,0.53125,4.890625,0.5104166666666666,7,synonym,0,-12.142932,0.3331717252731323,0.6350609064102173
31,31,80,अफ़ीम,فرم,afiːm,frm,opium,Form,0.6,0.5,0.3020833333333333,0.3645833333333333,3.4375,0.328125,5,hard_negative,0,-10.204546,0.4011540114879608,0.7330149412155151
32,32,2035,डींग मारने का,خودخواه,ɖiːŋɡə maːrne kaː,xvdxvɒh,to brag,selfish,1.0,0.75,0.4809027777777777,0.5381944444444444,5.041666666666667,0.5277777777777778,13,synonym,0,-10.760017,0.3109859824180603,0.7060235142707825
33,33,4381,व्याकुल,مردد، دودل,vjaːkul,mrdd، dvdl,Restless,"Hesitant, hesitant",0.9,0.75,0.3828125,0.4375,5.203125,0.4088541666666667,10,synonym,0,-22.933613,0.3247975707054138,0.6082059144973755
34,34,1401,असभ्य,بی رحم,asb̤jə,bj rhm,Uncultured,Brutal,1.0,0.8,0.2583333333333333,0.3,5.85,0.2583333333333333,6,synonym,0,-16.520726999999997,0.4885701537132263,0.7844807505607605
35,35,4311,समान,مفصل,səmaːn,mfsl,Similar,Detailed,0.8333333333333334,1.0,0.3666666666666667,0.4083333333333334,5.25,0.3875,4,synonym,0,-13.264054999999999,0.4232545793056488,0.6538781523704529
36,36,556,तेज़,کارخانه,tez,kɒrxɒnh,Fast,factory,1.0,0.8571428571428571,0.5654761904761906,0.6369047619047619,5.0,0.6339285714285714,7,random,0,-14.825982000000002,0.5310964584350586,0.6692450642585754
37,37,588,क़ुस्तुंतुनिया,کاروان‌سالار,qustuntunijaː,kɒrvɒn‌sɒlɒr,Qustuntuniya,Caravanserai,0.9230769230769232,0.3333333333333333,0.1875,0.2152777777777777,2.2604166666666665,0.1961805555555555,14,hard_negative,0,-12.565271000000001,0.3951055109500885,0.7895445227622986
38,38,2082,नशा,چاپچی,nəʃaː,t͡ʃɒpt͡ʃj,Intoxication,چاپچی,0.8888888888888888,0.8,0.3125,0.3416666666666667,3.575,0.3333333333333333,5,hard_negative,0,-16.810051,0.43740957975387573,0.7389847040176392
39,39,931,मशग़ूल,بَدَل,məʃɣuːl,bædæl,busy,ب .دَل,0.8571428571428571,0.3333333333333333,0.2534722222222222,0.2708333333333333,2.6666666666666665,0.2708333333333333,6,random,0,-5.269749,0.49102452397346497,0.7448955774307251
40,40,1830,हंगामा,آشفتگی,ɦəŋɡaːmaː,ɒʃftɡj,Ruckus,the mess,1.0,0.8571428571428571,0.3511904761904762,0.3869047619047619,4.982142857142857,0.3660714285714285,6,synonym,0,-15.197685,0.48406219482421875,0.616742730140686
41,41,5033,एकांत,منزوی کردن,ekaːntə,mnzvj krdn,Solitude,Isolate,1.0,0.8888888888888888,0.4375,0.5,5.013888888888889,0.4699074074074073,10,synonym,0,-19.685604,0.38680291175842285,0.6229880452156067
42,42,6132,व्यर्थ,پایه,vjərtʰə,pɒjh,Useless,the base,1.0,0.5,0.4131944444444445,0.4722222222222221,4.270833333333333,0.4444444444444445,6,synonym,0,-11.846774,0.41464540362358093,0.6658987998962402
43,43,2031,अहंकारी,خودخواه,aɦəŋkaːriː,xvdxvɒh,cocky,selfish,1.0,0.75,0.3046875,0.3489583333333333,4.75,0.3229166666666666,7,synonym,0,-7.161873,0.4862208366394043,0.7321420907974243
44,44,5565,अपरिवर्तनीय,مقدار ثابت,aprivrtəniːj,mɣdɒr sɒbt,immutable,fixed amount,0.9166666666666666,0.6363636363636364,0.3049242424242424,0.3371212121212121,3.9431818181818175,0.321969696969697,11,synonym,0,-19.156067,0.32716700434684753,0.38699308037757874
45,45,693,मिलनसार,عالی,milnəsaːr,ʔɒlj,friendly,Excellent,0.8888888888888888,0.625,0.5182291666666666,0.578125,4.796875,0.5729166666666666,7,synonym,0,-11.933556,0.37145400047302246,0.2352832704782486
46,46,2434,पाखंड,دورویی,paːkʰənɖə,dvrvjj,hypocrisy,Hypocrisy,1.0,1.0,0.3244047619047618,0.38095238095238104,4.642857142857143,0.3392857142857142,6,synonym,0,-13.973042999999999,0.3124164342880249,0.7514710426330566
47,47,1019,मोहलत,مهلت,moɦlət,mhlt,moratorium,Deadline,0.5,0.3333333333333333,0.3055555555555556,0.3402777777777778,2.458333333333333,0.3402777777777778,5,loan,1,5.249991400000001,0.43443113565444946,0.3476179242134094
48,48,1323,हिंद,هند,ɦində,hnd,hind,India,0.6,0.4,0.3666666666666667,0.4083333333333334,2.95,0.4083333333333334,4,loan,1,5.307078,0.3870941400527954,0.7491415143013
49,49,129,एतबार,شکنجه,etbaːr,ʃknd͡ʒh,once again,Torture,1.0,0.8,0.2541666666666666,0.3083333333333333,4.975,0.2541666666666666,5,random,0,-9.061809,0.43843939900398254,0.7102224826812744
50,50,3953,साज़िश,داداش,saːziʃ,dɒdɒʃ,intrigue,Brother,0.8333333333333334,0.0,0.0833333333333333,0.0833333333333333,1.15,0.0833333333333333,6,hard_negative,0,-8.412184,0.5118444561958313,0.6773657202720642
51,51,795,बंदी,ریگ,bəndiː,rjɡ,Captive,Rig,1.0,1.0,0.4875,0.5583333333333333,5.025,0.525,4,random,0,-9.523377,0.5110418796539307,0.6139392852783203
52,52,649,किफ़ायत,بی‌بنیاد,kifaːjət,bj‌bnjɒd,economy,Unfounded,0.875,0.4285714285714285,0.1309523809523809,0.1488095238095238,2.142857142857143,0.1309523809523809,8,hard_negative,0,-17.239895,0.4747549593448639,0.7500080466270447
53,53,93,इज़्ज़त,عزت,izzət,ʔzt,respect,Honor,0.6,0.6,0.4125,0.4583333333333333,3.775,0.45,7,loan,1,4.2467484,0.4854623079299927,0.675565242767334
54,54,1700,पकड़ना,گرفتن,pəkɽənaː,ɡrftn,Catch,Catch,0.875,0.7142857142857143,0.3809523809523809,0.4285714285714285,4.375,0.4107142857142856,6,synonym,0,-9.243481,0.5056601762771606,0.39020928740501404
55,55,645,अनिश्चित,نامعین,aniʃt͡ʃit,nɒmʔjn,uncertain,Unknown,0.8888888888888888,0.7142857142857143,0.2589285714285714,0.2857142857142857,3.5892857142857144,0.2738095238095238,8,synonym,0,-12.668034,0.4232172966003418,0.7619475722312927
56,56,2140,नारा,دارا,naːraː,dɒrɒ,Slogan,دارا,0.8333333333333334,0.25,0.0833333333333333,0.0833333333333333,1.375,0.0833333333333333,4,hard_negative,0,-4.7294754999999995,0.5992003679275513,0.80686354637146
57,57,2895,मरज़,مقراض,mərəz,mɣrɒz,marz,nipper,0.4,0.2,0.0666666666666666,0.075,1.625,0.0666666666666666,5,hard_negative,0,-7.857182000000001,0.5176798701286316,0.6468638777732849
58,58,2625,निराशाजनक,مالیخولیا,niraːʃaːd͡ʒnək,mɒljxvljɒ,disappointing,Melancholy,1.0,0.7,0.25625,0.2958333333333333,3.5125,0.2666666666666666,9,synonym,0,-20.576454000000002,0.3229791820049286,0.756141722202301
59,59,3378,कुटिल,خیانتکار,kuʈil,xjɒntkɒr,crooked,Betrayer,1.0,0.375,0.4010416666666666,0.4479166666666667,3.53125,0.4375,8,synonym,0,-15.252947,0.5336431264877319,0.6939825415611267
60,60,3599,विलायत,اقلیت,vilaːjət,ɒɣljt,Vilayat,Minority,0.625,0.5714285714285714,0.3363095238095238,0.38095238095238104,3.946428571428572,0.3660714285714285,6,hard_negative,0,-9.618189,0.46912309527397156,0.7524483799934387
61,61,1159,चूज़ा,بادپا,t͡ʃuːzaː,bɒdpɒ,chick,Badpa,1.0,0.4,0.2916666666666667,0.3166666666666666,2.825,0.3125,5,hard_negative,0,-14.562195000000001,0.5058898329734802,0.8634864091873169
62,62,1999,दान पुण्य,خیریه,daːnə puɳjə,xjrjh,Charity,Charity,0.9090909090909092,0.8888888888888888,0.4930555555555556,0.5601851851851851,4.875,0.5393518518518517,9,synonym,0,-9.279511999999999,0.4008880853652954,0.8186168670654297
63,63,351,इलज़ाम,اعزام,ilzaːm,ɒʔzɒm,allegation,Dispatch,0.6666666666666666,0.0,0.1208333333333333,0.125,1.725,0.1208333333333333,6,hard_negative,0,0.08365668,0.4823876619338989,0.6829726099967957
64,64,2,अंगूर,حجار,ŋɡuːr,hd͡ʒɒr,Grape,حجار,0.8333333333333334,0.25,0.140625,0.1458333333333333,1.71875,0.140625,5,hard_negative,0,-5.190051,0.5725995898246765,0.3338378667831421
65,65,3594,रुकावट,مانع,rukaːvəʈ,mɒnʔ,interruption,Barrier,1.0,0.8571428571428571,0.4970238095238096,0.5595238095238095,5.142857142857143,0.5476190476190476,6,synonym,0,-10.28368,0.3985585868358612,0.686297595500946
66,66,694,आकर्षक,دوست داشتنی,aːkrʂək,dvst dɒʃtnj,Attractive,Lovely,1.0,0.8,0.4833333333333333,0.5375,4.95,0.51875,11,synonym,0,-21.191065,0.5214198231697083,0.5682381391525269
67,67,2928,सरल,آسان,sərəl,ɒsɒn,Easy,Easy,1.0,0.6,0.2916666666666666,0.325,3.0,0.3083333333333333,4,synonym,0,-14.807238,0.48930439352989197,0.5511276721954346
68,68,1571,"अभी - अभी ,",بی طرف,"ab̤iː - ab̤iː ,",bj trf,"Just now ,",neutral,0.8666666666666667,0.8333333333333334,0.3472222222222222,0.4097222222222222,5.416666666666668,0.3645833333333333,10,synonym,0,-15.810226,0.37770548462867737,0.2936075031757355
69,69,5722,अत्यधिक,سرفیت,atjəd̤ik,srfjt,Excessive,سرفیت,1.0,0.7142857142857143,0.36904761904761896,0.4285714285714285,3.8392857142857135,0.3988095238095238,7,synonym,0,-14.499867000000002,0.50770103931427,0.6648694276809692
70,70,3602,विलायत,والاشان,vilaːjət,vɒlɒʃɒn,Vilayat,Wallachan,0.75,0.2857142857142857,0.1101190476190476,0.1130952380952381,1.8392857142857144,0.1101190476190476,7,hard_negative,0,-15.957670000000002,0.5188921689987183,0.5582724213600159
71,71,2647,बेदिल,غمگین,bedil,ɣmɡjn,heartless,Depressed,1.0,1.0,0.1708333333333333,0.1916666666666666,3.175,0.1708333333333333,5,synonym,0,-10.173399,0.46152034401893616,0.7401361465454102
72,72,965,साहसी,گستاخ,saːɦsiː,ɡstɒx,Daring,rude,1.0,0.8,0.3083333333333333,0.35,4.95,0.3083333333333333,5,synonym,0,-12.759932000000001,0.48388034105300903,0.6269985437393188
73,73,3567,हेस्टी,راش,ɦesʈiː,rɒʃ,Hasty,Rush,1.0,0.4,0.4416666666666666,0.5,3.775,0.4791666666666666,6,synonym,0,-9.315928999999999,0.4821331202983856,0.5071200132369995
74,74,3911,विजयी,شادی,vid͡ʒjiː,ʃɒdj,victorious,Happiness,0.75,0.6,0.2791666666666667,0.3083333333333333,2.5,0.3,5,synonym,0,-11.238845,0.4391614496707916,0.8012463450431824
75,75,1063,खुरदुरा,خشن,kʰurduraː,xʃn,rough,Rough,1.0,0.7142857142857143,0.5625,0.6428571428571429,4.964285714285714,0.6309523809523808,7,synonym,0,-10.498839,0.5374167561531067,0.6610752940177917
76,76,5256,अभिनिषेध करना,لغو کردن,ab̤iniʂed̤ə kərnaː,lɣv krdn,Abrogate,Cancel,0.8333333333333334,0.8571428571428571,0.5163690476190476,0.5773809523809523,4.794642857142857,0.5684523809523809,12,synonym,0,-39.13038,0.40593770146369934,0.4422152638435364
77,77,59,आतिशबाज़ी,بخشش,aːtiʃbaːziː,bxʃʃ,fireworks,Forgiveness,0.9090909090909092,0.75,0.5130208333333334,0.5729166666666667,4.484375,0.5651041666666666,9,random,0,-13.193117,0.36175140738487244,0.2987373471260071
78,78,4675,असुरक्षित,ناامن,asurkʂit,nɒɒmn,unsafe,Unsecured,1.0,0.875,0.4661458333333333,0.5208333333333333,5.125,0.5026041666666667,9,synonym,0,-14.297217999999999,0.41119179129600525,0.7348188757896423
79,79,5624,बेकार,ناقص، بی ثمر,bekaːr,nɒɣs، bj smr,Waste,"Incomplete, fruitless",0.8333333333333334,0.6666666666666666,0.4699074074074074,0.5185185185185186,4.361111111111111,0.511574074074074,12,synonym,0,-17.444370000000003,0.42948994040489197,0.5544436573982239
80,80,1308,ज़रूरी,زرار,zəruːriː,zrɒr,necessary,button,0.625,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.75,0.3611111111111111,6,hard_negative,0,-3.5858269,0.4711426794528961,0.7891002893447876
81,81,3455,रौज़न,آژان,rɔːzən,ɒʒɒn,rauzan,آژان,0.8333333333333334,0.2,0.2333333333333333,0.2666666666666666,2.1,0.2666666666666666,5,hard_negative,0,-11.728553999999999,0.5071655511856079,0.7391276955604553
82,82,5846,दृश्यमान,صریح,dr̩ʃjəmaːn,srjh,visible,straight,0.8,0.75,0.4947916666666666,0.5416666666666667,4.375,0.5416666666666666,8,synonym,0,-8.841602,0.4295665919780731,0.5895261764526367
83,83,841,बाज़ूबंद,بازوبند,baːzuːbəndə,bɒzvbnd,armband,Armband,0.5454545454545454,0.3333333333333333,0.2523148148148148,0.2824074074074074,2.7222222222222223,0.275462962962963,8,loan,1,5.786647,0.46348753571510315,0.6744487881660461
84,84,2346,पैदाइश,آدم‌کش,pæːdaːiʃ,ɒdm‌kʃ,birth,Killer,0.75,0.5,0.2743055555555556,0.3055555555555555,4.041666666666667,0.2916666666666667,6,hard_negative,0,-10.375498,0.4196839928627014,0.7866532206535339
85,85,4609,प्रथागत,جزمی,prətʰaːɡət,d͡ʒzmj,customary,Dogmatic,1.0,0.875,0.5390625,0.6041666666666667,5.09375,0.5963541666666666,7,synonym,0,-11.829951,0.4082007110118866,0.647853434085846
86,86,1067,रिश्वतख़ोर,رشوت خور,riʃvətxor,rʃvt xvr,briber,Bribe-taker,0.4444444444444444,0.3333333333333333,0.2337962962962963,0.2638888888888889,2.5,0.2569444444444444,10,loan,1,4.7090983,0.5846836566925049,0.6462935209274292
87,87,5895,ढुलमुल,کدر,ɖ̤ulmul,kdr,wavering,کدر,1.0,0.8333333333333334,0.5277777777777778,0.5972222222222222,4.8125,0.5798611111111112,6,synonym,0,-8.086988,0.5673002600669861,0.5677083730697632
88,88,911,सक्रिय,خستگی ناپذیر,səkrij,xstɡj nɒpzjr,Active,Tireless,0.8333333333333334,0.5454545454545454,0.4696969696969696,0.5340909090909091,4.454545454545454,0.5208333333333333,12,synonym,0,-21.933235,0.42874273657798767,0.7213220000267029
89,89,4992,बुद्धिमान,مراقب باشید,budd̤imaːn,mrɒɣb bɒʃjd,Wise,be careful,1.0,0.8,0.2958333333333333,0.3333333333333333,3.475,0.3229166666666666,11,synonym,0,-14.115515,0.3288828432559967,0.6820597648620605
90,90,1761,तोहफ़ा,چاروا,toɦfaː,t͡ʃɒrvɒ,gift,Charwa,0.8571428571428571,0.2,0.1041666666666666,0.125,1.125,0.1041666666666666,6,hard_negative,0,-11.136633,0.607837975025177,0.6007567048072815
91,91,2100,प्रकट करना,اذعان,prəkʈə kərnaː,ɒzʔɒn,Declare,اذعان,0.9230769230769232,0.6363636363636364,0.5303030303030303,0.5984848484848485,4.738636363636363,0.5984848484848485,10,synonym,0,-16.713078,0.49765637516975403,0.8074386119842529
92,92,1929,दिलचस्प,باده‌پرستی,dilt͡ʃəspə,bɒdh‌prstj,Interesting,بده‌پرستی,0.9,0.6666666666666666,0.22453703703703698,0.2592592592592593,2.763888888888889,0.2361111111111111,10,hard_negative,0,-20.004726,0.37134528160095215,0.7237706184387207
93,93,3133,बेईमानी से,فاسد,beiːmaːniː se,fɒsd,Dishonestly,Corrupt,0.9230769230769232,0.6666666666666666,0.5509259259259259,0.6111111111111109,4.902777777777779,0.6087962962962963,10,synonym,0,-14.582403,0.37024345993995667,0.5742620825767517
94,94,706,पयाम,پیام,pəjaːm,pjɒm,payam,Message,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,1,4.586613,0.5623632669448853,0.8015285134315491
95,95,2173,नेकी,ناکس,nekiː,nɒks,virtuous,Knox,0.6,0.25,0.1197916666666666,0.1354166666666666,2.4375,0.1197916666666666,4,hard_negative,0,-5.3086796,0.6004152297973633,0.5519098043441772
96,96,1322,हालाँकि,حالا که,ɦaːlãːki,hɒlɒ kh,however,now that,0.75,0.3333333333333333,0.0902777777777777,0.0972222222222222,1.4791666666666667,0.0902777777777777,7,loan,1,3.6777705999999997,0.46156007051467896,0.5319069027900696
97,97,2875,स्पष्ट,آشکار,spəʂʈə,ɒʃkɒr,clear,Obvious,1.0,0.6666666666666666,0.3958333333333333,0.4652777777777777,4.354166666666667,0.4131944444444444,6,synonym,0,-12.477725999999999,0.4508167505264282,0.6414821743965149
98,98,2401,घुलना,سقوط - فروپاشی,ɡ̤ulnaː,sɣvt - frvpɒʃj,dissolve,Fall - Collapse,1.0,0.7272727272727273,0.5738636363636364,0.6363636363636364,5.420454545454546,0.6231060606060606,14,synonym,0,-28.86113,0.40250164270401,0.6553151607513428
99,99,48,आईना,آئینه,aːiːnaː,ɒjʔjnh,Mirror,Mirror,0.8571428571428571,0.6666666666666666,0.3819444444444445,0.4305555555555555,4.083333333333333,0.4166666666666667,5,loan,1,3.937846,0.6322348713874817,0.8132274746894836
100,100,4292,अद्भुत,غول پیکر,adb̤ut,ɣvl pjkr,Wonderful,Warlock,1.0,0.8571428571428571,0.3720238095238095,0.4285714285714285,4.446428571428571,0.4107142857142857,8,synonym,0,-11.466336,0.4201253652572632,0.7298504710197449
101,101,153,आख़िरी,اخاذی,aːxiriː,ɒxɒzj,last,Extortion,0.8571428571428571,0.4,0.1083333333333333,0.1333333333333333,1.875,0.1083333333333333,6,hard_negative,0,-4.0445256,0.5226833820343018,0.7619381546974182
102,102,5318,अल्प,دارای کمبود,alpə,dɒrɒj kmbvd,Small,Has a deficiency,1.0,0.7,0.5937500000000001,0.6666666666666666,5.375,0.6520833333333333,11,synonym,0,-25.290619,0.32125842571258545,0.46690067648887634
103,103,1912,दारू,دارا,daːruː,dɒrɒ,Alcohol,دارا,0.6666666666666666,0.0,0.0729166666666666,0.0729166666666666,0.875,0.0729166666666666,4,hard_negative,0,-5.8503894999999995,0.5854885578155518,0.7974115014076233
104,104,2490,बंदा,بی‌نوا,bəndaː,bj‌nvɒ,man,Destitute,0.8333333333333334,0.4,0.0916666666666666,0.1083333333333333,1.425,0.0916666666666666,6,hard_negative,0,-5.218577,0.5861958861351013,0.7522355914115906
105,105,6127,सस्ता,پایه,səstaː,pɒjh,Cheap,the base,1.0,0.8,0.325,0.3583333333333333,4.125,0.3458333333333333,5,synonym,0,-11.050092999999999,0.5167573690414429,0.6484853625297546
106,106,4730,कठिनाई,تقلبی,kəʈʰinaːiː,tɣlbj,Difficulty,fake,1.0,0.8571428571428571,0.38095238095238104,0.4285714285714285,4.607142857142857,0.4107142857142857,6,synonym,0,-14.356575,0.44911760091781616,0.7487815022468567
107,107,826,दृश्यमान,واضح,dr̩ʃjəmaːn,vɒzh,visible,Clear,1.0,0.625,0.5364583333333334,0.6041666666666666,4.9375,0.5859375,8,synonym,0,-12.380372,0.35189998149871826,0.6625568270683289
108,108,4546,विद्रोही,شورش,vidroɦiː,ʃvrʃ,the rebels,Rebellion,0.875,0.7142857142857143,0.4583333333333334,0.5178571428571428,4.125,0.5029761904761905,8,synonym,0,-10.824999,0.5655665397644043,0.5666441321372986
109,109,6142,बेकार,ارزان,bekaːr,ɒrzɒn,Waste,Inexpensive,1.0,0.8,0.2416666666666666,0.3,4.55,0.2416666666666666,5,synonym,0,-11.420881,0.4856712222099304,0.790185809135437
110,110,1892,शक्तिशाली,گویا,ʃəktiʃaːliː,ɡvjɒ,mighty,perhaps,1.0,0.6666666666666666,0.5555555555555556,0.6157407407407407,4.763888888888889,0.6064814814814815,9,synonym,0,-9.968357000000001,0.39228197932243347,0.5498057007789612
