,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
36,All_languages,Velo,Vallée,feːloː,vale,Velo,Vallée,4,1.0792758,0.8537030816078186,0.5648484230041504,hard_negative
37,All_languages,Comic,Comique,koːmiːk,kɔmik,Comic,Comical,3,-2.9910357000000003,0.7967814207077026,0.7719932198524475,synonym
38,All_languages,Yeager,Goerke,ˈjeɪgər,ɡoːəʀkə,Yeager,Goerke,5,-0.7702574999999999,0.8198696970939636,0.6221437454223633,random
39,All_languages,Figge,Fick,fɪg,fɪk,Figs,Got,3,1.3855995,0.9399847984313964,0.7534885406494141,hard_negative
40,All_languages,Ahlen,aalen,ˈɑlən,ɑːlən,awls,bask,2,1.6947851000000003,0.8074455857276917,0.5686655640602112,hard_negative
41,All_languages,Alig,Kliff,ˈælɪg,klɪf,Alig,Cliff,3,-0.7661416999999999,0.8061982989311218,0.5885371565818787,hard_negative
42,All_languages,echt,Ether,echt*,eːtɐ,real,Ether,4,-0.5224092,0.8675311207771301,0.5935776233673096,hard_negative
43,All_languages,Schmehl,Spiel,ʃmɛl,ʃpiːl,smut,Spiel,4,-1.7719314999999998,0.7526643872261047,0.5839411020278931,hard_negative
44,All_languages,Amusement,Amüsement,əmˈjuzmənt,ɑːmyːseːmənt,Amusement,Amüsement,1,-4.6994805,0.8221806883811951,0.6347639560699463,synonym
45,All_languages,Benz,Platz,bɛnz,plɑːt͡s,Benz,Platz,4,-1.7919021000000002,0.4529178142547608,0.633453905582428,random
46,All_languages,Hesse,Hechinger,hɛs,heːxiːŋɐ,Hesse,hechinger,6,-1.1757236,0.7721995711326599,0.5583024621009827,random
47,All_languages,loden,Huber,ˈloʊdən,huːbɐ,lead,,4,-2.441936,0.6731067299842834,0.7039285898208618,random
48,All_languages,Hucke,Haack,hək,hak,Hucke,haack,3,-2.2414856,0.9114132523536682,0.8820566534996033,hard_negative
49,All_languages,Frischmann,Protoplasma,frischmann*,pʀoːtɔplasmɑː,freshman,Protoplasm,9,3.4469190000000003,0.7615060806274414,0.7705538868904114,random
50,All_languages,Deag,Balázsháza,deaɡ,bɒlaːʒhaːzɒ,Deag,Balázsháza,10,4.066597,0.7250577211380005,0.6480578780174255,random
51,All_languages,Blaja,brácsa,blaʒa,braːt͡ʃɒ,Blaja,viola,5,-0.21837193,0.7728332281112671,0.6539016366004944,hard_negative
52,All_languages,parip,belép,parip,bɛleːp,parip,enter,4,-2.6658201,0.9014456868171692,0.6869020462036133,hard_negative
53,All_languages,bard,barge,bart,baʀʒ,bard,barge,2,3.6506197,0.9237468838691713,0.702389657497406,hard_negative
54,All_languages,panierka,paella,paɲɛrka,paɛla,panierka,paella,4,-2.2053466,0.9265068769454956,0.7548591494560242,hard_negative
55,All_languages,semiotyka,symbiotique,sɛmjɔtɨka,sɛ̃bjɔtik,semiotics,symbiotic,6,4.8669199999999995,0.8683282136917114,0.7184062600135803,hard_negative
56,All_languages,imitacja,invitation,imitat͡sja,ɛ̃vitasjɔ̃,imitation,invitation,6,4.244039,0.4740613400936127,0.6045107841491699,hard_negative
57,All_languages,binokle,panoplie,binɔklɛ,panɔpli,binoculars,panoply,4,-2.51343,0.8346452116966248,0.8316721320152283,hard_negative
58,All_languages,prop,breve,prop,preːveː,prop,brief,4,-2.5669367000000003,0.6394864916801453,0.6522306799888611,hard_negative
59,All_languages,yuris,Jordi,juris,jɔrdiː,juries,Jordi,4,0.45290527,0.7535936236381531,0.6905451416969299,hard_negative
60,All_languages,produksi,produktief,produksi,proːdʏktiːf,production,productive,3,1.0254053,0.7733897566795349,0.6821460723876953,hard_negative
61,All_languages,Rezonabil,Raisonnable,rezonabil,ʀɛzɔnabl,Reasonable,Within reason,6,1.5622152,0.9278637766838074,0.6502259373664856,synonym
62,All_languages,planta,plate,planta,plat,planta,plate,2,-2.4359424,0.6455637812614441,0.7830576300621033,hard_negative
63,All_languages,flata,flatter,flata,flatəʀ,flat,flatter,3,-2.2800252,0.9277756214141846,0.7435129880905151,synonym
64,All_languages,spongier,speaker,spond͡ʒier,spəakəʀ,spongier,speaker,4,-2.3968804,0.32431066036224365,0.684739887714386,hard_negative
65,All_languages,sos,doss,sos,dɔs,sos,doss,2,-0.12157279,0.6686697602272034,0.5774499177932739,hard_negative
66,All_languages,Sincer,Simple,sint͡ʃer,sɛ̃pl,Sincere,Simple,4,-2.7293851000000005,0.8098517060279846,0.7586032152175903,synonym
67,All_languages,tahilalic,palilalie,tahilalik,palilali,tahilalic,palilalie,3,-0.8973768,0.8886978030204773,0.7131319046020508,hard_negative
68,All_languages,tribal,driver,tribal,dʀivəʀ,tribal,driver,4,0.20397547,0.6126773357391357,0.6187403202056885,hard_negative
69,All_languages,acord,accord,akord,akkɔʀ,chord,accord,1,-4.931739299999999,0.7025799155235289,0.8088760972023009,synonym
70,All_languages,Restricţie,Obstruction,restrikt͡sie,ɔbstʀyksjɔ̃,Restriction,Obstruction,6,0.29409784,0.8386198282241821,0.6264955401420593,synonym
