,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,mbert_src_assbert_trg,label
10,,কি,কই,ki,ki,What?,Where?,0.0,0.0,0.0,0.0,0.0,0.0,0.97078586,0.85537076,0.99987584,0.9997729,-0.0028739935,hard_negative
11,,মৈহ,মহিষ,mɔɪɦ,mɔɦiʃ,Maih,The buffalo,0.6,0.4,0.2166666666666666,0.2416666666666667,2.075,0.2375,0.95609605,0.8939686,0.99899554,0.9990658,0.02891408,synonym
12,,শেলাই,বিলাই,xɛlai,bilai,Seams,distribute,0.4,0.2,0.0666666666666666,0.0666666666666666,0.8,0.0666666666666666,0.9642617,0.93740696,0.99982756,0.9991988000000002,0.0791844,hard_negative
13,,টাকা,থাকা,taka,t̪ʰaka,Money,Stay,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.9579146,0.8932264999999999,0.99943465,0.9998526,-0.0121920835,hard_negative
14,,পানীয়,পানৈ,pan̪ie̯,panɔɪ,Drinks,The water,0.5714285714285714,0.2,0.0666666666666666,0.0666666666666666,0.95,0.0666666666666666,0.9862135,0.9664691,0.99970996,0.9998589,0.045824468,hard_negative
15,,রসুন,নতুন,rɔʃun̪,nɔtun,Garlic,New,0.5,0.2,0.0666666666666666,0.0833333333333333,0.9,0.0666666666666666,0.98303676,0.9565207,0.99969673,0.9998374,-0.03733678,hard_negative
16,,মিঠা,মাঠা,miʈʰa,matʰa,sweet,Matha,0.4,0.0,0.03125,0.03125,0.375,0.03125,0.99143684,0.96935344,0.9998275,0.9999153,0.0465042,hard_negative
17,,বস্তু,জন্তু,bɔʃt̪u,zɔntu,Objects,Animals,0.5,0.4,0.0875,0.0916666666666666,1.375,0.0875,0.98651195,0.961089,0.9998121,0.99962646,0.13317062,hard_negative
18,,মকাই,মিঠাই,mɔkai,mitʰai,Maize,Sweets,0.5,0.2,0.0791666666666666,0.0833333333333333,0.825,0.0791666666666666,0.9826943,0.9627299,0.99985266,0.9998138,0.055640038,hard_negative
19,,বিষ,বিচ,biʃ,bis,Poison,Beach,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,0.97247183,0.9486214,0.9998479,0.99994963,0.12847336,hard_negative
20,,মুঠি,মাংস,muʈʰi,maŋxɔ,Fist,Meat,0.8,0.4,0.3,0.325,2.875,0.3208333333333333,0.987028,0.9670062,0.99967617,0.9997596,0.022781055,random
21,,বিছা,পিঠা,bit͡ɕʰa,pitʰa,Scorpion,The cake,0.4285714285714285,0.25,0.0520833333333333,0.0520833333333333,0.5,0.0520833333333333,0.98537433,0.9691722,0.99987537,0.99989206,0.101771414,hard_negative
22,,লাখ,লিখ,lakʰ,likʰ,Millions,Write,0.25,0.0,0.0277777777777777,0.0277777777777777,0.3333333333333333,0.0277777777777777,0.9808657,0.9495855,0.99987143,0.9999481,0.032208793,hard_negative
23,,পিতা,পইচা,pit̪a,pisa,Father,Money,0.4,0.0,0.0208333333333333,0.0208333333333333,0.3125,0.0208333333333333,0.9832253,0.9562916,0.9997376,0.99950886,-0.036172144,hard_negative
24,,ঢোল,দীঘল,ɖʱolɔ,digʱɔlɔ,Drums,long,0.5714285714285714,0.2,0.1958333333333333,0.2166666666666667,1.6,0.2166666666666667,0.97803307,0.95500284,0.99891245,0.99984425,-0.002253403,hard_negative
25,,অঙ্ক,আংকুল,oŋkɔ,aŋkul,The numbers,Uncle,0.6,0.2,0.2333333333333333,0.25,2.0,0.25,0.9812492,0.96105266,0.99982154,0.9998538,0.016907718,hard_negative
26,,সাঁকো,আঁক,ʃãko,ãkɔ,Sanko,Draw,0.5,0.3333333333333333,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,0.9781009,0.9743019,0.9997984,0.9998885,0.09997826,hard_negative
27,,রবিবার,জহামাল,rɔbibar,zɔɦamal,Sunday,Jahamal,0.7142857142857143,0.4285714285714285,0.0833333333333333,0.1071428571428571,1.7142857142857142,0.0833333333333333,0.98319185,0.947391,0.9995446,0.99943674,0.07930166,hard_negative
28,,পাণ,বান,pan,ban,Pan,The flood,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9829322,0.9535822,0.99995995,0.99995077,0.00630769,hard_negative
29,,নাম,আম,n̪am,am,Name,Mango,0.5,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.987527,0.9693672,0.99991983,0.9999418,0.05004237,hard_negative
30,,সাপ,জাপ,ʃap,zap,Snake,Jump,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.9547258,0.93823683,0.9997221,0.99994165,0.0018306477,hard_negative
31,,পোলা,পলা,pola,pɔla,Pola,Escape,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98345506,0.96515965,0.9997943,0.9999297,-0.01540092,hard_negative
32,,কাতি,কাচি,kat̪i,kasi,Kati,Scissors,0.4,0.0,0.0208333333333333,0.0208333333333333,0.3125,0.0208333333333333,0.990809,0.9572984,0.99971807,0.999901,0.05156894,hard_negative
33,,ভাই,বাই,bʱai,bai,Brother,Bye,0.25,0.0,0.0,0.0,0.0,0.0,0.98125905,0.9655075,0.99990475,0.9998806999999998,-0.035032302,hard_negative
34,,হিয়া,হীৰা,ɦie̯a,ɦiɹa,Heart,Diamonds,0.4,0.0,0.0572916666666666,0.0729166666666666,0.625,0.0572916666666666,0.9809918,0.96221095,0.9997606,0.9999098,0.021180885,hard_negative
35,,উপত্যকা,ফটকা,upɔt̪d͡zɔka,pʰɔtɔka,Valley,Firecrackers,0.5454545454545454,0.25,0.2369791666666666,0.2604166666666667,1.875,0.2604166666666667,0.9710316,0.93119466,0.9993205,0.9992284,0.036012582,hard_negative
36,,ভাজা,বাজা,bʱad͡ʑa,baza,Fried,Play,0.5714285714285714,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.98889273,0.9397538,0.9996743,0.9998684,0.06376166,hard_negative
37,,ভাষা,কলা,bʱaʃa,kɔla,Language,Banana,0.8,0.5,0.1458333333333333,0.1458333333333333,1.875,0.1458333333333333,0.9840583,0.96747565,0.9995803,0.9996515,0.080263644,random
38,,হাচা,হাটী,ɦat͡ɕa,ɦati,Hacha,Hati,0.5,0.25,0.0625,0.0625,0.6875,0.0625,0.985873,0.955459,0.99965024,0.99981034,0.0372352,hard_negative
39,,পাখনা,পখিলা,pakʰn̪a,pɔkʰila,The fins,butterfly,0.4285714285714285,0.3333333333333333,0.2048611111111111,0.2222222222222222,1.875,0.2222222222222222,0.97839236,0.9378383,0.99866796,0.99942464,0.03964664,synonym
40,,জল,ডল,d͡ʑɔlɔ,dɔlɔ,Water,Doll,0.3333333333333333,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.9761673,0.9450358,0.99973905,0.9999077,0.05278161,hard_negative
41,,বাংলা,পখিলা,baŋla,pɔkʰila,Bengali,butterfly,0.7142857142857143,0.3333333333333333,0.2118055555555555,0.2291666666666666,2.0416666666666665,0.2291666666666666,0.9797244,0.9495952,0.9990164,0.9998093,0.10782133,random
42,,কলা,কোলা,kɔla,kʊla,Banana,Cola,0.25,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,0.9878646,0.9841851,0.9997432,0.99992967,0.04918657,hard_negative
43,,গম,কম,ɡɔmɔ,kɔmɔ,Wheat,Less,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98069584,0.9215708,0.99974465,0.999953,0.0010303808,hard_negative
44,,চাঁদ,ঠাঁচ,t͡ɕãd̪ɔ,tʰãsɔ,The moon,Style,0.5714285714285714,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.875,0.0833333333333333,0.9882431,0.97645503,0.9997958,0.99995464,0.16862799,hard_negative
45,,একলা,কলা,ekɔla,kɔla,Alone,Banana,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,0.9810707,0.96084857,0.999582,0.99991983,0.0033030696,hard_negative
46,,পাখা,পাখি,pakʰa,pakʰi,Fan,Birds,0.2,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.9833306,0.96384627,0.99919796,0.999822,0.053240314,hard_negative
47,,বোন,বন,bon̪,bɔnɔ,Sister,Forest,0.5,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0.9876695,0.9637522,0.9998195,0.9999267,0.020428512,hard_negative
48,,বন্যা,বান,bɔn̪æ,ban,Flood,The flood,0.6,0.25,0.2760416666666667,0.3020833333333333,2.3125,0.3020833333333333,0.97999924,0.966377,0.9999317,0.9998858,0.031966522,synonym
49,,বাউল,বাউলা,baulɔ,baula,Bowl,Baula,0.2,0.0,0.0333333333333333,0.0333333333333333,0.35,0.0333333333333333,0.9826209,0.9687121,0.99990076,0.99993783,0.027228424,hard_negative
50,,পাখনা,পখিলা,pakʰn̪a,pɔkʰila,The fins,butterfly,0.4285714285714285,0.3333333333333333,0.2048611111111111,0.2222222222222222,1.875,0.2222222222222222,0.97839236,0.9378383,0.99866796,0.99942464,0.03964664,synonym
51,,কহা,খহা,kɔɦa,kʰɔɦa,Say,Eat,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98682666,0.97707343,0.9998001,0.9996879,0.023134802,hard_negative
52,,পুস্তক,দিঠক,puʃt̪ɔkɔ,ditʰɔkɔ,Books,That's right,0.5,0.2857142857142857,0.1815476190476189,0.1964285714285714,1.5178571428571428,0.1934523809523809,0.97978,0.94013083,0.9991667,0.99966925,-0.070220344,hard_negative
53,,ঝিঙা,ছিঙা,d͡ʑʱiŋa,siŋa,Shrimp,The tear,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.9807781,0.95554817,0.999856,0.99983513,0.10111982,hard_negative
54,,মুখ,মাখ,mukʰ,makʰ,Face,Makh,0.25,0.0,0.0694444444444444,0.0694444444444444,0.8333333333333334,0.0694444444444444,0.98512197,0.96221584,0.9998528,0.9999526,0.027723778,hard_negative
55,,পাখ,পাক,pakʰ,pak,Wings,Pak,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9824649,0.9706259,0.9997258,0.99982417,0.026641857,hard_negative
56,,লবণ,চাবন,lɔbɔnɔ,sabɔnɔ,Salt,Chewing,0.3333333333333333,0.1666666666666666,0.0486111111111111,0.0486111111111111,0.75,0.0486111111111111,0.97744584,0.9551256,0.99989045,0.9998147,0.059055697,hard_negative
57,,বাল্য,বাল,bald͡zɔ,bal,Childhood,Baal,0.5714285714285714,0.4,0.3625,0.4,2.9,0.4,0.9766859,0.970299,0.9997735,0.9998686,0.030792063,synonym
58,,মাতা,মাঠা,mat̪a,matʰa,Mother,Matha,0.2,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.9907988,0.9489758,0.99986994,0.9998029,0.005431605,hard_negative
59,,সাত,আট,ʃat̪,at,Seven,Eight,0.5,0.3333333333333333,0.3194444444444444,0.3472222222222222,2.5,0.3472222222222222,0.9882406,0.9747379,0.9995613,0.9999413,0.030347105,hard_negative
60,,তিতা,তিঁতা,t̪it̪a,tĩta,bitter,Tinta,0.5,0.25,0.03125,0.03125,0.25,0.03125,0.9833745,0.9479953,0.99980295,0.99985015,0.060742833,hard_negative
61,,ফল,পল,ɸɔlɔ,pɔlɔ,Fruit,Paul,0.25,0.0,0.015625,0.0208333333333333,0.28125,0.015625,0.97816145,0.9513485,0.9998025,0.99992996,-0.046056077,hard_negative
62,,অংশু,আংকুল,oŋʃu,aŋkul,Anshu,Uncle,0.6,0.4,0.2458333333333333,0.2666666666666667,2.275,0.2625,0.9798655,0.969684,0.9999167,0.99989736,0.04513219,hard_negative
63,,রং,লং,rɔŋ,lɔŋ,Color,Long,0.3333333333333333,0.0,0.0416666666666666,0.0694444444444444,0.5,0.0416666666666666,0.98767346,0.9632083,0.9999262,0.9998927,-0.02851845,hard_negative
64,,কেলা,কলা,kela,kɔla,The banana,Banana,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.9826064,0.9631938,0.99980146,0.9999345,0.0065569263,hard_negative
65,,কুঁকড়া,কাঁকৰা,kũkɔɽa,kãkɔɹa,Curly,Crab,0.3333333333333333,0.0,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.96689266,0.9519284,0.9999316,0.99982065,0.07643409,hard_negative
66,,বাংলা,বাউলা,baŋla,baula,Bengali,Baula,0.2,0.2,0.0583333333333333,0.0666666666666666,1.375,0.0583333333333333,0.98074377,0.95636463,0.9994115,0.9997136,0.10782133,hard_negative
67,,পিতা,পিটা,pit̪a,pita,Father,Beaten,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98243606,0.9598721,0.9998866,0.99967897,-0.036172144,hard_negative
68,,ভাত,বাট,bʱat̪,bat,Rice,The road,0.4,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9890787,0.98013484,0.9999258,0.99997056,0.049893193,hard_negative
69,,পশু,তজু,pɔʃu,tɔzu,Animals,Taju,0.5,0.25,0.0572916666666666,0.0625,0.53125,0.0572916666666666,0.9718244,0.9606153,0.9997515,0.99978006,0.04581576,hard_negative
70,,বেঁকা,বকা,bẽka,bɔka,curved,Gossip,0.25,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.98042786,0.94872963,0.9999505,0.9999283,0.12171164,hard_negative
71,,বিড়াল,বিলাই,biɽalɔ,bilai,Cats,distribute,0.5,0.1666666666666666,0.2083333333333333,0.2361111111111111,1.8333333333333333,0.2222222222222222,0.98681194,0.97098327,0.9998435,0.99984294,0.017213421,synonym
72,,কুটুম,কচম,kuʈum,kɔsɔmɔ,Family,I swear to you,0.6666666666666666,0.1666666666666666,0.2048611111111111,0.2222222222222222,1.875,0.2222222222222222,0.9845586,0.96713626,0.99966073,0.99981743,0.014858247,hard_negative
73,,কহা,কোদাল,kɔɦa,kʊdal,Say,Spade,0.6,0.4,0.2291666666666666,0.25,2.375,0.2458333333333333,0.9888433,0.97600484,0.99971455,0.99970543,0.023134802,random
74,,বঙ্গ,বেংক,bɔŋɡɔ,bɛŋkɔ,Bengal,bank,0.4,0.0,0.025,0.025,0.25,0.025,0.97671294,0.9382968,0.9996219,0.99986356,0.06576769,hard_negative
75,,বেল,বল,belɔ,bɔlɔ,Bell,Tell me,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.98297584,0.9508784,0.9996806,0.99989796,0.06976523,hard_negative
76,,পাতা,ফাটা,pat̪a,pʰata,Leaves,Cracked,0.4,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.97961247,0.96311057,0.99990076,0.9998988,0.058477864,hard_negative
77,,অনুমতি,কুমটি,on̪umt̪i,kumti,Permission,Kumti,0.5,0.3333333333333333,0.2083333333333333,0.2291666666666666,2.0625,0.2256944444444444,0.9792029,0.9486362,0.9981932,0.99950624,0.066780515,hard_negative
78,,ভাষা,ঘাটা,bʱaʃa,gʱata,Language,Wharf,0.4,0.25,0.2552083333333333,0.28125,2.25,0.28125,0.9820757,0.9591305,0.99954003,0.99959064,0.080263644,hard_negative
79,,বিজ্ঞান,বানান,bid͡ʑnan̪,banan,Science,Spell,0.5555555555555556,0.1666666666666666,0.1736111111111111,0.1875,1.4166666666666667,0.1875,0.9803593,0.9451883,0.9996402,0.9996739,0.09229896,hard_negative
80,,মুঠা,মূতা,muʈʰa,muta,A handful,Mutta,0.4,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,0.9878123,0.95794004,0.9997403,0.9999516,0.052794326,hard_negative
81,,নীহারিকা,ল’ৰালিকাল,n̪iɦarika,lɔ’ɹalikal,Nebula,Childhood,0.6,0.2222222222222222,0.1828703703703703,0.2037037037037037,1.930555555555556,0.1921296296296296,0.97197896,0.89809394,0.99929655,0.9990311,0.03729034,hard_negative
82,,ইতিহাস,ইটা,it̪iɦaʃ,ita,History,brick,0.5714285714285714,0.5,0.4583333333333333,0.5069444444444445,3.6666666666666665,0.5069444444444445,0.9661407,0.9033854,0.9973049,0.9995612,0.025163379,hard_negative
83,,হাত,হাট,ɦat̪,ɦat,Hand,Hat,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9894109,0.96898544,0.99985147,0.99993944,0.044838846,hard_negative
84,,পাখি,বাকী,pakʰi,baki,Birds,The rest,0.4,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.98600245,0.9372463,0.99948466,0.99988073,0.023056986,hard_negative
85,,শিক্ষা,পাখি,ʃikkʰa,pakʰi,Education,Birds,0.6666666666666666,0.4,0.25,0.275,2.375,0.2708333333333333,0.97265446,0.9739833,0.99991405,0.9998523,0.108344436,random
86,,বায়ু,বাছৰু,bae̯u,basɹu,The wind,Calf,0.4,0.2,0.2291666666666666,0.2583333333333333,1.95,0.2458333333333333,0.9878162,0.9771475,0.99981475,0.99993694,0.10901244,hard_negative
87,,টাকা,চাকা,ʈaka,saka,Money,The wheel,0.25,0.0,0.0208333333333333,0.0208333333333333,0.375,0.0208333333333333,0.98129994,0.9528458,0.99988014,0.9998421,-0.006991812,hard_negative
88,,ভাল,বল,bʱalɔ,bɔlɔ,Good,Tell me,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.9915191,0.97191995,0.99983597,0.9999016,-0.02474488,hard_negative
89,,কথা,কটা,kɔt̪ʰa,kɔta,Talk,Brown,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.948573,0.9311513,0.9996699,0.99994177,0.05381029,hard_negative
90,,বাল,বালু,balɔ,balu,Baal,Sand,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.97975075,0.9584871,0.99990886,0.999865,0.08049917,hard_negative
91,,একতা,অটা,ekt̪a,ɔta,Unity,Ata,0.6,0.25,0.265625,0.2916666666666667,2.1875,0.2916666666666667,0.98975766,0.96878564,0.99987674,0.99993145,0.055866476,hard_negative
92,,পাখা,পকা,pakʰa,pɔka,Fan,ripe,0.4,0.0,0.0520833333333333,0.0520833333333333,0.5,0.0520833333333333,0.9893218,0.96936274,0.9992758,0.9998541,0.053240366,hard_negative
93,,মুঠি,মুচি,muʈʰi,musi,Fist,Cobbler,0.4,0.0,0.03125,0.03125,0.4375,0.03125,0.99253756,0.96863484,0.9996737,0.9999279,0.022781055,hard_negative
94,,ভালুক,জালুক,bʱaluk,zaluk,Bear,pepper,0.3333333333333333,0.2,0.0291666666666666,0.0333333333333333,0.425,0.0291666666666666,0.9761359,0.965166,0.99986714,0.999844,0.0360718,hard_negative
95,,পানি,বামী,pan̪i,bami,Water,Left,0.6,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,0.98338115,0.9652085,0.9998827,0.999886,0.1547614,hard_negative
96,,হামি,হানা,ɦami,ɦana,Hami,Hana,0.5,0.25,0.046875,0.0520833333333333,0.53125,0.046875,0.98370606,0.9736248,0.99967676,0.99994373,-0.01716101,hard_negative
97,,দাম,আম,d̪am,am,Price,Mango,0.5,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.98800087,0.95829433,0.99965453,0.99996996,0.033691928,hard_negative
98,,বস্তু,মস্ত,bɔʃt̪u,mɔxtɔ,Objects,Great,0.6666666666666666,0.4,0.0791666666666666,0.0833333333333333,1.125,0.0791666666666666,0.9691646,0.9648752,0.9998269,0.999618,0.1331706,hard_negative
99,,তিমি,তিনি,t̪imi,tini,Whale,He,0.4,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,0.9794615,0.95607555,0.99964744,0.9996949,0.09027251,hard_negative
100,,ভাল,বালু,bʱalɔ,balu,Good,Sand,0.4,0.0,0.03125,0.03125,0.3125,0.03125,0.99151915,0.9719198,0.99983585,0.99990165,-0.024744853,hard_negative
101,,ধন্যবাদ,অনুবাদ,d̪ʱɔn̪d͡zɔbad̪,ɔnubad,Thanks,Translation,0.6428571428571429,0.25,0.2552083333333333,0.2760416666666667,2.03125,0.2760416666666667,0.9891777,0.944502,0.99983466,0.99995404,0.004874798,hard_negative
102,,উপত্যকা,এসত্তৰ,upɔt̪d͡zɔka,ɛxɔttɔɹɔ,Valley,Seventy-one,0.7272727272727273,0.375,0.1276041666666666,0.1302083333333333,1.859375,0.1276041666666666,0.9642452,0.95712125,0.99950886,0.9993586,0.036012582,hard_negative
103,,বিড়াল,বিলৈ,biɽalɔ,bilɔɪ,Cats,to the b,0.5,0.1666666666666666,0.2291666666666666,0.2569444444444444,2.083333333333333,0.2430555555555555,0.9917826,0.9707416,0.9998549,0.9998051,0.017213432,synonym
104,,পশু,পলু,pɔʃu,pɔlu,Animals,Larvae,0.25,0.25,0.0520833333333333,0.0520833333333333,0.875,0.0520833333333333,0.9838585,0.96229076,0.9996133,0.99982995,0.04581576,hard_negative
105,,হগল,নকল,ɦɔɡɔlɔ,nɔkɔlɔ,Huggle,Duplicate,0.3333333333333333,0.1666666666666666,0.0381944444444444,0.0416666666666666,0.4791666666666667,0.0381944444444444,0.9839749,0.9275386,0.99986804,0.999908,-0.014387116,hard_negative
106,,সকল,দখল,ʃɔkɔlɔ,dɔkʰɔlɔ,All,Possession,0.2857142857142857,0.0,0.0347222222222222,0.0347222222222222,0.375,0.0347222222222222,0.9802141,0.9157187,0.998906,0.9997971,0.006846208,hard_negative
107,,কহা,কঁহ,kɔɦa,kɔ̃ɦɔ,Say,Sigh,0.4,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.9848409,0.9647579,0.9997785,0.9997327,0.02313485,hard_negative
108,,কালি,খালী,kali,kʰali,yesterday,empty,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.9771611,0.96347964,0.99927086,0.9998372,0.032469623,hard_negative
109,,পানি,পাতি,pan̪i,pati,Water,Leaves,0.4,0.25,0.0416666666666666,0.0416666666666666,0.75,0.0416666666666666,0.97461426,0.9689933,0.999823,0.9999117,0.15476137,hard_negative
110,,ভাজা,বাধা,bʱad͡ʑa,badʰa,Fried,Obstacles,0.4285714285714285,0.25,0.0520833333333333,0.0520833333333333,0.5,0.0520833333333333,0.9860862,0.97952986,0.999769,0.99994016,0.063761614,hard_negative
111,,মেঘ,মগ,megʱɔ,mɔgɔ,Clouds,Mug,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4166666666666667,0.0416666666666666,0.9723803,0.95798576,0.9998175,0.9999276,0.07122031,hard_negative
112,,টাং,জাং,ʈaŋ,zaŋ,Tang,Thigh,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5833333333333334,0.0416666666666666,0.9917325,0.97676086,0.99981594,0.99992627,-0.012528922,hard_negative
113,,দাঁত,আঁট,d̪ãt̪ɔ,ãtɔ,Teeth,Tight,0.5,0.3333333333333333,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,0.9824147,0.97093517,0.99982524,0.9999076,0.05119098,hard_negative
114,,ভাষা,বাছা,bʱaʃa,basa,Language,Boy,0.4,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,0.9859272,0.95958847,0.9995588,0.99975437,0.080263674,hard_negative
115,,উট,উদং,uʈɔ,udɔŋ,The camel,Naked,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0,0.2708333333333333,0.9870552,0.97003984,0.9993768,0.9998232,-0.0084049385,hard_negative
116,,হগল,অকল,ɦɔɡɔlɔ,ɔkɔlɔ,Huggle,Alone,0.3333333333333333,0.1666666666666666,0.15625,0.1736111111111111,1.25,0.1736111111111111,0.98661184,0.9522213,0.99978244,0.9998695,-0.014387097,hard_negative
117,,চাঁদ,তাঁত,t͡ɕãd̪ɔ,tãtɔ,The moon,Weaving,0.5714285714285714,0.3333333333333333,0.0625,0.0625,0.5625,0.0625,0.984581,0.97511727,0.999974,0.9999228,0.16862799,hard_negative
