,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,xlm_cos,label
10,All languages,মুঠ,মুত,mutʰ,mut̪,total,Mut,0.25,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,1,0.9000879526138306,hard_negative
11,All languages,ফণী,ফনী,pʰɔni,ɸɔn̪i,comb,Fanny,0.6,0.0,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,1,0.9141634702682496,hard_negative
12,All languages,গুহা,গুফা,guɦa,ɡuɸa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,0.8417081236839294,synonym
13,All languages,মুঠি,মুদি,mutʰi,mud̪i,Fist,Grocer,0.4,0.0,0.03125,0.03125,0.1875,0.03125,1,0.9040932059288024,hard_negative
14,All languages,চন্দ্ৰ,চন্দ্র,sɔndɹɔ,t͡ɕɔn̪d̪rɔ,moon,The moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,1,0.95912504196167,synonym
15,All languages,গম,অগম,gɔmɔ,oɡɔmɔ,Wheat,Incomprehensible,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,1,0.7145419120788574,hard_negative
16,All languages,জল,উদ,zɔlɔ,ud̪,Water,Ud,1.0,0.75,0.5260416666666666,0.5729166666666667,4.875,0.5729166666666667,2,0.7274945378303528,synonym
17,All languages,কচু,কদু,kɔsu,kɔd̪u,Kachu,Pumpkin,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,0.8983414173126221,hard_negative
18,All languages,অগ্নি,অগ্নিকোণ,ɔgni,oɡn̪ikon,Fire,Southeast,0.75,0.5714285714285714,0.5267857142857143,0.5833333333333334,4.214285714285714,0.5833333333333334,3,0.8641679286956787,synonym
19,All languages,গুহা,গুফা,guɦa,ɡuɸa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,0.8417081236839294,synonym
20,All languages,বায়ু,পায়ু,baju,pae̯u,The wind,Anus,0.6,0.0,0.03125,0.0416666666666666,0.28125,0.03125,1,0.9189260601997375,hard_negative
21,All languages,কৃষ্ণ,অকৃষ্ণ,kɽixnɔ,okɽiʃnɔ,Krishna,Akrishna,0.2857142857142857,0.2857142857142857,0.1488095238095238,0.1666666666666666,1.2678571428571428,0.1636904761904762,1,0.8242132663726807,hard_negative
22,All languages,যুদ্ধ,বুদ্ধ,zuddʰɔ,bud̪d̪ʱɔ,War,Buddha,0.5,0.2,0.0541666666666666,0.0583333333333333,0.575,0.0541666666666666,1,0.9200270771980286,hard_negative
23,All languages,মাছ,মা,mas,ma,Fish,Mom,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,0.7472493052482605,hard_negative
24,All languages,গু,কহা,gu,kɔɦa,Gu,Say,1.0,0.75,0.7031250000000001,0.78125,5.75,0.78125,3,0.7384798526763916,random
25,All languages,গু,মু,gu,mu,Gu,Mu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,1,0.8673340678215027,hard_negative
26,All languages,আদা,আগা,ada,aɡa,Ginger,Aga,0.3333333333333333,0.3333333333333333,0.0625,0.0694444444444444,0.7083333333333334,0.0625,1,0.8909516334533691,hard_negative
27,All languages,কল,কে,kɔlɔ,ke,Call,Who,0.75,0.5,0.484375,0.53125,3.9375,0.53125,1,0.6492692828178406,synonym
28,All languages,পুষ্প,পুষ্পক,puxpɔ,puʃpɔkɔ,Flowers,Flower,0.4285714285714285,0.4285714285714285,0.2767857142857143,0.3095238095238096,2.3035714285714284,0.3065476190476189,1,0.8741615414619446,synonym
29,All languages,হিয়া,শিয়া,ɦija,ʃie̯a,Heart,Shia,0.6,0.25,0.0572916666666666,0.0729166666666666,0.9375,0.0572916666666666,1,0.8900213837623596,hard_negative
30,All languages,অক্ষ,অক্ষি,ɔkʰjɔ,okkʰi,Axis,Eye,0.8,0.25,0.125,0.125,2.0625,0.125,1,0.9301459789276124,synonym
31,All languages,মিঠা,মাঠা,miʈʰa,matʰa,sweet,Matha,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,0.9123626947402954,hard_negative
32,All languages,কাটা,কঁটা,kaʈa,kɔ̃ta,Cut,Thorns,0.6,0.0,0.0625,0.0625,0.6875,0.0625,1,0.8430327773094177,hard_negative
33,All languages,টাং,গাং,ʈaŋ,gaŋ,Tang,Gang,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,0.8301198482513428,hard_negative
34,All languages,মা,মাতা,ma,mata,Mom,Mother,0.5,0.5,0.453125,0.5,3.625,0.5,2,0.7909981012344359,synonym
35,All languages,রাং,গাং,raŋ,gaŋ,Rang,Gang,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,0.8770114183425903,hard_negative
36,All languages,কে,কল,ke,kɔlɔ,Who,Call,0.75,0.5,0.484375,0.53125,3.9375,0.53125,1,0.6492692828178406,synonym
37,All languages,বালক,বাল,balɔkɔ,bal,Boy,Baal,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,1,0.6674975752830505,synonym
38,All languages,চন্দ্র,চন্দ্ৰ,t͡ɕɔn̪d̪rɔ,sɔndɹɔ,The moon,moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,1,0.95912504196167,synonym
39,All languages,মকাই,ককাই,mɔkai,kɔkai,Maize,Uncle,0.2,0.2,0.0583333333333333,0.0583333333333333,0.95,0.0583333333333333,1,0.8946250081062317,hard_negative
40,All languages,বোন,বন,bon̪,bɔnɔ,Sister,Forest,0.5,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,1,0.7396354079246521,hard_negative
41,All languages,বাউল,বাউলা,baulɔ,baula,Bowl,Baula,0.2,0.0,0.0333333333333333,0.0333333333333333,0.35,0.0333333333333333,1,0.9063668251037598,hard_negative
42,All languages,গুফা,গুহা,ɡuɸa,guɦa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,0.8417081236839294,synonym
43,All languages,চন্দ্র,চন্দ্ৰ,t͡ɕɔn̪d̪rɔ,sɔndɹɔ,The moon,moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,1,0.95912504196167,synonym
44,All languages,অক্ষি,অক্ষ,okkʰi,ɔkʰjɔ,Eye,Axis,0.8,0.25,0.125,0.125,2.0625,0.125,1,0.9301985502243042,synonym
45,All languages,ধুমা,চুমা,d̪ʱuma,suma,Smoke,kiss,0.5,0.0,0.03125,0.03125,0.375,0.03125,1,0.8633597493171692,hard_negative
46,All languages,ধুমা,ঘুমা,d̪ʱuma,gʱuma,Smoke,Sleep,0.3333333333333333,0.25,0.2291666666666666,0.25,1.8125,0.25,1,0.8049525022506714,hard_negative
47,All languages,বাজ,বাট,bad͡ʑ,bat,Lightning,The road,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.6666666666666666,0.0694444444444444,1,0.879669725894928,hard_negative
48,All languages,পুষ্পক,পুষ্প,puʃpɔkɔ,puxpɔ,Flower,Flowers,0.4285714285714285,0.4285714285714285,0.2767857142857143,0.3095238095238096,2.3035714285714284,0.3065476190476189,1,0.8741615414619446,synonym
49,All languages,টেহা,দেহা,ʈeɦa,dɛɦa,Teha,The body,0.5,0.0,0.03125,0.03125,0.25,0.03125,1,0.8608955144882202,hard_negative
50,All languages,গুফা,গুহা,ɡuɸa,guɦa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,0.8417081236839294,synonym
51,All languages,পাণ,পাং,pan,paŋ,Pan,Pang,0.3333333333333333,0.0,0.0625,0.0694444444444444,0.7083333333333334,0.0625,1,0.8699269890785217,hard_negative
52,All languages,লাউ,গাউ,lau,gau,Lau,Cow,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,0.85772705078125,hard_negative
53,All languages,দাঁত,জাঁত,d̪ãt̪ɔ,zãtɔ,Teeth,Jat,0.5,0.0,0.03125,0.03125,0.375,0.03125,1,0.8782757520675659,hard_negative
54,All languages,টাং,জাং,ʈaŋ,zaŋ,Tang,Thigh,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5833333333333334,0.0416666666666666,1,0.8671494722366333,hard_negative
55,All languages,অগ্নিকোণ,অগ্নি,oɡn̪ikon,ɔgni,Southeast,Fire,0.75,0.5714285714285714,0.5267857142857143,0.5833333333333334,4.214285714285714,0.5833333333333334,3,0.8641679286956787,synonym
56,All languages,পিন্ধা,বিন্ধা,pin̪d̪ʱa,bindʰa,wear,Bindha,0.5,0.0,0.0333333333333333,0.0333333333333333,0.2,0.0333333333333333,1,0.9229412078857422,hard_negative
