,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,label
19,All languages,আমি,আম্মী,ami,ammi,I,Mom,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,0.9687314,0.9502002,0.99973476,0.99975,hard_negative
20,All languages,কুটুম,কুহুম,kuʈum,kuɦum,Family,The cream,0.2,0.2,0.0375,0.0416666666666666,0.775,0.0375,0.98032236,0.9723666,0.9997422,0.9998668,hard_negative
21,All languages,জল,ডল,d͡ʑɔlɔ,dɔlɔ,Water,Doll,0.3333333333333333,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.9761673,0.9450358,0.99973905,0.9999077,hard_negative
22,All languages,পাণ,পানী,pan,pani,Pan,water,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,0.98127013,0.96637285,0.999925,0.9999579,hard_negative
23,All languages,কলা,কোলা,kɔla,kʊla,Banana,Cola,0.25,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,0.9878646,0.9841851,0.9997432,0.99992967,hard_negative
24,All languages,কবি,কটি,kɔbi,kɔti,Poet,Waist,0.25,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,0.9802303,0.92631316,0.99967086,0.99984086,hard_negative
25,All languages,পাত,পাতা,pat̪,pata,leaves,Leaves,0.25,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0.9673749,0.93514967,0.9997189,0.9999143,synonym
26,All languages,গম,কম,ɡɔmɔ,kɔmɔ,Wheat,Less,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98069584,0.9215708,0.99974465,0.999953,hard_negative
27,All languages,ফল,কল,ɸɔlɔ,kɔlɔ,Fruit,Call,0.25,0.25,0.0572916666666666,0.0625,0.78125,0.0572916666666666,0.98139364,0.94719315,0.9998838,0.9999293,hard_negative
28,All languages,একলা,কলা,ekɔla,kɔla,Alone,Banana,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,0.9810707,0.96084857,0.999582,0.99991983,hard_negative
29,All languages,সহা,অহা,ʃɔɦa,ɔɦa,Saha,Come on,0.25,0.25,0.2291666666666666,0.25,1.8125,0.25,0.9821341,0.9622854,0.99953985,0.9999338,hard_negative
30,All languages,পাখা,পাখি,pakʰa,pakʰi,Fan,Birds,0.2,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.9833306,0.96384627,0.99919796,0.999822,hard_negative
31,All languages,মকাই,ককাই,mɔkai,kɔkai,Maize,Uncle,0.2,0.2,0.0583333333333333,0.0583333333333333,0.95,0.0583333333333333,0.9710435,0.96496624,0.99978614,0.9998904,hard_negative
32,All languages,বাউল,বাউলা,baulɔ,baula,Bowl,Baula,0.2,0.0,0.0333333333333333,0.0333333333333333,0.35,0.0333333333333333,0.9826209,0.9687121,0.99990076,0.99993783,hard_negative
33,All languages,কহা,খহা,kɔɦa,kʰɔɦa,Say,Eat,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98682666,0.97707343,0.9998001,0.9996879,hard_negative
34,All languages,মু,মূত,mu,mut,Mu,Urine,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.98978806,0.9570565,0.99987745,0.9999049,hard_negative
35,All languages,পাখ,পাক,pakʰ,pak,Wings,Pak,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9824649,0.9706259,0.9997258,0.99982417,hard_negative
36,All languages,মাতা,মাঠা,mat̪a,matʰa,Mother,Matha,0.2,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.9907988,0.9489758,0.99986994,0.9998029,hard_negative
37,All languages,পাখ,পাখি,pakʰ,pakʰi,Wings,Birds,0.2,0.25,0.2239583333333333,0.25,1.8125,0.25,0.9787649,0.96682554,0.9996737,0.9997645,hard_negative
38,All languages,কাছ,কাঠ,kat͡ɕʰ,katʰ,Near,Wood,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,0.98905915,0.9642417,0.99978447,0.99993473,hard_negative
39,All languages,ফল,পল,ɸɔlɔ,pɔlɔ,Fruit,Paul,0.25,0.0,0.015625,0.0208333333333333,0.28125,0.015625,0.97816145,0.9513485,0.9998025,0.99992996,hard_negative
40,All languages,কেলা,কলা,kela,kɔla,The banana,Banana,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.9826064,0.9631938,0.99980146,0.9999345,hard_negative
41,All languages,পিতা,পিটা,pit̪a,pita,Father,Beaten,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.98243606,0.9598721,0.9998866,0.99967897,hard_negative
42,All languages,মাত,মাটি,mat̪,mati,The voice,Soil,0.25,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0.9823376,0.94687957,0.99996144,0.99995506,hard_negative
43,All languages,ভাই,ঘাই,bʱai,gʱai,Brother,Main,0.25,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.98727214,0.9673287,0.99989414,0.9999207,hard_negative
44,All languages,বিলাই,বিলাতী,bilai,bilati,distribute,English,0.1666666666666666,0.1666666666666666,0.1527777777777777,0.1666666666666666,1.2083333333333333,0.1666666666666666,0.9839833,0.95852864,0.99989575,0.9998319,hard_negative
45,All languages,বেঁকা,বকা,bẽka,bɔka,curved,Gossip,0.25,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.98042786,0.94872963,0.9999505,0.9999283,hard_negative
46,All languages,বেল,বল,belɔ,bɔlɔ,Bell,Tell me,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.98297584,0.9508784,0.9996806,0.99989796,hard_negative
47,All languages,পশু,পহু,pɔʃu,pɔɦu,Animals,The wolf,0.25,0.25,0.0364583333333333,0.0416666666666666,0.71875,0.0364583333333333,0.978896,0.9644549,0.9998695,0.99990594,hard_negative
48,All languages,পাখি,আখি,pakʰi,akʰi,Birds,Eyes,0.2,0.25,0.2239583333333333,0.25,1.8125,0.25,0.98461074,0.959167,0.9998164,0.9999561,hard_negative
49,All languages,হাত,হাট,ɦat̪,ɦat,Hand,Hat,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.9894109,0.96898544,0.99985147,0.99993944,hard_negative
50,All languages,টাং,পাং,ʈaŋ,paŋ,Tang,Pang,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,0.971555,0.9476704,0.99985415,0.9999168,hard_negative
51,All languages,বাল,বালু,balɔ,balu,Baal,Sand,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.97975075,0.9584871,0.99990886,0.999865,hard_negative
52,All languages,কাঠ,কান্ধ,kaʈʰɔ,kandʰɔ,Wood,shoulder,0.3333333333333333,0.2,0.2,0.2166666666666666,1.6,0.2166666666666666,0.9733703,0.9622657,0.9998392,0.99973035,hard_negative
53,All languages,ভালুক,জালুক,bʱaluk,zaluk,Bear,pepper,0.3333333333333333,0.2,0.0291666666666666,0.0333333333333333,0.425,0.0291666666666666,0.9761359,0.965166,0.99986714,0.999844,hard_negative
54,All languages,আট,আগ,aʈɔ,agɔ,Eight,Forward,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.9819903,0.9604217,0.99955845,0.9999265,hard_negative
55,All languages,হামি,হাবি,ɦami,ɦabi,Hami,The forest,0.25,0.25,0.0208333333333333,0.0208333333333333,0.625,0.0208333333333333,0.98054886,0.9722885,0.99967223,0.99990964,hard_negative
56,All languages,তিমি,তিনি,t̪imi,tini,Whale,He,0.4,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,0.9794615,0.95607555,0.99964744,0.9996949,hard_negative
57,All languages,হামি,আমি,ɦami,ami,Hami,I,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,0.9886581,0.97776884,0.99991906,0.99995726,hard_negative
58,All languages,পশু,পলু,pɔʃu,pɔlu,Animals,Larvae,0.25,0.25,0.0520833333333333,0.0520833333333333,0.875,0.0520833333333333,0.9838585,0.96229076,0.9996133,0.99982995,hard_negative
59,All languages,ঋতু,মৃত্যু,ɽit̪u,mɽitzu,Season,Death,0.3333333333333333,0.3333333333333333,0.3090277777777777,0.3402777777777778,2.458333333333333,0.3402777777777778,0.9876963,0.9600349,0.99981487,0.99992734,hard_negative
60,All languages,নখ,নিমখ,n̪ɔkʰɔ,nimɔkʰɔ,Nails,salt,0.2857142857142857,0.3333333333333333,0.3055555555555556,0.3402777777777778,2.458333333333333,0.3402777777777778,0.9882463,0.95393705,0.9999001,0.9996206,hard_negative
61,All languages,কালি,খালী,kali,kʰali,yesterday,empty,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.9771611,0.96347964,0.99927086,0.9998372,hard_negative
62,All languages,বাল,বাল্য,balɔ,balzɔ,Baal,Childhood,0.2,0.2,0.1833333333333333,0.2,1.45,0.2,0.98676723,0.94861424,0.99981225,0.99990416,hard_negative
63,All languages,কহা,কঢ়া,kɔɦa,kɔɹɦa,Say,strong,0.2,0.2,0.1833333333333333,0.2,1.45,0.2,0.98515975,0.9647145,0.99992895,0.9999081,hard_negative
64,All languages,হগল,অকল,ɦɔɡɔlɔ,ɔkɔlɔ,Huggle,Alone,0.3333333333333333,0.1666666666666666,0.15625,0.1736111111111111,1.25,0.1736111111111111,0.98661184,0.9522213,0.99978244,0.9998695,hard_negative
