,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
48,48,48,1015,मेहरबान,مالک,meɦrəbaːn,mɒlk,kind,the owner,0.8888888888888888,0.625,0.5026041666666667,0.5625,4.28125,0.5572916666666667,7,random,0,-8.424261,0.362572580575943,0.7886935472488403
49,49,49,359,इस्लाम,اثم,islaːm,ɒsm,Islam,sin,0.6666666666666666,0.4,0.3958333333333333,0.4333333333333334,3.3,0.4333333333333334,6,hard_negative,0,-6.185835,0.4316685795783997,0.33950144052505493
50,50,50,22,अनार,یا,anaːr,jɒ,Pomegranate,Or,1.0,0.75,0.5104166666666666,0.5833333333333333,4.84375,0.5729166666666667,4,random,0,-5.240563400000001,0.405113697052002,0.36919495463371277
51,51,51,1856,घबराहट,تحریک,ɡ̤əbraːɦəʈ,thrjk,Nervousness,Stimulation,0.9,0.75,0.4244791666666667,0.46875,4.078125,0.4635416666666667,6,synonym,0,-11.792633,0.4263937771320343,0.775973379611969
52,52,52,4432,विभिन्न,فراوان,vib̤innə,frɒvɒn,Diverse,Abundant,0.875,0.4285714285714285,0.3273809523809524,0.3869047619047618,3.9107142857142856,0.3422619047619047,7,synonym,0,-14.022053,0.35405558347702026,0.7685189843177795
53,53,53,1289,हंगामा,هنگامه,ɦəŋɡaːmaː,hŋɒmh,Ruckus,Hangame,0.7777777777777778,0.4285714285714285,0.3154761904761905,0.3511904761904762,3.125,0.3452380952380953,6,loan,1,2.2031047000000004,0.529504656791687,0.6116752624511719
54,54,54,1604,पर कब्जा,اشغال کنید,pərə kəbd͡ʒaː,ɒʃɣɒl knjd,Possession on,Occupy,0.8461538461538461,0.7777777777777778,0.2824074074074074,0.324074074074074,5.1805555555555545,0.2824074074074074,10,synonym,0,-22.438244,0.38418564200401306,0.5680801868438721
55,55,55,155,क़त्ल,قتل,qətlə,ɣtl,murder,killing,0.6,0.4,0.3833333333333334,0.425,3.25,0.425,5,loan,1,2.9366622,0.38833487033844,0.6220357418060303
56,56,56,2530,बदतर,باستانی,bədtər,bɒstɒnj,Worse,Ancient,0.7142857142857143,0.1428571428571428,0.1994047619047619,0.2261904761904762,1.9285714285714288,0.2142857142857142,7,hard_negative,0,-17.405584,0.4352841675281525,0.4934150278568268
57,57,57,438,ज़िंदाबाद,دامن,zindaːbaːd,dɒmn,alive,Skirt,0.9,0.75,0.4895833333333333,0.5364583333333334,4.4375,0.5364583333333334,9,random,0,-10.223259,0.38779667019844055,0.5796162486076355
58,58,58,1105,लिबास,لباس,libaːs,lbɒs,dress,Dress,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,5,loan,1,3.7742157,0.449187695980072,0.6466625928878784
59,59,59,1371,कुरकुरा,انعطاف ناپذیر,kurkuraː,ɒnʔtɒf nɒpzjr,crisp,inflexible,1.0,0.75,0.4843749999999999,0.5555555555555555,4.802083333333333,0.5312499999999999,13,synonym,0,-23.245361,0.2771418690681457,0.7100344896316528
60,60,60,769,फ़लक,فرصت,fələk,frst,panel,the opportunity,0.8,0.6,0.2958333333333333,0.35,3.625,0.3166666666666666,4,random,0,-7.209923,0.6115322113037109,0.678989589214325
61,61,61,4762,मूल,تمیز,muːl,tmjz,Original,Clean,1.0,0.75,0.3124999999999999,0.34375,3.53125,0.3333333333333333,4,synonym,0,-11.613941,0.3816106021404265,0.5924789905548096
62,62,62,4172,हलक़ा,خانه‌پا,ɦəlqaː,xɒnh‌pɒ,light,خانه‌پا,1.0,0.5,0.2604166666666667,0.2777777777777777,2.770833333333333,0.2777777777777777,7,hard_negative,0,-12.114803,0.4042487442493439,0.8290741443634033
63,63,63,633,देह,ضروری,deɦ,zrvrj,Body,Necessary,1.0,0.6,0.4041666666666667,0.4833333333333334,4.725,0.4708333333333334,5,random,0,-10.978608,0.4613731801509857,0.6876793503761292
64,64,64,163,आगाही,آخال,aːɡaːɦiː,ɒxɒl,Warning,اخال,1.0,0.2,0.275,0.3,2.625,0.2958333333333333,5,hard_negative,0,-4.038024,0.6947745084762573,0.6062387824058533
65,65,65,1917,दास्तान,جستن,daːstaːn,d͡ʒstn,tale,Search,0.5,0.5,0.3194444444444445,0.3541666666666667,2.625,0.3541666666666667,7,hard_negative,0,-8.144039,0.5099040269851685,0.6906960010528564
66,66,66,1886,सम्मोहक,گویا,səmmoɦək,ɡvjɒ,compelling,perhaps,1.0,0.75,0.5260416666666666,0.578125,4.96875,0.5755208333333333,7,synonym,0,-9.93857,0.443209320306778,0.5395498275756836
67,67,67,3139,मुर्ग़ा,مطلقاً,murɣaː,mtlɣɒً,rooster,never,0.6666666666666666,0.2,0.1458333333333333,0.175,2.65,0.1458333333333333,7,hard_negative,0,-4.603275,0.2831890285015106,0.5913745164871216
68,68,68,286,हेस्टी,کرت,ɦesʈiː,krt,Hasty,کرت,1.0,0.8,0.4416666666666667,0.5,4.5,0.4833333333333334,6,synonym,0,-7.529884299999999,0.4389533698558808,0.52406245470047
69,69,69,746,पेशगी,پیل مرغ,peʃɡiː,pjl mrɣ,advance,Chicken pole,0.8571428571428571,0.8333333333333334,0.2777777777777778,0.3194444444444445,4.104166666666667,0.3055555555555556,7,random,0,-4.840832700000001,0.5196928381919861,0.6964584589004517
70,70,70,392,जलालाबाद,جلال‌آباد,d͡ʒəlaːlaːbaːd,d͡ʒlɒl‌ɒbɒd,Jalalabad,Jalalabad,0.5,0.1111111111111111,0.1412037037037037,0.1527777777777778,1.3055555555555556,0.1527777777777778,9,loan,1,-4.0241413,0.5897368788719177,0.7246941328048706
71,71,71,980,मुक़र्रर,نمایندگی,muqrrər,nmɒjndɡj,Appointment,Representation,0.875,0.625,0.2630208333333333,0.3125,4.1875,0.2734375,8,random,0,-14.6072855,0.3907558917999268,0.7558121681213379
72,72,72,2548,नापाक किया हुआ,تحقیر کردن,naːpaːkə kijaː ɦuaː,thɣjr krdn,impure,To humiliate,0.8947368421052632,0.7692307692307693,0.4166666666666667,0.4775641025641025,5.009615384615385,0.4487179487179488,13,synonym,0,-19.847889,0.4294261336326599,0.6373597383499146
73,73,73,5215,गम,اندوه,ɡəm,ɒndvh,Gum,Grief,1.0,1.0,0.4958333333333334,0.55,5.375,0.5333333333333334,5,synonym,0,-11.124653,0.4690431356430054,0.4725324213504791
74,74,74,1343,हौसला,حوصله,ɦɔːslaː,hvslh,Courage,Mood,0.7142857142857143,0.4,0.1291666666666666,0.15,2.875,0.1291666666666666,5,loan,1,2.4135947,0.4801542460918426,0.7600576877593994
75,75,75,3676,कार्यभार,فریب,kaːrjəb̤aːr,frjb,Assignments,Deception,0.7272727272727273,0.625,0.4739583333333333,0.5364583333333333,4.046875,0.5338541666666667,8,synonym,0,-12.510005,0.4378978908061981,0.7098289728164673
76,76,76,157,सरल,سرراست,sərəl,srrɒst,Easy,Straight,0.6666666666666666,0.5,0.2395833333333333,0.2777777777777778,2.875,0.2534722222222222,6,synonym,0,-9.770198,0.5343416333198547,0.6676619052886963
77,77,77,317,इब्री,پابرجا,ibriː,pɒbrd͡ʒɒ,Hebrew,پابرجا,0.75,0.3333333333333333,0.3645833333333333,0.3958333333333334,3.1666666666666665,0.3958333333333334,6,hard_negative,0,-16.134907000000002,0.5191662311553955,0.7076684832572937
78,78,78,1586,कैद होना,زندان,kæːdə ɦonaː,zndɒn,Imprisonment,Prison,0.8181818181818182,0.625,0.4088541666666667,0.453125,4.03125,0.4479166666666666,8,synonym,0,-9.908754,0.3201013803482056,0.36577296257019043
79,79,79,499,तबाही,چابک,təbaːɦiː,t͡ʃɒbk,Destruction,چابک,0.875,0.6666666666666666,0.375,0.4097222222222221,3.5416666666666665,0.4097222222222221,5,random,0,-14.366692,0.5892199277877808,0.6471372246742249
80,80,80,661,नरगिस,نرگس,nərɡis,nrɡs,Nargis,Narges,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,5,loan,1,5.4330672999999985,0.6475103497505188,0.7934826016426086
81,81,81,1682,झपटना,اشغال کنید,d͡ʒ̤əpʈənaː,ɒʃɣɒl knjd,pounce,Occupy,0.9090909090909092,0.7777777777777778,0.3680555555555556,0.4074074074074074,4.541666666666667,0.3888888888888889,10,synonym,0,-24.050146,0.3489055335521698,0.6525466442108154
82,82,82,1661,तसल्ली,چپاولچی,təslliː,t͡ʃpɒvlt͡ʃj,consoling,چپاولچی,0.8181818181818182,0.7142857142857143,0.2470238095238095,0.2738095238095238,2.7142857142857144,0.2589285714285714,7,hard_negative,0,-12.513229,0.4869019091129303,0.745590329170227
83,83,83,3168,प्रशंसा भाषण,تعریف و تمجید,prəʃənsaː b̤aːʂəɳ,tʔrjf v tmd͡ʒjd,appreciation speech,compliment,0.9411764705882352,0.7692307692307693,0.3044871794871795,0.3557692307692308,3.9519230769230766,0.3205128205128205,12,synonym,0,-27.266325,0.417275071144104,0.6184635162353516
84,84,84,5238,प्रायश्चित करना,اعتراف پشیمانی,praːjʃt͡ʃitə kərnaː,ɒʔtrɒf pʃjmɒnj,to feel guilty,Confession of regret,0.8947368421052632,0.6428571428571429,0.2946428571428571,0.3452380952380952,4.125,0.30654761904761896,15,synonym,0,-50.223457,0.4936376214027405,0.713233470916748
85,85,85,975,ग़रीबी,تارآوا,ɣəriːbiː,tɒrɒvɒ,poverty,تارآوا,0.875,0.1666666666666666,0.1458333333333333,0.1527777777777778,1.7916666666666667,0.1458333333333333,6,hard_negative,0,-16.329174,0.42089220881462097,0.7462698221206665
86,86,86,906,ख़्वाबगाह,باوقار,xvaːbɡaːɦ,bɒvɣɒr,dream,with dignity,1.0,0.1428571428571428,0.2142857142857143,0.25,2.232142857142857,0.2291666666666666,9,hard_negative,0,-13.339537,0.3866700828075409,0.6374943852424622
87,87,87,2865,संबद्ध,توجه,səmbdd̤ə,tvd͡ʒh,affiliated,Attention,0.875,0.7142857142857143,0.4494047619047619,0.5000000000000001,4.25,0.4910714285714286,6,synonym,0,-8.391036999999999,0.2557998299598694,0.5175894498825073
88,88,88,624,ढुलमुल,غیر واضح,ɖ̤ulmul,ɣjr vɒzh,wavering,unclear,1.0,0.5714285714285714,0.2589285714285714,0.2976190476190475,3.2142857142857144,0.2738095238095238,8,synonym,0,-16.469286,0.310366153717041,0.6832407116889954
89,89,89,1545,निष्पक्ष,نمایشگاه,niʂpəkʂə,nmɒjʃɡɒh,Neutral,Exhibition,0.875,0.75,0.2421875,0.2760416666666666,4.671875,0.2421875,8,synonym,0,-17.423216,0.3512986898422241,0.7164063453674316
90,90,90,767,फ़र्ज़ी,فرضی,fərziː,frzj,fake,Hypothetical,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,7,loan,1,2.0930037,0.2650443911552429,0.6756060123443604
91,91,91,941,मस्ती,مستی,məstiː,mstj,Fun,are you drunk,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,1,4.3520737,0.7122498750686646,0.8002896904945374
92,92,92,44,असर,تشدد,asər,tʃdd,effect,Violence,1.0,0.75,0.2291666666666666,0.28125,5.5,0.2291666666666666,4,random,0,-12.20116,0.463454395532608,0.7925294041633606
93,93,93,3745,अल्हड़,عجولانه,alɦəɽ,ʔd͡ʒvlɒnh,Carefree,Hastily,0.8888888888888888,0.5714285714285714,0.3928571428571428,0.4464285714285714,3.9107142857142856,0.4166666666666666,7,synonym,0,-9.139491,0.4587251245975494,0.8341540098190308
94,94,94,729,पाजामा,پايجامه / پاجامه,paːd͡ʒaːmaː,pɒjd͡ʒɒmh / pɒd͡ʒɒmh,pajamas,Pajamas,0.8,0.5384615384615384,0.5128205128205128,0.5673076923076923,4.25,0.5673076923076923,16,loan,1,-23.396296,0.5648927688598633,0.6681259870529175
95,95,95,1076,रूमाल,رومال,ruːmaːl,rvmɒl,Handkerchief,Handkerchief,0.5714285714285714,0.2,0.0958333333333333,0.1083333333333333,2.0,0.0958333333333333,5,loan,1,2.3017318,0.5323119163513184,0.7899546027183533
96,96,96,3776,तूफ़ानी,خشن,tuːfaːniː,xʃn,stormy,Rough,0.8888888888888888,0.8333333333333334,0.513888888888889,0.5763888888888888,4.4375,0.5659722222222222,7,synonym,0,-10.543101,0.4924713671207428,0.7514086365699768
97,97,97,330,बहुत,اسراف,bəɦut,ɒsrɒf,Very,profusion,1.0,0.6,0.2333333333333333,0.2833333333333333,4.325,0.2333333333333333,5,synonym,0,-13.626779999999998,0.3493320345878601,0.47215938568115234
98,98,98,3515,दुर्भाग्य,مایه تاسف,durb̤aːɡjə,mɒjh tɒsf,Unfortunate,Unfortunate,1.0,0.75,0.2630208333333333,0.3020833333333333,4.296875,0.2630208333333333,9,synonym,0,-14.869396,0.3808500468730927,0.6353254318237305
99,99,99,318,ग़ैर-,غیر,ɣæːrə-,ɣjr,non-,Other,0.6666666666666666,0.5,0.2760416666666667,0.3125,2.78125,0.3020833333333333,5,loan,1,2.012054,0.3718803822994232,0.4911576807498932
100,100,100,3411,बंजर,عقیم,bəɲd͡ʒər,ʔɣjm,barren,Sterile,1.0,0.8333333333333334,0.4305555555555556,0.4861111111111111,4.6875,0.4756944444444445,4,synonym,0,-7.004789,0.4327496886253357,0.8278041481971741
101,101,101,5964,पूर्ति,پیروزی,puːrti,pjrvzj,fulfillment,Victory,0.8333333333333334,0.5,0.2222222222222221,0.25,2.5416666666666665,0.236111111111111,6,synonym,0,-4.897497,0.3580530881881714,0.7285313010215759
102,102,102,1168,शाहीन,نکاح,ʃaːɦiːn,nkɒh,Shaheen,Marriage,1.0,0.8,0.3583333333333333,0.3833333333333333,4.275,0.3791666666666666,5,random,0,-11.636082,0.5331215262413025,0.6683891415596008
103,103,103,72,छुट्टी,رها کردن,t͡ʃʰuʈʈiː,rhɒ krdn,holiday,to release,1.0,0.7142857142857143,0.3720238095238095,0.4345238095238096,4.321428571428571,0.4196428571428571,8,synonym,0,-19.379608,0.5929809212684631,0.2867492735385895
104,104,104,1158,शागिर्द,شاگرد,ʃaːɡirdə,ʃɒɡrd,disciple,Student,0.5,0.2857142857142857,0.2738095238095238,0.3035714285714285,2.2857142857142856,0.3035714285714285,7,loan,1,1.9861504,0.4971036314964294,0.5840182304382324
105,105,105,1267,सुन्नी,مالکانه,sunniː,mɒlkɒnh,Sunni,Ownership,1.0,0.7142857142857143,0.3660714285714285,0.4047619047619047,4.071428571428571,0.3958333333333333,7,random,0,-17.243626000000006,0.4295815825462341,0.776560366153717
106,106,106,3238,मौलवी,مخلوع,mɔːlviː,mxlvʔ,cleric,Makhloo,0.5714285714285714,0.4,0.125,0.1416666666666666,2.6,0.125,5,hard_negative,0,-1.9379284,0.6092448830604553,0.7126815319061279
107,107,107,723,पश्मीना,پشمینه,pəʃmiːnaː,pʃmjnh,pashmina,پشمینه,0.5555555555555556,0.4285714285714285,0.18154761904761896,0.2083333333333333,2.25,0.1964285714285714,7,loan,1,4.4905505,0.6440601944923401,0.6779478192329407
108,108,108,24,अफ़साना,افسانه,afsaːnaː,ɒfsɒnh,Afsana,Fiction,0.625,0.1666666666666666,0.0763888888888888,0.0833333333333333,1.3541666666666667,0.0763888888888888,7,loan,1,-1.8467542,0.4275842607021332,0.6500483751296997
109,109,109,530,तस्वीर,سپرد,təsviːr,sprd,Photo,سپرد,0.8571428571428571,0.6666666666666666,0.3993055555555555,0.4722222222222222,4.3125,0.4305555555555555,6,random,0,-8.533337,0.5176166892051697,0.5978193283081055
