,Unnamed: 0,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,DNNlogits_modelpredicted
68,5576,बंजर,ناتوان,bəɲd͡ʒər,nɒtvɒn,barren,ناتوان,1.0,0.6666666666666666,0.1875,0.2152777777777778,2.708333333333333,0.1875,6,synonym,0,-9.277467
69,1495,उदासीन,بی رحم,udaːsiːn,bj rhm,Moody,Brutal,1.0,1.0,0.2881944444444445,0.3402777777777778,3.7083333333333335,0.3055555555555556,6,synonym,0,-14.880039
70,896,चार्ज,سرزنش کردن,t͡ʃaːrd͡ʒə,srznʃ krdn,charge,Blame,0.9,0.8888888888888888,0.4976851851851851,0.5601851851851851,5.111111111111111,0.5462962962962963,10,synonym,0,-20.688923
71,1740,अधिग्रहण करना,مالکیت,ad̤iɡrəɦɳə kərnaː,mɒlkjt,to acquire,Ownership,0.9411764705882352,0.7142857142857143,0.5595238095238095,0.6339285714285714,5.044642857142857,0.6279761904761906,13,synonym,0,-35.843502
72,416,ज़मीन,زمین,zəmiːn,zmjn,land,the earth,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,1,4.21309
73,934,मसनद,مسند,məsnəd,msnd,Masnad,datum,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,loan,1,3.9837272
74,1088,रोशनी,روشنی,roʃniː,rvʃnj,Light,Clarity,0.5,0.4,0.0875,0.1083333333333333,2.175,0.0875,5,loan,1,3.9514003
75,1273,सुर्ख़ी,سرخی,surxiː,srxj,headlines,Red,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,7,loan,1,4.502802
76,824,बलूचिस्तान,ذهن,bəluːt͡ʃistaːn,zhn,Balochistan,Mind,0.9285714285714286,0.8,0.6541666666666666,0.725,5.475,0.7229166666666667,10,random,0,-11.281689
77,177,क़िल्लत,قلت,qillət,ɣlt,shortage,I said,0.6666666666666666,0.5,0.4722222222222222,0.5208333333333334,3.9166666666666665,0.5208333333333334,7,loan,1,4.9037704
78,165,क़सम,رخسار,qəsəm,rxsɒr,swear,Face,0.8,0.6,0.1916666666666666,0.2416666666666667,3.475,0.1916666666666666,5,random,0,-13.672361
79,536,ताजपोशी,قتل,taːd͡ʒpoʃiː,ɣtl,coronation,killing,1.0,0.7142857142857143,0.5922619047619048,0.6547619047619049,5.25,0.6488095238095237,7,random,0,-9.292159
80,618,अस्पष्ट,مشکوک,aspəʂʈə,mʃkvk,Unclear,Suspicious,1.0,0.8571428571428571,0.3839285714285714,0.4285714285714285,3.9642857142857135,0.4136904761904761,7,synonym,0,-13.044603
81,361,चादर,چادر,t͡ʃaːdər,t͡ʃɒdr,Bedsheet,چادر,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,1,3.2335377
82,403,बढ़त,مالکیت,bəɽ̥ət,mɒlkjt,edge,Ownership,0.8333333333333334,0.5,0.2465277777777778,0.2847222222222222,2.770833333333333,0.2638888888888889,6,synonym,0,-9.519955
83,2267,कलह,اختلاف نظر,kələɦ,ɒxtlɒf nzr,discord,Disagreement,0.9,0.5555555555555556,0.4699074074074074,0.5277777777777778,4.680555555555555,0.5185185185185186,10,synonym,0,-25.824188
84,843,बादशाह,بادشاه,baːdʃaːɦ,bɒdʃɒh,King,The king,0.625,0.0,0.0486111111111111,0.0486111111111111,0.5416666666666666,0.0486111111111111,6,loan,1,2.6211686
85,992,मुर्ग़ा,نماز,murɣaː,nmɒz,rooster,Prayer,1.0,0.8,0.3666666666666667,0.4333333333333333,4.875,0.3875,7,random,0,-7.431552
86,739,पुदीना,پودنه,pudiːnaː,pvdnh,Mint,پودنه,0.625,0.5,0.2430555555555555,0.2777777777777778,3.4791666666666665,0.2604166666666667,6,loan,1,3.8190026
87,857,बीमा,بادشاه,biːmaː,bɒdʃɒh,Insurance,The king,0.8333333333333334,0.5,0.3888888888888889,0.4236111111111111,3.6875,0.4201388888888889,6,random,0,-8.758371
88,4236,टुकड़ा,کمترین,ʈukɽaː,kmtrjn,Piece,The least,1.0,0.8333333333333334,0.3055555555555555,0.3402777777777777,3.7916666666666665,0.3194444444444444,6,synonym,0,-11.645758
89,3110,आनंद,لذت بردن,aːnəndə,lzt brdn,Pleasure,Enjoying,0.875,0.8571428571428571,0.3035714285714285,0.3511904761904761,4.910714285714286,0.3154761904761905,8,synonym,0,-17.77086
90,4839,उड़ाऊ,وسترل,uɽaːuː,vstrl,blown away,Westerl,1.0,1.0,0.4375,0.525,6.7,0.4541666666666667,5,synonym,0,-15.156386
91,943,महताब,مهتاب,məɦtaːb,mhtɒb,Mahtab,Moonlight,0.5714285714285714,0.1666666666666666,0.1770833333333333,0.1944444444444444,1.5,0.1944444444444444,5,loan,1,2.9772875
92,5193,तोबा,توبه,tobaː,tvbh,toba,Repentance,0.6,0.5,0.140625,0.1666666666666666,3.40625,0.140625,4,synonym,0,-1.4877303
93,187,क़ैदी,دانستن,qæːdiː,dɒnstn,prisoner,to know,1.0,0.6666666666666666,0.423611111111111,0.4652777777777777,4.270833333333333,0.4513888888888888,6,random,0,-7.7734747
94,4042,उपजाऊ,مفید,upd͡ʒaːuː,mfjd,Fertile,Useful,1.0,0.8,0.3833333333333333,0.4333333333333334,5.575,0.4041666666666666,5,synonym,0,-7.182541
95,934,मसनद,‫انتخاب‬,məsnəd,‫ɒntxɒb‬,Masnad,Selection,1.0,0.6666666666666666,0.21875,0.2430555555555555,4.020833333333333,0.21875,8,random,0,-11.086126
96,48,आईना,آئینه,aːiːnaː,ɒjʔjnh,Mirror,Mirror,0.8571428571428571,0.6666666666666666,0.3819444444444445,0.4305555555555555,4.083333333333333,0.4166666666666667,5,loan,1,3.9378462
97,582,दरवान,دروان,dərvaːn,drvɒn,doorman,دروان,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.4583333333333333,0.1875,5,loan,1,5.0881867
98,1080,रेग,خوشبو,reɡ,xvʃbv,reggae,Fragrant,1.0,1.0,0.5,0.5666666666666667,5.575,0.5333333333333334,5,random,0,-9.911375
99,751,पैदाइशी,पैदाइश,pæːdaːiʃiː,पैदाइश,born,birth,1.0,1.0,0.9017857142857144,1.0,7.25,1.0,1,loan,1,2.74224
100,289,ख़्वाब,خواب,xvaːb,xvɒb,dream,Sleep,0.4,0.0,0.03125,0.03125,0.375,0.03125,6,loan,1,4.0068607
101,30,अब्र,سیاست,abrə,sjɒst,abr,Politics,1.0,0.8,0.3958333333333333,0.4583333333333333,5.875,0.4125,5,random,0,-12.254149
102,6060,चंचल,دمدمی مزاج,t͡ʃəɲt͡ʃəl,dmdmj mzɒd͡ʒ,Flickering,Erratic,1.0,0.8888888888888888,0.4166666666666667,0.4537037037037038,4.069444444444445,0.449074074074074,10,synonym,0,-20.019743
103,1499,उदासीन,سنگدل,udaːsiːn,sŋdl,Moody,Cold hearted,0.875,0.6666666666666666,0.4097222222222222,0.4513888888888888,4.479166666666667,0.4444444444444444,6,synonym,0,-15.655716
104,988,मुफ़्ती,مفتی,muftiː,mftj,mufti,free,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,7,loan,1,5.1819143
105,1562,सरल,فقط،,sərəl,fɣt،,Easy,"Only,",1.0,1.0,0.4458333333333333,0.5166666666666666,4.725,0.5,4,synonym,0,-5.239843
106,5888,अव्यक्त,نامعین,avjəktə,nɒmʔjn,latent,Unknown,1.0,0.8571428571428571,0.3422619047619047,0.380952380952381,4.928571428571429,0.3571428571428571,7,synonym,0,-14.914876
107,995,मुर्दनी,مردنی,murdəniː,mrdnj,Murdani,مردنی,0.5,0.4285714285714285,0.2738095238095238,0.3095238095238095,2.482142857142857,0.3035714285714285,7,loan,1,4.870371
108,1063,रियासत,ایرانی,rijaːsət,ɒjrɒnj,princely state,ایرانی,0.875,0.7142857142857143,0.2857142857142857,0.3452380952380952,4.125,0.2976190476190475,6,random,0,-7.899864
109,169,क़ानून,قانون,qaːnuːn,ɣɒnvn,law,Law,0.7142857142857143,0.2,0.1208333333333333,0.1333333333333333,2.35,0.1208333333333333,6,loan,1,6.399006
110,1277,सुस्त,سست,sustə,sst,Dull,Weak,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,1,4.5573444
111,455,जादूगर,افغانستان,d͡ʒaːduːɡər,ɒfɣɒnstɒn,Magician,Afghanistan,1.0,0.6666666666666666,0.361111111111111,0.4027777777777778,4.166666666666667,0.3819444444444444,9,random,0,-16.38556
112,136,ओ,ویران,o,vjrɒn,O,Destroyed,1.0,0.8,0.7208333333333333,0.8083333333333332,5.9,0.8083333333333332,5,random,0,-12.094787
113,704,पनाहगाह,پناهگاه,pənaːɦɡaːɦ,pnɒhɡɒh,safe haven,Shelter,0.7,0.125,0.1536458333333333,0.1666666666666666,1.34375,0.1666666666666666,7,loan,1,1.9679571
114,1893,दाग़,دقیق,daːɣ,dɣjɣ,scar,Accurate,0.5,0.5,0.2760416666666667,0.3125,2.78125,0.3020833333333333,4,hard_negative,0,-7.6087775
115,1256,सिफ़त,صفت,sifət,sft,sifat,Adjective,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,1,2.060883
116,434,ज़ाहिर,ظاهر,zaːɦir,zɒhr,obviously,Appearance,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,6,loan,1,4.1135693
117,846,बाबत,بابت,baːbət,bɒbt,Regarding,About,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,1,3.5946417
118,1197,संदूक़,صندوق,sənduːq,sndvɣ,box,cash desk,0.5714285714285714,0.3333333333333333,0.2291666666666666,0.2569444444444445,2.9166666666666665,0.2465277777777778,6,loan,1,5.023444
119,3257,संकल्प,جسارت,səŋklpə,d͡ʒsɒrt,oath,جسارت,1.0,0.7142857142857143,0.4107142857142857,0.4702380952380953,4.696428571428571,0.4404761904761905,6,synonym,0,-14.257584
120,47,आइंदा,آینده,aːindaː,ɒjndh,in the future,the future,0.7142857142857143,0.4,0.0916666666666666,0.1083333333333333,1.9,0.0916666666666666,5,loan,1,2.066599
121,339,गुमशुदा,بی‌بی,ɡumʃudaː,bj‌bj,Missing,Bibi,1.0,1.0,0.4732142857142857,0.5297619047619048,4.660714285714286,0.5148809523809524,7,random,0,-8.403437
122,1014,मेहमाननवाज़ी,مهمان‌نوازی,meɦmaːnnəvaːziː,mhmɒn‌nvɒzj,hospitality,Guest,0.6666666666666666,0.25,0.1840277777777778,0.2048611111111111,1.71875,0.2013888888888889,12,loan,1,9.198845
123,781,फ़िरंगी,فرنگی,firəŋɡiː,frŋj,firangi,فرنگی,0.625,0.5714285714285714,0.4017857142857143,0.4523809523809524,3.517857142857143,0.4464285714285714,7,loan,1,3.2392478
124,4581,भयावह,زیان آور,b̤əjaːvəɦ,zjɒn ɒvr,frightening,Harmful,0.8888888888888888,0.5714285714285714,0.2529761904761904,0.3095238095238095,3.7857142857142856,0.2529761904761904,8,synonym,0,-11.935547
125,1285,सौदा,سودا,sɔːdaː,svdɒ,deal,Business,0.6666666666666666,0.25,0.1197916666666666,0.1354166666666666,2.5,0.1197916666666666,4,loan,1,3.2332451
126,1147,शराब,شراب,ʃəraːb,ʃrɒb,alcohol,Wine,0.5,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,1,4.138351
127,1121,चादर,تالار,t͡ʃaːdər,tɒlɒr,Bedsheet,تالار,0.75,0.4,0.1,0.1,1.5,0.1,5,hard_negative,0,-7.5994616
128,596,दस्तख़त,دستخط,dəstəxət,dstxt,Signature,handwriting,0.375,0.375,0.3359375,0.375,2.71875,0.375,7,loan,1,4.6133966
129,919,मरियम,مریم,mərijəm,mrjm,Mary,Maryam,0.4285714285714285,0.4285714285714285,0.3839285714285714,0.4285714285714285,3.107142857142857,0.4285714285714285,5,loan,1,3.4202628
130,1294,हज़ारहा,هزارها,ɦəzaːrɦaː,hzɒrhɒ,thousandaha,Thousands,0.7777777777777778,0.1428571428571428,0.1755952380952381,0.1904761904761905,1.5357142857142858,0.1904761904761905,7,loan,1,6.829649
131,686,निकाह,نکاح,nikaːɦ,nkɒh,marriage,Marriage,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,5,loan,1,5.43049
132,726,पहरेदार,جیب,pəɦredaːr,d͡ʒjb,watchman,Pocket,1.0,0.875,0.5963541666666666,0.6822916666666666,5.28125,0.6770833333333333,7,random,0,-10.644686
133,1300,हमला,حمله,ɦəmlaː,hmlh,Attack,Attack,0.6666666666666666,0.4,0.2375,0.2666666666666667,2.625,0.2583333333333333,4,loan,1,4.160099
134,918,मरहूम,پیام,mərɦuːm,pjɒm,dead,Message,0.8571428571428571,0.5,0.3506944444444445,0.3958333333333333,3.625,0.3958333333333333,5,random,0,-6.219718
135,5687,तोड़-फोड़,خرابکاری,toɽə-pʰoɽ,xrɒbkɒrj,sabotage,Sabotage,1.0,0.5,0.2916666666666667,0.3489583333333333,3.515625,0.3046875,9,synonym,0,-15.35918
136,2288,बहस,نزاع,bəɦəs,nzɒʔ,Discussion,conflict,1.0,0.8,0.325,0.3583333333333333,4.325,0.3458333333333333,4,synonym,0,-5.600581
137,1099,लाजवर्द,لاجورد,laːd͡ʒvərdə,lɒd͡ʒvrd,Shameless,لاجورد,0.3636363636363636,0.25,0.2395833333333333,0.265625,2.0,0.265625,7,loan,1,5.177415
138,1002,सौम्य,مطلوب,sɔːmjə,mtlvb,gentle,required,1.0,1.0,0.2916666666666666,0.325,6.35,0.2916666666666666,5,synonym,0,-16.73858
139,163,क़ल्ब,قلب,qəlbə,ɣlb,club,heart,0.6,0.4,0.3833333333333334,0.425,3.25,0.425,5,loan,1,5.1471767
140,479,तंदुरुस्त,تندرست,təndurustə,tndrst,fit,تندرست,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,9,loan,1,4.2281833
141,656,नमकीन,نمکین,nəmkiːn,nmkjn,Salty,Salty,0.4285714285714285,0.3333333333333333,0.1701388888888889,0.1944444444444444,1.6875,0.1875,5,loan,1,4.11814
142,9,अगर,رئیس,aɡər,rjʔjs,If,boss,1.0,0.8,0.3166666666666667,0.3833333333333333,4.55,0.35,4,random,0,-9.53273
143,621,दीवानगी,رونق,diːvaːnɡiː,rvnɣ,craze,Prosperity,0.8,0.5714285714285714,0.4136904761904762,0.4702380952380952,3.821428571428572,0.4583333333333333,7,random,0,-5.041765
