,Unnamed: 0,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
56,56,45,असली,اصلی,asliː,ɒslj,Real,Main,0.6,0.25,0.0520833333333333,0.0625,0.96875,0.0520833333333333,4,loan,1,0.78036386,0.41173335909843445,0.38950908184051514
57,57,1051,रवैया,رویه,rəvæːjaː,rvjh,attitude,procedure,0.625,0.5,0.3402777777777778,0.3819444444444444,3.3541666666666665,0.375,5,loan,1,2.683061,0.43823254108428955,0.2878616452217102
58,58,215,कुश्ती,کوچ,kuʃtiː,kvt͡ʃ,Wrestling,Koç,0.6666666666666666,0.8,0.425,0.475,3.55,0.4666666666666666,6,random,0,-2.7313664,0.5010935664176941,0.40582698583602905
59,59,4802,प्रसारित,به اطلاع رساندن,prəsaːrit,bh ɒtlɒʔ rsɒndn,broadcast,inform,0.9333333333333332,0.3846153846153846,0.4102564102564103,0.4519230769230769,3.4519230769230766,0.4439102564102564,15,synonym,0,-25.645382,0.3816468417644501,0.5296696424484253
60,60,5113,बीम करने,پرتو افکن,biːmə kərne,prtv ɒfkn,to beam,Radiation,0.8181818181818182,0.7777777777777778,0.3055555555555556,0.3611111111111111,4.263888888888889,0.3171296296296296,8,synonym,0,-11.663275,0.3398136794567108,0.525994062423706
61,61,139,कनीज़,کنیز,kəniːz,knjz,kinese,Slave,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,1,4.961834400000001,0.7052866220474243,0.6679748296737671
62,62,772,फ़ाख़्ता,فاخته,faːxtaː,fɒxth,lath,Cuckoo,0.5714285714285714,0.2,0.075,0.0833333333333333,1.425,0.075,8,loan,1,2.8153026000000003,0.5510972738265991,0.5592532753944397
63,63,5196,आगे,غیر قابل دسترس,aːɡe,ɣjr ɣɒbl dstrs,Ahead,Inaccessible,1.0,0.8333333333333334,0.7013888888888891,0.7847222222222222,5.96875,0.78125,14,synonym,0,-36.29763,0.3225173056125641,0.7235731482505798
64,64,1274,सुलह,نعره,suləɦ,nʔrh,reconciliation,نعره,1.0,0.6,0.3208333333333333,0.3666666666666667,3.725,0.3416666666666667,4,random,0,-4.5575275,0.5960144996643066,0.4062131941318512
65,65,692,मिलनसार,مهربان,milnəsaːr,mhrbɒn,friendly,kind,0.8888888888888888,0.625,0.3177083333333333,0.3697916666666667,3.15625,0.3515625,7,synonym,0,-4.348097,0.4832729995250702,0.8411057591438293
66,66,81,आसमान,آسمان,aːsmaːn,ɒsmɒn,Sky,the sky,0.5714285714285714,0.0,0.05,0.05,0.6,0.05,5,loan,1,1.1628411,0.5712956786155701,0.7403284311294556
67,67,77,आवाज़,تر و تازه,aːvaːz,tr v tɒzh,sound,Fresh,0.7777777777777778,0.5714285714285714,0.4523809523809524,0.5119047619047619,4.25,0.4910714285714285,9,random,0,-18.661625,0.4774399399757385,0.23753975331783295
68,68,5576,बंजर,ناتوان,bəɲd͡ʒər,nɒtvɒn,barren,ناتوان,1.0,0.6666666666666666,0.1875,0.2152777777777778,2.708333333333333,0.1875,6,synonym,0,-9.277467,0.4419519901275635,0.6096904277801514
69,69,1495,उदासीन,بی رحم,udaːsiːn,bj rhm,Moody,Brutal,1.0,1.0,0.2881944444444445,0.3402777777777778,3.7083333333333335,0.3055555555555556,6,synonym,0,-14.880039000000002,0.5376865267753601,0.7652411460876465
70,70,896,चार्ज,سرزنش کردن,t͡ʃaːrd͡ʒə,srznʃ krdn,charge,Blame,0.9,0.8888888888888888,0.4976851851851851,0.5601851851851851,5.111111111111111,0.5462962962962963,10,synonym,0,-20.688923000000003,0.31620997190475464,0.2945789694786072
71,71,1740,अधिग्रहण करना,مالکیت,ad̤iɡrəɦɳə kərnaː,mɒlkjt,to acquire,Ownership,0.9411764705882352,0.7142857142857143,0.5595238095238095,0.6339285714285714,5.044642857142857,0.6279761904761906,13,synonym,0,-35.843502,0.36016231775283813,0.4848485589027405
72,72,416,ज़मीन,زمین,zəmiːn,zmjn,land,the earth,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,5,loan,1,4.21309,0.38554322719573975,0.5540231466293335
73,73,934,मसनद,مسند,məsnəd,msnd,Masnad,datum,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,loan,1,3.9837272000000006,0.6353360414505005,0.7659329175949097
74,74,1088,रोशनी,روشنی,roʃniː,rvʃnj,Light,Clarity,0.5,0.4,0.0875,0.1083333333333333,2.175,0.0875,5,loan,1,3.9514002999999995,0.5443786978721619,0.617671549320221
75,75,1273,सुर्ख़ी,سرخی,surxiː,srxj,headlines,Red,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,7,loan,1,4.502802,0.5778878927230835,0.7377669811248779
76,76,824,बलूचिस्तान,ذهن,bəluːt͡ʃistaːn,zhn,Balochistan,Mind,0.9285714285714286,0.8,0.6541666666666666,0.725,5.475,0.7229166666666667,10,random,0,-11.281689,0.30332309007644653,0.6606479287147522
77,77,177,क़िल्लत,قلت,qillət,ɣlt,shortage,I said,0.6666666666666666,0.5,0.4722222222222222,0.5208333333333334,3.9166666666666665,0.5208333333333334,7,loan,1,4.903770400000001,0.34731122851371765,0.3788658678531647
78,78,165,क़सम,رخسار,qəsəm,rxsɒr,swear,Face,0.8,0.6,0.1916666666666666,0.2416666666666667,3.475,0.1916666666666666,5,random,0,-13.672360999999999,0.4176553189754486,0.651968777179718
79,79,536,ताजपोशी,قتل,taːd͡ʒpoʃiː,ɣtl,coronation,killing,1.0,0.7142857142857143,0.5922619047619048,0.6547619047619049,5.25,0.6488095238095237,7,random,0,-9.292159,0.30214962363243103,0.5673704743385315
80,80,618,अस्पष्ट,مشکوک,aspəʂʈə,mʃkvk,Unclear,Suspicious,1.0,0.8571428571428571,0.3839285714285714,0.4285714285714285,3.9642857142857135,0.4136904761904761,7,synonym,0,-13.044603,0.478387713432312,0.7060477137565613
81,81,361,चादर,چادر,t͡ʃaːdər,t͡ʃɒdr,Bedsheet,چادر,0.375,0.2,0.2041666666666667,0.225,1.75,0.225,4,loan,1,3.2335377,0.6186205148696899,0.41037359833717346
82,82,403,बढ़त,مالکیت,bəɽ̥ət,mɒlkjt,edge,Ownership,0.8333333333333334,0.5,0.2465277777777778,0.2847222222222222,2.770833333333333,0.2638888888888889,6,synonym,0,-9.519955,0.3250279426574707,0.6380447745323181
83,83,2267,कलह,اختلاف نظر,kələɦ,ɒxtlɒf nzr,discord,Disagreement,0.9,0.5555555555555556,0.4699074074074074,0.5277777777777778,4.6805555555555545,0.5185185185185186,10,synonym,0,-25.824188,0.38319021463394165,0.5841721892356873
84,84,843,बादशाह,بادشاه,baːdʃaːɦ,bɒdʃɒh,King,The king,0.625,0.0,0.0486111111111111,0.0486111111111111,0.5416666666666666,0.0486111111111111,6,loan,1,2.6211686000000003,0.4028134346008301,0.7964686751365662
85,85,992,मुर्ग़ा,نماز,murɣaː,nmɒz,rooster,Prayer,1.0,0.8,0.3666666666666667,0.4333333333333333,4.875,0.3875,7,random,0,-7.431552000000001,0.4347863495349884,0.7542696595191956
86,86,739,पुदीना,پودنه,pudiːnaː,pvdnh,Mint,پودنه,0.625,0.5,0.2430555555555555,0.2777777777777778,3.4791666666666665,0.2604166666666667,6,loan,1,3.8190025999999997,0.7110289335250854,0.7200711369514465
87,87,857,बीमा,بادشاه,biːmaː,bɒdʃɒh,Insurance,The king,0.8333333333333334,0.5,0.3888888888888889,0.4236111111111111,3.6875,0.4201388888888889,6,random,0,-8.758371,0.5220088958740234,0.6499738693237305
88,88,4236,टुकड़ा,کمترین,ʈukɽaː,kmtrjn,Piece,The least,1.0,0.8333333333333334,0.3055555555555555,0.3402777777777777,3.7916666666666665,0.3194444444444444,6,synonym,0,-11.645758,0.3780977427959442,0.6035651564598083
89,89,3110,आनंद,لذت بردن,aːnəndə,lzt brdn,Pleasure,Enjoying,0.875,0.8571428571428571,0.3035714285714285,0.3511904761904761,4.910714285714286,0.3154761904761905,8,synonym,0,-17.77086,0.4525102376937866,0.4445914030075073
90,90,4839,उड़ाऊ,وسترل,uɽaːuː,vstrl,blown away,Westerl,1.0,1.0,0.4375,0.525,6.7,0.4541666666666667,5,synonym,0,-15.156386,0.45607811212539673,0.5255878567695618
91,91,943,महताब,مهتاب,məɦtaːb,mhtɒb,Mahtab,Moonlight,0.5714285714285714,0.1666666666666666,0.1770833333333333,0.1944444444444444,1.5,0.1944444444444444,5,loan,1,2.9772875,0.529813826084137,0.8178640604019165
92,92,5193,तोबा,توبه,tobaː,tvbh,toba,Repentance,0.6,0.5,0.140625,0.1666666666666666,3.40625,0.140625,4,synonym,0,-1.4877303,0.7997539639472961,0.5701622366905212
93,93,187,क़ैदी,دانستن,qæːdiː,dɒnstn,prisoner,to know,1.0,0.6666666666666666,0.42361111111111105,0.4652777777777777,4.270833333333333,0.4513888888888888,6,random,0,-7.7734747,0.4585621654987335,0.7579867839813232
94,94,4042,उपजाऊ,مفید,upd͡ʒaːuː,mfjd,Fertile,Useful,1.0,0.8,0.3833333333333333,0.4333333333333334,5.575,0.4041666666666666,5,synonym,0,-7.1825410000000005,0.5481706261634827,0.6337063312530518
95,95,934,मसनद,‫انتخاب‬,məsnəd,‫ɒntxɒb‬,Masnad,Selection,1.0,0.6666666666666666,0.21875,0.2430555555555555,4.020833333333333,0.21875,8,random,0,-11.086126,0.3784484565258026,0.7570637464523315
96,96,48,आईना,آئینه,aːiːnaː,ɒjʔjnh,Mirror,Mirror,0.8571428571428571,0.6666666666666666,0.3819444444444445,0.4305555555555555,4.083333333333333,0.4166666666666667,5,loan,1,3.9378462,0.6322142481803894,0.8132274746894836
97,97,582,दरवान,دروان,dərvaːn,drvɒn,doorman,دروان,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.4583333333333333,0.1875,5,loan,1,5.0881867,0.6732714772224426,0.7729257941246033
98,98,1080,रेग,خوشبو,reɡ,xvʃbv,reggae,Fragrant,1.0,1.0,0.5,0.5666666666666667,5.575,0.5333333333333334,5,random,0,-9.911375,0.5097457766532898,0.6368369460105896
99,99,751,पैदाइशी,पैदाइश,pæːdaːiʃiː,पैदाइश,born,birth,1.0,1.0,0.9017857142857144,1.0,7.25,1.0,1,loan,1,2.7422400000000002,0.9681480526924133,0.9410265684127808
100,100,289,ख़्वाब,خواب,xvaːb,xvɒb,dream,Sleep,0.4,0.0,0.03125,0.03125,0.375,0.03125,6,loan,1,4.006860700000001,0.5838610529899597,0.7631051540374756
101,101,30,अब्र,سیاست,abrə,sjɒst,abr,Politics,1.0,0.8,0.3958333333333333,0.4583333333333333,5.875,0.4125,5,random,0,-12.254149,0.2576354444026947,0.6495745778083801
102,102,6060,चंचल,دمدمی مزاج,t͡ʃəɲt͡ʃəl,dmdmj mzɒd͡ʒ,Flickering,Erratic,1.0,0.8888888888888888,0.4166666666666667,0.4537037037037038,4.069444444444445,0.44907407407407396,10,synonym,0,-20.019743,0.3285459578037262,0.34453511238098145
103,103,1499,उदासीन,سنگدل,udaːsiːn,sŋdl,Moody,Cold hearted,0.875,0.6666666666666666,0.4097222222222222,0.4513888888888888,4.479166666666667,0.4444444444444444,6,synonym,0,-15.655716,0.38040831685066223,0.6321088075637817
104,104,988,मुफ़्ती,مفتی,muftiː,mftj,mufti,free,0.5,0.4,0.2041666666666667,0.2333333333333333,2.025,0.225,7,loan,1,5.1819143,0.5926509499549866,0.7580410838127136
105,105,1562,सरल,فقط،,sərəl,fɣt،,Easy,"Only,",1.0,1.0,0.4458333333333333,0.5166666666666666,4.725,0.5,4,synonym,0,-5.2398430000000005,0.4446011483669281,0.5125888586044312
106,106,5888,अव्यक्त,نامعین,avjəktə,nɒmʔjn,latent,Unknown,1.0,0.8571428571428571,0.3422619047619047,0.38095238095238104,4.928571428571429,0.3571428571428571,7,synonym,0,-14.914876000000001,0.5373815894126892,0.7230867743492126
107,107,995,मुर्दनी,مردنی,murdəniː,mrdnj,Murdani,مردنی,0.5,0.4285714285714285,0.2738095238095238,0.3095238095238095,2.482142857142857,0.3035714285714285,7,loan,1,4.870371,0.6711345314979553,0.8025080561637878
108,108,1063,रियासत,ایرانی,rijaːsət,ɒjrɒnj,princely state,ایرانی,0.875,0.7142857142857143,0.2857142857142857,0.3452380952380952,4.125,0.2976190476190475,6,random,0,-7.899864,0.38197797536849976,0.5949878692626953
109,109,169,क़ानून,قانون,qaːnuːn,ɣɒnvn,law,Law,0.7142857142857143,0.2,0.1208333333333333,0.1333333333333333,2.35,0.1208333333333333,6,loan,1,6.399006,0.4514242112636566,0.5981828570365906
110,110,1277,सुस्त,سست,sustə,sst,Dull,Weak,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,1,4.557344400000001,0.6016806364059448,0.516578733921051
111,111,455,जादूगर,افغانستان,d͡ʒaːduːɡər,ɒfɣɒnstɒn,Magician,Afghanistan,1.0,0.6666666666666666,0.36111111111111105,0.4027777777777778,4.166666666666667,0.3819444444444444,9,random,0,-16.38556,0.2552202641963959,0.7810011506080627
112,112,136,ओ,ویران,o,vjrɒn,O,Destroyed,1.0,0.8,0.7208333333333333,0.8083333333333332,5.9,0.8083333333333332,5,random,0,-12.094787,0.42524468898773193,0.5301491022109985
113,113,704,पनाहगाह,پناهگاه,pənaːɦɡaːɦ,pnɒhɡɒh,safe haven,Shelter,0.7,0.125,0.1536458333333333,0.1666666666666666,1.34375,0.1666666666666666,7,loan,1,1.9679571,0.5950226783752441,0.7164958119392395
114,114,1893,दाग़,دقیق,daːɣ,dɣjɣ,scar,Accurate,0.5,0.5,0.2760416666666667,0.3125,2.78125,0.3020833333333333,4,hard_negative,0,-7.6087774999999995,0.491226464509964,0.36873409152030945
115,115,1256,सिफ़त,صفت,sifət,sft,sifat,Adjective,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,loan,1,2.060883,0.5232492089271545,0.4944303333759308
116,116,434,ज़ाहिर,ظاهر,zaːɦir,zɒhr,obviously,Appearance,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,6,loan,1,4.1135693,0.4913400411605835,0.541297197341919
