,Unnamed: 0,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
11,11,10653,mitraillade,masque allongé,mitraillade*,maskə alɔ̃ʒe,machine gun fire,elongated mask,0.8333333333333334,0.1818181818181818,0.1723484848484848,0.1893939393939393,1.8977272727272727,0.1799242424242424,11,hard_negative,0,,-9.5585,0.3958018720149994,0.6573231220245361
12,12,4863,fragrance,bralette,ˈfreɪgrəns,bʀalɛt,fragrance,bralette,1.0,0.25,0.2916666666666667,0.3385416666666667,2.65625,0.3151041666666667,6,hard_negative,0,,-5.5033884,0.6063751578330994,0.690953254699707
13,13,1295,cuvier,cuvier,cuvier*,kyvjəʀ,cuvier,cuvier,0.8571428571428571,0.3333333333333333,0.0694444444444444,0.0902777777777777,1.0,0.0694444444444444,0,loan,1,,4.8465405,1.0,1.0
14,14,7189,couvert,beau geste,couvert*,bəo ʒɛst,covered,nice gesture,0.875,0.4285714285714285,0.1011904761904761,0.11904761904761901,1.25,0.1011904761904761,7,hard_negative,0,,-14.254559,0.4401470720767975,0.2830544412136078
15,15,5515,parachute,polatouche,ˈpɛrəˌʃut,pɔlatuʃ,parachute,polatouche,0.7777777777777778,0.0,0.0833333333333333,0.0952380952380952,1.0357142857142858,0.0833333333333333,6,hard_negative,0,,-5.152611299999999,0.4639874994754791,0.7415571212768555
16,16,618,marvellous,merveilleux,ˈmɑrvələs,mɛʀvɛjlœ,marvellous,wonderful,0.7777777777777778,0.25,0.1458333333333333,0.1770833333333333,2.421875,0.1458333333333333,4,synonym,0,,-5.1061716,0.7433152198791504,0.7159767746925354
17,17,2940,philately,philatélie,fɪˈlætəli,filateli,philately,philately,0.4444444444444444,0.0,0.015625,0.015625,0.125,0.015625,3,loan,1,,3.611534,0.7644026279449463,0.7937079668045044
18,18,6484,aven,ambrette,ɑˈveɪn,ɑ̃bʀɛt,aven,ambrette,0.8333333333333334,0.4,0.0916666666666666,0.1083333333333333,2.0,0.0916666666666666,6,hard_negative,0,,-7.55457,0.5874605178833008,0.6816450953483582
19,19,7936,hersage,razzia,hersage*,ʀazzja,say,raid,1.0,0.3333333333333333,0.0868055555555555,0.1111111111111111,1.4375,0.0868055555555555,7,hard_negative,0,,-4.618896,0.4714520573616028,0.6805518269538879
20,20,9728,bagatelle,de haut en bas,bagatelle*,də ot ən ba,bagatelle,from top to bottom,0.9090909090909092,0.375,0.1041666666666666,0.1093749999999999,1.46875,0.1041666666666666,11,hard_negative,0,,-13.061981,0.3514523506164551,0.4894139766693115
21,21,5265,marxisant,marcassin,marxisant*,maʀkasɛ̃,Marxizing,markswithout,0.7,0.2222222222222222,0.25,0.2777777777777778,2.180555555555556,0.2685185185185185,5,hard_negative,0,,5.6207743,0.5358243584632874,0.658309817314148
22,22,6386,amuse-bouche,amélioration,amuse-bouche*,ameljɔʀasjɔ̃,amuse bouche,improvement,0.8461538461538461,0.4545454545454545,0.1477272727272727,0.1628787878787878,2.8409090909090913,0.1477272727272727,10,hard_negative,0,,-12.166076,0.6171584725379944,0.48308584094047546
23,23,2805,oxidant,oxydant,ˈɑksədənt,ɔɡzidɑ̃,oxidant,oxidant,0.8888888888888888,0.25,0.2916666666666666,0.3177083333333333,2.40625,0.3125,1,loan,1,,3.7192073,0.8700497150421143,0.888860821723938
24,24,7893,grille,selle,grɪl,sɛl,grille,of this,0.75,0.3333333333333333,0.0694444444444444,0.0972222222222222,1.25,0.0694444444444444,3,hard_negative,0,,-5.6478767,0.41030803322792053,0.46462735533714294
25,25,2576,ponceau,cinéaste,ponceau*,sineast,ponceau,filmmaker,0.625,0.5714285714285714,0.1994047619047619,0.2261904761904761,3.9107142857142856,0.1994047619047619,7,hard_negative,0,,-14.125748999999999,0.4751059114933014,0.5219921469688416
26,26,7472,echelle,écraseur,echelle*,ekʀazœʀ,scale,crusher,0.875,0.5714285714285714,0.1041666666666666,0.125,2.232142857142857,0.1041666666666666,7,hard_negative,0,,-5.2911234,0.6042837500572205,0.816904604434967
27,27,9571,tureen,céréale,tureen*,seʀeal,tureen,cereal,0.8571428571428571,0.1666666666666666,0.0902777777777777,0.1041666666666666,1.2291666666666667,0.0902777777777777,6,hard_negative,0,,-8.006441,0.2471773624420166,0.73807293176651
28,28,8064,lamellicorn,salut des armes,lamellicorn*,salyt dəs aʀm,lamellicorn,gun salute,0.9230769230769232,0.5454545454545454,0.134469696969697,0.1477272727272727,2.090909090909091,0.134469696969697,13,hard_negative,0,,-9.927517,0.32438987493515015,0.6648399829864502
29,29,2050,glacier,glacier,ˈgleɪʃər,ɡlasjəʀ,glacier,glacier,0.75,0.4285714285714285,0.2351190476190476,0.2738095238095238,3.1785714285714284,0.25,0,loan,1,,-0.77833796,1.0,1.0
30,30,3922,cephalopod,céléripede,ˈsɛfələˌpɑd,seleʀipəd,cephalopod,celeripede,0.7272727272727273,0.1111111111111111,0.0902777777777777,0.1018518518518518,1.0694444444444444,0.0902777777777777,8,hard_negative,0,,-7.426520299999999,0.5230584144592285,0.7221999168395996
31,31,4235,couturière,cooperation,couturière*,kɔɔpəʀasjɔ̃,seamstress,cooperation,1.0,0.3,0.1395833333333333,0.1666666666666666,2.0875,0.1395833333333333,8,hard_negative,0,,-5.8756237,0.4385998547077179,0.7015635371208191
32,32,3601,beguinage,badinerie,beguinage*,badinəʀi,beguinage,badinerie,0.7,0.25,0.1901041666666666,0.2135416666666666,2.4375,0.2057291666666666,6,hard_negative,0,,-8.477793,0.5461875200271606,0.7538726329803467
33,33,4859,fourrier,beau idéal,fourrier*,bəo ideal,fourrier,beautiful ideal,0.8888888888888888,0.25,0.1145833333333333,0.1562499999999999,1.953125,0.1145833333333333,9,hard_negative,0,,-14.787742999999999,0.39139872789382935,0.6007156372070312
34,34,8538,plurisecular,classification,plurisecular*,klasifikasjɔ̃,plural,classification,0.8461538461538461,0.5,0.1336805555555555,0.1597222222222222,2.1354166666666665,0.1336805555555555,11,hard_negative,0,,-9.036317,0.26041465997695923,0.7698301672935486
35,35,1182,coup,coup,ku,ku,coup,coup,0.0,0.0,0.0,0.0,0.0,0.0,0,loan,1,,1.5874188999999999,1.0,1.0
36,36,10511,ideology,médiologie,ˌaɪdiˈɑləʤi,medjɔlɔʒi,ideology,mediology,0.7272727272727273,0.3333333333333333,0.1736111111111111,0.1944444444444444,2.1388888888888893,0.1828703703703703,5,hard_negative,0,,-2.2884797999999997,0.6620621085166931,0.8510996699333191
37,37,3544,ballon d'essai,bureau de change,ˈbælən d'essai*,byʀəo də ʃɑ̃ʒ,trial balloon,exchange office,0.7333333333333333,0.2727272727272727,0.1988636363636363,0.2234848484848485,2.6704545454545454,0.2064393939393939,12,hard_negative,0,,-5.7110004,0.4359084665775299,0.6192288994789124
38,38,10061,coterie,géodésie,ˈkoʊtəri,ʒeɔdezi,coterie,geodesy,0.875,0.2857142857142857,0.0863095238095238,0.1011904761904761,1.1964285714285714,0.0863095238095238,5,hard_negative,0,,-12.299408,0.3987423777580261,0.7179597020149231
39,39,823,destroy,se ruiner,dɪˈstrɔɪ,sə ʀɥinəʀ,destroy,ruin,1.0,0.5,0.2630208333333333,0.3072916666666666,3.8125,0.2760416666666667,8,synonym,0,,-12.388111,0.3644373416900635,0.5783371925354004
40,40,7719,filtration,pasteuriser,fɪlˈtreɪʃən,pastœʀizəʀ,filtration,pasteuriser,0.8181818181818182,0.4,0.1229166666666666,0.15,2.1375,0.1229166666666666,9,hard_negative,0,,-5.1307917000000005,0.427663654088974,0.4998394548892975
41,41,7050,collagen,caserne,ˈkɑləgən,kazɛʀn,collagen,barracks,0.75,0.3333333333333333,0.0555555555555555,0.0694444444444444,1.3958333333333333,0.0555555555555555,6,hard_negative,0,,-3.6485822,0.45689108967781067,0.40879976749420166
42,42,6275,a la minute,crépinette,ə lɑ ˈmɪnət,kʀepinɛt,a minute,strainer,0.8181818181818182,0.25,0.1015624999999999,0.1145833333333333,1.90625,0.1015624999999999,8,hard_negative,0,,-3.4143062000000004,0.21849146485328674,0.4303897023200989
43,43,8544,poilu,bouilli,poilu*,bujli,hairy,boiled,0.8333333333333334,0.2,0.0666666666666666,0.075,1.025,0.0666666666666666,4,hard_negative,0,,-6.051069999999999,0.546211302280426,0.6575286388397217
44,44,3062,poulpe,poulpe,poulpe*,pulp,octopus,octopus,0.4285714285714285,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,0,loan,1,,2.4479632000000002,1.0,1.0
45,45,2589,positivism,pantoum,ˈpɑzətɪˌvɪzəm,pɑ̃tum,positivism,pantoum,0.6923076923076923,0.5454545454545454,0.5132575757575757,0.5643939393939394,4.159090909090909,0.5643939393939394,7,hard_negative,0,,-14.532757,0.40592023730278015,0.743546187877655
46,46,237,azedarach,agrandir,azedarach*,aɡʀɑ̃diʀ,azedarach,enlarge,0.9,0.5555555555555556,0.2986111111111111,0.3425925925925925,3.3055555555555562,0.3194444444444444,7,random,0,380.0,-4.319311,0.4104826748371124,0.6854708790779114
47,47,8508,pigache,biandrie,pigache*,bjɑ̃dʀi,pigache,biandrie,1.0,0.3333333333333333,0.09375,0.1111111111111111,1.2083333333333333,0.09375,6,hard_negative,0,,-10.798368,0.4630120098590851,0.7137386202812195
48,48,5621,plaidoyer,brise-soleil,plaidoyer*,bʀizə-sɔləj,advocacy,Sun blocker,1.0,0.2,0.2166666666666666,0.2458333333333333,2.55,0.225,10,hard_negative,0,,-10.239978,0.5780598521232605,0.8333885073661804
49,49,1850,fetish,fétiche,ˈfɛtɪʃ,fetiʃ,fetish,fetish,0.5,0.0,0.0166666666666666,0.0166666666666666,0.1,0.0166666666666666,3,loan,1,,3.3840911,0.5353723764419556,0.7520028948783875
50,50,128,alloglot,alloglote,alloglot*,alɔɡlɔt,alloglot,alloglote,0.5555555555555556,0.2857142857142857,0.0922619047619047,0.1071428571428571,2.142857142857143,0.0922619047619047,1,loan,1,,3.0908945,0.9445976614952087,0.9153562784194946
51,51,1065,cuisinier,bikini,cuisinier*,bikini,to cook,bikini,0.6,0.5555555555555556,0.3356481481481481,0.3796296296296296,2.958333333333333,0.3773148148148148,5,hard_negative,0,,-5.2183623,0.4435058534145355,0.7312057018280029
52,52,4041,cinephile,jeune premier,cinephile*,ʒœnə pʀɑ̃jəʀ,cinephile,young first,0.8333333333333334,0.2,0.1875,0.2083333333333333,1.975,0.2,9,hard_negative,0,,-9.926973,0.44545623660087585,0.47745007276535034
53,53,6147,tureen,gélatine,tureen*,ʒelatin,tureen,gelatin,1.0,0.1428571428571428,0.2083333333333333,0.2321428571428571,1.9642857142857144,0.2202380952380952,7,hard_negative,0,,-15.872204,0.3342767059803009,0.7682217955589294
54,54,3572,terre-plein,terre-plein,terre-plein*,tɛʀʀə-plɛ̃,median,median,0.6666666666666666,0.2,0.2354166666666666,0.2708333333333333,2.0,0.2541666666666666,0,loan,1,,1.3866715,1.0,1.0
55,55,10494,hors catégorie,en casserole,ɔr catégorie*,ən kasəʀɔl,except category,in a saucepan,0.8461538461538461,0.3333333333333333,0.1791666666666667,0.2166666666666666,2.1625,0.19375,10,hard_negative,0,,-5.533245,0.4318980574607849,0.5028449296951294
56,56,8242,mise en place,nationalisme,mise* ɛn pleɪs,nasjɔnalism,establishment,nationalism,0.7857142857142857,0.4545454545454545,0.1231060606060606,0.1401515151515151,2.522727272727273,0.1231060606060606,11,hard_negative,0,,-10.293464,0.31051430106163025,0.599653422832489
57,57,2406,lorgnette,lorgnette,lɔrnˈjɛt,lɔʀɲɛt,lorgnette,lorgnette,0.5,0.1428571428571428,0.1726190476190476,0.1964285714285714,1.5357142857142858,0.1845238095238095,0,loan,1,,3.9461703000000004,1.0,1.0
58,58,8563,populosity,luminosité,populosity*,lyminɔzite,populosity,brightness,0.8181818181818182,0.3,0.0979166666666666,0.1,1.4625,0.0979166666666666,6,hard_negative,0,,-6.1275597,0.4844932556152344,0.719794750213623
59,59,1784,gourde,coudé,gourde*,kude,gourde,elbow,0.5714285714285714,0.4,0.2333333333333333,0.275,3.175,0.2666666666666666,3,hard_negative,0,,-3.118496,0.6569875478744507,0.6958868503570557
60,60,3623,bias,balayeuse,baɪəs,baləœz,bias,balayeuse,0.5,0.1666666666666666,0.1875,0.2013888888888888,1.5833333333333333,0.2013888888888888,6,hard_negative,0,,-4.01886,0.4207133948802948,0.6419796347618103
61,61,4895,gabelle,évolué,gabelle*,evɔlɥe,gabelle,evolved,0.75,0.0,0.0972222222222222,0.1111111111111111,1.3958333333333333,0.0972222222222222,6,hard_negative,0,,-4.1142597,0.3863670825958252,0.5510156750679016
62,62,1187,derailment,décamètre,dɪˈreɪlmənt,dekamə̀tʀ,derailment,decameter,0.6363636363636364,0.5,0.2666666666666666,0.3,2.9,0.2854166666666666,8,hard_negative,0,,-5.125374,0.39020779728889465,0.6496559381484985
63,63,893,chargé d'affaires,chargé d'affaires,chargé*é dæˈfɛrz,ʃaʀʒe d'afɛʀ,business manager,business manager,0.6875,0.5,0.203125,0.2430555555555555,2.28125,0.2222222222222222,0,loan,1,,3.7161547999999995,1.0,0.9999995231628418
64,64,3573,terreplein,terreplein,terreplein*,tɛʀʀɛplɛ̃,terreplein,terreplein,0.7272727272727273,0.2,0.23125,0.2666666666666667,1.95,0.25,0,loan,1,,0.13320905,1.0,1.0
65,65,129,allonge,allonge,allonge*,alɔ̃ʒ,elongate,elongate,0.75,0.5,0.3506944444444444,0.3819444444444444,3.25,0.3819444444444444,0,loan,1,,4.1755524,1.0,1.0
66,66,5832,robe de chambre,cooperation,roʊb də chambre*,kɔɔpəʀasjɔ̃,dressing gown,cooperation,0.875,0.3846153846153846,0.2948717948717948,0.3365384615384615,2.875,0.3173076923076923,12,hard_negative,0,,-5.834980000000001,0.2936628758907318,0.7209432721138
67,67,1844,harmonize,promenade,ˈhɑrməˌnaɪz,pʀɔmənad,harmonize,promenade,0.6363636363636364,0.3333333333333333,0.1759259259259259,0.2083333333333333,2.625,0.1875,6,hard_negative,0,,-3.9957705000000003,0.400940865278244,0.7563320398330688
68,68,3221,remblai,remblai,remblai*,ʀɑ̃blə,embankment,embankment,0.75,0.2857142857142857,0.31845238095238104,0.3630952380952381,2.7678571428571432,0.3482142857142857,0,loan,1,,6.7820339999999995,1.0,1.0
69,69,59,relieve,soulager,rɪˈliv,sulaʒəʀ,relieve,relieve,1.0,0.5714285714285714,0.3363095238095238,0.3869047619047618,3.1785714285714284,0.36904761904761896,7,synonym,0,,-8.261277999999999,0.4828660190105438,0.7837662100791931
70,70,1937,frappe,frappé,frappe*,fʀape,struck,struck,0.4285714285714285,0.1666666666666666,0.1770833333333333,0.2083333333333333,1.5208333333333333,0.1944444444444444,1,loan,1,,3.4608807999999995,0.8108686208724976,0.7649064064025879
71,71,6543,basbleu,basilaire,basbleu*,bazilɛʀ,blue stockings,basilar,0.625,0.2857142857142857,0.0922619047619047,0.1071428571428571,2.142857142857143,0.0922619047619047,5,hard_negative,0,,-7.691613,0.4845026433467865,0.746025800704956
72,72,4670,epidote,embassadrie,epidote*,ɑ̃basadʀi,epidote,embassadrie,1.0,0.125,0.1796875,0.1979166666666666,1.71875,0.1953125,8,hard_negative,0,,-7.592867999999999,0.3562541902065277,0.6927034854888916
73,73,5240,manicure,malingrer,ˈmænɪkjər,malɛ̃ɡʀəʀ,manicure,malingrer,0.8888888888888888,0.125,0.0703125,0.0833333333333333,1.046875,0.0703125,4,hard_negative,0,,-4.636998999999999,0.5866152048110962,0.7813661694526672
74,74,6883,chacun à son goût,(essence de) pétrole,chacun* à* sən goût*,(ɛsɑ̃sə də) petʀɔl,everyone has their taste,(essence of) petroleum,0.9,0.6153846153846154,0.1490384615384615,0.1634615384615384,2.7980769230769234,0.1490384615384615,16,hard_negative,0,,-20.187431,0.2733033299446106,0.6958357095718384
75,75,4058,claque,racahout,claque*,ʀakau,slap,racahout,0.8571428571428571,0.1666666666666666,0.2534722222222222,0.2777777777777778,2.4375,0.2708333333333333,6,hard_negative,0,,-7.0620145999999995,0.4940336346626282,0.4646880328655243
76,76,8514,piquette,maquette,pɪˈkɛt,makɛt,piquette,model,0.5,0.2,0.05,0.05,0.8,0.05,2,hard_negative,0,,-2.904923,0.782788097858429,0.8754795789718628
77,77,1240,dispose,danseuse,dɪˈspoʊz,dɑ̃sœz,dispose,dancer,0.625,0.2857142857142857,0.3005952380952381,0.3333333333333333,2.5357142857142856,0.3303571428571428,4,hard_negative,0,,-4.733247,0.35265877842903137,0.5907403826713562
78,78,6683,brassiere,bois durci,brassiere*,bwas dyʀsi,brassiere,hardened wood,0.7,0.2222222222222222,0.0972222222222222,0.125,1.8055555555555558,0.0972222222222222,7,hard_negative,0,,-10.284436999999999,0.49878910183906555,0.773716390132904
79,79,4867,frappe,biopsie,frappe*,bjɔpsi,struck,biopsy,0.8571428571428571,0.1666666666666666,0.1145833333333333,0.1388888888888888,1.6458333333333333,0.1145833333333333,5,hard_negative,0,,-8.339025,0.45725733041763306,0.7491000294685364
80,80,9377,garde de rein,expertise,gɑrd də reɪn,ɛkspɛʀtiz,kidney guard,expertise,1.0,0.4444444444444444,0.1527777777777778,0.1851851851851852,2.6527777777777777,0.1527777777777778,10,hard_negative,0,,-7.430966400000001,0.37643182277679443,0.6011671423912048
81,81,646,dreary,sombre,ˈdrɪri,sɔ̃bʀ,dreary,sombre,1.0,0.6,0.3166666666666667,0.3833333333333333,4.25,0.35,5,synonym,0,,-6.105423,0.3200853168964386,0.5505829453468323
82,82,5519,parelle,paralysant,parelle*,paʀaljsɑ̃,couple,paralyzing,0.6666666666666666,0.125,0.171875,0.1979166666666666,1.765625,0.1848958333333333,6,hard_negative,0,,-5.091371499999999,0.6115847229957581,0.7183721661567688
83,83,2913,père,père,père*,pə̀ʀ,dad,dad,0.8,0.6666666666666666,0.2760416666666667,0.3333333333333333,2.46875,0.3125,0,loan,1,,2.019787,1.0,1.0
84,84,1516,evenemential,élan vital,evenemential*,elan vital,evential,élan vital,0.6153846153846154,0.4166666666666667,0.2621527777777778,0.2916666666666667,2.5104166666666665,0.2864583333333333,8,hard_negative,0,,-6.866873,0.5127347707748413,0.6226813793182373
85,85,108,ala,à la,ˈælə,a la,ala,to the,0.75,0.0,0.0416666666666666,0.0416666666666666,0.4166666666666667,0.0416666666666666,2,loan,1,,0.84401375,0.41638195514678955,0.5627385377883911
86,86,1979,gall,galle,gɔl,ɡal,gall,galle,0.6666666666666666,0.3333333333333333,0.3541666666666667,0.3888888888888889,3.0,0.3888888888888889,1,loan,1,,3.0107636,0.7966861724853516,0.6136797070503235
87,87,2506,piastre,passé,piastre*,pase,plates,past,0.5,0.4285714285714285,0.3779761904761905,0.4285714285714285,3.1071428571428568,0.4285714285714285,4,hard_negative,0,,-4.656323400000001,0.5369877219200134,0.7289724946022034
88,88,3727,brassiere,flageolet,brassiere*,flaʒəɔlɛ,brassiere,flageolet,0.9,0.1111111111111111,0.1875,0.2175925925925926,1.7083333333333333,0.1967592592592592,8,hard_negative,0,,-7.6758947,0.5341941118240356,0.7361442446708679
89,89,2859,partisan,partisan,ˈpɑrtəzən,paʀtisɑ̃,partisan,partisan,0.7777777777777778,0.125,0.1822916666666666,0.2083333333333333,1.609375,0.1927083333333333,0,loan,1,,3.0924009999999997,1.0,1.0
90,90,218,autoclave,attaché,ˈɔtoʊˌkleɪv,ataʃe,autoclave,attaché,0.8181818181818182,0.5555555555555556,0.4560185185185185,0.5,3.875,0.4976851851851851,6,random,0,351.0,-7.0121839999999995,0.4735768139362335,0.6801361441612244
91,91,2143,masque,massé,masque*,mase,masque,massé,0.4285714285714285,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,3,hard_negative,0,,-3.5467977999999993,0.6185854077339172,0.6740203499794006
92,92,7585,epaulette,épilepsie,epaulette*,epilɛpsi,epaulette,epilepsy,0.7,0.2222222222222222,0.1342592592592593,0.1481481481481481,1.2361111111111112,0.1458333333333333,6,hard_negative,0,,-4.134741,0.3862743079662323,0.7806589603424072
93,93,111,dismal,lugubre,ˈdɪzməl,lyɡbʀ,dismal,dismal,1.0,0.6666666666666666,0.2708333333333333,0.2986111111111111,3.333333333333333,0.2847222222222222,7,synonym,0,,-6.856299400000001,0.5882474780082703,0.7322805523872375
94,94,58,acte gratuit,littératrice,acte* gratuit*,liteʀatʀiz,free act,writer,0.6428571428571429,0.3,0.1041666666666666,0.1291666666666666,2.2875,0.1041666666666666,8,hard_negative,0,,-8.8284855,0.43360352516174316,0.7404623031616211
95,95,4995,grenade,renaissance,grəˈneɪd,ʀənɛsɑ̃s,grenade,renaissance,1.0,0.1428571428571428,0.2053571428571428,0.2321428571428571,1.875,0.2172619047619047,7,hard_negative,0,,-4.1815430000000005,0.44551366567611694,0.7088210582733154
96,96,4869,frigate,balayeuse,ˈfrɪgət,baləœz,frigate,balayeuse,1.0,0.1666666666666666,0.2291666666666666,0.2638888888888888,2.2291666666666665,0.2465277777777777,8,hard_negative,0,,-14.766685,0.4933795630931854,0.7744207382202148
97,97,196,apanage,apanage,apanage*,apanaʒ,prerogative,prerogative,0.375,0.1666666666666666,0.0381944444444444,0.0486111111111111,1.1666666666666667,0.0381944444444444,0,loan,1,,2.511159,1.0,1.0
98,98,3178,ramollissement,ramollissement,ramollissement*,ʀamɔlisəmɑ̃,softening,softening,0.6,0.2857142857142857,0.2931547619047619,0.3244047619047619,2.4017857142857144,0.3169642857142857,0,loan,1,,7.525972400000001,1.0,0.9999514222145081
99,99,6949,chemisette,dramaturgie,chemisette*,dʀamatyʀʒi,shirt,dramaturgy,0.9090909090909092,0.2,0.1083333333333333,0.1166666666666666,1.45,0.1083333333333333,9,hard_negative,0,,-15.190697,0.39711737632751465,0.8161114454269409
100,100,10132,debacle,syndical,dəˈbɑkəl,sɛ̃dikal,debacle,union,0.75,0.1428571428571428,0.0773809523809523,0.0833333333333333,0.9107142857142856,0.0773809523809523,7,hard_negative,0,,-4.364668,0.4152463376522064,0.8177823424339294
101,101,10173,desert,lacerte,ˈdɛzərt,lazɛʀt,desert,lacerte,0.7142857142857143,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.1041666666666667,0.0694444444444444,4,hard_negative,0,,-4.340265799999999,0.5382773280143738,0.6748401522636414
102,102,676,cavesson,adénoïde,cavesson*,adenoid,cavesson,adenoid,0.6666666666666666,0.625,0.2239583333333333,0.25,3.1875,0.2369791666666666,8,hard_negative,0,,-16.962795,0.16208605468273163,0.6007571816444397
103,103,7701,fetish,potiche,ˈfɛtɪʃ,pɔtiʃ,fetish,potiche,0.6666666666666666,0.0,0.0374999999999999,0.0416666666666666,0.475,0.0374999999999999,4,hard_negative,0,,-4.2537847,0.5299677848815918,0.7306421399116516
104,104,362,renounce,désert,rɪˈnaʊns,dezɛʀ,renounce,desert,1.0,0.7142857142857143,0.3601190476190475,0.4047619047619047,3.8392857142857135,0.3839285714285714,8,synonym,0,,-5.1995955,0.4559311866760254,0.7024874687194824
105,105,818,equivocate,tergiverser,ɪkˈwɪvəˌkeɪt,tɛʀʒivɛʀsəʀ,equivocate,procrastinate,0.9166666666666666,0.5454545454545454,0.2159090909090909,0.2386363636363636,3.3181818181818183,0.2234848484848485,8,synonym,0,,-8.869206,0.3844582140445709,0.7684576511383057
106,106,1048,croupiere,coupé,croupiere*,kupe,croupier,coupé,0.7,0.6666666666666666,0.48842592592592604,0.5601851851851852,4.083333333333333,0.5601851851851852,5,hard_negative,0,,-15.132838000000001,0.3893977105617523,0.6920580267906189
107,107,5319,millime,macramé,millime*,makʀame,millimeter,macramé,0.625,0.1428571428571428,0.1041666666666666,0.1130952380952381,1.4642857142857142,0.1041666666666666,5,hard_negative,0,,-6.00206,0.4836254417896271,0.6262248754501343
108,108,5661,ponce,pain de mie,ˈpɑnseɪ,pɛn də mi,ponce,soft bread,0.8888888888888888,0.1428571428571428,0.1785714285714286,0.1964285714285714,1.5714285714285714,0.1934523809523809,8,hard_negative,0,,-11.270642,0.46205317974090576,0.5338525772094727
109,109,3551,banlieue,balayage,banlieue*,balaiaʒ,suburb,scanning,0.6666666666666666,0.25,0.1848958333333333,0.203125,2.28125,0.1953125,5,hard_negative,0,,-2.8554797,0.5215538144111633,0.8555169105529785
