,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
80,80,80,834,बाक़ायदा,باقاعده,baːqaːjdaː,bɒɣɒʔdh,quite often,Regularly,0.8,0.1428571428571428,0.1130952380952381,0.119047619047619,1.7678571428571428,0.1130952380952381,8,loan,1,-1.9693125,0.4085514545440674,0.5074995160102844
81,81,81,752,निवर्तमान,صمیمی,nivrtəmaːn,smjmj,Outgoing,سمیمی,0.9,0.7777777777777778,0.4722222222222222,0.5324074074074074,4.597222222222221,0.5208333333333334,9,synonym,0,-11.325316,0.4283265769481659,0.4520854949951172
82,82,82,1299,हम-,روانه,ɦəmə-,rvɒnh,we-,روانه,1.0,0.6,0.2833333333333333,0.3333333333333333,3.375,0.3166666666666666,5,random,0,-9.29763,0.4080747663974762,0.4833470582962036
83,83,83,2093,प्रचार,اعلام,prət͡ʃaːr,ɒʔlɒm,Publicity,to announce,1.0,0.6666666666666666,0.3576388888888889,0.4236111111111111,4.708333333333333,0.375,6,synonym,0,-9.800783,0.4345888197422028,0.45466136932373047
84,84,84,3436,व्यर्थ,استریل,vjərtʰə,ɒstrjl,Useless,Sterile,0.8571428571428571,0.8333333333333334,0.2673611111111111,0.3055555555555555,6.0,0.2673611111111111,6,synonym,0,-14.156925,0.3875516355037689,0.5158082842826843
85,85,85,4595,थोपना,تحمیل کنند,tʰopnaː,thmjl knnd,impose,Impose,0.8,0.7777777777777778,0.4884259259259259,0.5416666666666666,4.736111111111111,0.5300925925925927,10,synonym,0,-20.145695,0.5013374090194702,0.625254213809967
86,86,86,223,संक्षिप्त,سریع,səŋkʂiptə,srjʔ,brief,Fast,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.625,5.1805555555555545,0.6111111111111112,9,synonym,0,-9.5161,0.5288956165313721,0.6582123041152954
87,87,87,4981,तर्कसंगत,معقول,tərkəsəŋɡət,mʔɣvl,rational,Reasonable,1.0,0.8181818181818182,0.5643939393939393,0.6363636363636365,5.295454545454546,0.6268939393939393,8,synonym,0,-16.797531,0.5062801241874695,0.6304551362991333
88,88,88,392,जलालाबाद,جلال‌آباد,d͡ʒəlaːlaːbaːd,d͡ʒlɒl‌ɒbɒd,Jalalabad,Jalalabad,0.5,0.1111111111111111,0.1412037037037037,0.1527777777777778,1.3055555555555556,0.1527777777777778,9,loan,1,-4.0241413,0.5898278951644897,0.7246941328048706
89,89,89,363,सहमति,اقرار کردن,səɦməti,ɒɣrɒr krdn,Consent,Admit,1.0,0.6666666666666666,0.3541666666666667,0.4212962962962962,4.25,0.3773148148148147,10,synonym,0,-20.04591,0.4575048685073853,0.4676835834980011
90,90,90,38,अर्ज़ी,حلقه,arziː,hlɣh,application,Ring,1.0,0.75,0.1927083333333333,0.2395833333333333,3.59375,0.1927083333333333,6,random,0,-1.9946262,0.3065413534641266,0.7299104928970337
91,91,91,3492,नृशंस,بی رحمانه,nr̩ʃənsə,bj rhmɒnh,dastardly,cruelly,0.8888888888888888,0.875,0.2864583333333333,0.3229166666666666,4.296875,0.2994791666666666,9,synonym,0,-19.860744,0.3192169964313507,0.5875033736228943
92,92,92,3076,मुंतज़िर,جان‌نثار,muntzir,d͡ʒɒn‌nsɒr,waiting,Jannether,0.8,0.2857142857142857,0.1041666666666666,0.1071428571428571,1.5892857142857142,0.1041666666666666,8,hard_negative,0,-14.554038,0.5084363222122192,0.7328124046325684
93,93,93,4991,बुद्धिमान,گویا,budd̤imaːn,ɡvjɒ,Wise,perhaps,1.0,0.875,0.5208333333333334,0.578125,4.640625,0.5677083333333334,9,synonym,0,-11.240946,0.4059550166130066,0.5490427017211914
94,94,94,797,बक्कम,بکم,bəkkəm,bkm,Bakkum,بکم,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,5,loan,1,0.8432127,0.6119995713233948,0.4244338572025299
95,95,95,700,ख़ंजर,خانقاه,xəɲd͡ʒər,xɒnɣɒh,dagger,خانقاه,0.875,0.0,0.1423611111111111,0.1666666666666666,1.6041666666666667,0.1423611111111111,6,hard_negative,0,-5.206310299999998,0.4452126920223236,0.6000036001205444
96,96,96,493,तनहाई,تنهایی,tənɦaːiː,tnhɒjj,loneliness,Loneliness,0.75,0.5,0.1875,0.2222222222222222,3.1875,0.1875,6,loan,1,0.8226116,0.5435371398925781,0.7517183423042297
97,97,97,1483,मुश्किल,بی دل,muʃkil,bj dl,Difficulty,B heart,0.8333333333333334,0.6666666666666666,0.375,0.4166666666666667,3.8125,0.4097222222222222,7,synonym,0,-3.3450398,0.5028327703475952,0.6302600502967834
98,98,98,456,जान,جان,d͡ʒaːn,d͡ʒɒn,Life,John,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,3,loan,1,-1.0567335,0.4454222321510315,0.7748481035232544
99,99,99,3846,सनसनीख़ेज़,دندان‌گرد,sənsəniːxez,dndɒn‌ɡrd,sensational,Toothpaste,0.8181818181818182,0.3,0.2479166666666667,0.2833333333333333,2.65,0.26875,10,hard_negative,0,0.8280777,0.3414497375488281,0.6168466806411743
100,100,100,2938,मलाल,آهار,məlaːl,ɒhɒr,sorry,آهار,1.0,0.2,0.2916666666666667,0.3333333333333333,2.675,0.3125,4,hard_negative,0,-10.656686,0.5959089994430542,0.4444431960582733
101,101,101,508,तर,تر,tər,tr,So,More,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,2,loan,1,4.077736,0.4669160842895508,0.8353299498558044
102,102,102,292,इत्तिफ़ाक़,ازدواج,ittifaːq,ɒzdvɒd͡ʒ,coincidence,Marriage,1.0,0.1428571428571428,0.2202380952380952,0.2380952380952381,2.0535714285714284,0.2351190476190476,10,hard_negative,0,2.769852,0.2674490809440613,0.6673879027366638
103,103,103,2792,बेशुमार,بوتیمار,beʃumaːr,bvtjmɒr,uncountable,بوتیمار,0.625,0.2857142857142857,0.0982142857142857,0.1130952380952381,2.017857142857143,0.0982142857142857,7,hard_negative,0,-5.980448,0.4598234593868256,0.8114820122718811
104,104,104,914,मरकज़,مرکز,mərkəz,mrkz,markaz,Center,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,5,loan,1,4.1176023,0.39665260910987854,0.4030923843383789
105,105,105,3927,यथोचित,معقول,jətʰot͡ʃit,mʔɣvl,reasonably,Reasonable,1.0,0.8571428571428571,0.43154761904761896,0.4761904761904762,4.964285714285714,0.4553571428571428,6,synonym,0,-10.820039,0.5146781802177429,0.7174234986305237
106,106,106,496,दुर्भाग्य,بدشانس,durb̤aːɡjə,bdʃɒns,Unfortunate,unlucky,0.9,0.875,0.375,0.421875,4.34375,0.4010416666666667,9,synonym,0,-4.195753,0.3516363501548767,0.6038796305656433
107,107,107,2040,एकता,هارمونی,ektaː,hɒrmvnj,Unity,Harmony,1.0,0.8571428571428571,0.4791666666666668,0.5416666666666666,4.75,0.5327380952380952,7,synonym,0,-16.31089,0.3093859851360321,0.6696175932884216
