,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
175,क़ैदख़ाना,قیدخانه,qæːdxaːnaː,ɣjdxɒnh,prison,Prison,0.7,0.2857142857142857,0.1011904761904761,0.1130952380952381,1.8214285714285716,0.1011904761904761,9,-1.0579471999999999,0.74199295,0.67373145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
230,मुअल्लिमी,معلمی,muallimiː,mʔlmj,Muallimi,Teacher,0.6666666666666666,0.5,0.3854166666666667,0.4322916666666667,3.625,0.421875,9,-1.7094611000000002,0.87426144,0.44966024,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
234,बेरूख़ी,بی‌روحی,beruːxiː,bj‌rvhj,rudeness,Unconscious,0.875,0.6666666666666666,0.1215277777777777,0.1458333333333333,2.875,0.1215277777777777,7,0.35200936,0.81453836,0.7448262,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
289,gutter rabbit,lapin de gouttière,ˈgətər ˈræbɪt,lapin də ɡutjə̀ʀ,gutter rabbit,gutter rabbit,0.9375,0.6153846153846154,0.3637820512820513,0.4102564102564102,3.3942307692307687,0.3958333333333333,16,-12.486521,0.7565039000000001,0.7217975999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
337,cham,cham,ʧæm,ʃɑ̃,cham,cham,1.0,1.0,0.3125,0.375,7.4375,0.3125,0,-0.18966243,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
339,blet,blettir,blet*,blɛtiʀ,blet,spots,0.5,0.3333333333333333,0.3020833333333333,0.3402777777777778,2.458333333333333,0.3402777777777778,3,-6.381899,0.9176752,0.6037394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
350,ammunition,amunition,ˌæmjəˈnɪʃən,amynisjɔ̃,ammunition,ammunition,0.9090909090909092,0.3333333333333333,0.1851851851851852,0.2129629629629629,2.3194444444444446,0.1967592592592592,1,-5.21414,0.24628964,0.5753261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
406,questionnaire,questionnaire,kˌwɛsʧəˈnɛr,kɛssjɔnɛʀ,questionnaire,questionnaire,0.5454545454545454,0.3333333333333333,0.1805555555555555,0.2129629629629629,2.3611111111111107,0.1921296296296296,0,-7.0545893,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
452,hydrate,hydrate,ˈhaɪˌdreɪt,idʀat,hydrate,hydrate,0.8,0.375,0.3671875,0.4166666666666666,3.046875,0.4062499999999999,0,-5.433984,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
478,chant royal,chant royal,ʧænt rɔɪəl,ʃɑ̃t ʀwajal,chant royal,chant royal,0.7272727272727273,0.4444444444444444,0.2314814814814814,0.2685185185185185,2.986111111111111,0.2430555555555555,0,-4.6215215,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
502,disinter,désenterrer,disinter*,desɑ̃tɛʀʀəʀ,disinter,dig up,0.7272727272727273,0.4,0.2666666666666666,0.3041666666666666,2.6875,0.2895833333333333,5,-6.344557,0.9062123,0.73245895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
525,endocrinology,endocrinologie,ˌɛndoʊkrəˈnɑləʤi,ɑ̃dɔkʀinɔlɔʒi,endocrinology,endocrinology,0.6875,0.2307692307692307,0.2323717948717948,0.266025641025641,2.2403846153846154,0.2403846153846154,2,-5.9228373,0.89652175,0.92543125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
526,punt,pointe,pənt,pɔɛ̃t,punt,pointe,0.6,0.25,0.0677083333333333,0.0833333333333333,1.625,0.0677083333333333,3,-5.621975,0.8086215,0.5888791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
555,beau sabreur,beau,boʊ sabreur*,bo,handsome swordsman,beau,0.8333333333333334,0.8,0.7062499999999999,0.8,5.8,0.8,8,-0.84736234,0.8584305,0.7327064999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
565,grogram,gros-grain,grogram*,ɡʀɔs-ɡʀɛ̃,grogram,large grain,1.0,0.5714285714285714,0.3720238095238096,0.4404761904761905,4.482142857142857,0.4017857142857143,4,-2.2812238,0.90406716,0.6354085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
580,secret of Polichinelle,secret de Polichinelle,ˈsikrɪt əv polichinelle*,sɛkʀət də pɔliʃinɛl,open secret,open secret,0.5416666666666666,0.3,0.190625,0.2166666666666667,2.125,0.2052083333333333,2,-37.52883,0.78064114,0.8794224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
599,pièce d'occasion,pièce d'occasion,pièce* d'occasion*,pjə̀sə d'ɔkkasjɔ̃,used part,used part,0.6666666666666666,0.4615384615384615,0.1175595238095238,0.1309523809523809,1.2946428571428572,0.1235119047619047,0,-7.245949700000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
606,illicit,illicite,ˌɪˈlɪsət,ijizit,illicit,illicit,0.875,0.0,0.0798611111111111,0.0833333333333333,1.0208333333333333,0.0798611111111111,1,-4.2301455,0.9715809000000001,0.69019777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
616,teleocracy,télécratie,teleocracy*,telekʀati,teleocracy,telecracy,0.5454545454545454,0.3,0.1333333333333333,0.1541666666666666,1.225,0.14375,6,-3.0095925,0.83585685,0.79200757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
630,hydraulic,hydraulique,haɪˈdrɔlɪk,idʀolik,hydraulic,hydraulic,0.7,0.2222222222222222,0.2314814814814814,0.2638888888888888,1.9027777777777777,0.2546296296296295,3,-4.636985,0.8073503000000001,0.8020393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
651,course landaise,course,kɔrs landaise*,kuʀs,Landes course,course,0.8571428571428571,0.6666666666666666,0.6249999999999999,0.6979166666666666,5.09375,0.6909722222222222,9,-10.474617,0.76736367,0.71738744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
665,bouts-rimés,bout,bouts-rimés*,bu,bouts-rimés,bout,0.8333333333333334,0.7777777777777778,0.7166666666666666,0.8,5.8,0.8,7,-2.3013763,0.8814915999999999,0.53554875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
697,de Havilland,de Havilland,də ˈhævələnd,də avijɑ̃,de Havilland,de Havilland,0.6666666666666666,0.3,0.3229166666666666,0.3541666666666667,2.8625,0.35,0,-6.5063424,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
716,agglutination,agglutination,agglutination*,aɡɡlytinasjɔ̃,agglutination,agglutination,0.5714285714285714,0.3333333333333333,0.2256944444444444,0.2465277777777777,2.1979166666666665,0.2326388888888888,0,-7.180656,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
788,avertissement nucléaire,avertissement nucléaire,avertissement* nucléaire*,avɛʀtisəmɑ̃t nykleɛʀ,nuclear warning,nuclear warning,0.6,0.1904761904761904,0.1979166666666666,0.2253787878787879,1.6931818181818181,0.2168560606060605,0,-64.38675,0.7273008000000001,0.73829836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
884,aileron,aileron,ˈeɪlərˌɑn,eəʀɔ̃,aileron,aileron,0.7777777777777778,0.4285714285714285,0.4285714285714285,0.4880952380952381,3.6607142857142856,0.4791666666666666,0,-6.1107683,0.85408634,0.84843534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
894,denature,dénaturer,dɪˈneɪʧər,denatyʀəʀ,denature,distort,0.7777777777777778,0.2222222222222222,0.2453703703703703,0.2777777777777778,2.0972222222222223,0.2685185185185185,2,-4.129282,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
906,vancourier,avant-courier,vancourier*,avɑ̃t-kuʀjəʀ,vancourier,forerunner,0.9166666666666666,0.5,0.1854166666666666,0.2333333333333333,2.5875,0.1854166666666666,3,-7.160717,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
916,maniac,maniaque,ˈmeɪniˌæk,mɑ̃jak,maniac,maniacal,0.7777777777777778,0.4285714285714285,0.2916666666666666,0.3273809523809524,2.6607142857142856,0.3184523809523809,3,-3.4922313999999997,0.83581823,0.6882519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
919,chadon beni,chardon béni,chadon* ˈbɛni,ʃaʀdɔn beni,chadon me,blessed thistle,0.5384615384615384,0.3,0.0666666666666666,0.0791666666666666,1.3375,0.0666666666666666,2,-4.4846687,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
937,Germinal,germinal,germinal*,ʒɛʀminal,Germinal,germinal,0.4444444444444444,0.125,0.140625,0.1614583333333333,1.171875,0.1510416666666666,1,-7.494358500000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
959,isolated,isolé,ˈaɪsəˌleɪtɪd,izɔle,isolated,isolated,0.8333333333333334,0.5,0.4645833333333333,0.5125,3.725,0.5125,4,-4.051105000000001,0.35589713,0.56076247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
961,chronique scandaleuse,chronique scandaleuse,chronique* scandaleuse*,ʃʀɔnikə skɑ̃dalœz,scandalous chronicle,scandalous chronicle,0.6956521739130435,0.35,0.25625,0.2875,2.18125,0.284375,0,-25.815147,0.8846204,0.7598307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
983,Harle,Harlé,ˈhɑrəl,aʀle,Harley,harassed,1.0,0.6,0.3,0.35,3.9,0.3166666666666667,1,-4.8712883,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1015,interventionist,interventionniste,ˌɪntərˈvɛnʃənɪst,ɛ̃tɛʀvɑ̃sjɔnist,interventionist,interventionist,0.75,0.2142857142857142,0.1339285714285714,0.1488095238095237,1.6071428571428572,0.1398809523809524,2,-15.309366,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1031,fromage blanc,fromage blanc,fromage* blæŋk,fʀɔmaʒə blɑ̃k,cottage cheese,cottage cheese,0.5,0.1818181818181818,0.1363636363636363,0.1666666666666666,1.6931818181818181,0.1363636363636363,0,-12.869644000000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1037,mirabelle plum,mirabelle,ˈmɪrəˌbɛl pləm,miʀabɛl,mirabelle plum,mirabelle plum,0.7142857142857143,0.3636363636363636,0.3579545454545454,0.4015151515151515,2.9431818181818183,0.3939393939393939,5,-3.7810998,0.6669991,0.77080715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1041,acetylene,acétylène,əˈsɛtəˌlin,azetilə̀n,acetylene,acetylene,0.8,0.0,0.0572916666666666,0.0572916666666666,0.53125,0.0572916666666666,2,-7.1274395,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1077,centrifuge,centrifuge,ˈsɛntrəfˌjuʤ,sɑ̃tʀifyʒ,centrifuge,centrifuge,0.75,0.3333333333333333,0.2175925925925926,0.25,2.75,0.2268518518518519,0,-6.279195,0.77953357,0.70518106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1168,trahison des clercs,trahison des clercs,trahison* dɪ clercs*,tʀaizɔn dəs klɛʀk,betrayal of clerics,betrayal of clerics,0.65,0.3125,0.1705729166666666,0.2005208333333333,1.765625,0.1770833333333333,0,-10.828014,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1190,yé-yé,yéyé,yé-yé*é,ieie,yé-yé,yeye,1.0,0.5,0.2041666666666667,0.225,1.75,0.225,1,-2.6260715,0.8367439,0.73431605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1206,revolt,révolter,rɪˈvoʊlt,ʀevɔltəʀ,revolt,revolt,0.875,0.375,0.25,0.2864583333333333,3.078125,0.2630208333333333,3,-2.7039204,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1222,amende honorable,amende honorable,amende* ˈɑnərəbəl,amɑ̃də ɔnɔʀabl,amends,amends,0.5882352941176471,0.1428571428571428,0.1800595238095238,0.2023809523809523,1.5803571428571428,0.1934523809523809,0,-6.992308599999999,0.85556793,0.5495471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1236,peripatetic,péripatétique,ˌpɛrəpəˈtɛtɪk,peʀipatetik,peripatetic,peripatetic,0.6153846153846154,0.0,0.0492424242424242,0.0568181818181818,0.4659090909090909,0.0492424242424242,5,-13.794455,0.90438545,0.43256974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1249,currant,raisin de Corinthe,currant*,ʀɛzin də kɔʀɛ̃t,currant,currant,1.0,0.75,0.4565972222222222,0.5243055555555556,4.3125,0.5034722222222222,15,-21.510818,0.81541693,0.64888203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1262,existentialism,existentialisme,existentialism*,əɡzistɑ̃sjalism,existentialism,existentialism,0.5333333333333333,0.2142857142857142,0.1116071428571428,0.1339285714285714,1.5446428571428572,0.1116071428571428,1,-7.2689770000000005,0.684283,0.44120708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1295,kastliina,kastlina,kɑstliːnɑ,kɐstliːnɑː,watering can,castline,0.2,0.0,0.0130208333333333,0.015625,0.15625,0.0130208333333333,1,-9.383026,0.96990937,0.7858512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1324,framille,fram,frɑmille,frɑːm,framille,forward,0.625,0.5,0.458333333333333,0.505208333333333,3.6875,0.505208333333333,4,-14.018375,0.8600604,0.72123283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1337,ympätä,ympa,ympætæ,ʏmpɑː,engraft,inoculate,0.666666666666667,0.333333333333333,0.333333333333333,0.368055555555556,2.75,0.364583333333333,3,-5.818337400000001,0.8977651,0.3606823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1356,bongata,poäng,boŋŋɑtɑ,puːɛŋ,crowd,point,1.0,0.571428571428571,0.446428571428571,0.5,4.267857142857141,0.49404761904761896,5,-3.5442089999999995,0.7257239999999999,0.71362746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1368,sirkustirehtööri,cirkusdirektör,sirkustireɦtøːri,sɪrkɵsdiːrɛktøːr,circus director,circus director,0.4375,0.133333333333333,0.0930555555555555,0.1,0.933333333333333,0.1,5,-21.341167000000002,0.91215736,0.39214109999999996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1425,nyysiä,knysa,ɲysiæ,knyːsɑː,dumplings,knysa,0.714285714285714,0.4,0.283333333333333,0.325,3.575,0.283333333333333,4,-3.0278335,0.8484748,0.6962821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1442,markkinat,marknad,mɑrkkinɑt,mɐrknɑːd,Fair,market,0.555555555555556,0.222222222222222,0.215277777777778,0.240740740740741,1.77777777777778,0.238425925925926,3,-7.423311,0.8987132999999999,0.729062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1449,rahti,frakt,rɑɦti,frɐkt,freight,freight,0.8,0.6,0.25,0.325,3.9,0.25,3,-1.4935249,0.8945443999999999,0.6785854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1484,binäärinen,binär,binæːrinen,biːnɛːr,binary,binary,0.6,0.444444444444444,0.416666666666667,0.458333333333333,3.36111111111111,0.458333333333333,5,-11.701678999999999,0.9033962,0.7279448000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1492,kurkku,Kvarken,kurkku,kvɑːrɕeːn,cucumber,Kvarken,0.777777777777778,0.428571428571429,0.30654761904761896,0.339285714285714,4.232142857142859,0.31845238095238104,5,-4.54667,0.86201257,0.5342339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1512,zeniitti,zenit,tseniːtti,seːniːt,zenith,zenit,0.444444444444444,0.375,0.346354166666667,0.380208333333333,2.78125,0.380208333333333,3,-8.392488499999999,0.9157904,0.6381226999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1558,қожайын,хозя́ин,qoʒɑjən,xozʲáin,the host,master,0.7142857142857143,0.2857142857142857,0.1785714285714285,0.2023809523809523,1.7142857142857142,0.1934523809523809,5,-4.261319,0.65145355,0.4867303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1570,пролетар,пролетарий,proljetɑr,prolʲetarʲij,proletarian,proletarian,0.4166666666666667,0.3,0.1708333333333333,0.2,2.125,0.1791666666666666,2,-15.160476999999998,0.94635147,0.81144536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1585,бөкебай,пухо́вый,bʏkjebɑj,puxóvɨj,бөкебай,downy,0.875,0.25,0.1692708333333333,0.1874999999999999,1.640625,0.1822916666666666,7,-3.5232317,0.8330495000000001,0.5843092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1630,прокариот,прокарио́та,prokɑrijot,prokarʲióta,prokaryotes,prokaryote,0.4545454545454545,0.2,0.10625,0.1291666666666666,1.575,0.10625,2,-7.626441499999999,0.6105265999999999,0.6890816999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1747,акушерлік,акушерство,ɑkwʃjerlɪk,akuʂerstvo,obstetrics,obstetrics,0.8,0.6,0.1520833333333333,0.1958333333333333,3.275,0.1520833333333333,4,-7.851277400000001,0.87879205,0.7430404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1781,радиоаппарат,ра̀диоаппара́т,rɑdijoɑppɑrɑt,ràdʲioapparát,radio,radio equipment,0.4615384615384615,0.2307692307692307,0.0913461538461538,0.1057692307692307,0.8269230769230769,0.0993589743589743,2,-6.047097,0.8581703000000002,0.65359014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1796,стратиграфия,стратигра́фия,strɑtijɡrɑfijjɑ,stratʲiɡráfʲia,stratigraphy,stratigraphy,0.5333333333333333,0.2666666666666666,0.1972222222222222,0.2222222222222222,1.6666666666666667,0.2180555555555555,1,-7.193402000000001,0.9114216999999999,0.68340003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1871,метаматематика,метаматематика,mjetɑmɑtjemɑtijkɑ,mʲetamatʲematʲika,metamathematics,metamathematics,0.4705882352941176,0.1764705882352941,0.1801470588235294,0.2034313725490196,1.5441176470588236,0.1985294117647058,0,-15.574588,0.8928968,0.6812045999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,loan
1881,müstəsna,مُسْتَثْنًى,mystæsnɑ,mُsْtَθْnًa,exceptional,exception,0.6363636363636364,0.25,0.2369791666666666,0.265625,1.9375,0.2630208333333333,11,-3.2663349999999998,0.7721358,0.7537105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1888,əmin,أَمِين,æmɪn,aَٔmِiːn,sure,Trustworthy,0.75,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,6,-4.698689,0.8431519000000001,0.7287975999999999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1898,istiqlal,اِسْتِقْلَال,ɪstɪɡlɑl,aِsْtِqْlَaːl,independence,independence,0.6923076923076923,0.125,0.1510416666666666,0.1666666666666666,1.3125,0.1640625,12,-7.2321186,0.7292778,0.4998233,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1914,müxtəlif,مُخْتَلِف,myxtælɪf,mُxْtَlِf,different,Different,0.4444444444444444,0.375,0.3359375,0.375,2.71875,0.375,9,-6.52541,0.80531436,0.30935913,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1932,ruhi,رُوحِيّ‎,ruhɪ,rُuːħِiːّ‎,ruhi,رّوحِيّ,0.8,0.25,0.0625,0.0625,1.0625,0.0625,8,-4.070403,0.79983807,0.56752074,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
