,loan_word,original_word,cos_similarity
119,उम्दा,شکم,0.42028293
120,उम्मीद,کش,0.5342232
121,उर्दू,سهمناک,0.45355707
122,उलफ़त,کوه نور,0.34716806
123,उलमा,سازش,0.38913867
124,उसमान,عبری,0.4386812
125,उस्तरा,بنیاد,0.43127844
126,उस्ताद,ران,0.50451636
127,उस्मानी,درویش,0.57131875
128,एकाएक,باغ,0.41544813
129,एतबार,گم,0.46720657
130,एवज़,موسیقی,0.3423836
131,एहतियात,منحوس,0.5204907
132,एहसान,مالک,0.4267386
133,ऐतराज़,بُخَار,0.5111064
134,ऐनक,مداخله,0.5225477
135,ऐयाशी,ـیت,0.35913545
136,ओ,رویه,0.5064244
137,ओहदा,نصیحت,0.47346836
138,कद्दू,خط,0.43569964
139,कनीज़,عادت,0.46899825
140,कबाब,بُرْج,0.54805756
141,कबाबचीनी,کفایتی,0.5380948
142,कबूतर,الزام,0.5086055
143,कम-,قوت,0.46341163
144,कमर,شهید,0.4301925
145,कमान,بی‌روحی,0.4706393
146,कमी,سادگی,0.39464042
147,कमीना,سالانه,0.32295865
148,कमोबेश,گره,0.44853953
149,करघा,درنده,0.45419797
150,कलफ़,غریبی,0.5031591
151,कलमकारी,سست,0.50048745
152,कश,مناره,0.44856155
153,कश्ती,سینه,0.48270547
154,क़तार,داستان,0.44964993
155,क़त्ल,یاری,0.4501071
156,क़द,ایمان دار,0.3984606
157,क़द्र,حکیم,0.49338937
158,क़बूल,افغانستان,0.36184266
159,क़ब्ज़ा,سپاس,0.41047966
160,क़ब्रिस्तान,خاکا,0.43373033
161,क़रार,خوب‌صورت,0.39427906
162,क़र्ज़,نمک,0.44771522
163,क़ल्ब,جسور,0.51787686
164,क़व्वाल,فرشته,0.52633816
165,क़सम,شال,0.41878584
166,क़सीदा,مهلت,0.45306018
167,क़हवा,مردن,0.43631428
168,क़ाज़ी,یاد,0.42350253
169,क़ानून,زور,0.4660834
170,क़ानूनी,سردار,0.4085428
171,क़ाफ़िला,تر و تازه,0.46161747
172,क़ाबिल,ارضی,0.3204394
173,क़ायदा,قدرت,0.35420805
174,क़ालीन,مریم,0.5049059
175,क़िरमिज़,غلطی,0.3976572
176,क़िला,خلق,0.34422365
177,क़िल्लत,پیچ,0.47197166
178,क़िस्मत,دلبر,0.44321984
179,क़ीमत,خاقان,0.54681885
180,क़ीमती,حد,0.42419314
181,क़ीमा,فکر,0.50396156
182,क़ुव्वत,زکات,0.43249166
183,क़ुस्तुंतुनिया,لوقا,0.45685846
184,क़ैंची,فاس,0.55051833
185,क़ैद,الفت,0.43300077
186,क़ैदख़ाना,دستاویز,0.4154908
187,क़ैदी,کوه,0.35168844
188,कागद,‫انتخاب‬,0.431552
189,काग़ज़,ـین,0.38319615
190,काग़ज़ात,بی‌ایمانی,0.38357368
191,काफ़िर,بدصورت,0.4928136
192,काफ़ी,جائز,0.37069353
193,काबीना,گیلاس,0.42130464
194,कामयाब,افسانه,0.4084998
195,कार,شکنجه,0.4582325
196,कारख़ाना,تسلی,0.41936755
197,कारगर,لِسَان,0.42450926
198,कारवाँ,سوداگر,0.38211644
199,कारीगर,شب,0.4761572
200,कारोबार,دراز,0.50428134
201,काश,آزاد,0.48323196
202,कासा,بزدل,0.5551406
203,कि,تخته,0.3754718
204,किफ़ायत,ریاست,0.29035088
205,किफ़ायती,دو آب,0.42225066
206,किराया,خردبین,0.4973369
207,किरायेदार,سنبوسه,0.41062328
208,किशमिश,خانگی,0.5563349
209,किशवर,عرق,0.4849503
210,कीमिया,غوطه,0.5489172
211,कुंद,خُوشنَوِیسی,0.6163976
212,कुदरत,ختنه,0.63418317
213,कुमक,سؤال,0.49048412
214,कुरता,منشی,0.38916087
215,कुश्ती,نمایندگی,0.4005041
216,कूच,کوشش,0.45570603
217,कूर,ذخیره,0.44199446
218,कोफ़्ता,رنجش,0.5074278
219,कोर,آفرین,0.40796754
220,कोशिश,حرکت,0.4646746
221,कोह,صرف,0.43293723
222,कोहेनूर,خالق,0.4587865
223,ख़ंजर,خون,0.3592171
224,ख़ज़ाना,قهوه,0.47936088
225,ख़त,حمله,0.4574632
226,ख़तना,مفت,0.48459524
227,ख़तरनाक,بیدخلی,0.45126438
228,ख़फ़ा,موم,0.44709644
229,ख़बर,غیر,0.41745478
230,ख़बरनवीस,غلط,0.47309202
231,ख़म,سزا,0.45834583
232,ख़मीर,تیار,0.42253518
233,ख़याल,انگوری,0.37609455
234,ख़रगोश,خوبانی,0.51075625
235,ख़राब,خدمتگار,0.37378186
236,ख़राश,صلاح کار,0.506429
237,ख़रीद,هجرت,0.46001476
238,ख़रीदना,دعوی,0.4108331
239,ख़रीदार,علماء,0.34436634
240,ख़र्च,دم,0.39591092
241,ख़र्चा,قسم,0.39468184
242,ख़लक़,خالی,0.566995
243,ख़सरा,مشغول,0.35372797
244,ख़ाक,لاله,0.41079038
245,ख़ाक़ान,گرم,0.46531484
246,ख़ाका,تجربه,0.41743967
247,ख़ाकी,بت‌کده,0.484233
248,ख़ातिर,مستانه,0.44073692
249,ख़ातून,لازم,0.3232324
250,ख़ान,رعایا,0.39112097
251,ख़ानगी,مجمع,0.34965748
252,ख़ानदान,لهجه,0.32334483
253,ख़ानदानी,تیرانداز,0.3255203
254,ख़ाना,دنگ,0.461546
255,ख़ानाबदोश,قیمتی,0.44258028
256,ख़ामी,صیاد,0.577899
257,ख़ामोश,خیریه,0.46648428
258,ख़ामोशी,ملا,0.41986942
259,ख़ाला,اسلام,0.46137524
260,ख़ालिक़,صاحب,0.4060122
261,ख़ाली,خوشی,0.59302664
262,ख़िदमतगार,آسمان,0.35706595
263,ख़िलाफ़त,مجبور,0.37897614
264,ख़ुद,سخت,0.37942633
265,ख़ुदकुशी,سیاه,0.4260287
266,ख़ुदा,گرامی,0.40290743
267,ख़ुदा हाफ़िज़,داخل,0.2976562
268,ख़ुर्दबीन,گرجستان,0.32154524
269,ख़ुश,هنگامه,0.3551358
270,ख़ुशआमदीद,احتیاط,0.34785694
271,ख़ुशक़िस्मत,ـدار,0.44464195
272,ख़ुशनवीसी,تکه,0.47068107
273,ख़ुशबू,گم‌شده,0.3772325
274,ख़ुशहाल,مستی,0.35489488
275,ख़ुशहाली,دیوان,0.3968298
276,ख़ुशामद,بهاءالله,0.3251397
277,ख़ुशी,بغاوت,0.38456976
278,ख़ूँख़ार,ناشتا,0.39907572
279,ख़ून,مشک,0.47826815
280,ख़ूब,سَهْل,0.53299385
281,ख़ूबसूरत,همت,0.4033125
282,ख़ूबानी,منشأ,0.36046624
283,ख़ूबी,سوراخ,0.38582796
284,ख़ैर,وعده,0.35919067
285,ख़ैरात,شرم,0.441926
286,ख़ैरियत,اطلس,0.3627609
287,ख़ौफ़,معمولی,0.3249395
288,ख़्वाजा,روزگار,0.3906183
289,ख़्वाब,خفه,0.6002064
290,ख़्वाबगाह,آقا,0.48829842
291,ख़्वाहिश,مغول,0.4109391
292,खीसा,مغز,0.4436034
293,गंदगी,اعتراض,0.33579394
294,गंदा,بلبل,0.43239444
295,गज़,فواره,0.6116157
296,गज़र,پلیته,0.5088382
297,गरेबान,خواب,0.4502378
298,गर्द,طرفدار,0.44724086
299,गर्दन,عظیم,0.51767963
300,गर्दिश,آئینه,0.49702394
301,-गर्दी,هند,0.3224373
302,गर्म,خودکشی,0.55009097
303,गर्मी,سه‌تار,0.43195003
304,गवाह,قلعه,0.6023997
305,गवाही,خیز,0.52510136
306,गश्त,شیری,0.49261305
307,ग़ज़ब,زندگانی,0.43575755
308,ग़ज़ल,وصیت,0.3542309
309,ग़ज़ा,توپچی,0.41046804
310,ग़द्दार,مُوسَی,0.58265096
311,ग़म,سرمه,0.5461876
312,ग़रीबी,شهرت,0.2510996
313,ग़लत,کافر,0.5299714
314,ग़लती,سهم,0.4782444
315,ग़ुलाम,بریانی,0.41409552
316,ग़ुस्सा,جلال‌آباد,0.5170787
317,ग़ैर,بیزبان,0.3677195
318,ग़ैर-,تحصیل,0.34240955
319,ग़ोता,مولوی,0.4217011
320,गिरफ़्त,قسطنطنیه,0.41598928
321,गिरफ़्तार,خواجه,0.5361041
322,गिरफ़्तारी,موجودگی,0.38265058
323,गिरह,زرد,0.51972455
324,-गिरी,کم و بیش,0.35387164
325,गिरोह,هندی,0.42114702
326,गिलहरी,ترکستان,0.33326462
327,गिलास,یمن,0.3921441
328,गिलीम,تمیز,0.39781865
329,गुंजाइश,مصالح,0.49794036
330,गुज़र,تازه,0.5206776
331,गुज़श्ता,برداشت,0.38385797
332,गुज़ारा,پر,0.34105557
333,गुज़ारिश,بدولت,0.38789234
334,गुनाह,حوالدار,0.53146523
335,गुफ़्तगू,خدا حافظ,0.5180814
336,गुफ़्तार,شوق,0.55891013
337,गुम,برفی,0.6297083
338,गुमनाम,دروازه,0.5287821
339,गुमशुदा,که,0.22693168
340,गुर्जिस्तान,چراگاه,0.512513
341,गुलज़ार,امرود,0.5826222
342,गुलदान,قیمه,0.64129704
343,गुलशन,خوشحال,0.58827305
344,गुलाब,اثر,0.36212325
345,गुलूबंद,بلکه,0.26471016
346,गुस्ताख़,بازو,0.5406258
347,गुस्ताख़ी,زمینی,0.4067278
348,गूंगा,طبیب,0.43783632
349,गोर,چهره,0.49256077
350,गोरखर,شعله,0.52829075
351,गोरिस्तान,امتحان,0.38633394
352,गोश्त,خریدن,0.381761
353,चमचा,بیدخل,0.48747107
354,चम्मच,دولتمند,0.4865124
355,चरख़ा,دارو,0.47948402
356,चरबी,جهانگیر,0.50628525
357,चराग़,جوان,0.38664266
358,चरागाह,زبانی,0.419996
359,चश्मदीद,ابریق,0.43149382
360,चाक़ू,کار,0.45859262
361,चादर,برابر,0.307461
362,चाबुक,روبارو,0.35793588
363,चाय,خش‌آمد,0.53515875
364,चायख़ाना,نغمه,0.5300576
365,चायदान,هِجَاء,0.51927936
366,चारदीवारी,قلت,0.47196504
367,चाशनी,جعلی,0.43226022
368,चिराग़,جماعت,0.45727846
369,चिलग़ोज़ा,شب بخیر,0.4580079
370,चिलम,کباب,0.48258746
371,चीख़,ستاره,0.54931325
372,चीज़,کیسه,0.48011568
373,चुक़ंदर,آباد,0.4106675
374,चूज़ा,بعد,0.49786896
375,चूपान,مهارت,0.3461761
376,चेहरा,نوکر,0.4980675
377,चोग़ा,میر,0.40608525
378,जंग,کوچ,0.5421485
379,जंगजू,همیشه,0.5083536
380,जंगी,رهائی,0.59642357
381,जगह,مرکز,0.47610906
382,जज़ा,صندل,0.46916363
383,जज़ीरा,گوشت,0.55956554
384,जज़्बा,بیابان,0.38574895
385,जदीद,مصر,0.35733792
386,जनाज़ा,پیشه,0.53662485
387,जन्नत,شاه,0.49636024
388,जमा,پیاز,0.5296275
389,जमात,تباهی,0.46882772
390,जलवा,کاروان,0.6024448
391,जलाल,کافی,0.5146031
392,जलालाबाद,شادی,0.43788034
393,जल्द,مرغابی,0.4666571
394,जल्लाद,در میان,0.22489999
395,जवान,مزدوری,0.5211598
396,जवानी,طوطی,0.5458732
397,जवाब,پلک,0.5027226
398,जशन,سبز,0.5790352
399,जसूर,نگه,0.4352299
400,जहाँगीर,نکاح,0.39183506
401,जहाज़,شطرنج,0.46604276
402,जहान,بلوچستان,0.4370804
403,ज़ंग,رها,0.5441062
404,ज़ंजीर,زوردار,0.47918916
405,ज़कात,غیر,0.45910126
406,ज़ख़ीरा,جادو,0.51146495
407,ज़ख़्म,ناف,0.48538888
408,ज़नाना,پشمینه,0.52791905
409,ज़फ़र,قانونی,0.37665123
410,ज़बान,فی صد,0.42119253
411,ज़बानी,جنازه,0.60192275
412,ज़ब्त,پاشا,0.47362447
413,ज़मानत,کنیز,0.5034957
414,ज़माना,پسندیده,0.38828522
415,ज़मींदार,جهان,0.4923867
416,ज़मीन,بندی,0.31055078
417,ज़मीनी,پهلو,0.21793349
418,ज़र,خاک,0.411363
419,ज़रा,نمونه,0.37021115
420,ज़रूर,پخته,0.3640556
421,ज़रूरत,گرفتاری,0.36416093
422,ज़रूरी,هزارها,0.45235232
423,ज़र्द,سرخاب,0.4771936
424,ज़र्दा,تار,0.5131878
425,ज़र्रा,شخصیت,0.35779038
426,ज़लज़ला,تیزاب,0.44860065
427,ज़हमत,ماجرا,0.38771117
428,ज़हर,روم,0.42546692
429,ज़हरीली,برقرار,0.2960603
430,ज़ात,خرچ,0.5852345
431,ज़ायक़ा,صاف,0.5430094
432,ज़ार,ستم,0.46354333
433,ज़ार-ज़ार,سیرت,0.43964034
434,ज़ाहिर,فرض,0.22869691
435,ज़िंदगानी,قرار,0.38319215
436,ज़िंदगी,ابر,0.47853374
437,ज़िंदा,غم,0.53381944
438,ज़िंदाबाद,خاتون,0.51601905
439,ज़िक्र,زحمت,0.5134365
440,ज़िद,میز,0.40751213
441,ज़िना,تجارت,0.3741503
442,ज़िम्मेदार,بند,0.51107436
443,ज़िम्मेदारी,جنون,0.45165175
444,ज़िला,تنها,0.20119375
445,ज़ीना,ترازو,0.55153733
446,ज़ीरा,کارگر,0.5444423
447,ज़ुल्फ़,دانستن,0.41023853
448,ज़ेवर,لطف,0.43088588
449,ज़ेहन,شُرُوع,0.57315546
450,ज़ोर,محض,0.5129038
451,ज़ोरदार,گزارش,0.4164984
452,ज़्यादती,سلطان,0.47229716
453,जाँबाज़,دشوار,0.49076605
454,जादू,لوبیا,0.3933974
455,जादूगर,باروت,0.3598403
456,जान,فارسی,0.36800882
457,जानवर,هرگز,0.41654566
458,जाम,افیون,0.47376555
459,जामा,توهین,0.53576565
460,जायज़,جادوگر,0.6306325
461,जायदाद,شیشه,0.49131936
462,जारी,محنت,0.31948033
463,जाली,خانه‌بهدوش,0.3942632
464,जासूस,دربار,0.33437306
465,जाहिल,خیرات,0.5126077
466,जिगर,گرفتار,0.43496472
467,जिबुती,سنگ مرمر,0.31596652
468,जुदा,اشک,0.4713339
469,जुदाई,وارث,0.4896553
470,जुनून,چقندر,0.5399294
471,जुमा,آرزو,0.51940185
472,जुर्माना,نماینده,0.38878977
473,जुस्तजू,محاق,0.55552894
474,जेब,چایدان,0.41350207
475,जोश,جزا,0.45892984
476,तंग,پهره,0.48295498
477,तंगी,بخشش,0.5362178
478,तंज़,ماه,0.44110504
479,तंदुरुस्त,جرمانه,0.35303617
480,तंदूर,وطن,0.4783237
481,तंबाकू,جایگاه,0.33282167
482,तंबू,چوپان,0.564582
483,तक़दीर,خبرنویش,0.48360127
484,तक़रीबन,عثمان,0.5152624
485,तक़सीम,شراب,0.57675165
486,तक़ाज़ा,چراغ,0.6448777
487,तख़्त,کبابه چینی,0.52499187
488,तख़्ता,اگر,0.3401163
489,तजल्ली,شامل,0.3503987
490,तजुर्बा,آب,0.45805785
491,तनख़्वाह,تبدیل,0.39788353
492,तनहा,بادشاه,0.58190084
493,तनहाई,طوفان,0.67327815
494,तना,سر,0.5852012
495,तनूर,ذکر,0.46610165
496,तपेदिक़,بدمعاش,0.46471795
497,तबदील,حالا که,0.38510337
498,तबाह,مرهم,0.5111283
499,तबाही,دروغ,0.57316464
500,तबीब,مهربان,0.495036
501,तबीयत,پنجه,0.47968853
502,तमंचा,دهن,0.55707395
503,तमग़ा,هَاجَر,0.5348557
504,तमन्ना,شکایت,0.45125782
505,तमाचा,دقت,0.53368217
506,तमाम,جام,0.5656168
507,तमीज़,بندرگاه,0.35438526
508,तर,مکان,0.31398326
509,तरक़्क़ी,گنجایش,0.44064653
510,तरतीब,رفو,0.52984065
511,तरफ़दार,بی‌وفا,0.4514261
512,तरबूज़,ضروری,0.34181917
513,तरबूज़ा,تغلق,0.503574
514,तराज़ू,مجلس,0.32404006
515,तराना,صورت,0.4280027
516,तराशा,اذان,0.43236414
517,तरोताज़ा,آبکار,0.4005139
518,तर्ज़,جانور,0.41323674
519,तर्जुमा,بارود,0.44143763
520,तर्जुमान,تصدیق,0.50257725
521,तलाक़,نقلی,0.45751077
522,तल्ख़,مهین,0.46735343
523,तल्ख़ी,میدان,0.39154947
524,तवज्जो,مهربانی,0.53174037
525,तशद्दुद,زنا,0.49665558
526,तश्तरी,مخالفت,0.37923098
527,तसमा,لاش,0.30713728
528,तसल्ली,ارسطو,0.35200182
529,तस्दीक़,مشکل,0.39679554
530,तस्वीर,کاغذ,0.37503785
531,तह,نیست و نابود,0.51163083
532,तहसील,منزل,0.3691973
533,ताक़त,غصه,0.5705641
534,ताकि,دوستی,0.5140505
535,ताज,چوقا,0.6304364
536,ताजपोशी,पैदाइश,0.5711685
537,ताज़ा,شکست,0.43157858
538,तादाद,بازیچه,0.4427806
539,ताबूत,عرض,0.35671484
540,तार,بسته,0.53996104
541,तारीख़,نستعلیق,0.42818177
542,तालाब,قسمت,0.26372862
543,तालीम,جدا,0.49587935
544,ताल्लुक़,الف,0.39829937
545,ताशकंद,فوراً,0.40747315
546,तिजारत,حیران,0.5685206
547,तीर,کلف,0.5378197
548,तीरंदाज़,پرگنه,0.49259552
549,तीरंदाज़ी,بی‌بی,0.45656797
550,तुक्का,آدمی,0.5530746
551,तुग़लक़,شاه مات,0.5324632
552,तुर्क,کامیاب,0.45323506
553,तुर्किस्तान,حادثه,0.432864
554,तुर्की,دکان,0.37239283
555,तूफ़ान,پل,0.43730828
556,तेज़,غضب,0.56220263
557,तेज़ाब,صَنَم,0.4661317
558,तेहरान,آخری,0.44119352
559,तैयार,مأیوس,0.3756556
560,तोती,لباس,0.49874994
561,तोप,مضمون,0.43476504
562,तोपची,اول,0.4820587
563,तोहफ़ा,اقرار,0.29572996
564,तौहीन,شخص,0.31601116
565,दंग,هوشیار,0.39607653
566,दंगल,صلیب,0.28569764
567,दंगा,مَدْرَسَة,0.5049315
568,दंदान,مهم,0.4282201
569,दफ़तर,امید,0.44683272
570,दफ़ा,سرانجام,0.3124953
571,दफ़्तर,کشمش,0.48307952
572,दम,نادر,0.6425894
573,दमिश्क़,طرز,0.56234884
574,दर,سودا,0.3377747
575,दरअसल,ترانه,0.3809399
576,दरख़ास्त,گلزار,0.45790216
577,दरख़्त,ضمانت,0.46784174
578,दरगाह,حیوانیت,0.47372004
579,दरबार,پرورش,0.5757223
580,दरमियान,حکومت,0.38289672
581,दरवाज़ा,روزمره,0.53652424
582,दरवान,آگاه,0.46608487
583,दरवेश,درجه,0.49265796
584,दराज़,مارخور,0.42275295
585,दरिंदा,منت,0.56318957
586,दरोग़,گورخر,0.5016727
587,दरोग़ा,بی‌کار,0.497623
588,दर्ज,مردنی,0.3843907
589,दर्ज़ी,بازوبند,0.35703468
590,दर्जा,ملکه,0.37111646
591,दर्द,سفارش,0.45813322
592,दर्या,تقسیم,0.45676383
593,दर्याई,گور,0.529833
594,दर्रा,چوزه,0.5904174
595,दलील,وغیره,0.41176742
596,दस्तख़त,گستاخ,0.47651434
597,दस्ता,مرحوم,0.42638442
598,दस्तावेज़,ذره,0.4366587
599,दहन,بیمه,0.6022238
600,दहलीज़,بت‌خانه,0.49689612
601,दहेज़,رونق,0.4412929
602,दाख़िल,نمایش,0.27242887
603,दाग़,مضبوط,0.47769418
604,-दान,تلخ,0.42793587
605,दामन,اطلاع,0.35431615
606,दामाद,شامیانه,0.47778404
607,-दार,اهل ایمان,0.4637425
608,दारचीनी,عدالت,0.49148485
609,दारू,ابابیل,0.5208662
610,दावा,چلغوزه,0.5135831
611,दास्तान,قیچی,0.5157505
612,दिक़्क़त,آواز,0.4522194
613,दिरम,پیغام,0.4637247
614,दिलचस्प,روح,0.4936974
615,दिलबर,جزیره,0.40267253
616,दिलरुबा,تنگ,0.5880093
617,दिलासा,بی‌بی,0.41289383
618,दिलेरी,ترقی,0.38605732
619,दीदार,درخواست,0.53994983
620,दीवान,رقص,0.47725126
621,दीवानगी,نیکی,0.5390829
622,दीवार,فولاد,0.598244
623,दुकान,اندیشه,0.44654343
624,दुख़्तर,درهم,0.5359567
625,दुम,شکار,0.52093434
626,दुरुस्त,پایدان,0.5513789
627,दुश्मन,مبارک,0.48118085
628,दुश्मनी,ولی‌عهد,0.26935223
629,दुश्वार,محنتی,0.4373581
630,दूरबीन,کمینه,0.42083025
631,देर,روشن,0.53614557
632,देव,تنور,0.4359784
633,देह,آتش‌بازی,0.386253
634,दोआब,دفاع,0.39253798
635,दोस्त,رواج,0.544541
636,दोस्ताना,تقریباً,0.29114494
637,दोस्ती,کبوتر,0.47022364
638,दौर,نوید,0.47806567
639,दौलतमंद,برآمد,0.40652964
640,नक़ल,صدری,0.51090294
641,नक़ली,اردو,0.39557597
642,नक़ाब,دندان,0.45999
643,नक़ाबपोश,شاهزاده,0.44064745
644,नक़्क़ाशी,مردانگی,0.41383085
645,नक़्शा,آشیانه,0.45423678
646,नग़मा,نان,0.6093779
647,नज़र,ریگستان,0.48095462
648,नज़रिया,موصل,0.576081
649,नजूमी,کاسه,0.5739673
650,नज्द,بیگانه,0.5403092
651,नतीजा,مدعا,0.5773819
652,नदारद,بهار,0.5280388
653,नफ़रत,اضافه,0.3362798
654,नम,باکره,0.45434907
655,नमक,دختر,0.46179911
656,नमकीन,قافله,0.42896932
657,नमाज़,تیر,0.4849208
658,नमी,ضبط,0.52866
659,नमूना,کمک,0.35914212
660,नर,ولی,0.40854937
661,नरगिस,چمچه,0.47492605
662,नरम,هلال,0.66179997
663,नवाज़,پناهگاه,0.5809259
664,नवीद,مازو,0.47361338
665,नशा,کمی,0.54157716
666,नसीहत,دریا,0.43190682
667,नस्तालीक़,فرصت,0.53293127
668,नस्ल,سنگتراش,0.5021795
669,ना-,بَدَل,0.51208436
670,नाइनसाफ़ी,گردش,0.42831874
671,नाख़ून,آمدنی,0.37211853
672,नाज़,شاهین,0.6044929
673,नाज़ुक,آچار,0.52172405
674,नाज़ुकी,سفید,0.48979408
675,नादान,عذاب,0.5487704
676,नादानी,دستخط,0.41031167
677,नादिरशाही,نظریه,0.35525405
678,नादिरी,چمچه,0.4290927
679,नान,وزیر,0.39772716
680,नाफ़,کم,0.47574887
681,नामी-गिरामी,گذاره,0.3830997
682,नामो-निशान,رئیس,0.4203752
683,नायाब,نشان,0.37930718
684,नारा,روس,0.39631405
685,नाश्ता,حیوان,0.48023877
686,निकाह,बा-,0.5033334
687,निगरानी,قد,0.4324279
688,निगाह,جیغ,0.50268364
689,निवाला,نادان,0.7349461
690,निशान,رود,0.53340507
691,निसार,باریک,0.5146384
692,नुमाइंदगी,دور,0.5751027
693,नुमाइंदा,مال,0.639937
694,नुमाइश,تپ دیق,0.4299094
695,नुसख़ा,تنخواه,0.6119454
696,नेकी,گلیم,0.50637823
697,नेस्तनाबूद,بیتاب,0.43871382
698,नौकर,بخت,0.60207224
699,नौकरानी,خان,0.4744661
700,नौकरी,حافظ,0.5603919
701,नौबत,بلند,0.49512982
702,पंजा,مولانا,0.43351603
703,पनाह,تنهایی,0.43392575
704,पनाहगाह,کاغذات,0.40892452
705,पनीर,بهائی,0.46252713
706,पयाम,زندگی,0.36248028
707,पर,خاله,0.35576975
708,परंदा,پناه,0.607368
709,परगना,جدید,0.3789636
710,परचम,ماهی,0.39539936
711,परवरदिगार,سامان,0.42734322
712,परवरिश,چای,0.4215568
713,परवाज़,پهلو,0.49487472
714,परवानगी,یکایک,0.4680625
715,परवाना,نشئه,0.5145535
716,परवाह,توپ,0.4544368
717,परिंदा,گردی,0.45281386
