,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
15,,Magnon,madone,magnon*,madɔn,Magnon,madone,0.5714285714285714,0.2,0.025,0.025,0.55,0.025,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
16,,fumoir,fouloir,fumoir*,fulwaʀ,smoking room,fouloir,0.7142857142857143,0.3333333333333333,0.1076388888888888,0.1319444444444444,1.5625,0.1076388888888888,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
17,,muskellunge,mustélidé,muskellunge*,mystelide,muscle lung,mustelid,0.5833333333333334,0.3,0.1354166666666666,0.1458333333333333,1.3875,0.14375,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
18,,Hate,Haine,heɪt,ɛn,Hate,Clothes,1.0,0.75,0.4895833333333333,0.5416666666666666,4.375,0.5416666666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
19,,mise,miché,mise*,miʃe,mise,miche,0.4,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
20,,morsure,Mansoul,morsure*,mɑ̃sul,bite,Mansoul,0.625,0.2857142857142857,0.2857142857142857,0.3392857142857143,2.5357142857142856,0.3244047619047618,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
21,,Agitated,Agité,ˈæʤəˌteɪtəd,aʒite,Agitated,Restless,0.8181818181818182,0.375,0.375,0.4114583333333333,3.09375,0.4114583333333333,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
22,,toot suite,mort subite,tut swit,mɔʀt sybit,toot suite,sudden death,0.5,0.4444444444444444,0.25,0.2824074074074074,2.5,0.2754629629629629,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
23,,Combine,Combiner,ˈkɑmbaɪn,kɔ̃binəʀ,Combine,Combiner,0.875,0.4285714285714285,0.1726190476190476,0.1964285714285714,3.125,0.1726190476190476,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
24,,Rene,kleinéen,rəˈneɪ,kləineɑ̃,Rene,small ones,0.625,0.2857142857142857,0.30654761904761896,0.3511904761904761,2.642857142857143,0.3363095238095238,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
25,,sound,son,saʊnd,sɔ̃,sound,son,0.8,0.6,0.5625,0.6166666666666666,4.55,0.6166666666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
26,,commode,cuboïde,kəˈmoʊd,kyboid,commode,cuboid,0.5714285714285714,0.1666666666666666,0.0694444444444444,0.0694444444444444,1.0,0.0694444444444444,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
27,,Laporte,Lapointe,ləˈpɔrt,lapɔɛ̃t,Laporte,The point,0.5714285714285714,0.1666666666666666,0.0729166666666666,0.0972222222222222,1.2916666666666667,0.0729166666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
28,,soubrette,Sabaté,soubrette*,sabate,soubrette,Saturday,0.6,0.3333333333333333,0.3125,0.3518518518518518,2.6388888888888893,0.3518518518518518,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
29,,petty,petit,ˈpɛˌti,pəti,petty,petit,0.5,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
30,,Cecile,style,sɪˈsil,stil,Cecile,style,0.5,0.2,0.1875,0.2083333333333333,1.65,0.2083333333333333,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
31,,paysage,passé,paysage*,pase,countryside,passé,0.5,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
32,,Base,Sale,beɪs,sal,Base,Sale,1.0,0.75,0.3125,0.34375,3.21875,0.3385416666666667,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
33,,Seize,Saisir,siz,sɛziʀ,Seize,Grab,0.6,0.4,0.3708333333333333,0.4166666666666666,3.05,0.4166666666666666,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
34,,pensée,passé,pensée*,pase,thought,passé,0.5714285714285714,0.2,0.3090277777777777,0.3402777777777778,2.5,0.3402777777777778,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
35,,Sudden,Soudain,ˈsədən,sudɛ̃,Sudden,Suddenly,0.6666666666666666,0.2,0.2333333333333333,0.25,2.0,0.25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
36,,letargia,letargi,letɑrɡiɑ,leːtɐrjiː,lethargy,lethargic,0.4444444444444444,0.25,0.1484375,0.1666666666666666,1.640625,0.1640625,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
37,,miniatyyri,konditori,miniɑtyːri,kɔndiːtuːriː,miniature,confectionery,0.5,0.222222222222222,0.11574074074074099,0.125,2.02777777777778,0.11574074074074099,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
38,,haka,gäcka,hɑkɑ,jɛkɑː,so,FOIL,0.6,0.0,0.078125,0.0833333333333333,1.1875,0.078125,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
39,,nuppu,nypon,nuppu,nyːpuːn,button,rose hip,0.5714285714285711,0.4,0.1875,0.208333333333333,3.2,0.1875,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
40,,dreija,tröja,treijɑ,trøːjɑː,dreia,sweater,0.42857142857142894,0.166666666666667,0.170138888888889,0.1875,1.4583333333333302,0.1875,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
41,,hilpari,halvplan,hilpɑri,hɐlvplɑːn,hilpari,half plane,0.555555555555556,0.25,0.2265625,0.26041666666666696,2.84375,0.236979166666667,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
42,,mansetti,manchester,mɑnsetti,mɐnɧɛsteːr,handcuffs,manchester,0.7,0.222222222222222,0.138888888888889,0.162037037037037,1.36111111111111,0.15740740740740694,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
43,,Espoo,inpå,espoː,ɪnpoː,Espoo,inpå,0.4,0.25,0.0625,0.0625,1.125,0.0625,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
44,,kokki,Kicki,kokki,ɕiːkɕiː,cook,Kicki,0.7142857142857142,0.0,0.116666666666667,0.125,1.55,0.116666666666667,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
45,,маршал,маркер,mɑrʃɑl,markʲer,marshal,marker,0.7142857142857142,0.166666666666667,0.0729166666666667,0.0972222222222222,0.9375,0.0729166666666667,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,hard_negative
46,,палладий,полоний,pɑllɑdijj,polonij,palladium,polonium,0.555555555555556,0.33333333333333304,0.233796296296296,0.25925925925925897,2.1666666666666696,0.25462962962963,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,hard_negative
47,,Bol,مبالغة,bɔl,mbaːlɣt,He was,Exaggerate,0.7142857142857143,0.5,0.4861111111111111,0.5347222222222222,4.0,0.5347222222222222,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
48,,səbir,سامور,sæbɪr,saːmuːr,patience,samour,0.7142857142857143,0.2,0.0666666666666666,0.0666666666666666,1.05,0.0666666666666666,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
49,,tələffüz,تاريفيت,tælæffyz,taːriːfiːt,pronunciation,Tarifit,0.8,0.125,0.1770833333333333,0.1979166666666666,1.6875,0.1874999999999999,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
50,,mənsub,مانشيت,mænsub,maːnʃiːt,belongs to,I started,0.75,0.1666666666666666,0.0729166666666666,0.0763888888888888,0.7708333333333334,0.0729166666666666,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
51,,vəzn,دِين,væzn,dِiːn,weight,دين,0.8,0.5,0.3020833333333333,0.33333333333333337,2.75,0.32291666666666663,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
52,,qanun,عَنِيد,ɡɑnun,ʕَnِiːd,the law,Stubborn,0.8571428571428571,0.4,0.25,0.275,2.75,0.275,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
53,,hökmən,أكمون,hœkmæn,aٔkmuːn,definitely,keep,0.5714285714285714,0.1666666666666666,0.2118055555555555,0.2291666666666666,1.9166666666666667,0.2291666666666666,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
54,,şübhə,شبه,ʃybhæ,ʃbh,doubt,Same,0.4,0.4,0.3583333333333333,0.4,2.9,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
55,,qalib,ألعب,ɡɑlɪb,aٔlʕb,winner,I play,0.6,0.4,0.25,0.2833333333333333,3.175,0.2708333333333333,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
56,,keyfiyyət,كاليفورنيا,kejfɪjjæt,kaːliːfuːrniːaː,quality,California,0.8666666666666667,0.3,0.2354166666666666,0.2666666666666666,3.3375,0.24375,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
57,,Qərarlı,غير مرن,ɡærɑrlɯ,ɣiːr mrn,Stable,not flexible,0.875,0.4285714285714285,0.2202380952380952,0.24404761904761896,2.7678571428571432,0.2351190476190476,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
58,,烏蘇懷亞,asexualize,usuxuaija,asexualize*,Ushuaia,asexualize,0.5454545454545454,0.2,0.15625,0.1666666666666666,1.7875,0.1645833333333333,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
59,,滿地可,mancude,mantikʰe,mancude*,Montreal,mancude,0.625,0.2857142857142857,0.0773809523809524,0.0833333333333333,0.8214285714285714,0.0773809523809524,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
60,,繆斯,mouza,miousi,mouza*,muse,a banana,0.6666666666666666,0.1666666666666666,0.1701388888888888,0.1875,1.4166666666666667,0.1875,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
61,,困境,Counterfeit,kʰunt͡ɕiŋ,ˈkaʊnərˌfɪt,Dilemma,Counterfeit,0.8181818181818182,0.5555555555555556,0.3773148148148147,0.4259259259259259,3.513888888888889,0.4189814814814814,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
62,,蘇利南,Pilates,sulinan,pɪˈlɑˌtis,Suriname,Pilates,0.8888888888888888,0.4285714285714285,0.11904761904761901,0.125,1.875,0.11904761904761901,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
63,,腐败,Base,fupai,beɪs,corruption,Base,1.0,0.4,0.3208333333333333,0.3583333333333333,3.925,0.3416666666666667,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
64,,激烈的,Earnest,t͡ɕilieti,ˈərnɪst,intense,Earnest,0.8888888888888888,0.4285714285714285,0.2797619047619047,0.3214285714285714,3.928571428571429,0.2916666666666666,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
65,,切爾西,Quaile,t͡ɕʰieɻ̩ɕi,quaile*,Chelsea,quai,0.9,0.1666666666666666,0.1458333333333333,0.1597222222222222,1.8125,0.1458333333333333,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
66,,哥德,guitar,kete,gɪˈtɑr,Gothic,guitar,0.8333333333333334,0.5,0.3229166666666667,0.40625,4.125,0.3229166666666667,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
67,,菲律濱,violining,feilypin,violining*,philippines,violining,0.7,0.125,0.0651041666666666,0.0677083333333333,0.890625,0.0651041666666666,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
68,,喬治亞,khaki,t͡ɕʰiaoʈ͡ʂɻ̩ja,ˈkɑki,Georgia,khaki,0.9285714285714286,0.5,0.5130208333333333,0.5729166666666665,4.3125,0.5624999999999999,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
69,,阿爾巴尼亞,Pania,aɻ̩panija,pania*,Albania,Pania,0.5555555555555556,0.375,0.3385416666666667,0.375,2.71875,0.375,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
70,,斯芬克斯,cast,sifenkʰesi,kæst,Sphinx,cast,0.8,0.6666666666666666,0.5532407407407407,0.6111111111111112,4.736111111111111,0.6041666666666667,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
71,,盎格魯-撒克遜人,Archuleta County,aŋkelu-sakʰeɕynɻen,ɑrkuˈlɛtə ˈkaʊnti,Anglo-Saxon,Archuleta County,0.8888888888888888,0.25,0.1979166666666666,0.2161458333333333,2.1015625,0.2083333333333333,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
72,,信用,Repute,ɕinjoŋ,riˈpjut,cedit,Repute,0.7142857142857143,0.5,0.1458333333333333,0.1666666666666666,2.2916666666666665,0.1458333333333333,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
73,,宙斯,nouse,ʈ͡ʂousi,nouse*,Zeus,rise,0.7142857142857143,0.2,0.0625,0.075,1.0,0.0625,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
74,,便士,Sianfu,pianʂɻ̩,sianfu*,penny,Sianfu,0.5714285714285714,0.3333333333333333,0.0972222222222222,0.1180555555555555,1.1458333333333333,0.0972222222222222,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
75,,吹牛,Vain,ʈ͡ʂʰueiniou,veɪn,boast,Vain,0.8181818181818182,0.625,0.4869791666666667,0.5520833333333334,4.21875,0.5442708333333334,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
76,,微薄,Few,weipuo,fju,meager,Few,0.8333333333333334,0.6666666666666666,0.5069444444444445,0.5694444444444445,4.625,0.5590277777777778,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
77,,Tutu,touchours,tuːtuː,tuʃuʀ,Tutu,touchours,0.5,0.2,0.2166666666666666,0.2416666666666666,2.0,0.2416666666666666,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
78,,Base,Sale,bɑːsə,sal,Base,Sale,1.0,0.75,0.328125,0.3645833333333333,3.40625,0.3541666666666667,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
79,,Comic,Comique,koːmiːk,kɔmik,Comic,Comical,0.4285714285714285,0.0,0.025,0.025,0.25,0.025,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
80,,Frisur,fraiser,fʀiːsuːʀ,fʀɛzəʀ,hairstyle,mill,0.625,0.0,0.0625,0.0625,0.625,0.0625,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
81,,aktionsart,Actinoid,aktionsart*,aktiːnoːiːt,action type,Actinoid,0.5454545454545454,0.3,0.2291666666666666,0.2625,2.35,0.2520833333333333,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
82,,Figge,Fick,fɪg,fɪk,Figs,Got,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
83,,Eiben,beirren,ˈaɪbən,baɪʀən,yew trees,mislead,0.3333333333333333,0.3333333333333333,0.1875,0.2083333333333333,2.0,0.2048611111111111,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
84,,Ahlen,aalen,ˈɑlən,ɑːlən,awls,bask,0.4,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
85,,Alig,Kliff,ˈælɪg,klɪf,Alig,Cliff,0.6,0.5,0.3229166666666666,0.3541666666666667,4.09375,0.34375,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
86,,Schmehl,Spiel,ʃmɛl,ʃpiːl,smut,Spiel,0.6,0.25,0.0625,0.0625,1.0,0.0625,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
87,,Koelsch,Roensch,koʊlʃ,ʀoːənʃ,Koelsch,Roensch,0.6666666666666666,0.4,0.0875,0.0916666666666666,1.5,0.0875,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
88,,Pfizer,Baisse,ˈfaɪzər,baɪsə,Pfizer,Decrease,0.5714285714285714,0.1666666666666666,0.1631944444444444,0.1944444444444444,1.4791666666666667,0.1909722222222222,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
89,,Amusement,Amüsement,əmˈjuzmənt,ɑːmyːseːmənt,Amusement,Amüsement,0.5833333333333334,0.2222222222222222,0.1180555555555555,0.1388888888888889,1.9166666666666667,0.1180555555555555,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
90,,Kohlberg,Coburg,ˈkoʊlbərg,koːbʊʀk,Kohlberg,Coburg,0.6666666666666666,0.4285714285714285,0.2857142857142857,0.3333333333333333,3.5892857142857144,0.3005952380952381,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
91,,Sunderman,Absenderin,ˈsəndərmən,apsəndəʀiːn,Sunderman,sender,0.4545454545454545,0.3,0.2729166666666666,0.3208333333333333,2.5375,0.2833333333333333,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
92,,Hucke,Haack,hək,hak,Hucke,haack,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.4166666666666667,0.0416666666666666,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
93,,Fluent,Fließend,fluənt,fliːsənt,Fluent,Fluently,0.375,0.1428571428571428,0.1547619047619047,0.1666666666666666,1.3214285714285714,0.1666666666666666,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
94,,Recaș,rekesz,rekaʃ,rɛkɛs,Recaş,compartment,0.6,0.0,0.0416666666666666,0.0416666666666666,0.35,0.0416666666666666,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
95,,pejmă,pálma,peʒmə,paːlmɒ,pajama,palm tree,0.6666666666666666,0.2,0.075,0.075,1.1,0.075,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
96,,musai,mezei,musai,mɛzɛi,Musa,mezei,0.6,0.0,0.0666666666666666,0.0666666666666666,0.65,0.0666666666666666,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
