,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
17,আঁডু,কথা,ãɖu,kɔtʰa,Andu,Talk,1.0,0.5,0.359375,0.3854166666666666,3.25,0.3854166666666666,4,Bengali,Bengali,random
18,আকাশ,কুকুৰা,akaʃ,kukuɹa,The sky,chicken,0.8333333333333334,0.5,0.4236111111111111,0.4583333333333333,4.333333333333333,0.4548611111111111,5,Bengali,Bengali,random
19,আছে,ফল,at͡ɕʰe,pʰɔlɔ,There is,Fruit,1.0,0.5,0.390625,0.4166666666666667,4.0,0.4166666666666667,3,Bengali,Bengali,random
20,আজি,চান,ad͡ʑi,san,today,Want,1.0,1.0,0.3402777777777777,0.4027777777777777,6.166666666666667,0.3402777777777777,3,Bengali,Bengali,random
21,আট,বঙহ,aʈɔ,bɔŋɔɦɔ,Eight,বংহ,0.8333333333333334,0.6666666666666666,0.5069444444444444,0.5625,4.5625,0.5590277777777778,3,Bengali,Bengali,random
22,আষ্ট,চাকি,aʃʈɔ,saki,Eight,Candles,1.0,0.75,0.234375,0.2708333333333333,4.46875,0.234375,4,Bengali,Bengali,random
23,আদা,ধনিয়া,ad̪a,dʰɔnija,Ginger,Coriander,0.8571428571428571,0.6666666666666666,0.5,0.5486111111111112,4.375,0.5486111111111112,5,Bengali,Bengali,random
24,আম,মৃত্যু,am,mɽitzu,Mango,Death,1.0,0.8333333333333334,0.642361111111111,0.7222222222222223,5.645833333333333,0.71875,6,Bengali,Bengali,random
25,ইতিহাস,কোন,it̪iɦaʃ,kʊn,History,No,1.0,0.8333333333333334,0.5347222222222222,0.5902777777777778,4.625,0.5833333333333334,6,Bengali,Bengali,random
26,উট,হাত,uʈɔ,ɦat,The camel,Hand,1.0,0.6666666666666666,0.3472222222222222,0.4027777777777777,5.833333333333333,0.3472222222222222,3,Bengali,Bengali,random
27,উত্তর,হামি,ut̪t̪ɔrɔ,ɦami,The answer,Hami,1.0,0.6666666666666666,0.4409722222222221,0.4930555555555555,4.333333333333333,0.4722222222222221,5,Bengali,Bengali,random
28,উপত্যকা,ভয়,upɔt̪d͡zɔka,bʰɔjɔ,Valley,,0.8181818181818182,0.625,0.5,0.5520833333333333,4.390625,0.5494791666666666,6,Bengali,Bengali,random
29,উপন্যাস,ঠেং,upn̪æʃ,tʰɛŋ,Novel,The tail,1.0,0.8,0.4708333333333334,0.5166666666666668,4.4,0.5083333333333333,7,Bengali,Bengali,random
30,ঋতু,ডিমা,ɽit̪u,dima,Season,Dima,0.8,0.5,0.1614583333333333,0.1875,2.71875,0.1614583333333333,4,Bengali,Bengali,random
31,এক,কিন্তু,ek,kintu,One,But,1.0,0.8,0.5875,0.6500000000000001,4.875,0.6458333333333334,6,Bengali,Bengali,random
32,এক,ৰঙা,ek,ɹɔŋa,One,red,1.0,0.75,0.515625,0.5625,4.625,0.5625,3,Bengali,Bengali,random
33,একলা,উত্তৰ,ekɔla,uttɔɹɔ,Alone,answer,0.8333333333333334,0.3333333333333333,0.2743055555555555,0.2916666666666667,2.8541666666666665,0.2881944444444444,5,Bengali,Bengali,random
34,একতা,নীল,ekt̪a,nil,Unity,Blue,1.0,1.0,0.4166666666666667,0.46875,6.4375,0.4427083333333333,4,Bengali,Bengali,random
35,ঔষধ,দহ,owʃɔd̪ʱɔ,dɔɦɔ,Medicine,ten,0.75,0.5,0.3576388888888889,0.3958333333333333,3.4375,0.3923611111111111,3,Bengali,Bengali,random
36,কচু,আমি,kɔt͡ɕu,ami,Kachu,I,1.0,0.5,0.3854166666666667,0.4166666666666667,3.96875,0.4114583333333333,3,Bengali,Bengali,random
37,কচুয়া,গুহা,kɔt͡ɕue̯a,guɦa,Kachua,Cave,0.7777777777777778,0.5,0.4652777777777778,0.5208333333333334,4.020833333333333,0.513888888888889,4,Bengali,Bengali,random
38,কথা,পুত,kɔt̪ʰa,put,Talk,Put,0.8333333333333334,0.5,0.3177083333333333,0.34375,2.75,0.34375,3,Bengali,Bengali,random
39,কবি,ভাল,kɔbi,bʰal,Poet,Good,1.0,0.75,0.3854166666666666,0.4166666666666666,4.03125,0.4114583333333333,3,Bengali,Bengali,random
40,কম্বল,যোনি,kɔmɔlɔ,zʊni,Blanket,Vagina,1.0,0.6666666666666666,0.3923611111111111,0.4305555555555555,3.5416666666666665,0.4270833333333332,5,Bengali,Bengali,random
41,কর্ণ,সাপ,kɔrnɔ,xap,Ears,Snake,1.0,0.6,0.4333333333333334,0.4916666666666666,4.225,0.4875,4,Bengali,Bengali,random
42,কলা,আক,kɔla,ak,Banana,Let's go,1.0,0.75,0.578125,0.6354166666666667,5.53125,0.6302083333333334,3,Bengali,Bengali,random
43,কলা,উট,kɔla,ut,Banana,The camel,1.0,0.75,0.5208333333333334,0.5729166666666667,4.875,0.5729166666666667,3,Bengali,Bengali,random
44,কালি,মিছা,kali,misa,yesterday,lie,1.0,0.5,0.1458333333333333,0.1458333333333333,2.375,0.1458333333333333,4,Bengali,Bengali,random
45,কালি,আঁঠু,kali,ãtʰu,yesterday,knee,1.0,0.75,0.3177083333333333,0.34375,3.3125,0.34375,4,Bengali,Bengali,random
46,কহা,কোদাল,kɔɦa,kʊdal,Say,Spade,0.6,0.4,0.2291666666666666,0.25,2.375,0.2458333333333333,3,Bengali,Bengali,random
47,কহা,মৈ,kɔɦa,mɔɪ,Say,May,0.75,0.5,0.328125,0.3541666666666667,3.3125,0.3541666666666667,3,Bengali,Bengali,random
48,কাঁচ,এক,kãt͡ɕɔ,ɛk,Glass,One,1.0,0.6666666666666666,0.515625,0.5729166666666667,4.34375,0.5677083333333333,4,Bengali,Bengali,random
49,কাঁচ,দীঘ,kãt͡ɕɔ,digʱ,Glass,Long,1.0,0.6666666666666666,0.5416666666666666,0.59375,4.5625,0.5885416666666666,4,Bengali,Bengali,random
50,কাছ,ভজা,kat͡ɕʰ,bʰɔza,Near,Fried,1.0,0.75,0.4010416666666666,0.4270833333333333,3.6875,0.4270833333333333,3,Bengali,Bengali,random
51,কাছ,হিংসা,kat͡ɕʰ,ɦiŋxa,Near,Violence,1.0,0.6,0.4625,0.5083333333333334,4.525,0.5041666666666667,5,Bengali,Bengali,random
52,কাটা,গাঁউ,kaʈa,gãu,Cut,Village,1.0,0.75,0.515625,0.5625000000000001,4.375,0.5625000000000001,3,Bengali,Bengali,random
53,কাটা,সমান,kaʈa,xɔman,Cut,Equal,0.8,0.4,0.2791666666666667,0.3,2.875,0.2958333333333333,4,Bengali,Bengali,random
54,কাটা,যুদ্ধ,kaʈa,zuddʰɔ,Cut,War,1.0,0.4,0.3291666666666666,0.35,3.125,0.3458333333333333,5,Bengali,Bengali,random
55,কাঠ,ঘড়ী,kaʈʰɔ,gʱɔɹi,Wood,clock,1.0,0.5,0.4010416666666667,0.4270833333333333,4.5625,0.4270833333333333,4,Bengali,Bengali,random
56,কাতি,অনুমতি,kat̪i,ɔnumti,Kati,Permission,0.8333333333333334,0.5,0.3923611111111111,0.4305555555555555,3.6875,0.4270833333333332,4,Bengali,Bengali,random
57,কিন্তু,ক্ৰিয়া,kin̪t̪u,kɹija,But,Action,0.8571428571428571,0.6,0.2125,0.2416666666666666,4.075,0.2125,6,Bengali,Bengali,random
58,কুঁকড়া,চন্দ্ৰ,kũkɔɽa,sɔndɹɔ,Curly,moon,1.0,0.6666666666666666,0.2395833333333333,0.2708333333333333,4.083333333333333,0.2395833333333333,7,Bengali,Bengali,random
59,কুকুর,পাঁচ,kukur,pãsɔ,Dogs,Five,1.0,0.8,0.3208333333333333,0.3583333333333333,3.325,0.3541666666666666,5,Bengali,Bengali,random
60,কুটুম,পিন্ধ,kuʈum,pindʰɔ,Family,Wear,1.0,0.6,0.2541666666666666,0.275,4.05,0.2541666666666666,5,Bengali,Bengali,random
61,কৃষ্ণ,হিয়া,kɽiʃnɔ,ɦija,Krishna,Heart,0.8333333333333334,0.5,0.3923611111111111,0.4374999999999999,3.8333333333333335,0.4236111111111111,5,Bengali,Bengali,random
62,কেন্দ্ৰ,হিয়া,ken̪d̪ৰ,ɦija,hub,Heart,1.0,0.75,0.2083333333333333,0.2291666666666666,4.59375,0.2083333333333333,7,Bengali,Bengali,random
63,কেলা,চাকা,kela,saka,The banana,The wheel,0.75,0.5,0.15625,0.1666666666666666,2.375,0.15625,3,Bengali,Bengali,random
64,কোটি,খানা,koʈi,kʰana,Crores,Food,0.8,0.25,0.1041666666666666,0.1041666666666666,1.5,0.1041666666666666,4,Bengali,Bengali,random
65,কোদাল,ৰঙা,kod̪alɔ,ɹɔŋa,Spade,red,0.8571428571428571,0.6666666666666666,0.40625,0.4444444444444445,4.270833333333333,0.4375,4,Bengali,Bengali,random
66,কোন,কি,kon̪,ki,No,What?,0.75,0.3333333333333333,0.3472222222222221,0.375,2.9166666666666665,0.375,2,Bengali,Bengali,random
67,ক্যা,কটা,kæ,kɔta,Kya,Brown,0.75,0.5,0.453125,0.5,3.625,0.5,2,Bengali,Bengali,random
68,ক্রিয়া,ছয়,krie̯a,sɔjɔ,Verbs,,1.0,0.4,0.2958333333333333,0.3416666666666667,2.95,0.3166666666666667,5,Bengali,Bengali,random
69,খাট,সকলো,kʰaʈɔ,xɔkɔlʊ,Bed,everything,1.0,0.5,0.3680555555555556,0.4027777777777777,3.1875,0.3993055555555556,4,Bengali,Bengali,random
70,খাদ্য,দ্বীপ,kʰad̪d͡zɔ,dip,Food,Island,0.8888888888888888,0.8,0.4625,0.5083333333333333,3.9,0.5,5,Bengali,Bengali,random
71,গম,নখ,ɡɔmɔ,nɔkʰɔ,Wheat,Nails,0.6,0.5,0.1510416666666666,0.15625,2.40625,0.1510416666666666,2,Bengali,Bengali,random
72,গলা,নগৰ,ɡɔla,nɔgɔɹɔ,Throat,urban,0.8333333333333334,0.4,0.3083333333333333,0.3333333333333333,3.525,0.3291666666666666,3,Bengali,Bengali,random
73,গলা,মুহ,ɡɔla,muɦ,Throat,Muh,1.0,0.5,0.3541666666666667,0.3854166666666666,3.65625,0.3802083333333333,3,Bengali,Bengali,random
74,গলা,স্বাধীনতা,ɡɔla,xadʰinta,Throat,Freedom,0.875,0.5714285714285714,0.4434523809523809,0.4821428571428571,3.821428571428572,0.4821428571428571,8,Bengali,Bengali,random
75,গাঁও,টকা,ɡão,tɔka,The village,Money,1.0,0.5,0.3645833333333333,0.3958333333333333,3.34375,0.390625,4,Bengali,Bengali,random
76,গাঁও,ৰঙা,ɡão,ɹɔŋa,The village,red,1.0,0.75,0.375,0.40625,4.40625,0.4010416666666666,4,Bengali,Bengali,random
77,গু,শুকান,ɡu,xukan,Gu,dry,0.8,0.6,0.5583333333333333,0.6166666666666666,4.6,0.6166666666666666,4,Bengali,Bengali,random
78,গুহা,নিয়ৰ,ɡuɦa,nijɔɹɔ,Cave,Snow,1.0,0.5,0.4097222222222221,0.4444444444444444,4.145833333333333,0.4409722222222221,5,Bengali,Bengali,random
79,গোলন্দাজ,উপন্যাস,ɡolɔn̪d̪ad͡ʑ,upniax,Gunner,Novel,0.8333333333333334,0.5,0.3411458333333333,0.3802083333333333,4.0,0.3671874999999999,5,Bengali,Bengali,random
80,গোলন্দাজ,বাজে,ɡolɔn̪d̪ad͡ʑ,bazɛ,Gunner,Bad,0.9166666666666666,0.625,0.5130208333333334,0.5572916666666666,4.3125,0.5572916666666666,7,Bengali,Bengali,random
81,গোসাঁই,হাট,ɡoʃãi,ɦat,Gosain,Hat,1.0,0.5,0.4416666666666667,0.4833333333333333,4.35,0.4833333333333333,5,Bengali,Bengali,random
82,গোসাঁই,লাখ,ɡoʃãi,lakʰ,Gosain,Millions,1.0,0.75,0.475,0.525,4.9,0.5166666666666667,5,Bengali,Bengali,random
83,গোসাঁই,লিপি,ɡoʃãi,lipi,Gosain,Script,0.8,0.5,0.3041666666666667,0.3333333333333333,3.4,0.325,6,Bengali,Bengali,random
84,ঘড়ি,মুঠা,gʱɔɽi,mutʰa,The clock,A handful,1.0,0.5,0.3489583333333333,0.3958333333333333,3.625,0.375,4,Bengali,Bengali,random
85,ঘাম,পাণ,gʱam,pan,Sweat,Pan,0.75,0.6666666666666666,0.3333333333333333,0.375,2.7916666666666665,0.3680555555555556,2,Bengali,Bengali,random
86,ঘামা,তাম,gʱama,tam,Sweat,copper,0.6,0.6666666666666666,0.3125,0.3611111111111111,4.833333333333333,0.3125,2,Bengali,Bengali,random
87,ঘামা,পিন্ধা,gʱama,pindʰa,Sweat,wear,0.8333333333333334,0.6,0.4,0.4416666666666666,3.325,0.4375,5,Bengali,Bengali,random
88,ঘোড়া,বলিয়া,gʱoɽa,bɔlija,Horses,Saying,0.8333333333333334,0.5,0.4826388888888889,0.5486111111111112,4.0,0.5347222222222222,4,Bengali,Bengali,random
89,চলা,ফণী,t͡ɕɔla,pʰɔni,To walk,comb,0.8333333333333334,0.5,0.1197916666666666,0.125,1.46875,0.1197916666666666,3,Bengali,Bengali,random
90,চাঁদ,সাত,t͡ɕãd̪ɔ,xat,The moon,Seven,1.0,0.6666666666666666,0.3020833333333333,0.3333333333333333,2.71875,0.328125,3,Bengali,Bengali,random
91,চাঁদ,বিহ,t͡ɕãd̪ɔ,biɦ,The moon,poison,1.0,1.0,0.3697916666666666,0.40625,3.9375,0.3958333333333333,4,Bengali,Bengali,random
92,চাঁদ,পোৱালী,t͡ɕãd̪ɔ,pʊwali,The moon,The puppy,1.0,0.8333333333333334,0.3993055555555555,0.4374999999999999,3.8541666666666665,0.4340277777777777,5,Bengali,Bengali,random
93,চাঁদ,মাতা,t͡ɕãd̪ɔ,mata,The moon,Mother,1.0,0.5,0.1614583333333333,0.1666666666666666,2.03125,0.1614583333333333,3,Bengali,Bengali,random
94,চান,গম,t͡ɕan̪,gɔmɔ,Want,Wheat,1.0,1.0,0.375,0.4305555555555556,5.791666666666667,0.375,3,Bengali,Bengali,random
95,চান,বিষ,t͡ɕan̪,bix,Want,Poison,1.0,0.6666666666666666,0.236111111111111,0.25,3.25,0.236111111111111,3,Bengali,Bengali,random
96,চান,বঙালী,t͡ɕan̪,bɔŋali,Want,Bengali,0.8333333333333334,0.6666666666666666,0.5208333333333334,0.5763888888888888,4.479166666666667,0.5729166666666666,4,Bengali,Bengali,random
97,চান,ধোঁৱা,t͡ɕan̪,dʰʊ̃wa,Want,smoke,1.0,0.75,0.4270833333333333,0.46875,4.71875,0.453125,5,Bengali,Bengali,random
98,চাকা,ডিম,t͡ɕaka,dim,The wheel,Eggs,1.0,0.75,0.3697916666666667,0.3958333333333333,3.75,0.3958333333333333,4,Bengali,Bengali,random
99,চাকা,চ’ত,t͡ɕaka,sɔ’tɔ,The wheel,Four,1.0,0.5,0.1822916666666666,0.1875,2.09375,0.1822916666666666,3,Bengali,Bengali,random
100,চাকা,সাগৰ,t͡ɕaka,xagɔɹɔ,The wheel,sea,1.0,0.4,0.3125,0.3416666666666667,3.7,0.3333333333333333,3,Bengali,Bengali,random
101,চাকা,আছে,t͡ɕaka,asɛ,The wheel,There is,0.8333333333333334,0.5,0.3072916666666666,0.3333333333333333,2.78125,0.328125,4,Bengali,Bengali,random
102,চাকা,তুমি,t͡ɕaka,tumi,The wheel,You,0.8333333333333334,0.5,0.1875,0.1875,2.5,0.1875,4,Bengali,Bengali,random
103,চিন্তা,চকৰ,t͡ɕin̪t̪a,sɔkɔɹɔ,Thoughts,Chakar,1.0,0.6666666666666666,0.3472222222222222,0.3680555555555555,4.229166666666667,0.3645833333333333,5,Bengali,Bengali,random
104,চৈত,বঙালী,t͡ɕojt̪,bɔŋali,Chait,Bengali,1.0,0.6666666666666666,0.4131944444444444,0.4513888888888888,4.166666666666667,0.4479166666666667,5,Bengali,Bengali,random
105,ছবি,ঠেং,t͡ɕʰɔbi,tʰɛŋ,Pictures,The tail,0.7142857142857143,0.75,0.3489583333333333,0.375,3.625,0.375,3,Bengali,Bengali,random
106,ছয়,অশোক,t͡ɕʰe̯ɔ,ɔxʊk,Six,Ashoka,1.0,0.75,0.4166666666666666,0.4583333333333333,5.625,0.4427083333333333,4,Bengali,Bengali,random
107,ছাগলী,তাই,t͡ɕʰaɡɔli,tai,goat,So,0.6666666666666666,0.6666666666666666,0.4861111111111111,0.5347222222222222,3.9583333333333335,0.5347222222222222,4,Bengali,Bengali,random
108,জন্তু,ভাই,d͡ʑɔn̪t̪u,bʰai,Animals,Brother,1.0,0.6,0.4791666666666666,0.5166666666666667,4.125,0.5125,5,Bengali,Bengali,random
109,জল,ছবি,d͡ʑɔlɔ,sɔbi,Water,Pictures,0.8333333333333334,0.5,0.1614583333333333,0.1666666666666666,2.34375,0.1614583333333333,3,Bengali,Bengali,random
110,জানা,জ্ঞান,d͡ʑan̪a,znan,To know,Knowledge,0.7142857142857143,0.75,0.2864583333333333,0.3333333333333333,4.375,0.2864583333333333,3,Bengali,Bengali,random
111,জানা,পায়স,d͡ʑan̪a,pajɔxɔ,To know,Pies,1.0,0.6666666666666666,0.4166666666666667,0.4583333333333333,4.041666666666667,0.4513888888888888,4,Bengali,Bengali,random
112,জেঠ,মাছ,d͡ʑeʈʰɔ,mas,Jeth,Fish,1.0,0.5,0.34375,0.375,3.65625,0.3697916666666667,3,Bengali,Bengali,random
113,জ্ঞান,তিমি,d͡ʑnan̪,timi,Knowledge,Whale,1.0,1.0,0.28125,0.3229166666666667,4.65625,0.28125,5,Bengali,Bengali,random
114,ঝিঙা,উপত্যকা,d͡ʑʱiŋa,upɔtzɔka,Shrimp,Valley,0.875,0.75,0.5130208333333333,0.5625,4.4375,0.5625,6,Bengali,Bengali,random
115,টাং,সাগৰ,ʈaŋ,xagɔɹɔ,Tang,sea,0.8333333333333334,0.8,0.45,0.5,4.45,0.4916666666666666,3,Bengali,Bengali,random
116,টাং,কচু,ʈaŋ,kɔsu,Tang,Kachu,1.0,0.75,0.3802083333333333,0.4166666666666666,4.125,0.4010416666666667,3,Bengali,Bengali,random
117,টাং,একতা,ʈaŋ,ɛkta,Tang,Unity,1.0,0.75,0.4322916666666667,0.4895833333333333,5.5625,0.4583333333333333,4,Bengali,Bengali,random
118,টাকা,শিল,ʈaka,xil,Money,rock,1.0,0.75,0.359375,0.40625,4.1875,0.3854166666666666,4,Bengali,Bengali,random
119,টাকা,নতুন,ʈaka,nɔtun,Money,New,1.0,0.6,0.3291666666666666,0.35,3.375,0.3458333333333333,4,Bengali,Bengali,random
120,টাকা,জেঠ,ʈaka,zɛtʰ,Money,Jeth,1.0,0.5,0.3333333333333333,0.3645833333333333,3.03125,0.359375,4,Bengali,Bengali,random
121,টেহা,কাট,ʈeɦa,kat,Teha,Cut,1.0,0.75,0.328125,0.3645833333333333,3.4375,0.3541666666666666,4,Bengali,Bengali,random
122,টেহা,ঘাম,ʈeɦa,gʱam,Teha,Sweat,1.0,0.75,0.5052083333333334,0.5520833333333334,4.375,0.5520833333333334,4,Bengali,Bengali,random
123,টেহা,কাহ,ʈeɦa,kaɦ,Teha,cough,0.75,0.5,0.2708333333333333,0.3020833333333333,2.34375,0.296875,3,Bengali,Bengali,random
124,ঠেং,ঘোঁৰা,ʈʰeŋ,gʱʊ̃ɹa,The tail,horse,1.0,1.0,0.375,0.4305555555555556,7.291666666666667,0.375,5,Bengali,Bengali,random
125,ঠেং,মেঘ,ʈʰeŋ,mɛgʱ,The tail,Clouds,1.0,0.6666666666666666,0.4166666666666667,0.4583333333333333,4.041666666666667,0.4513888888888889,2,Bengali,Bengali,random
126,ঠেং,ৰাং,ʈʰeŋ,ɹaŋ,The tail,Rang,0.75,0.3333333333333333,0.1388888888888889,0.1388888888888889,2.6666666666666665,0.1388888888888889,2,Bengali,Bengali,random
127,ডাঁশ,মৈহ,ɖãʃɔ,mɔɪɦ,Bite,Maih,1.0,0.75,0.2395833333333333,0.2708333333333333,4.875,0.2395833333333333,4,Bengali,Bengali,random
128,ডাঙর,বায়ু,ɖaŋɔrɔ,baju,Strong,The wind,0.8333333333333334,0.5,0.3611111111111111,0.4097222222222221,3.5416666666666665,0.40625,4,Bengali,Bengali,random
129,ডাঙর,আঁঠু,ɖaŋɔrɔ,ãtʰu,Strong,knee,1.0,0.6666666666666666,0.5208333333333334,0.5833333333333334,4.666666666666667,0.5694444444444445,4,Bengali,Bengali,random
130,ডাঙর,কাঁচ,ɖaŋɔrɔ,kãsɔ,Strong,Glass,0.8333333333333334,0.8333333333333334,0.3645833333333333,0.4166666666666667,3.3541666666666665,0.3993055555555556,3,Bengali,Bengali,random
131,ডিম,লাউ,ɖim,lau,Eggs,Lau,1.0,0.6666666666666666,0.1944444444444444,0.2083333333333333,4.125,0.1944444444444444,3,Bengali,Bengali,random
132,ডিম,সমান,ɖim,xɔman,Eggs,Equal,0.8,0.6,0.4416666666666667,0.4833333333333333,3.825,0.4791666666666666,4,Bengali,Bengali,random
133,ঢোল,চলা,ɖʱolɔ,sɔla,Drums,To walk,0.8,0.0,0.0833333333333333,0.0833333333333333,0.9375,0.0833333333333333,3,Bengali,Bengali,random
134,তাই,কেন্দ্ৰ,t̪ai,kɛndɹɔ,So,hub,1.0,0.6666666666666666,0.5312499999999999,0.576388888888889,4.395833333333333,0.5729166666666666,7,Bengali,Bengali,random
135,তামা,আজি,t̪ama,azi,Copper,today,0.8,0.5,0.3072916666666666,0.3333333333333333,3.21875,0.328125,4,Bengali,Bengali,random
136,তিতা,শনিবাৰ,t̪it̪a,xɔnibaɹ,bitter,Saturday,0.8571428571428571,0.7142857142857143,0.431547619047619,0.4761904761904761,3.732142857142857,0.4732142857142857,4,Bengali,Bengali,random
137,তিমি,সোমবাৰ,t̪imi,xʊmbaɹ,Whale,monday,1.0,0.5,0.375,0.4097222222222221,3.3125,0.40625,5,Bengali,Bengali,random
138,তুমি,পিতা,t̪umi,pita,You,Father,1.0,0.5,0.1354166666666666,0.1458333333333333,1.875,0.1354166666666666,4,Bengali,Bengali,random
139,তেল,ভাষা,t̪elɔ,bʰaxa,Oil,Language,1.0,0.5,0.1770833333333333,0.1874999999999999,2.1875,0.1770833333333333,4,Bengali,Bengali,random
140,দশ,মৈৰা,d̪ɔʃɔ,mɔɪɹa,Ten,Myra,1.0,0.6,0.3166666666666666,0.3416666666666667,3.825,0.3333333333333333,4,Bengali,Bengali,random
141,দাঁত,চান,d̪ãt̪ɔ,san,Teeth,Want,1.0,0.6666666666666666,0.3072916666666667,0.3333333333333333,3.0625,0.3333333333333333,3,Bengali,Bengali,random
142,দাউদাউ,কল,d̪aud̪au,kɔlɔ,Daudau,Call,1.0,0.6666666666666666,0.40625,0.4444444444444445,3.8541666666666665,0.4409722222222222,6,Bengali,Bengali,random
143,দাড়ি,হিম,d̪aɽi,ɦim,Beard,Him,1.0,0.75,0.3489583333333333,0.40625,4.125,0.390625,5,Bengali,Bengali,random
144,দাম,অনুবাদ,d̪am,ɔnubad,Price,Translation,0.8333333333333334,0.8333333333333334,0.5,0.5555555555555556,4.416666666666667,0.548611111111111,5,Bengali,Bengali,random
145,দিন,গু,d̪in̪,gu,Day,Gu,1.0,0.6666666666666666,0.6527777777777777,0.7083333333333334,5.333333333333333,0.7083333333333334,3,Bengali,Bengali,random
146,দুঃখ,মুঠ,d̪uhkʰɔ,mutʰ,Sorry,total,0.7142857142857143,0.8,0.4333333333333334,0.4833333333333333,4.05,0.475,3,Bengali,Bengali,random
147,দুখ,মূত,d̪ukʰ,mut,pain,Urine,0.8,0.6666666666666666,0.1388888888888888,0.1527777777777778,2.0,0.1388888888888888,3,Bengali,Bengali,random
148,দুই,অংক,d̪ui,ɔŋkɔ,Two,Math,1.0,0.75,0.4166666666666667,0.4583333333333333,5.5625,0.4427083333333333,3,Bengali,Bengali,random
149,দুগ্ধ,সময়,d̪uɡɔd̪ʱɔ,xɔmɔjɔ,Milk,Time,0.7777777777777778,0.5,0.1527777777777777,0.1597222222222222,2.625,0.1527777777777777,5,Bengali,Bengali,random
150,দুধ,গোহাঁই,d̪ud̪ʱɔ,gʊɦãi,Milk,Gohain,1.0,0.5,0.3020833333333333,0.34375,5.28125,0.3020833333333333,6,Bengali,Bengali,random
151,দ্বার,আম,d̪ar,am,The door,Mango,0.75,0.6666666666666666,0.3958333333333333,0.4583333333333333,3.625,0.4236111111111111,5,Bengali,Bengali,random
