,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
67,গেলা,গ্রীবা,gɛla,ɡɔriba,Swallow,The neck,0.8333333333333334,0.5,0.4826388888888889,0.548611111111111,4.041666666666667,0.5347222222222222,4,Bengali,Bengali,synonym
68,গলা,ঘাড়,gɔla,gʱaɽ,Throat,Neck,0.75,0.3333333333333333,0.4097222222222222,0.4722222222222221,3.6666666666666665,0.4444444444444444,4,Bengali,Bengali,synonym
69,গিলা,ঘাড়,gila,gʱaɽ,Swallow,Neck,0.75,0.3333333333333333,0.3819444444444445,0.4444444444444444,3.4166666666666665,0.4166666666666667,4,Bengali,Bengali,synonym
70,গেলা,ঘাড়,gɛla,gʱaɽ,Swallow,Neck,0.75,0.3333333333333333,0.3819444444444445,0.4444444444444444,3.333333333333333,0.4166666666666667,4,Bengali,Bengali,synonym
71,গলা,গর্দান,gɔla,ɡɔrd̪an̪,Throat,Neck,0.75,0.5,0.46875,0.5277777777777778,3.875,0.5208333333333334,4,Bengali,Bengali,synonym
72,গিলা,গর্দান,gila,ɡɔrd̪an̪,Swallow,Neck,0.875,0.5,0.4965277777777777,0.5555555555555556,4.166666666666667,0.5486111111111112,4,Bengali,Bengali,synonym
73,গেলা,গর্দান,gɛla,ɡɔrd̪an̪,Swallow,Neck,0.875,0.5,0.4826388888888889,0.5416666666666666,4.041666666666667,0.5347222222222222,4,Bengali,Bengali,synonym
74,গলা,কণ্ঠ,gɔla,kɔnʈʰɔ,Throat,Voice,0.8333333333333334,0.6,0.4208333333333333,0.4583333333333333,3.65,0.4583333333333333,4,Bengali,Bengali,synonym
75,গিলা,কণ্ঠ,gila,kɔnʈʰɔ,Swallow,Voice,1.0,0.6,0.4541666666666666,0.4916666666666667,4.0,0.4916666666666667,4,Bengali,Bengali,synonym
76,গেলা,কণ্ঠ,gɛla,kɔnʈʰɔ,Swallow,Voice,1.0,0.6,0.4375,0.4749999999999999,3.85,0.4749999999999999,4,Bengali,Bengali,synonym
77,গলা,কণ্ঠ,gɔla,kɔnʈʰɔ,Throat,Voice,0.8333333333333334,0.6,0.4208333333333333,0.4583333333333333,3.65,0.4583333333333333,4,Bengali,Bengali,synonym
78,গিলা,কণ্ঠ,gila,kɔnʈʰɔ,Swallow,Voice,1.0,0.6,0.4541666666666666,0.4916666666666667,4.0,0.4916666666666667,4,Bengali,Bengali,synonym
79,গেলা,কণ্ঠ,gɛla,kɔnʈʰɔ,Swallow,Voice,1.0,0.6,0.4375,0.4749999999999999,3.85,0.4749999999999999,4,Bengali,Bengali,synonym
80,গলা,টুঁটি,gɔla,ʈũʈi,Throat,Throat,1.0,0.6666666666666666,0.3437499999999999,0.3645833333333333,3.5625,0.3645833333333333,5,Bengali,Bengali,synonym
81,গিলা,টুঁটি,gila,ʈũʈi,Swallow,Throat,1.0,0.6666666666666666,0.3437499999999999,0.3645833333333333,3.625,0.3645833333333333,5,Bengali,Bengali,synonym
82,গেলা,টুঁটি,gɛla,ʈũʈi,Swallow,Throat,1.0,0.6666666666666666,0.3645833333333332,0.3854166666666666,3.8125,0.3854166666666666,5,Bengali,Bengali,synonym
83,গলা,ওলকম,gɔla,olɔkɔmɔ,Throat,Olkam,0.8571428571428571,0.5714285714285714,0.5416666666666667,0.6011904761904762,4.428571428571429,0.6011904761904762,3,Bengali,Bengali,synonym
84,গিলা,ওলকম,gila,olɔkɔmɔ,Swallow,Olkam,1.0,0.5714285714285714,0.5535714285714286,0.613095238095238,4.607142857142857,0.613095238095238,4,Bengali,Bengali,synonym
85,গেলা,ওলকম,gɛla,olɔkɔmɔ,Swallow,Olkam,1.0,0.5714285714285714,0.5535714285714286,0.613095238095238,4.571428571428571,0.613095238095238,4,Bengali,Bengali,synonym
86,গাঁউ,গাঁ,gãu,ɡã,Village,Village,0.6666666666666666,1.0,0.3125,0.3333333333333333,6.1875,0.3125,1,Bengali,Bengali,synonym
87,গাঁও,গাঁ,gãʊ,ɡã,The village,Village,0.6666666666666666,1.0,0.3125,0.3333333333333333,6.0625,0.3125,1,Bengali,Bengali,synonym
88,গাঁউ,গেরাম,gãu,ɡeram,Village,Geram,1.0,0.8,0.5833333333333334,0.6583333333333333,5.05,0.6583333333333333,4,Bengali,Bengali,synonym
89,গাঁও,গেরাম,gãʊ,ɡeram,The village,Geram,1.0,0.8,0.5833333333333334,0.6583333333333333,5.0,0.6583333333333333,4,Bengali,Bengali,synonym
90,গুহা,গুফা,guɦa,ɡuɸa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,Bengali,Bengali,synonym
91,গুহা,গুফা,guɦa,ɡuɸa,Cave,Cave,0.5,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.296875,1,Bengali,Bengali,synonym
92,চলা,কাজ করা,sɔla,kad͡ʑɔ kɔra,To walk,To work,0.8181818181818182,0.625,0.4947916666666667,0.5572916666666666,4.1875,0.5442708333333334,6,Bengali,Bengali,synonym
93,চলা,বাজা,sɔla,bad͡ʑa,To walk,Play,0.8333333333333334,0.5,0.1614583333333333,0.1666666666666666,2.34375,0.1614583333333333,3,Bengali,Bengali,synonym
94,চলা,রওনা হওয়া,sɔla,ron̪a ɦoe̯a,To walk,To depart,0.9090909090909092,0.625,0.4947916666666667,0.5572916666666667,4.265625,0.5442708333333333,9,Bengali,Bengali,synonym
95,চলা,বেরোনো,sɔla,beron̪o,To walk,Get out,1.0,0.5,0.375,0.423611111111111,3.4791666666666665,0.4166666666666666,6,Bengali,Bengali,synonym
96,চন্দ্ৰ,চন্দ্র,sɔndɹɔ,t͡ɕɔn̪d̪rɔ,moon,The moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,1,Bengali,Bengali,synonym
97,চাঁদ,চন্দ্র,sãdɔ,t͡ɕɔn̪d̪rɔ,The moon,The moon,0.8,0.6666666666666666,0.3680555555555556,0.4097222222222222,3.2916666666666665,0.4097222222222222,4,Bengali,Bengali,synonym
98,চান,চন্দ্র,san,t͡ɕɔn̪d̪rɔ,Want,The moon,0.9,0.6666666666666666,0.5104166666666666,0.5694444444444445,4.416666666666667,0.5694444444444445,5,Bengali,Bengali,synonym
99,চান্দ,চন্দ্র,sandɔ,t͡ɕɔn̪d̪rɔ,Chand,The moon,0.7,0.3333333333333333,0.2152777777777778,0.2430555555555555,2.0416666666666665,0.2430555555555555,3,Bengali,Bengali,synonym
100,চন্দ্ৰ,মাহতাব,sɔndɹɔ,maɦt̪ab,moon,Mahtab,1.0,0.6666666666666666,0.2256944444444444,0.25,3.9375,0.2256944444444444,6,Bengali,Bengali,synonym
101,চাঁদ,মাহতাব,sãdɔ,maɦt̪ab,The moon,Mahtab,1.0,0.6666666666666666,0.3923611111111111,0.4305555555555556,3.6875,0.4270833333333333,5,Bengali,Bengali,synonym
102,চান,মাহতাব,san,maɦt̪ab,Want,Mahtab,0.8571428571428571,0.6666666666666666,0.4930555555555556,0.5486111111111112,4.4375,0.545138888888889,5,Bengali,Bengali,synonym
103,চান্দ,মাহতাব,sandɔ,maɦt̪ab,Chand,Mahtab,0.8571428571428571,0.5,0.2673611111111111,0.2916666666666667,2.833333333333333,0.2847222222222222,5,Bengali,Bengali,synonym
104,চন্দ্ৰ,গোসল,sɔndɹɔ,ɡoʃɔlɔ,moon,Bath,0.8333333333333334,0.5,0.1875,0.2013888888888888,3.520833333333333,0.1875,6,Bengali,Bengali,synonym
105,চাঁদ,গোসল,sãdɔ,ɡoʃɔlɔ,The moon,Bath,0.8333333333333334,0.6666666666666666,0.3680555555555556,0.4027777777777778,3.5,0.4027777777777778,4,Bengali,Bengali,synonym
106,চান,গোসল,san,ɡoʃɔlɔ,Want,Bath,1.0,0.6666666666666666,0.5104166666666666,0.5625,4.375,0.5625,4,Bengali,Bengali,synonym
107,চান্দ,গোসল,sandɔ,ɡoʃɔlɔ,Chand,Bath,0.8333333333333334,0.6666666666666666,0.2777777777777777,0.2986111111111111,3.3541666666666665,0.2951388888888889,5,Bengali,Bengali,synonym
108,চন্দ্ৰ,বুড়,sɔndɹɔ,buɽ,moon,Old man,1.0,0.6666666666666666,0.5416666666666666,0.6041666666666666,4.729166666666667,0.5868055555555555,6,Bengali,Bengali,synonym
109,চাঁদ,বুড়,sãdɔ,buɽ,The moon,Old man,1.0,1.0,0.3854166666666667,0.4375,4.28125,0.4114583333333333,4,Bengali,Bengali,synonym
110,চান,বুড়,san,buɽ,Want,Old man,1.0,0.6666666666666666,0.2013888888888889,0.2361111111111111,2.625,0.2013888888888889,4,Bengali,Bengali,synonym
111,চান্দ,বুড়,sandɔ,buɽ,Chand,Old man,1.0,0.8,0.4833333333333333,0.5416666666666667,4.475,0.5208333333333334,5,Bengali,Bengali,synonym
112,চন্দ্ৰ,স্নান,sɔndɹɔ,ʃn̪an̪,moon,Bath,1.0,0.6666666666666666,0.4201388888888889,0.4652777777777778,4.666666666666667,0.4548611111111111,5,Bengali,Bengali,synonym
113,চাঁদ,স্নান,sãdɔ,ʃn̪an̪,The moon,Bath,1.0,0.5,0.2552083333333333,0.3020833333333333,4.625,0.2552083333333333,5,Bengali,Bengali,synonym
114,চান,স্নান,san,ʃn̪an̪,Want,Bath,0.6666666666666666,0.25,0.2604166666666667,0.28125,2.0625,0.28125,3,Bengali,Bengali,synonym
115,চান্দ,স্নান,sandɔ,ʃn̪an̪,Chand,Bath,0.8333333333333334,0.6,0.3375,0.3833333333333333,4.55,0.3583333333333333,4,Bengali,Bengali,synonym
116,চন্দ্ৰ,চন্দ্র,sɔndɹɔ,t͡ɕɔn̪d̪rɔ,moon,The moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,1,Bengali,Bengali,synonym
117,চাঁদ,চন্দ্র,sãdɔ,t͡ɕɔn̪d̪rɔ,The moon,The moon,0.8,0.6666666666666666,0.3680555555555556,0.4097222222222222,3.2916666666666665,0.4097222222222222,4,Bengali,Bengali,synonym
118,চান,চন্দ্র,san,t͡ɕɔn̪d̪rɔ,Want,The moon,0.9,0.6666666666666666,0.5104166666666666,0.5694444444444445,4.416666666666667,0.5694444444444445,5,Bengali,Bengali,synonym
119,চান্দ,চন্দ্র,sandɔ,t͡ɕɔn̪d̪rɔ,Chand,The moon,0.7,0.3333333333333333,0.2152777777777778,0.2430555555555555,2.0416666666666665,0.2430555555555555,3,Bengali,Bengali,synonym
120,চন্দ্ৰ,মাহতাব,sɔndɹɔ,maɦt̪ab,moon,Mahtab,1.0,0.6666666666666666,0.2256944444444444,0.25,3.9375,0.2256944444444444,6,Bengali,Bengali,synonym
121,চাঁদ,মাহতাব,sãdɔ,maɦt̪ab,The moon,Mahtab,1.0,0.6666666666666666,0.3923611111111111,0.4305555555555556,3.6875,0.4270833333333333,5,Bengali,Bengali,synonym
122,চান,মাহতাব,san,maɦt̪ab,Want,Mahtab,0.8571428571428571,0.6666666666666666,0.4930555555555556,0.5486111111111112,4.4375,0.545138888888889,5,Bengali,Bengali,synonym
123,চান্দ,মাহতাব,sandɔ,maɦt̪ab,Chand,Mahtab,0.8571428571428571,0.5,0.2673611111111111,0.2916666666666667,2.833333333333333,0.2847222222222222,5,Bengali,Bengali,synonym
124,জল,পানি,zɔlɔ,pan̪i,Water,Water,1.0,0.5,0.1718749999999999,0.1770833333333333,2.03125,0.1718749999999999,4,Bengali,Bengali,synonym
125,জল,বারি,zɔlɔ,bari,Water,Barry,1.0,0.25,0.1510416666666666,0.1770833333333333,1.78125,0.1510416666666666,4,Bengali,Bengali,synonym
126,জল,সলিল,zɔlɔ,ʃɔlilɔ,Water,Salil,0.5,0.3333333333333333,0.3229166666666667,0.3541666666666667,2.583333333333333,0.3541666666666667,3,Bengali,Bengali,synonym
127,জল,উদক,zɔlɔ,ud̪ɔkɔ,Water,Udak,0.6666666666666666,0.4,0.2666666666666667,0.2916666666666666,2.875,0.2875,3,Bengali,Bengali,synonym
128,জল,কমল,zɔlɔ,kɔmɔlɔ,Water,Lotus,0.5,0.5,0.3368055555555556,0.375,2.9791666666666665,0.3715277777777777,2,Bengali,Bengali,synonym
129,জল,জীবন,zɔlɔ,d͡ʑibɔn̪ɔ,Water,Life,0.7777777777777778,0.6666666666666666,0.3541666666666667,0.3888888888888888,3.145833333333333,0.3854166666666667,3,Bengali,Bengali,synonym
130,জল,তোয়,zɔlɔ,t̪oe̯,Water,Toi,1.0,0.25,0.3125,0.3333333333333333,3.0625,0.3333333333333333,4,Bengali,Bengali,synonym
131,জল,নীর,zɔlɔ,n̪ir,Water,Blue,1.0,0.5,0.3385416666666667,0.3854166666666666,3.5625,0.3645833333333333,3,Bengali,Bengali,synonym
132,জল,পয়ঃ,zɔlɔ,pe̯ɔh,Water,পয়খ,0.8,0.75,0.2291666666666666,0.2604166666666667,4.4375,0.2291666666666666,4,Bengali,Bengali,synonym
133,জল,পানীয়,zɔlɔ,pan̪ie̯,Water,Drinks,1.0,0.6,0.3166666666666666,0.3416666666666667,3.075,0.3375,6,Bengali,Bengali,synonym
134,জল,উদ,zɔlɔ,ud̪,Water,Ud,1.0,0.75,0.5260416666666666,0.5729166666666667,4.875,0.5729166666666667,2,Bengali,Bengali,synonym
135,জল,সার,zɔlɔ,ʃar,Water,Fertilizer,1.0,0.25,0.328125,0.375,2.875,0.3541666666666666,3,Bengali,Bengali,synonym
136,জেঠ,জ্যৈষ্ঠ,zɛtʰ,d͡ʑd͡zojʃʈʰɔ,Jeth,The eldest,0.8333333333333334,0.7142857142857143,0.5535714285714286,0.6071428571428571,4.607142857142857,0.6071428571428571,5,Bengali,Bengali,synonym
137,জেঠ,জষ্টি,zɛtʰ,d͡ʑɔʃʈi,Jeth,Justi,1.0,0.6,0.4375,0.475,3.8,0.475,4,Bengali,Bengali,synonym
138,জ্ঞান,এলেম,znan,elem,Knowledge,Elem,1.0,0.75,0.125,0.1458333333333333,2.65625,0.125,5,Bengali,Bengali,synonym
139,টকা,পয়সা,tɔka,pe̯ɔʃa,Money,Money,0.6666666666666666,0.6,0.2375,0.2666666666666666,2.2,0.2583333333333333,4,Bengali,Bengali,synonym
