,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
10,অস্থি,আঙঠি,oʃt̪ʰi,aŋtʰi,Bones,The ring,0.5,0.25,0.1197916666666666,0.125,1.78125,0.1197916666666666,4,Bengali,Bengali,hard_negative
11,আঁই,আই,ãi,ai,I am,I.,0.5,0.5,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,1,Bengali,Bengali,hard_negative
12,আমি,আম্মী,ami,ammi,I,Mom,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,3,Bengali,Bengali,hard_negative
13,আঁঠু,থু,ãʈʰu,tʰu,knee,Spit,0.5,0.0,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,3,Bengali,Bengali,hard_negative
14,আঁডু,গাঁৰু,ãɖu,gãɹu,Andu,The cow,0.5,0.5,0.0972222222222222,0.0972222222222222,2.333333333333333,0.0972222222222222,3,Bengali,Bengali,hard_negative
15,আকাশ,আকাৰ,akaʃ,akaɹ,The sky,shape,0.25,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,1,Bengali,Bengali,hard_negative
16,আছে,আঠ,at͡ɕʰe,atʰ,There is,eight,0.5,0.6666666666666666,0.3541666666666667,0.3888888888888889,3.0,0.3888888888888889,2,Bengali,Bengali,hard_negative
17,আজি,বাদুলি,ad͡ʑi,baduli,today,Baduli,0.5,0.6666666666666666,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,5,Bengali,Bengali,hard_negative
18,আট,আগ,aʈɔ,agɔ,Eight,Forward,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,Bengali,Bengali,hard_negative
19,আষ্ট,আগ,aʃʈɔ,agɔ,Eight,Forward,0.5,0.5,0.4583333333333333,0.5,3.625,0.5,3,Bengali,Bengali,hard_negative
20,আদা,আড্ডা,ad̪a,adda,Ginger,Chat,0.25,0.25,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,3,Bengali,Bengali,hard_negative
21,আম,আমি,am,ami,Mango,I,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,Bengali,Bengali,hard_negative
22,ইতিহাস,ইটা,it̪iɦaʃ,ita,History,brick,0.5714285714285714,0.5,0.4583333333333333,0.5069444444444445,3.6666666666666665,0.5069444444444445,4,Bengali,Bengali,hard_negative
23,উট,উদং,uʈɔ,udɔŋ,The camel,Naked,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0,0.2708333333333333,2,Bengali,Bengali,hard_negative
24,উত্তর,উতল,ut̪t̪ɔrɔ,utɔlɔ,The answer,Convex,0.5,0.1666666666666666,0.1805555555555555,0.2083333333333333,1.5,0.1944444444444444,3,Bengali,Bengali,hard_negative
25,উপত্যকা,ফটকা,upɔt̪d͡zɔka,pʰɔtɔka,Valley,Firecrackers,0.5454545454545454,0.25,0.2369791666666666,0.2604166666666667,1.875,0.2604166666666667,5,Bengali,Bengali,hard_negative
26,উপন্যাস,উজনি,upn̪æʃ,uzni,Novel,The south,0.6666666666666666,0.4,0.2458333333333333,0.2666666666666666,2.175,0.2625,5,Bengali,Bengali,hard_negative
27,ঋতু,মৃত্যু,ɽit̪u,mɽitzu,Season,Death,0.3333333333333333,0.3333333333333333,0.3090277777777777,0.3402777777777778,2.458333333333333,0.3402777777777778,4,Bengali,Bengali,hard_negative
28,একলা,কলা,ekɔla,kɔla,Alone,Banana,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,1,Bengali,Bengali,hard_negative
29,একতা,অটা,ekt̪a,ɔta,Unity,Ata,0.6,0.25,0.265625,0.2916666666666667,2.1875,0.2916666666666667,3,Bengali,Bengali,hard_negative
30,ঔষধ,ইজ্জৎ,owʃɔd̪ʱɔ,izzɔt̪ɔ,Medicine,Izzat,0.625,0.1666666666666666,0.1076388888888889,0.1111111111111111,1.6458333333333333,0.1076388888888889,5,Bengali,Bengali,hard_negative
31,কচু,কটা,kɔt͡ɕu,kɔta,Kachu,Brown,0.5,0.25,0.09375,0.09375,1.0625,0.09375,2,Bengali,Bengali,hard_negative
32,কচুয়া,কঁহুৱা,kɔt͡ɕue̯a,kɔ̃ɦuwa,Kachua,They are the snowflakes,0.5555555555555556,0.1666666666666666,0.0868055555555555,0.0972222222222222,1.2916666666666667,0.0868055555555555,4,Bengali,Bengali,hard_negative
33,কথা,কটা,kɔt̪ʰa,kɔta,Talk,Brown,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,1,Bengali,Bengali,hard_negative
34,কবি,কটি,kɔbi,kɔti,Poet,Waist,0.25,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,1,Bengali,Bengali,hard_negative
35,কম্বল,কমলা,kɔmɔlɔ,kɔmɔla,Blanket,Orange,0.1666666666666666,0.0,0.0277777777777777,0.0277777777777777,0.2916666666666667,0.0277777777777777,3,Bengali,Bengali,hard_negative
36,কর্ণ,আকণ,kɔrnɔ,akɔnɔ,Ears,Akan,0.4,0.4,0.2041666666666666,0.25,2.9,0.2041666666666666,3,Bengali,Bengali,hard_negative
37,কলা,ককা,kɔla,kɔka,Banana,Uncle,0.25,0.25,0.0885416666666666,0.09375,1.46875,0.0885416666666666,1,Bengali,Bengali,hard_negative
38,কালি,খালী,kali,kʰali,yesterday,empty,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,2,Bengali,Bengali,hard_negative
39,কহা,কঢ়া,kɔɦa,kɔɹɦa,Say,strong,0.2,0.2,0.1833333333333333,0.2,1.45,0.2,2,Bengali,Bengali,hard_negative
40,কাঁচ,আঁট,kãt͡ɕɔ,ãtɔ,Glass,Tight,0.5,0.6666666666666666,0.265625,0.2916666666666667,2.25,0.2916666666666667,3,Bengali,Bengali,hard_negative
41,কাছ,কাঠ,kat͡ɕʰ,katʰ,Near,Wood,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,1,Bengali,Bengali,hard_negative
42,কাটা,কাকা,kaʈa,kaka,Cut,Uncle,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,1,Bengali,Bengali,hard_negative
43,কাঠ,কান্ধ,kaʈʰɔ,kandʰɔ,Wood,shoulder,0.3333333333333333,0.2,0.2,0.2166666666666666,1.6,0.2166666666666666,3,Bengali,Bengali,hard_negative
44,কাতি,আটাই,kat̪i,atai,Kati,All of them,0.4,0.5,0.2708333333333333,0.3125,3.6875,0.2708333333333333,4,Bengali,Bengali,hard_negative
45,কিন্তু,ঋতু,kin̪t̪u,ɽitu,But,Season,0.5714285714285714,0.4,0.2458333333333333,0.2833333333333333,2.475,0.2625,4,Bengali,Bengali,hard_negative
46,কুঁকড়া,কাঁকৰা,kũkɔɽa,kãkɔɹa,Curly,Crab,0.3333333333333333,0.0,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,3,Bengali,Bengali,hard_negative
47,কুকুর,কুকুহা,kukur,kukuɦa,Dogs,Cuckoo,0.3333333333333333,0.1666666666666666,0.1805555555555555,0.2152777777777778,1.5625,0.1979166666666666,2,Bengali,Bengali,hard_negative
48,কুটুম,কুহুম,kuʈum,kuɦum,Family,The cream,0.2,0.2,0.0375,0.0416666666666666,0.775,0.0375,1,Bengali,Bengali,hard_negative
49,কৃষ্ণ,কইনা,kɽiʃnɔ,kina,Krishna,bride,0.5,0.3333333333333333,0.3194444444444445,0.3611111111111111,2.708333333333333,0.3611111111111111,4,Bengali,Bengali,hard_negative
50,কেন্দ্ৰ,কন্দা,ken̪d̪ৰ,kɔnda,hub,cry,0.5714285714285714,0.2,0.2208333333333333,0.2416666666666666,1.8,0.2416666666666666,3,Bengali,Bengali,hard_negative
51,কেলা,কলা,kela,kɔla,The banana,Banana,0.25,0.0,0.03125,0.03125,0.3125,0.03125,1,Bengali,Bengali,hard_negative
52,কোটি,কটি,koʈi,kɔti,Crores,Waist,0.5,0.0,0.0208333333333333,0.0208333333333333,0.1875,0.0208333333333333,1,Bengali,Bengali,hard_negative
53,কোন,কইনা,kon̪,kina,No,bride,0.5,0.25,0.265625,0.2916666666666667,2.25,0.2916666666666667,2,Bengali,Bengali,hard_negative
54,ক্যা,আঁক,kæ,ãkɔ,Kya,Draw,0.6666666666666666,0.0,0.3541666666666667,0.3888888888888889,3.0,0.3888888888888889,4,Bengali,Bengali,hard_negative
55,ক্রিয়া,কইনা,krie̯a,kina,Verbs,bride,0.5,0.4,0.2125,0.2583333333333333,2.35,0.2458333333333333,5,Bengali,Bengali,hard_negative
56,খাট,ক্ষ,kʰaʈɔ,kʰjɔ,Bed,X,0.4,0.5,0.2708333333333333,0.3020833333333333,2.65625,0.2916666666666667,3,Bengali,Bengali,hard_negative
57,খাদ্য,কাগজ,kʰad̪d͡zɔ,kagɔzɔ,Food,Paper,0.5555555555555556,0.4,0.0958333333333333,0.1083333333333333,2.15,0.0958333333333333,4,Bengali,Bengali,hard_negative
58,গম,কম,ɡɔmɔ,kɔmɔ,Wheat,Less,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,Bengali,Bengali,hard_negative
59,গলা,কলা,ɡɔla,kɔla,Throat,Banana,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,Bengali,Bengali,hard_negative
60,গু,চু,ɡu,su,Gu,Chu,0.5,0.5,0.1354166666666666,0.1458333333333333,1.6875,0.1354166666666666,1,Bengali,Bengali,hard_negative
61,গুহা,বুঢ়া,ɡuɦa,buɹɦa,Cave,old,0.4,0.4,0.2166666666666666,0.2333333333333333,1.85,0.2333333333333333,3,Bengali,Bengali,hard_negative
62,গোলন্দাজ,ওলন্দাজ,ɡolɔn̪d̪ad͡ʑ,ʊlɔndaz,Gunner,Dutch,0.5833333333333334,0.25,0.1588541666666666,0.171875,1.40625,0.171875,2,Bengali,Bengali,hard_negative
63,ঘড়ি,ঘৈণী,gʱɔɽi,gʱɔɪni,The clock,The wife,0.3333333333333333,0.5,0.2760416666666667,0.3229166666666667,2.5625,0.3020833333333333,3,Bengali,Bengali,hard_negative
64,ঘোড়া,ঘটা,gʱoɽa,gʱɔta,Horses,Happened,0.4,0.3333333333333333,0.0972222222222222,0.125,1.6666666666666667,0.0972222222222222,3,Bengali,Bengali,hard_negative
65,চলা,তবলা,t͡ɕɔla,tɔbɔla,To walk,Tabla,0.3333333333333333,0.5,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,2,Bengali,Bengali,hard_negative
66,চাঁদ,ঠাঁচ,t͡ɕãd̪ɔ,tʰãsɔ,The moon,Style,0.5714285714285714,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.875,0.0833333333333333,2,Bengali,Bengali,hard_negative
67,চান,টান,t͡ɕan̪,tan,Want,Pull,0.5,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.6666666666666666,0.0694444444444444,1,Bengali,Bengali,hard_negative
68,চাকা,টাকা,t͡ɕaka,taka,The wheel,Money,0.3333333333333333,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,Bengali,Bengali,hard_negative
69,চিন্তা,তপিনা,t͡ɕin̪t̪a,tɔpina,Thoughts,The thighs,0.5555555555555556,0.6666666666666666,0.2708333333333333,0.2916666666666667,2.9375,0.2881944444444445,4,Bengali,Bengali,hard_negative
70,চৈত,কিস্তি মাৎ,t͡ɕojt̪,kixti mat̪,Chait,Installment Mat,0.7,0.625,0.4947916666666667,0.5520833333333333,4.3125,0.5442708333333334,9,Bengali,Bengali,hard_negative
71,ছবি,কবি,t͡ɕʰɔbi,kɔbi,Pictures,Poet,0.5714285714285714,0.0,0.046875,0.0520833333333333,0.46875,0.046875,1,Bengali,Bengali,hard_negative
72,ছয়,ঠগ,t͡ɕʰe̯ɔ,tʰɔgɔ,Six,The cheater,0.5714285714285714,0.6666666666666666,0.1111111111111111,0.1111111111111111,1.6666666666666667,0.1111111111111111,3,Bengali,Bengali,hard_negative
73,ছাগলী,ঠালি,t͡ɕʰaɡɔli,tʰali,goat,Thali,0.4444444444444444,0.5,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,3,Bengali,Bengali,hard_negative
74,জন্তু,ধনু,d͡ʑɔn̪t̪u,dʰɔnu,Animals,Sagittarius,0.5555555555555556,0.4,0.2333333333333333,0.25,1.9,0.25,3,Bengali,Bengali,hard_negative
75,জল,ডল,d͡ʑɔlɔ,dɔlɔ,Water,Doll,0.3333333333333333,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,Bengali,Bengali,hard_negative
76,জানা,আঞ্জা,d͡ʑan̪a,anza,To know,Anja,0.5714285714285714,0.5,0.2187499999999999,0.2499999999999999,3.6875,0.2187499999999999,4,Bengali,Bengali,hard_negative
77,জেঠ,দুগ্ধ,d͡ʑeʈʰɔ,dugdʰɔ,Jeth,Milk,0.5714285714285714,0.25,0.1041666666666666,0.1041666666666666,1.125,0.1041666666666666,5,Bengali,Bengali,hard_negative
78,জ্ঞান,দোকান,d͡ʑnan̪,dʊkan,Knowledge,Shop,0.5714285714285714,0.6,0.2833333333333333,0.3083333333333333,2.825,0.3041666666666667,3,Bengali,Bengali,hard_negative
79,ঝিঙা,ছিঙা,d͡ʑʱiŋa,siŋa,Shrimp,The tear,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,1,Bengali,Bengali,hard_negative
80,টাং,গাং,ʈaŋ,gaŋ,Tang,Gang,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,Bengali,Bengali,hard_negative
81,টাকা,কাকা,ʈaka,kaka,Money,Uncle,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,1,Bengali,Bengali,hard_negative
82,টেহা,অহা,ʈeɦa,ɔɦa,Teha,Come on,0.5,0.25,0.2604166666666666,0.28125,2.125,0.28125,2,Bengali,Bengali,hard_negative
83,ঠেং,খং,ʈʰeŋ,kʰɔŋ,The tail,rage,0.5,0.3333333333333333,0.0902777777777777,0.0972222222222222,0.9583333333333334,0.0902777777777777,2,Bengali,Bengali,hard_negative
84,ডাঁশ,আঁক,ɖãʃɔ,ãkɔ,Bite,Draw,0.5,0.6666666666666666,0.2760416666666666,0.3020833333333333,2.46875,0.296875,3,Bengali,Bengali,hard_negative
85,ডাঙর,ডাঙৰ,ɖaŋɔrɔ,daŋɔɹɔ,Strong,big,0.3333333333333333,0.0,0.0347222222222222,0.0486111111111111,0.6666666666666666,0.0347222222222222,1,Bengali,Bengali,hard_negative
86,ডিম,নিম,ɖim,nim,Eggs,Neem,0.3333333333333333,0.3333333333333333,0.0416666666666666,0.0416666666666666,1.0,0.0416666666666666,1,Bengali,Bengali,hard_negative
87,ঢোল,দীঘল,ɖʱolɔ,digʱɔlɔ,Drums,long,0.5714285714285714,0.2,0.1958333333333333,0.2166666666666667,1.6,0.2166666666666667,3,Bengali,Bengali,hard_negative
88,তাই,ঠাই,t̪ai,tʰai,So,The place,0.25,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,1,Bengali,Bengali,hard_negative
89,তামা,ঘামা,t̪ama,gʱama,Copper,Sweat,0.4,0.25,0.2291666666666666,0.25,1.8125,0.25,1,Bengali,Bengali,hard_negative
90,তিতা,অমিতা,t̪it̪a,ɔmita,bitter,Amita,0.5,0.4,0.2333333333333333,0.2583333333333333,2.275,0.2541666666666667,2,Bengali,Bengali,hard_negative
91,তিমি,তিনি,t̪imi,tini,Whale,He,0.4,0.25,0.0364583333333333,0.0416666666666666,0.34375,0.0364583333333333,1,Bengali,Bengali,hard_negative
92,তুমি,টুপী,t̪umi,tupi,You,The hat,0.4,0.25,0.0416666666666666,0.0416666666666666,0.75,0.0416666666666666,3,Bengali,Bengali,hard_negative
93,তেল,তল,t̪elɔ,tɔlɔ,Oil,Floor,0.4,0.0,0.0416666666666666,0.0416666666666666,0.375,0.0416666666666666,1,Bengali,Bengali,hard_negative
94,দশ,ডল,d̪ɔʃɔ,dɔlɔ,Ten,Doll,0.4,0.25,0.0625,0.0625,0.9375,0.0625,2,Bengali,Bengali,hard_negative
95,দাঁত,আঁট,d̪ãt̪ɔ,ãtɔ,Teeth,Tight,0.5,0.3333333333333333,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,3,Bengali,Bengali,hard_negative
96,দাউদাউ,আড্ডা,d̪aud̪au,adda,Daudau,Chat,0.625,0.5,0.3819444444444444,0.4236111111111111,4.125,0.4131944444444445,5,Bengali,Bengali,hard_negative
97,দাড়ি,ডালি,d̪aɽi,dali,Beard,Dali,0.4,0.0,0.0520833333333333,0.0729166666666666,0.5625,0.0520833333333333,3,Bengali,Bengali,hard_negative
98,দাম,আম,d̪am,am,Price,Mango,0.5,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,2,Bengali,Bengali,hard_negative
99,দিন,অইন,d̪in̪,ɔin,Day,Others,0.6,0.3333333333333333,0.1319444444444444,0.1527777777777778,3.083333333333333,0.1319444444444444,2,Bengali,Bengali,hard_negative
100,দুঃখ,দুগ্ধ,d̪uhkʰɔ,dugdʰɔ,Sorry,Milk,0.4285714285714285,0.4,0.2333333333333333,0.2583333333333333,1.975,0.2541666666666667,3,Bengali,Bengali,hard_negative
101,দুখ,অসুখ,d̪ukʰ,ɔxukʰ,pain,Illness,0.4,0.5,0.2916666666666667,0.3229166666666667,2.65625,0.3177083333333333,2,Bengali,Bengali,hard_negative
102,দুই,দেউতি,d̪ui,dɛuti,Two,Goddess,0.4,0.4,0.3708333333333333,0.4083333333333334,2.95,0.4083333333333334,4,Bengali,Bengali,hard_negative
103,দুগ্ধ,দুৰ্বল,d̪uɡɔd̪ʱɔ,duɹɔlɔ,Milk,weak,0.5555555555555556,0.3333333333333333,0.0798611111111111,0.0833333333333333,1.7708333333333333,0.0798611111111111,3,Bengali,Bengali,hard_negative
104,দুধ,দাউদাউ,d̪ud̪ʱɔ,daudau,Milk,Daudau,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3680555555555556,2.708333333333333,0.3680555555555556,5,Bengali,Bengali,hard_negative
105,দ্বার,ডাক,d̪ar,dak,The door,Call,0.5,0.3333333333333333,0.1180555555555555,0.1527777777777778,1.875,0.1180555555555555,4,Bengali,Bengali,hard_negative
106,দ্বীপ,চিপ,d̪ip,sip,Island,Chip,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,4,Bengali,Bengali,hard_negative
107,ধনিয়া,ঘণ্টা,d̪ʱɔn̪ie̯a,gʱɔnta,Coriander,The bell,0.6,0.5,0.3541666666666667,0.3958333333333334,3.5,0.3854166666666667,5,Bengali,Bengali,hard_negative
108,ধন্যবাদ,অনুবাদ,d̪ʱɔn̪d͡zɔbad̪,ɔnubad,Thanks,Translation,0.6428571428571429,0.25,0.2552083333333333,0.2760416666666667,2.03125,0.2760416666666667,3,Bengali,Bengali,hard_negative
109,ধর্ম,অসম,d̪ʱɔrmɔ,ɔxɔmɔ,Religion,Assam,0.5714285714285714,0.6,0.1916666666666666,0.2416666666666666,3.575,0.1916666666666666,3,Bengali,Bengali,hard_negative
110,ধুমা,ঘুমা,d̪ʱuma,gʱuma,Smoke,Sleep,0.3333333333333333,0.25,0.2291666666666666,0.25,1.8125,0.25,1,Bengali,Bengali,hard_negative
111,ধোঁয়া,দীঘলোৱা,d̪ʱõe̯a,digʱlʊwa,Smoke,Lengthening,0.625,0.5,0.3645833333333333,0.4027777777777777,3.0625,0.3958333333333334,6,Bengali,Bengali,hard_negative
112,নখ,নিমখ,n̪ɔkʰɔ,nimɔkʰɔ,Nails,salt,0.2857142857142857,0.3333333333333333,0.3055555555555556,0.3402777777777778,2.458333333333333,0.3402777777777778,2,Bengali,Bengali,hard_negative
113,নগর,নকল,n̪ɔɡɔrɔ,nɔkɔlɔ,City,Duplicate,0.4285714285714285,0.0,0.0347222222222222,0.0486111111111111,0.3333333333333333,0.0347222222222222,2,Bengali,Bengali,hard_negative
114,নতুন,ঘটনা,n̪ɔt̪un̪,gʱɔtɔna,New,Events,0.625,0.4,0.3791666666666666,0.4416666666666666,3.25,0.3791666666666666,4,Bengali,Bengali,hard_negative
115,নদী,ননী,n̪ɔd̪i,nɔni,The river,Grandma,0.5,0.25,0.0416666666666666,0.0416666666666666,0.75,0.0416666666666666,1,Bengali,Bengali,hard_negative
116,নাই,আই,n̪ai,ai,"No, it's not",I.,0.5,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,2,Bengali,Bengali,hard_negative
117,নাও,নাই,n̪ao,nai,Take it,"No, it's not",0.5,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,1,Bengali,Bengali,hard_negative
118,নাম,আম,n̪am,am,Name,Mango,0.5,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,2,Bengali,Bengali,hard_negative
119,নীল,নীলা,n̪ilɔ,nila,Blue,Sapphire,0.4,0.0,0.0520833333333333,0.0520833333333333,0.5,0.0520833333333333,1,Bengali,Bengali,hard_negative
120,নীহারিকা,অট্টালিকা,n̪iɦarika,ɔttalika,Nebula,The building,0.5555555555555556,0.375,0.1328125,0.1614583333333333,2.765625,0.1328125,5,Bengali,Bengali,hard_negative
121,পদ্ম,পলম,pɔd̪mɔ,pɔlɔmɔ,Lotus,late,0.3333333333333333,0.3333333333333333,0.1770833333333333,0.1944444444444444,1.8333333333333333,0.1944444444444444,2,Bengali,Bengali,hard_negative
122,পশু,পলু,pɔʃu,pɔlu,Animals,Larvae,0.25,0.25,0.0520833333333333,0.0520833333333333,0.875,0.0520833333333333,1,Bengali,Bengali,hard_negative
123,পাঁচ,আঁট,pãt͡ɕɔ,ãtɔ,Five,Tight,0.5,0.6666666666666666,0.265625,0.2916666666666667,2.25,0.2916666666666667,3,Bengali,Bengali,hard_negative
124,পাখ,পাখি,pakʰ,pakʰi,Wings,Birds,0.2,0.25,0.2239583333333333,0.25,1.8125,0.25,1,Bengali,Bengali,hard_negative
125,পাখা,পাখি,pakʰa,pakʰi,Fan,Birds,0.2,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,1,Bengali,Bengali,hard_negative
126,পাখি,আখি,pakʰi,akʰi,Birds,Eyes,0.2,0.25,0.2239583333333333,0.25,1.8125,0.25,2,Bengali,Bengali,hard_negative
127,পাণ,পানী,pan,pani,Pan,water,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,2,Bengali,Bengali,hard_negative
128,পাতা,আটা,pat̪a,ata,Leaves,Flour,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,3,Bengali,Bengali,hard_negative
129,পানি,পানাজী,pan̪i,panazi,Water,Panaji,0.3333333333333333,0.3333333333333333,0.3090277777777777,0.3402777777777778,2.458333333333333,0.3402777777777778,3,Bengali,Bengali,hard_negative
130,পানীয়,কানাই,pan̪ie̯,kanai,Drinks,Kanai,0.5714285714285714,0.4,0.0749999999999999,0.0749999999999999,1.15,0.0749999999999999,4,Bengali,Bengali,hard_negative
131,পায়স,পাগল,pae̯ɔʃɔ,pagɔlɔ,Pies,Crazy,0.4285714285714285,0.3333333333333333,0.1840277777777778,0.2013888888888888,1.7916666666666667,0.2013888888888888,3,Bengali,Bengali,hard_negative
132,পিতা,পিটা,pit̪a,pita,Father,Beaten,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,Bengali,Bengali,hard_negative
133,পিন্ধা,পাণ্ডা,pin̪d̪ʱa,panda,wear,Panda,0.5,0.0,0.0333333333333333,0.0333333333333333,0.3,0.0333333333333333,3,Bengali,Bengali,hard_negative
134,পুত,পুঠি,put̪,putʰi,Put,Puthi,0.4,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,2,Bengali,Bengali,hard_negative
135,পুরুষ,পুনু,puruʃ,punu,Men,Punu,0.4,0.4,0.2166666666666666,0.25,1.95,0.2333333333333333,2,Bengali,Bengali,hard_negative
136,পুষ্প,পাউণ্ড,puʃpɔ,paundɔ,Flowers,Pound,0.5,0.5,0.2152777777777778,0.2361111111111111,2.1875,0.2326388888888888,4,Bengali,Bengali,hard_negative
137,পুস্তক,উতল,puʃt̪ɔkɔ,utɔlɔ,Books,Convex,0.5,0.4285714285714285,0.3154761904761905,0.3452380952380952,2.946428571428572,0.3422619047619047,5,Bengali,Bengali,hard_negative
138,পেঁচা,পঠা,pẽt͡ɕa,pɔtʰa,Owl,The calf,0.5,0.5,0.09375,0.09375,0.9375,0.09375,3,Bengali,Bengali,hard_negative
139,পো,পা,po,pa,,Feet,0.5,0.0,0.0625,0.0625,0.75,0.0625,1,Bengali,Bengali,hard_negative
140,পোলা,পলা,pola,pɔla,Pola,Escape,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,Bengali,Bengali,hard_negative
141,পোষ,পা,poʃ,pa,Pet,Feet,0.6666666666666666,0.3333333333333333,0.3472222222222221,0.375,2.9166666666666665,0.375,2,Bengali,Bengali,hard_negative
