,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
29,উপন্যাস,পাতা,upniax,pat̪a,Novel,Leaves,0.8333333333333334,0.6666666666666666,0.4097222222222222,0.4652777777777778,5.0,0.4444444444444445,5,Bengali,Bengali,random
30,ঋতু,খাট,ɽitu,kʰaʈɔ,Season,Bed,1.0,0.25,0.140625,0.1666666666666666,1.96875,0.140625,3,Bengali,Bengali,random
31,আক,চাঁদ,ak,t͡ɕãd̪ɔ,Let's go,The moon,1.0,1.0,0.5208333333333334,0.5729166666666667,4.34375,0.5677083333333334,4,Bengali,Bengali,random
32,এক,ঠেং,ɛk,ʈʰeŋ,One,The tail,1.0,0.6666666666666666,0.3611111111111111,0.3888888888888889,3.4166666666666665,0.3888888888888889,3,Bengali,Bengali,random
33,আক,গোসাঁই,ak,ɡoʃãi,Let's go,Gosain,1.0,0.75,0.6000000000000001,0.6666666666666666,5.175,0.6625,6,Bengali,Bengali,random
34,এক,কোটি,ɛk,koʈi,One,Crores,1.0,0.75,0.515625,0.5729166666666667,4.34375,0.5677083333333333,4,Bengali,Bengali,random
35,একতা,অক্ষ,ɛkta,okkʰɔ,Unity,Axis,0.8,0.25,0.1302083333333333,0.1354166666666666,1.34375,0.1302083333333333,3,Bengali,Bengali,random
36,ঔষধ,ডাঙর,ɔʊxɔdʰɔ,ɖaŋɔrɔ,Medicine,Strong,0.7142857142857143,0.5,0.15625,0.1805555555555555,3.208333333333333,0.15625,4,Bengali,Bengali,random
37,কচু,জেঠ,kɔsu,d͡ʑeʈʰɔ,Kachu,Jeth,1.0,0.0,0.140625,0.1458333333333333,1.53125,0.140625,3,Bengali,Bengali,random
38,কচু,টাকা,kɔsu,ʈaka,Kachu,Money,1.0,0.5,0.1875,0.1979166666666666,2.25,0.1875,4,Bengali,Bengali,random
39,কথা,হাচা,kɔtʰa,ɦat͡ɕa,Talk,Hacha,0.6666666666666666,0.5,0.1458333333333333,0.1458333333333333,2.0,0.1458333333333333,3,Bengali,Bengali,random
40,কবি,সাঁচা,kɔbi,ʃãt͡ɕa,Poet,True,1.0,0.75,0.1875,0.1979166666666666,2.1875,0.1875,5,Bengali,Bengali,random
41,কম্বল,গোসাঁই,kɔmɔlɔ,ɡoʃãi,Blanket,Gosain,1.0,0.5,0.28125,0.2986111111111111,2.8541666666666665,0.2951388888888889,6,Bengali,Bengali,random
42,কাণ,সর্প,kan,ʃɔrpɔ,ear,The snake,1.0,0.8,0.4625,0.525,4.275,0.5041666666666667,4,Bengali,Bengali,random
43,কাণ,প্রাচীন,kan,prat͡ɕin̪,ear,Ancient,0.7777777777777778,0.5,0.4756944444444444,0.5347222222222222,4.0,0.5347222222222222,6,Bengali,Bengali,random
44,কলা,কম্বল,kɔla,kɔmɔlɔ,Banana,Blanket,0.5,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,4,Bengali,Bengali,random
45,কালি,ঠেং,kali,ʈʰeŋ,yesterday,The tail,1.0,0.75,0.3489583333333333,0.3854166666666667,3.4375,0.3697916666666667,4,Bengali,Bengali,random
46,কলা,ডাঙর,kɔla,ɖaŋɔrɔ,Banana,Strong,0.8333333333333334,0.5,0.3715277777777777,0.4166666666666667,3.270833333333333,0.4027777777777777,4,Bengali,Bengali,random
47,কালি,ভাজা,kali,bʱad͡ʑa,yesterday,Fried,0.8571428571428571,0.5,0.1458333333333333,0.1458333333333333,2.125,0.1458333333333333,3,Bengali,Bengali,random
48,কহা,তিতা,kɔɦa,t̪it̪a,Say,bitter,0.8333333333333334,0.5,0.1458333333333333,0.15625,2.0625,0.1458333333333333,3,Bengali,Bengali,random
49,কাহ,যুদ্ধ,kaɦ,d͡zud̪d̪ʱɔ,cough,War,1.0,0.6,0.4958333333333333,0.5416666666666666,4.8,0.5333333333333333,5,Bengali,Bengali,random
50,কাঁচ,টেহা,kãsɔ,ʈeɦa,Glass,Teha,1.0,0.75,0.1458333333333333,0.15625,1.9375,0.1458333333333333,4,Bengali,Bengali,random
51,কাচ,বাঙ্গালী,kas,baŋɡali,Glass,Bengali,0.8571428571428571,0.7142857142857143,0.5357142857142857,0.5952380952380951,4.571428571428571,0.5952380952380951,7,Bengali,Bengali,random
52,কাছ,ফণী,kas,ɸɔni,Near,comb,1.0,0.75,0.3645833333333333,0.3958333333333333,3.96875,0.390625,3,Bengali,Bengali,random
53,কাছু,মাত,kasu,mat̪,Something,The voice,0.75,0.5,0.3177083333333333,0.34375,3.3125,0.34375,3,Bengali,Bengali,random
54,কটা,শৈবাল,kɔta,ʃojbalɔ,Brown,Algae,0.8571428571428571,0.7142857142857143,0.4404761904761905,0.4880952380952381,3.7142857142857135,0.4821428571428571,4,Bengali,Bengali,random
55,কাট,মূত্র,kat,mut̪rɔ,Cut,Urine,0.8333333333333334,0.6,0.4541666666666667,0.5083333333333333,4.4,0.5083333333333333,5,Bengali,Bengali,random
56,কাটা,কুকুর,kata,kukur,Cut,Dogs,0.8,0.4,0.2875,0.325,2.875,0.3208333333333333,4,Bengali,Bengali,random
57,কাঠ,উপন্যাস,katʰ,upn̪æʃ,Wood,Novel,1.0,0.6,0.4291666666666666,0.4666666666666667,3.7,0.4666666666666667,6,Bengali,Bengali,random
58,কাতি,হক্কল,kati,ɦɔkkɔlɔ,Kati,Haqkal,0.8571428571428571,0.5714285714285714,0.4553571428571428,0.4999999999999999,4.142857142857143,0.4999999999999999,4,Bengali,Bengali,random
59,কিন্তু,শব্দ,kintu,ʃɔbd̪ɔ,But,Words,1.0,0.4,0.15,0.1583333333333333,1.95,0.15,5,Bengali,Bengali,random
60,কুকুৰা,তিমি,kukuɹa,t̪imi,chicken,Whale,1.0,0.6666666666666666,0.4166666666666667,0.4513888888888889,3.9791666666666665,0.4479166666666667,6,Bengali,Bengali,random
61,কুকুৰ,মাক্‌খি,kukuɹ,mak‌kʰi,dog,Makkhi,0.7142857142857143,0.6,0.2208333333333333,0.2416666666666667,4.025,0.2208333333333333,6,Bengali,Bengali,random
62,কুটুম,পিন্ধা,kutum,pin̪d̪ʱa,Family,wear,1.0,0.6,0.2375,0.2583333333333333,4.2,0.2375,6,Bengali,Bengali,random
63,কৃষ্ণ,বুদ্ধি,kɽixnɔ,bud̪d̪ʱi,Krishna,Wisdom,1.0,0.6666666666666666,0.2881944444444445,0.3194444444444445,3.145833333333333,0.3159722222222222,5,Bengali,Bengali,random
64,কেন্দ্ৰ,ভাত,kɛndɹɔ,bʱat̪,hub,Rice,1.0,0.6666666666666666,0.517361111111111,0.5625,4.208333333333333,0.5625,7,Bengali,Bengali,random
65,কল,লাউ,kɔlɔ,lau,Call,Lau,1.0,0.5,0.390625,0.4166666666666666,4.03125,0.4114583333333333,3,Bengali,Bengali,random
66,কোটি,চাকা,kʊti,t͡ɕaka,Crores,The wheel,1.0,0.25,0.15625,0.1666666666666666,1.75,0.15625,4,Bengali,Bengali,random
67,কোদাল,তামা,kʊdal,t̪ama,Spade,Copper,1.0,0.6,0.3,0.325,3.05,0.3166666666666667,4,Bengali,Bengali,random
68,কোন,মুঠো,kʊn,muʈʰo,No,Fist,1.0,0.75,0.3697916666666667,0.3958333333333333,4.0625,0.3958333333333333,4,Bengali,Bengali,random
69,কি,ভাই,ki,bʱai,What?,,0.75,0.6666666666666666,0.3680555555555556,0.4027777777777777,3.1666666666666665,0.4027777777777777,3,Bengali,Bengali,random
70,ক্ৰিয়া,বেঁকা,kɹija,bẽka,Action,curved,0.8,0.8,0.2833333333333333,0.2999999999999999,3.25,0.2999999999999999,6,Bengali,Bengali,random
71,খাট,ময়ূর,kʰat,me̯ur,Bed,Peacock,1.0,0.75,0.3802083333333333,0.4270833333333333,4.75,0.4062499999999999,5,Bengali,Bengali,random
72,খানা,ইতিহাস,kʰana,it̪iɦaʃ,Food,History,0.8571428571428571,0.6666666666666666,0.3854166666666667,0.4236111111111111,3.4166666666666665,0.4166666666666667,5,Bengali,Bengali,random
73,গম,সহা,gɔmɔ,ʃɔɦa,Wheat,Saha,0.75,0.5,0.3125,0.3333333333333333,2.875,0.3333333333333333,3,Bengali,Bengali,random
74,গলা,হাট,gɔla,ɦaʈɔ,Throat,Hat,1.0,0.5,0.359375,0.3854166666666667,3.75,0.3854166666666667,3,Bengali,Bengali,random
75,গিলা,রউন,gila,run̪,Swallow,Rune,1.0,0.6666666666666666,0.3263888888888889,0.4166666666666667,6.083333333333333,0.3263888888888889,4,Bengali,Bengali,random
76,গেলা,বায়ু,gɛla,bae̯u,Swallow,The wind,1.0,0.25,0.34375,0.3854166666666666,3.5,0.3697916666666666,5,Bengali,Bengali,random
77,গাঁউ,মাংস,gãu,maŋʃɔ,Village,Meat,1.0,0.8,0.575,0.6333333333333334,4.7,0.6333333333333334,3,Bengali,Bengali,random
78,গাঁও,রঙ,gãʊ,rɔŋɔ,The village,Color,1.0,0.75,0.4947916666666667,0.5624999999999999,4.3125,0.5624999999999999,4,Bengali,Bengali,random
79,গু,কহা,gu,kɔɦa,Gu,Say,1.0,0.75,0.7031250000000001,0.78125,5.75,0.78125,3,Bengali,Bengali,random
80,গুহা,বুধবার,guɦa,bud̪ʱɔbar,Cave,Wednesday,0.7777777777777778,0.7142857142857143,0.5297619047619048,0.5952380952380951,4.714285714285714,0.5952380952380951,4,Bengali,Bengali,random
81,গুলী,চাকা,guli,t͡ɕaka,The bullet,The wheel,1.0,0.5,0.390625,0.4166666666666666,4.15625,0.4114583333333333,4,Bengali,Bengali,random
82,গোল,অশোক,gʊl,oʃok,Round,Ashoka,1.0,0.75,0.5208333333333334,0.5729166666666667,4.6875,0.5729166666666667,3,Bengali,Bengali,random
83,গোসাঁই,কলা,gʊxãi,kɔla,Gosain,Banana,1.0,0.5,0.2447916666666666,0.2812499999999999,4.6875,0.2447916666666666,5,Bengali,Bengali,random
84,গোসাঞি,ভাত,gʊxani,bʱat̪,Gosani,Rice,0.8333333333333334,0.8,0.4416666666666667,0.4833333333333334,4.15,0.4833333333333334,5,Bengali,Bengali,random
85,গোহাঁই,পাখা,gʊɦãi,pakʰa,Gohain,Fan,1.0,0.5,0.28125,0.3124999999999999,5.0625,0.28125,5,Bengali,Bengali,random
86,ঘড়ী,শনিবার,gʱɔɹi,ʃɔn̪ibar,clock,Saturday,0.875,0.7142857142857143,0.5476190476190477,0.6130952380952381,4.857142857142857,0.6130952380952381,6,Bengali,Bengali,random
87,ঘাম,পিন্ধা,gʱam,pin̪d̪ʱa,Sweat,wear,0.875,0.8,0.5791666666666667,0.6416666666666666,4.775,0.6375,6,Bengali,Bengali,random
88,ঘমা,বেল,gʱɔma,belɔ,Sweat,Bell,1.0,0.5,0.3541666666666667,0.3854166666666667,3.34375,0.3802083333333333,3,Bengali,Bengali,random
89,ঘামা,স্বাধীনতা,gʱama,ʃad̪ʱin̪t̪a,Sweat,Freedom,0.8181818181818182,0.7142857142857143,0.5357142857142857,0.5892857142857143,4.303571428571429,0.5863095238095237,7,Bengali,Bengali,random
90,ঘোঁৰা,রঙ,gʱʊ̃ɹa,rɔŋɔ,horse,Color,1.0,0.5,0.3385416666666667,0.3854166666666667,3.78125,0.3802083333333333,5,Bengali,Bengali,random
91,চলা,দুগ্ধ,sɔla,d̪uɡɔd̪ʱɔ,To walk,Milk,0.8888888888888888,0.5,0.375,0.4097222222222221,3.583333333333333,0.4097222222222221,5,Bengali,Bengali,random
92,চন্দ্ৰ,কবি,sɔndɹɔ,kɔbi,moon,Poet,0.8333333333333334,0.6666666666666666,0.3888888888888888,0.4236111111111111,3.4166666666666665,0.4166666666666667,6,Bengali,Bengali,random
93,চাঁদ,সমান,sãdɔ,ʃɔman̪,The moon,Equal,1.0,0.6,0.3125,0.3333333333333333,3.125,0.3291666666666667,4,Bengali,Bengali,random
94,চান,বান,san,ban̪,Want,The flood,0.5,0.3333333333333333,0.0763888888888888,0.0833333333333333,0.875,0.0763888888888888,1,Bengali,Bengali,random
95,চান্দ,পাঁচ,sandɔ,pãt͡ɕɔ,Chand,Five,0.8333333333333334,0.8,0.2624999999999999,0.2833333333333333,2.375,0.2791666666666667,4,Bengali,Bengali,random
96,চন্দ্ৰ,কৃষ্ণ,sɔndɹɔ,kɽiʃnɔ,moon,Krishna,0.8333333333333334,0.6666666666666666,0.2118055555555555,0.25,3.9375,0.2118055555555555,5,Bengali,Bengali,random
97,চাঁদ,দ্বীপ,sãdɔ,d̪ip,The moon,Island,1.0,0.6666666666666666,0.3229166666666667,0.3541666666666666,2.90625,0.3489583333333333,5,Bengali,Bengali,random
98,চান,সাত,san,ʃat̪,Want,Seven,0.75,0.3333333333333333,0.0833333333333333,0.0833333333333333,1.25,0.0833333333333333,2,Bengali,Bengali,random
99,চান্দ,পুস্তক,sandɔ,puʃt̪ɔkɔ,Chand,Books,0.875,0.5714285714285714,0.3541666666666667,0.3869047619047619,3.446428571428572,0.3839285714285714,5,Bengali,Bengali,random
100,চকা,কাছ,sɔka,kat͡ɕʰ,wheel,Near,1.0,0.5,0.3697916666666666,0.40625,3.5,0.3958333333333333,2,Bengali,Bengali,random
101,চকৰ,বিষ,sɔkɔɹɔ,biʃ,Chakar,Poison,1.0,0.8333333333333334,0.5416666666666666,0.5972222222222222,4.75,0.5902777777777778,3,Bengali,Bengali,random
102,চাক,ক্রিয়া,sak,krie̯a,Wheels,Verbs,1.0,0.8,0.4666666666666667,0.5333333333333333,5.05,0.5083333333333334,7,Bengali,Bengali,random
103,চাকা,ঘাম,saka,gʱam,The wheel,Sweat,1.0,0.75,0.5260416666666666,0.5729166666666667,4.8125,0.5729166666666666,3,Bengali,Bengali,random
104,চাকি,আদা,saki,ad̪a,Candles,Ginger,1.0,0.5,0.3072916666666666,0.3333333333333333,2.65625,0.328125,4,Bengali,Bengali,random
105,চিন্তা,গুহা,sinta,ɡuɦa,Thoughts,Cave,0.8,0.6,0.3,0.325,2.95,0.3166666666666666,5,Bengali,Bengali,random
106,চ’ত,দাড়ি,sɔ’tɔ,d̪aɽi,Four,Beard,1.0,0.25,0.1770833333333333,0.1979166666666666,2.4375,0.1770833333333333,5,Bengali,Bengali,random
107,ছবি,মুঠা,sɔbi,muʈʰa,Pictures,A handful,1.0,0.5,0.1770833333333333,0.1875,2.3125,0.1770833333333333,4,Bengali,Bengali,random
108,ছয়,বাঁশ,sɔjɔ,bãʃɔ,Six,Bamboo,0.75,0.75,0.15625,0.1666666666666666,2.5,0.15625,4,Bengali,Bengali,random
109,ছাগলী,উট,sagɔli,uʈɔ,goat,The camel,0.8333333333333334,0.6,0.4625,0.5,4.35,0.5,5,Bengali,Bengali,random
110,জন্তু,বাট,zɔntu,baʈɔ,Animals,The road,1.0,0.4,0.2791666666666667,0.3,2.575,0.2958333333333333,5,Bengali,Bengali,random
111,জল,ডাঁশ,zɔlɔ,ɖãʃɔ,Water,Bite,0.75,0.5,0.125,0.125,1.8125,0.125,4,Bengali,Bengali,random
112,জনা,আষ্ট,zɔna,aʃʈɔ,know,Eight,1.0,0.75,0.2395833333333333,0.2708333333333333,5.125,0.2395833333333333,4,Bengali,Bengali,random
113,জানা,কাঁচ,zana,kãt͡ɕɔ,To know,Glass,1.0,0.75,0.1927083333333333,0.1979166666666666,2.53125,0.1927083333333333,3,Bengali,Bengali,random
114,জেঠ,শুখা,zɛtʰ,ʃukʰa,Jeth,Dry,0.8,0.5,0.3541666666666667,0.3854166666666667,3.15625,0.3802083333333333,4,Bengali,Bengali,random
115,জ্ঞান,চাঁদ,znan,t͡ɕãd̪ɔ,Knowledge,The moon,1.0,0.75,0.296875,0.34375,5.1875,0.296875,5,Bengali,Bengali,random
116,জিকা,ভাজা,zika,bʱad͡ʑa,Zika,Fried,0.8571428571428571,0.25,0.1041666666666666,0.1145833333333333,1.25,0.1041666666666666,3,Bengali,Bengali,random
117,টকা,একলা,tɔka,ekɔla,Money,Alone,0.6,0.6,0.2875,0.3166666666666666,3.05,0.3083333333333333,2,Bengali,Bengali,random
118,টাকা,ধর্ম,taka,d̪ʱɔrmɔ,Money,Religion,1.0,0.4,0.3083333333333334,0.3416666666666667,3.2,0.3416666666666667,4,Bengali,Bengali,random
119,ঠেং,অঙ্ক,tʰɛŋ,oŋkɔ,The tail,The numbers,1.0,0.75,0.4375,0.4895833333333333,5.75,0.4635416666666667,4,Bengali,Bengali,random
120,টকা,চাঁদ,tɔka,t͡ɕãd̪ɔ,Money,The moon,0.8571428571428571,0.75,0.1927083333333333,0.1979166666666666,2.03125,0.1927083333333333,4,Bengali,Bengali,random
121,টাকা,চাকা,taka,t͡ɕaka,Money,The wheel,0.3333333333333333,0.25,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,Bengali,Bengali,random
122,ঠেং,মুঠি,tʰɛŋ,muʈʰi,The tail,Fist,1.0,0.75,0.4114583333333333,0.4479166666666667,4.5625,0.4322916666666666,4,Bengali,Bengali,random
123,টকা,খাদ্য,tɔka,kʰad̪d͡zɔ,Money,Food,1.0,0.4,0.3416666666666667,0.3666666666666666,3.1,0.3583333333333333,5,Bengali,Bengali,random
124,টাকা,শিক্ষা,taka,ʃikkʰa,Money,Education,0.6666666666666666,0.2,0.2208333333333333,0.2416666666666666,2.0,0.2416666666666666,4,Bengali,Bengali,random
125,ঠেং,মুখ,tʰɛŋ,mukʰ,The tail,Face,1.0,0.6666666666666666,0.2152777777777777,0.2222222222222222,3.125,0.2152777777777777,3,Bengali,Bengali,random
126,টকা,ভাল,tɔka,bʱalɔ,Money,Good,1.0,0.5,0.2083333333333333,0.2187499999999999,2.6875,0.2083333333333333,3,Bengali,Bengali,random
127,টাকা,হাত,taka,ɦat̪,Money,Hand,0.75,0.75,0.328125,0.3645833333333333,3.4375,0.3541666666666666,3,Bengali,Bengali,random
128,ঠেং,বোন,tʰɛŋ,bon̪,The tail,Sister,1.0,0.3333333333333333,0.1666666666666666,0.1805555555555555,1.6666666666666667,0.1666666666666666,3,Bengali,Bengali,random
129,ডাঁহ,দাম,dãɦɔ,d̪am,Duck,Price,0.75,0.6666666666666666,0.2864583333333333,0.3125,2.625,0.3125,3,Bengali,Bengali,random
130,দীঘ,মেয়ে,digʱ,mee̯e,Long,Girl,1.0,0.75,0.5052083333333334,0.5624999999999999,4.65625,0.5572916666666666,5,Bengali,Bengali,random
131,দীঘল,মুঠি,digʱɔlɔ,muʈʰi,long,Fist,1.0,0.6,0.325,0.35,3.675,0.3458333333333333,4,Bengali,Bengali,random
132,দীঘা,কচু,digʱa,kɔt͡ɕu,Digha,Kachu,1.0,0.5,0.3802083333333333,0.4062499999999999,3.46875,0.4010416666666666,4,Bengali,Bengali,random
133,ডিম,বিলাই,dim,bilai,Eggs,distribute,0.8,0.8,0.425,0.475,3.75,0.4666666666666666,4,Bengali,Bengali,random
134,ডিমা,মঙ্গলবার,dima,mɔŋɡɔlɔbar,Dima,Tuesday,0.9,0.8,0.56875,0.6375,4.9875,0.6375,7,Bengali,Bengali,random
135,ঢোল,উত্তর,dʰʊl,ut̪t̪ɔrɔ,Drums,The answer,1.0,0.5,0.5000000000000001,0.5625,4.083333333333333,0.548611111111111,5,Bengali,Bengali,random
136,তাই,রাং,tai,raŋ,So,Rang,0.6666666666666666,0.6666666666666666,0.1527777777777778,0.1944444444444444,3.5416666666666665,0.1527777777777778,2,Bengali,Bengali,random
137,তাম,ঘামা,tam,gʱama,copper,Sweat,0.6,0.6666666666666666,0.3125,0.3611111111111111,4.833333333333333,0.3125,2,Bengali,Bengali,random
138,তিতা,আট,tita,aʈɔ,bitter,Eight,1.0,0.25,0.3020833333333333,0.3229166666666667,2.625,0.3229166666666667,4,Bengali,Bengali,random
139,তিমি,নাও,timi,n̪ao,Whale,Take it,1.0,0.5,0.3177083333333333,0.34375,3.1875,0.34375,4,Bengali,Bengali,random
140,তুমি,পানীয়,tumi,pan̪ie̯,You,Drinks,0.8571428571428571,0.6,0.2625,0.2916666666666667,2.4,0.2833333333333333,6,Bengali,Bengali,random
141,তেল,টাং,tɛl,ʈaŋ,Oil,Tang,1.0,0.3333333333333333,0.1458333333333333,0.1527777777777777,1.7916666666666667,0.1458333333333333,3,Bengali,Bengali,random
142,দহ,রসুন,dɔɦɔ,rɔʃun̪,ten,Garlic,0.8333333333333334,0.6,0.2708333333333333,0.3083333333333333,3.075,0.2875,4,Bengali,Bengali,random
143,দাঁত,মিছা,dãtɔ,mit͡ɕʰa,Teeth,lie,0.8571428571428571,0.75,0.171875,0.1770833333333333,2.21875,0.171875,4,Bengali,Bengali,random
144,দাউদাউ,শেখা,daudau,ʃekʰa,Daudau,Learning,0.8333333333333334,0.5,0.3784722222222222,0.4166666666666667,3.270833333333333,0.4131944444444444,5,Bengali,Bengali,random
145,দাড়ি,মিঠা,daɹi,miʈʰa,Beard,sweet,1.0,0.5,0.1822916666666666,0.1875,3.28125,0.1822916666666666,5,Bengali,Bengali,random
146,দাম,পাখ,dam,pakʰ,Price,Wings,0.75,0.6666666666666666,0.1597222222222222,0.1666666666666666,2.125,0.1597222222222222,2,Bengali,Bengali,random
147,দিন,ময়ূর,din,me̯ur,Day,Peacock,1.0,0.75,0.3333333333333333,0.3854166666666667,3.71875,0.359375,5,Bengali,Bengali,random
148,দুখ,ব্যাকরণ,dukʰ,bækɔrɔnɔ,pain,Grammar,0.875,0.75,0.5989583333333334,0.671875,5.015625,0.6692708333333334,7,Bengali,Bengali,random
149,দুখ,লিপি,dukʰ,lipi,pain,Script,1.0,0.75,0.3385416666666667,0.3645833333333333,3.625,0.3645833333333333,4,Bengali,Bengali,random
150,দুই,এক,dui,ek,Two,One,1.0,0.6666666666666666,0.4583333333333333,0.5,5.791666666666667,0.4861111111111111,3,Bengali,Bengali,random
151,দুগ্ধ,গলা,dugdʰɔ,ɡɔla,Milk,Throat,1.0,0.5,0.1614583333333333,0.1666666666666666,2.21875,0.1614583333333333,4,Bengali,Bengali,random
152,দুধ,কাছ,dudʰ,kat͡ɕʰ,Milk,Near,0.8333333333333334,0.6666666666666666,0.2152777777777778,0.2222222222222222,2.2916666666666665,0.2152777777777778,3,Bengali,Bengali,random
