,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
833,परवरदिगार,مرورگر,pərvərdiɡaːr,mrvrɡr,overlord,browser,0.5833333333333334,0.5454545454545454,0.4204545454545454,0.4659090909090909,3.5454545454545454,0.4659090909090909,9,0.3462922,0.7769783,0.7559768,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
862,दीवान,دیوال,diːvaːn,djvɒl,Minister,the wall,0.7142857142857143,0.4,0.075,0.0833333333333333,1.275,0.075,5,0.93591475,0.8298938,0.8409190999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
870,ख़ज़ाना,خزان,xəzaːnaː,xzɒn,treasure,tank,0.625,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.6666666666666665,0.3541666666666667,7,-0.03991729,0.83351386,0.69896615,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
951,अदा,اتا,adaː,ɒtɒ,paid,اتا,1.0,0.0,0.0833333333333333,0.0833333333333333,0.9166666666666666,0.0833333333333333,3,0.66079235,0.7345463000000001,0.5083377,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
965,मख़मल,مختل,məxməl,mxtl,velvet,Disrupted,0.5,0.5,0.3368055555555556,0.375,3.0625,0.3715277777777778,5,2.1686287,0.82546973,0.6114054,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
968,तीरंदाज़ी,داروشناسی,tiːrəndaːziː,dɒrvʃnɒsj,archery,Pharmacology,0.9166666666666666,0.4444444444444444,0.1273148148148148,0.1388888888888889,2.4305555555555562,0.1273148148148148,9,1.107826,0.8226171,0.6261039,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
990,दाग़,تاغ,daːɣ,tɒɣ,scar,Mountain,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,4,-0.20191371,0.86366564,0.52019626,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
995,बर्दाश्त,برباد,bərdaːʃtə,brbɒd,tolerate,Doomed,0.7777777777777778,0.5,0.3723958333333333,0.4114583333333333,3.078125,0.4088541666666667,8,-0.5862993000000001,0.9140896000000001,0.7132028,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
1001,कतरन,کسر,kətrən,ksr,Clipping,Kasr,0.6666666666666666,0.5,0.4583333333333333,0.5069444444444445,3.7916666666666665,0.5069444444444445,4,-0.71889865,0.87889254,0.78309685,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
1008,साल,زال,saːl,zɒl,Year,still,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,3,-1.8482172,0.89982915,0.8248601999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1016,कार,کافر,kaːr,kɒfr,car,کافر,0.5,0.25,0.2604166666666666,0.28125,2.1875,0.28125,4,-2.0367474999999997,0.8742084000000001,0.4661332,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1017,किफ़ायत,عفریت,kifaːjət,ʔfrjt,economy,Monster,0.625,0.5714285714285714,0.3303571428571428,0.3809523809523809,3.625,0.3601190476190475,7,0.32555094,0.89779776,0.77426505,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1020,जाली,جاری,d͡ʒaːliː,d͡ʒɒrj,Fake,Ongoing,0.625,0.25,0.09375,0.125,1.46875,0.09375,4,-0.28962743,0.78202766,0.6992228,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1025,हिजरत,گجرات,ɦid͡ʒrət,ɡd͡ʒrɒt,Hijrat,Gujarat,0.375,0.3333333333333333,0.1979166666666666,0.2152777777777778,2.083333333333333,0.2152777777777778,5,-1.7993516999999999,0.8692991,0.6888628000000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1026,मौसीक़ी,مؤثر,mɔːsiːqiː,mvʔsr,Aunt,Effective,0.7777777777777778,0.8333333333333334,0.3090277777777778,0.3680555555555555,3.7916666666666665,0.3263888888888889,7,0.43446505,0.80824393,0.78167063,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1092,नतीजा,نتیجه,nətiːd͡ʒaː,ntjd͡ʒh,Result,Result,0.5,0.5,0.2118055555555555,0.2430555555555555,2.625,0.2291666666666666,5,4.49547,0.75887376,0.5952075,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
1126,तालीम,تالاب,taːliːm,tɒlɒb,training,Wetlands,0.7142857142857143,0.2,0.0833333333333333,0.0833333333333333,1.3,0.0833333333333333,5,-0.57505465,0.91730005,0.8070149999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1136,रहनुमा,رهنامه,rəɦnumaː,rhnɒmh,primate,رهنامه,0.625,0.2857142857142857,0.1875,0.2083333333333333,2.0892857142857144,0.2023809523809523,6,4.633237,0.9263123999999999,0.5189802,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1143,तुर्किस्तान,هندوستانی,turkistaːn,hndvstɒnj,Turkestan,Hinduism,0.8,0.6666666666666666,0.275462962962963,0.3194444444444444,3.611111111111111,0.275462962962963,11,0.97061855,0.8592747,0.8174311,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
1184,नादान,میدان,naːdaːn,mjdɒn,innocent,Square,0.7142857142857143,0.4,0.0875,0.1,1.3,0.0875,5,-1.786097,0.7366663,0.7586440999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1232,इत्मीनान,آسمان,itmiːnaːn,ɒsmɒn,leisurely,the sky,0.7777777777777778,0.2857142857142857,0.30654761904761896,0.3333333333333333,2.7142857142857144,0.3333333333333333,8,0.28801265,0.800133,0.7196125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1285,cadre,caddy,ˈkædri,kadi,cadre,caddy,0.5,0.2,0.1666666666666666,0.2,1.45,0.2,2,-0.9152171,0.8122499,0.78292835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1306,couvert,couverte,couvert*,kuvɛʀt,covered,covered,0.625,0.2857142857142857,0.1636904761904762,0.1904761904761905,1.4107142857142858,0.1785714285714286,1,3.5446835,0.87462574,0.9157508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1340,besaiel,bisaïeule,besaiel*,bizaiœl,besaiel,great-grandmother,0.5,0.0,0.0238095238095238,0.0238095238095238,0.2142857142857142,0.0238095238095238,4,1.099297,0.9136774999999999,0.71165717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1343,bêche-de-mer,béchamel,bêche-de-mer*,beʃaməl,beche-de-mer,béchamel,0.7692307692307693,0.2222222222222222,0.30625,0.3458333333333333,2.65,0.3354166666666667,7,6.115407,0.87675273,0.72331125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1349,transparent,transparent,trænˈspɛrənt,tʀɑ̃spaʀɑ̃,transparent,transparent,0.75,0.2727272727272727,0.3106060606060606,0.3522727272727273,2.636363636363636,0.3333333333333333,0,-0.1395461,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1364,badaud,bijou,badaud*,biʒu,Baroda,bijou,0.7142857142857143,0.3333333333333333,0.3368055555555556,0.3680555555555555,2.875,0.3680555555555555,4,-0.82227564,0.89621955,0.4912357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
1375,diminutive,diminutif,dɪˈmɪnjətɪv,diminytif,diminutive,diminutive,0.6363636363636364,0.1,0.1229166666666667,0.1375,1.05,0.1333333333333333,2,-2.1591264999999997,0.9639585999999999,0.70237935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1427,aggrandize,jardinière,əˈgrænˌdaɪz,ʒaʀdɛ̃jə̀ʀ,aggrandize,planter,1.0,0.625,0.2031249999999999,0.2552083333333333,3.46875,0.2031249999999999,8,7.624045,0.48499155,0.6400602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,random
1482,Favourable,Favorable,favourable*,favɔʀabl,Favourable,Favorable,0.4545454545454545,0.2,0.2,0.2291666666666666,1.6625,0.2208333333333333,1,3.1646686,0.9220588,0.7644915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1589,prudent,prudent,ˈprudənt,pʀydɑ̃,prudent,prudent,0.75,0.2857142857142857,0.3125,0.3511904761904762,2.625,0.3363095238095238,0,-2.4721615000000003,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1590,baud,Boche,bɔd,bɔʃ,baud,Boche,0.3333333333333333,0.0,0.0555555555555555,0.0555555555555555,0.6666666666666666,0.0555555555555555,5,-0.09231481,0.9280833,0.44838149999999993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1605,irreligious,irréligieux,irreligious*,iʀʀeliʒjœ,irreligious,irreligious,0.6666666666666666,0.3,0.1895833333333333,0.225,2.4125,0.1979166666666666,3,0.30343342,0.90975916,0.48485038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1658,fustet,fustel,fustet*,fystəl,stick,fustel,0.5714285714285714,0.1666666666666666,0.0486111111111111,0.0486111111111111,0.8333333333333334,0.0486111111111111,1,-2.1023254000000002,0.8960826,0.7760795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1709,burette,bouqueté,burette*,bukəte,burette,bouqueted,0.5,0.2857142857142857,0.1875,0.2142857142857142,1.9107142857142856,0.1994047619047619,5,-0.5875269000000001,0.88096887,0.5558651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1725,Argument,Argument,ˈɑrgjəmənt,aʀɡmɑ̃,Argument,Argument,0.9,0.5,0.4088541666666666,0.4583333333333333,3.921875,0.4427083333333333,0,-0.9379424999999999,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1744,ajutage,ajouter,ajutage*,aʒutəʀ,nozzle,add,0.625,0.3333333333333333,0.0833333333333333,0.0972222222222222,1.9166666666666667,0.0833333333333333,4,1.0986483999999999,0.81285757,0.7423401999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1764,prestidigitator,prestidigitation,ˌprɛstɪˈdɪʤəteɪtər,pʀɛstidiʒitasjɔ̃,prestidigitator,conjuring,0.6666666666666666,0.2666666666666666,0.125,0.1555555555555555,2.0,0.125,2,2.986081,0.9102745999999999,0.9047940000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1768,revere,revers,rɪˈvɪr,ʀəvɛʀ,revere,setback,0.8333333333333334,0.0,0.0916666666666666,0.125,1.05,0.0916666666666666,1,0.27902642,0.89543146,0.12755562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1804,lambel,lamelle,lambel*,lamɛl,label,lamellae,0.4285714285714285,0.1666666666666666,0.15625,0.1736111111111111,1.25,0.1736111111111111,3,1.1500696000000001,0.93270767,0.82525885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1846,ton,toune,tən,tun,ton,tour,0.3333333333333333,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,2,-1.7506621,0.49055612,0.7605121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1869,Labbe,labo,læb,labo,Skua,labo,0.5,0.25,0.2239583333333333,0.25,1.8125,0.25,3,1.366689,0.8977259,0.6415175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1892,piquette,tiquette,pɪˈkɛt,tikɛt,picket,tiquette,0.5,0.2,0.0291666666666666,0.0333333333333333,0.275,0.0291666666666666,1,-0.30982798,0.92458254,0.88202786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1897,relation,relation,riˈleɪʃən,ʀəlasjɔ̃,relation,relation,0.8888888888888888,0.375,0.2239583333333333,0.2604166666666666,2.75,0.2369791666666666,0,3.092908,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
2015,bloc,brique,blɑk,bʀik,bloc,brick,0.5,0.0,0.0885416666666666,0.1041666666666666,1.03125,0.0885416666666666,5,-0.26188412,0.85255885,0.8662851999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
2043,lamé,lamelle,lamé*é,lamɛl,blade,lamellae,0.5,0.4,0.0541666666666666,0.0666666666666666,1.15,0.0541666666666666,4,-0.469612,0.94208187,0.64297986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
