,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
1779,dégagé,dégagé,dégagé*é,deɡaʒe,clear,clear,0.75,0.6666666666666666,0.1875,0.2152777777777778,2.375,0.2048611111111111,0,-2.9748167999999997,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1811,denature,dénaturer,dɪˈneɪʧər,denatyʀəʀ,denature,distort,0.7777777777777778,0.2222222222222222,0.2453703703703703,0.2777777777777778,2.0972222222222223,0.2685185185185185,2,-4.129282,0.8162889,0.7206244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1895,disinter,désenterrer,disinter*,desɑ̃tɛʀʀəʀ,disinter,dig up,0.7272727272727273,0.4,0.2666666666666666,0.3041666666666666,2.6875,0.2895833333333333,5,-6.344557,0.9062123,0.73245895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1908,centrifuge,centrifuge,ˈsɛntrəfˌjuʤ,sɑ̃tʀifyʒ,centrifuge,centrifuge,0.75,0.3333333333333333,0.2175925925925926,0.25,2.75,0.2268518518518519,0,-6.279195,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1953,cereal,céréale,ˈsɪriəl,seʀeal,cereal,cereal,0.7142857142857143,0.0,0.0694444444444444,0.0833333333333333,0.7291666666666666,0.0694444444444444,3,-2.9069857999999997,0.7642741999999999,0.8214323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1979,avertissement nucléaire,avertissement nucléaire,avertissement* nucléaire*,avɛʀtisəmɑ̃t nykleɛʀ,nuclear warning,nuclear warning,0.6,0.1904761904761904,0.1979166666666666,0.2253787878787879,1.6931818181818181,0.2168560606060605,0,-64.38675,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2051,maniac,maniaque,ˈmeɪniˌæk,mɑ̃jak,maniac,maniacal,0.7777777777777778,0.4285714285714285,0.2916666666666666,0.3273809523809524,2.6607142857142856,0.3184523809523809,3,-3.4922313999999997,0.8938655000000001,0.8780379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2067,jeremiad,jérémiade,ˌʤɛrəˈmaɪəd,ʒeʀemjad,jeremiad,jeremiad,0.8181818181818182,0.375,0.1744791666666666,0.2239583333333333,2.625,0.1744791666666666,3,-1.9880943,0.8461692,0.8137982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2144,currant,raisin de Corinthe,currant*,ʀɛzin də kɔʀɛ̃t,currant,currant,1.0,0.75,0.4565972222222222,0.5243055555555556,4.3125,0.5034722222222222,15,-21.510817000000003,0.8654743,0.6649811999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2243,existentialism,existentialisme,existentialism*,əɡzistɑ̃sjalism,existentialism,existentialism,0.5333333333333333,0.2142857142857142,0.1116071428571428,0.1339285714285714,1.5446428571428572,0.1116071428571428,1,-7.2689767000000005,0.92966735,0.9622169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2257,endocrinology,endocrinologie,ˌɛndoʊkrəˈnɑləʤi,ɑ̃dɔkʀinɔlɔʒi,endocrinology,endocrinology,0.6875,0.2307692307692307,0.2323717948717948,0.266025641025641,2.2403846153846154,0.2403846153846154,2,-5.9228373,0.89652175,0.92543125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2282,pièce d'occasion,pièce d'occasion,pièce* d'occasion*,pjə̀sə d'ɔkkasjɔ̃,used part,used part,0.6666666666666666,0.4615384615384615,0.1175595238095238,0.1309523809523809,1.2946428571428572,0.1235119047619047,0,-7.245949700000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2294,solenoid,solénoïde,solenoid*,sɔlenoid,solenoid,solenoid,0.2222222222222222,0.0,0.0052083333333333,0.0052083333333333,0.03125,0.0052083333333333,3,-6.6917089999999995,0.90151,0.7649604999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2310,aileron,aileron,ˈeɪlərˌɑn,eəʀɔ̃,aileron,aileron,0.7777777777777778,0.4285714285714285,0.4285714285714285,0.4880952380952381,3.6607142857142856,0.4791666666666666,0,-6.1107683,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2428,Haury,Haury,ˈhɔri,oʀi,Haury,Haury,0.8,0.25,0.2760416666666667,0.3229166666666667,2.34375,0.3020833333333333,0,-3.833358,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2434,Béjaïa,Béjaïa,béjaïa*,beʒaia,Bejaia,Bejaia,0.5714285714285714,0.5,0.03125,0.0347222222222222,0.8541666666666666,0.03125,0,-3.8101954,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2453,Germinal,germinal,germinal*,ʒɛʀminal,Germinal,germinal,0.4444444444444444,0.125,0.140625,0.1614583333333333,1.171875,0.1510416666666666,1,-7.494358500000001,0.92460054,0.8959767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2461,beau sabreur,beau,boʊ sabreur*,bo,handsome swordsman,beau,0.8333333333333334,0.8,0.7062499999999999,0.8,5.8,0.8,8,-0.84736234,0.8584305,0.7327064999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2517,glacé,glacé,glacé*é,ɡlaze,ice,ice,0.7142857142857143,0.6,0.2291666666666666,0.2666666666666666,3.475,0.2291666666666666,0,-3.2945057999999996,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2529,exergue,exergue,exergue*,əɡzɛʀɡ,epigraph,epigraph,1.0,0.5,0.2048611111111111,0.2569444444444444,4.479166666666667,0.2048611111111111,0,-1.5309162,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2590,de Havilland,de Havilland,də ˈhævələnd,də avijɑ̃,de Havilland,de Havilland,0.6666666666666666,0.3,0.3229166666666666,0.3541666666666667,2.8625,0.35,0,-6.5063424,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2617,yé-yé,yéyé,yé-yé*é,ieie,yé-yé,yeye,1.0,0.5,0.2041666666666667,0.225,1.75,0.225,1,-2.6260715,0.92827356,0.93069094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2802,blet,blettir,blet*,blɛtiʀ,blet,spots,0.5,0.3333333333333333,0.3020833333333333,0.3402777777777778,2.458333333333333,0.3402777777777778,3,-6.381899,0.9176752,0.6037394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2831,trahison des clercs,trahison des clercs,trahison* dɪ clercs*,tʀaizɔn dəs klɛʀk,betrayal of clerics,betrayal of clerics,0.65,0.3125,0.1705729166666666,0.2005208333333333,1.765625,0.1770833333333333,0,-10.828014,1.0000001,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2944,cineast,cinéaste,cineast*,sineast,cinematographer,filmmaker,0.25,0.1428571428571428,0.0267857142857142,0.0297619047619047,0.375,0.0267857142857142,2,-6.673849000000001,0.7849885999999999,0.57120603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2950,attack,attaque,əˈtæk,atak,attack,offensive,0.6,0.0,0.03125,0.03125,0.3125,0.03125,3,-1.2678691999999998,0.6628056,0.6538359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2967,amende honorable,amende honorable,amende* ˈɑnərəbəl,amɑ̃də ɔnɔʀabl,amends,amends,0.5882352941176471,0.1428571428571428,0.1800595238095238,0.2023809523809523,1.5803571428571428,0.1934523809523809,0,-6.992308599999999,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3150,pyroxene,pyroxène,ˈpaɪrɑkˌsin,piʀɔɡzə̀n,pyroxene,pyroxene,0.8181818181818182,0.1111111111111111,0.162037037037037,0.1851851851851852,1.4027777777777777,0.1736111111111111,1,-3.4636489999999998,0.9695792,0.8732052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3154,acetylene,acétylène,əˈsɛtəˌlin,azetilə̀n,acetylene,acetylene,0.8,0.0,0.0572916666666666,0.0572916666666666,0.53125,0.0572916666666666,2,-7.127439999999999,0.9164583000000001,0.6188047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3171,Harle,Harlé,ˈhɑrəl,aʀle,Harley,harassed,1.0,0.6,0.3,0.35,3.9,0.3166666666666667,1,-4.8712883,0.90936804,0.84833527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3194,grogram,gros-grain,grogram*,ɡʀɔs-ɡʀɛ̃,grogram,large grain,1.0,0.5714285714285714,0.3720238095238096,0.4404761904761905,4.482142857142857,0.4017857142857143,4,-2.2812238,0.90406716,0.6354085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3197,architecture,architecture,ˈɑrkəˌtɛkʧər,aʀʃitɛktyʀ,architecture,architecture,0.75,0.2,0.1833333333333333,0.2125,1.7875,0.1916666666666666,0,-4.532875,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3231,chronique scandaleuse,chronique scandaleuse,chronique* scandaleuse*,ʃʀɔnikə skɑ̃dalœz,scandalous chronicle,scandalous chronicle,0.6956521739130435,0.35,0.25625,0.2875,2.18125,0.284375,0,-25.815147,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3254,ammunition,amunition,ˌæmjəˈnɪʃən,amynisjɔ̃,ammunition,ammunition,0.9090909090909092,0.3333333333333333,0.1851851851851852,0.2129629629629629,2.3194444444444446,0.1967592592592592,1,-5.21414,0.24628964,0.5753261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3337,gutter rabbit,lapin de gouttière,ˈgətər ˈræbɪt,lapin də ɡutjə̀ʀ,gutter rabbit,gutter rabbit,0.9375,0.6153846153846154,0.3637820512820513,0.4102564102564102,3.3942307692307687,0.3958333333333333,16,-12.486521,0.7565039000000001,0.7217975999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3340,phenol,phène,ˈfɛnəl,fə̀n,phenol,phene,0.8333333333333334,0.4,0.3708333333333333,0.4083333333333334,3.0,0.4083333333333334,3,-1.5342624,0.84219974,0.7429394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3350,preliminary,préliminaire,prɪˈlɪməˌnɛri,pʀeliminɛʀ,preliminary,preliminary,0.6153846153846154,0.0909090909090909,0.134469696969697,0.1590909090909091,1.2045454545454546,0.1439393939393939,3,-2.6455717,0.6271504,0.6377176999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3452,epilepsy,épilepsie,ˈɛpɪˌlɛpsi,epilɛpsi,epilepsy,epilepsy,0.4,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,3,-4.9334598,0.8763895,0.71326816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3463,carousel,carrousel,ˈkɛrəˌsɛl,kaʀʀuzəl,carousel,carousel,0.7777777777777778,0.125,0.171875,0.1979166666666666,1.546875,0.1848958333333333,1,-3.0400162,0.9245146999999999,0.91723543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3496,abat-voix,abat-voix,abat-voix*,abat-vwa,sounding board,sounding board,0.4,0.25,0.1432291666666666,0.1614583333333333,1.453125,0.15625,0,-4.6218414,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3536,vancourier,avant-courier,vancourier*,avɑ̃t-kuʀjəʀ,vancourier,forerunner,0.9166666666666666,0.5,0.1854166666666666,0.2333333333333333,2.5875,0.1854166666666666,3,-7.160717,0.85696054,0.84908617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3537,acquiescence,acquiescence,ˌækwiˈɛsəns,akkjəsɑ̃s,acquiescence,acquiescence,0.7272727272727273,0.3333333333333333,0.1597222222222222,0.1759259259259259,1.9861111111111112,0.1689814814814815,0,-4.0832534,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3566,secret of Polichinelle,secret de Polichinelle,ˈsikrɪt əv polichinelle*,sɛkʀət də pɔliʃinɛl,open secret,open secret,0.5416666666666666,0.3,0.190625,0.2166666666666667,2.125,0.2052083333333333,2,-37.52883,0.78064114,0.8794224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3599,hydraulic,hydraulique,haɪˈdrɔlɪk,idʀolik,hydraulic,hydraulic,0.7,0.2222222222222222,0.2314814814814814,0.2638888888888888,1.9027777777777777,0.2546296296296295,3,-4.636985,0.8073503000000001,0.8020393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3652,fromage blanc,fromage blanc,fromage* blæŋk,fʀɔmaʒə blɑ̃k,cottage cheese,cottage cheese,0.5,0.1818181818181818,0.1363636363636363,0.1666666666666666,1.6931818181818181,0.1363636363636363,0,-12.869644000000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3711,hydrate,hydrate,ˈhaɪˌdreɪt,idʀat,hydrate,hydrate,0.8,0.375,0.3671875,0.4166666666666666,3.046875,0.4062499999999999,0,-5.433984,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3713,teleocracy,télécratie,teleocracy*,telekʀati,teleocracy,telecracy,0.5454545454545454,0.3,0.1333333333333333,0.1541666666666666,1.225,0.14375,6,-3.0095925,0.83585685,0.79200757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3714,chant royal,chant royal,ʧænt rɔɪəl,ʃɑ̃t ʀwajal,chant royal,chant royal,0.7272727272727273,0.4444444444444444,0.2314814814814814,0.2685185185185185,2.986111111111111,0.2430555555555555,0,-4.6215215,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3776,isolated,isolé,ˈaɪsəˌleɪtɪd,izɔle,isolated,isolated,0.8333333333333334,0.5,0.4645833333333333,0.5125,3.725,0.5125,4,-4.051105000000001,0.71235806,0.7302793000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3791,flutist,flûtiste,ˈflutɪst,flytist,flutist,flutist,0.375,0.0,0.0119047619047619,0.0119047619047619,0.1071428571428571,0.0119047619047619,2,-3.003448,0.84346354,0.6255248000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3842,camaraderie,camaraderie,ˌkɑmərˈɑdəri,kamaʀadəʀi,camaraderie,camaraderie,0.5833333333333334,0.0,0.0583333333333333,0.0791666666666666,0.65,0.0583333333333333,0,-3.8584312999999995,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3878,questionnaire,questionnaire,kˌwɛsʧəˈnɛr,kɛssjɔnɛʀ,questionnaire,questionnaire,0.5454545454545454,0.3333333333333333,0.1805555555555555,0.2129629629629629,2.3611111111111107,0.1921296296296296,0,-7.0545893,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3942,bouts-rimés,bout,bouts-rimés*,bu,bouts-rimés,bout,0.8333333333333334,0.7777777777777778,0.7166666666666666,0.8,5.8,0.8,7,-2.3013763,0.8814915999999999,0.53554875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
3975,saker,sacre,ˈseɪkər,sakʀ,cases,sacre,0.7142857142857143,0.3333333333333333,0.3194444444444444,0.375,2.8125,0.3645833333333333,3,-1.7631153999999998,0.68385196,0.6840239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4188,course landaise,course,kɔrs landaise*,kuʀs,Landes course,course,0.8571428571428571,0.6666666666666666,0.6249999999999999,0.6979166666666666,5.09375,0.6909722222222222,9,-10.474617,0.76736367,0.71738744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4215,exigence,exigence,exigence*,əɡziʒɑ̃s,requirement,requirement,1.0,0.5714285714285714,0.1994047619047619,0.2261904761904762,4.089285714285714,0.1994047619047619,0,-0.6685321,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4291,defrock,défroquer,defrock*,defʀɔkəʀ,defrock,defroquer,0.625,0.375,0.1666666666666666,0.1927083333333333,1.734375,0.1796875,5,-1.6676893,0.7293525,0.6983022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4314,interventionist,interventionniste,ˌɪntərˈvɛnʃənɪst,ɛ̃tɛʀvɑ̃sjɔnist,interventionist,interventionist,0.75,0.2142857142857142,0.1339285714285714,0.1488095238095237,1.6071428571428572,0.1398809523809524,2,-15.309366,0.7965656999999999,0.6592989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4341,revolt,révolter,rɪˈvoʊlt,ʀevɔltəʀ,revolt,revolt,0.875,0.375,0.25,0.2864583333333333,3.078125,0.2630208333333333,3,-2.7039204,0.7148583000000001,0.3881323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
4476,peripatetic,péripatétique,ˌpɛrəpəˈtɛtɪk,peʀipatetik,peripatetic,peripatetic,0.6153846153846154,0.0,0.0492424242424242,0.0568181818181818,0.4659090909090909,0.0492424242424242,5,-13.794455,0.8774424999999999,0.72455037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
