,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,label
41,All languages,পুথি,পুস্তক,putʰi,puʃt̪ɔkɔ,The book,Books,0.625,0.4285714285714285,0.4226190476190476,0.4642857142857142,3.4285714285714284,0.4642857142857142,4,0.9116756,0.827914,0.99936914,0.999323,loan
42,All languages,মাকৈ,মকাই,makɔɪ,mɔkai,corn,Maize,0.6,0.0,0.075,0.075,0.75,0.075,3,0.95876724,0.87430537,0.99877954,0.9995061,loan
43,All languages,সাপ,সর্প,xap,ʃɔrpɔ,Snake,The snake,0.8,0.6,0.4083333333333334,0.4666666666666666,3.575,0.4625,2,0.9150798,0.76228565,0.99983144,0.99908626,loan
44,All languages,আঁহ,অংশু,ãɦɔ,oŋʃu,Fiber,Anshu,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,4,0.9309636,0.8946289,0.999161,0.9994261,loan
45,All languages,মঙহ,মাংস,mɔŋɔɦɔ,maŋʃɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,3,0.9262922,0.8248816,0.99870145,0.9989145,loan
46,All languages,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,2,0.9740874,0.9433569,0.9995837,0.9999025,loan
47,All languages,কাণ,কর্ণ,kan,kɔrnɔ,ear,Ears,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,2,0.9520608,0.80045986,0.9997871,0.99978334,loan
48,All languages,সঁচা,হাচা,xɔ̃sa,ɦat͡ɕa,true,Hacha,0.8333333333333334,0.5,0.1458333333333333,0.1458333333333333,2.0625,0.1458333333333333,2,0.96348387,0.90832794,0.9995578,0.9995352,loan
49,All languages,পুৰুষ,পুরুষ,puɹux,puruʃ,male,Men,0.4,0.2,0.0625,0.0833333333333333,1.025,0.0625,1,0.80219793,0.7449043,0.99988,0.99956596,loan
50,All languages,চান্দ,চান,sandɔ,t͡ɕan̪,Chand,Want,0.8333333333333334,0.6,0.4125,0.45,3.5,0.45,2,0.9183866,0.7702036,0.99977505,0.9992875,loan
51,All languages,মৈহ,ভইষ,mɔɪɦ,bʱiʃ,Maih,Fear,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,3,0.9457173,0.88362515,0.9997759,0.9988582,loan
52,All languages,ৰবিবাৰ,রবিবার,ɹɔbibaɹ,rɔbibar,Sunday,Sunday,0.2857142857142857,0.0,0.0476190476190476,0.0714285714285714,1.0,0.0476190476190476,2,0.92304343,0.68466526,0.99876714,0.9987187,loan
53,All languages,কল,কেলা,kɔlɔ,kela,Call,The banana,0.5,0.0,0.0729166666666666,0.0729166666666666,0.75,0.0729166666666666,2,0.95208645,0.89000547,0.9994932,0.9995386,loan
54,All languages,দীঘ,ডাঙর,digʱ,ɖaŋɔrɔ,Long,Strong,1.0,0.6666666666666666,0.6076388888888891,0.6875,5.083333333333333,0.6875,4,0.9161713,0.78045076,0.99933034,0.99935484,loan
55,All languages,ৰাষ্ট্ৰ,রাষ্ট্র,ɹaxtɹɔ,raʃʈrɔ,The State,State,0.6666666666666666,0.1666666666666666,0.0868055555555555,0.1180555555555555,1.5208333333333333,0.0868055555555555,2,0.713778,0.74853814,0.99902844,0.9996665,loan
56,All languages,উত্তৰ,উত্তর,uttɔɹɔ,ut̪t̪ɔrɔ,answer,The answer,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,0.79059875,0.8328084,0.99948007,0.999758,loan
57,All languages,মুঠা,মুঠো,mutʰa,muʈʰo,A handful,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,1,0.9817879,0.9545795,0.9996742,0.9995936,loan
58,All languages,অংক,অঙ্ক,ɔŋkɔ,oŋkɔ,Math,The numbers,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,2,0.95515215,0.78174025,0.999849,0.9997068,loan
59,All languages,মঙলবাৰ,মঙ্গলবার,mɔŋɔlɔbaɹ,mɔŋɡɔlɔbar,It's Tuesday,Tuesday,0.2,0.1,0.10625,0.125,1.075,0.1166666666666666,3,0.9473357,0.7908156,0.9995698,0.996911,loan
60,All languages,দুৱাৰ,দ্বার,duwaɹ,d̪ar,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,3,0.86967784,0.82245815,0.9949902,0.9997317,loan
61,All languages,শিকোৱা,শিক্ষা,xikʊwa,ʃikkʰa,teaching,Education,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,2,0.7069138,0.88446623,0.9992436,0.99822557,loan
62,All languages,পোনা,পোলা,pʊna,pola,Pona,Pola,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,1,0.8495796,0.879773,0.9998063,0.99946314,loan
63,All languages,সকলো,হক্কল,xɔkɔlʊ,ɦɔkkɔlɔ,everything,Haqkal,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,4,0.8901242,0.73578286,0.9987042,0.9993504,loan
64,All languages,বঙালী,বাঙ্গালী,bɔŋali,baŋɡali,Bengali,Bengali,0.2857142857142857,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2857142857142858,0.1666666666666666,3,0.8930164,0.84822464,0.99951196,0.9995103,loan
65,All languages,আমি,আঁই,ami,ãi,I,I am,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,2,0.8666801,0.8486177,0.9996959,0.99958885,loan
66,All languages,মুঠি,মুঠা,mutʰi,muʈʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,0.9887136,0.98265254,0.9998505,0.99971265,loan
67,All languages,বঙালী,বাঙালি,bɔŋali,baŋali,Bengali,Bengali,0.1666666666666666,0.0,0.0277777777777777,0.0277777777777777,0.2916666666666667,0.0277777777777777,2,0.60051167,0.73857415,0.9997366,0.9995976,loan
68,All languages,লহুন,রউন,lɔɦun,run̪,Blood,Rune,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,3,0.909781,0.81624055,0.9995519,0.99865687,loan
69,All languages,বঙালী,বাংলা,bɔŋali,baŋla,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,3,0.8585434,0.71766996,0.99970603,0.9997063,loan
70,All languages,টকা,টাকা,tɔka,ʈaka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,1,0.9765059,0.92176235,0.9999224,0.99989533,loan
71,All languages,শেলাই,শৈবাল,xɛlai,ʃojbalɔ,Seams,Algae,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,3,0.94105077,0.90666616,0.99952894,0.99938756,loan
72,All languages,বুধবাৰ,বুধবার,budʰbaɹ,bud̪ʱɔbar,Wednesday,Wednesday,0.4444444444444444,0.1428571428571428,0.1636904761904762,0.1904761904761904,1.6071428571428572,0.1785714285714285,1,0.9548452,0.7661335,0.9995882,0.9991783,loan
73,All languages,কচু,কচুয়া,kɔsu,kɔt͡ɕue̯a,Kachu,Kachua,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,3,0.9540189,0.75373393,0.99983335,0.99957037,loan
74,All languages,ধৰ্ম,ধর্ম,dʰɔɹmɔ,d̪ʱɔrmɔ,religion,Religion,0.4285714285714285,0.0,0.05,0.0666666666666666,0.8,0.05,1,0.8611511,0.8270196,0.99957174,0.99977016,loan
75,All languages,পোৱালী,পোলা,pʊwali,pola,The puppy,Pola,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,3,0.877141,0.837844,0.9991237,0.9991952,loan
76,All languages,বঙালী,বঙ্গ,bɔŋali,bɔŋɡɔ,Bengali,Bengal,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,3,0.8972018,0.870909,0.99910635,0.99942106,loan
77,All languages,ভনী,বোন,bʰɔni,bon̪,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,3,0.9016901,0.77613044,0.998742,0.99875915,loan
78,All languages,প্ৰাচীন,প্রাচীন,pɹasin,prat͡ɕin̪,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,1,0.88237035,0.85564226,0.9995513,0.99985224,loan
79,All languages,সন্ধিয়া,সন্ধ্যা,xɔndʰija,ʃɔn̪d̪ʱæ,evening,Evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,2,0.9340054,0.90107167,0.99915886,0.99970406,loan
80,All languages,বলিয়া,বাউল,bɔlija,baulɔ,Saying,Bowl,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,5,0.9416724,0.7935483,0.9996948,0.9993973,loan
81,All languages,বঙহ,বাঁশ,bɔŋɔɦɔ,bãʃɔ,বংহ,Bamboo,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,3,0.8404385,0.7823403,0.9976649,0.9968748,loan
82,All languages,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,3,0.8614722,0.63428575,0.9998816,0.9994244,loan
83,All languages,পুহ,পোষ,puɦ,poʃ,Puh,Pet,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,2,0.93161714,0.9189247,0.9983888,0.9991282,loan
84,All languages,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,3,0.9286847,0.83867115,0.9997224,0.9993489,loan
85,All languages,চ’ত,চৈত,sɔ’tɔ,t͡ɕojt̪,Four,Chait,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,1,0.87294304,0.776955,0.99898005,0.99830824,loan
86,All languages,ব্যৱহাৰ,ব্যবহার,bzɔwɔɦaɹ,bd͡zɔbɔɦar,use,Use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,2,0.810766,0.79406404,0.9997188,0.9997442,loan
87,All languages,বিহ,বিষ,biɦ,biʃ,poison,Poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,1,0.6639762,0.82610804,0.999293,0.99938816,loan
88,All languages,মাকৈ,মাহই,makɔɪ,maɦi,corn,Mahi,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,2,0.9555882,0.89448905,0.9984567,0.9994397,loan
89,All languages,দীঘা,ডাঙর,digʱa,ɖaŋɔrɔ,Digha,Strong,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,4,0.91617125,0.78045064,0.9993303,0.99935484,loan
90,All languages,হিয়া,হৃদয়,ɦija,ɦɽid̪e̯ɔ,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,3,0.9324554,0.80457175,0.99933964,0.99946606,loan
91,All languages,দীঘল,ডাঙর,digʱɔlɔ,ɖaŋɔrɔ,long,Strong,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,4,0.9210619,0.85531265,0.99821395,0.99960774,loan
92,All languages,পুলি,পোলা,puli,pola,Seedlings,Pola,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,2,0.8743069,0.88446563,0.99906325,0.99953616,loan
93,All languages,টাকা,টাং,taka,ʈaŋ,Money,Tang,0.75,0.5,0.265625,0.2916666666666667,2.625,0.2916666666666667,2,0.9076501,0.8071812,0.9975003,0.99937654,loan
94,All languages,সকলো,সকল,xɔkɔlʊ,ʃɔkɔlɔ,everything,All,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,1,0.8972101,0.7268547,0.999233,0.9997827,loan
95,All languages,মূলা,মূল,mula,mulɔ,Radish,Original,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,0.92193055,0.85973257,0.9994047,0.99958014,loan
96,All languages,মুঠি,মুঠো,mutʰi,muʈʰo,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,1,0.981788,0.95457935,0.99967426,0.99959356,loan
97,All languages,সেকা,শিক্ষা,xɛka,ʃikkʰa,Seka,Education,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,4,0.7443105,0.7841271,0.9994457,0.99915856,loan
98,All languages,বিলৈ,বিলাই,bilɔɪ,bilai,to the b,distribute,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,2,0.9572065,0.8683622,0.99977064,0.9991907,loan
99,All languages,পানী,পানি,pani,pan̪i,water,Water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,0.9119921,0.835449,0.9997915,0.999622,loan
100,All languages,মাখি,মাক্‌খি,makʰi,mak‌kʰi,Flies,Makkhi,0.2857142857142857,0.2,0.1791666666666666,0.2,1.45,0.2,3,0.9382574,0.8433295,0.99874973,0.99893844,loan
101,All languages,গোল,গোলন্দাজ,gʊl,ɡolɔn̪d̪ad͡ʑ,Round,Gunner,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,5,0.95146203,0.7618289,0.99932605,0.9994688,loan
102,All languages,চন্দ্ৰ,চাঁদ,sɔndɹɔ,t͡ɕãd̪ɔ,moon,The moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,4,0.73433876,0.7095737,0.99952173,0.9995025,loan
103,All languages,আঁঠু,আঁডু,ãtʰu,ãɖu,knee,Andu,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,1,0.9374152,0.8939059,0.9996354,0.9992792,loan
104,All languages,চন্দ্ৰ,চান,sɔndɹɔ,t͡ɕan̪,moon,Want,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,5,0.8272122,0.62164736,0.9998189,0.99957883,loan
105,All languages,চান্দ,চাঁদ,sandɔ,t͡ɕãd̪ɔ,Chand,The moon,0.7142857142857143,0.6,0.2416666666666666,0.2583333333333333,2.15,0.2583333333333333,2,0.7115947,0.8243797,0.99964666,0.99918866,loan
106,All languages,কটা,কাটা,kɔta,kaʈa,Brown,Cut,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,1,0.98474324,0.9614216,0.9996872,0.99989647,loan
107,All languages,শিকা,শেখা,xika,ʃekʰa,learn,Learning,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,2,0.9493412,0.87676215,0.99939203,0.99909693,loan
108,All languages,ঠেং,টাং,tʰɛŋ,ʈaŋ,The tail,Tang,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,2,0.94467914,0.84380275,0.99727553,0.999369,loan
109,All languages,পদুম,পদ্ম,pɔdum,pɔd̪mɔ,The lotus,Lotus,0.3333333333333333,0.4,0.1416666666666666,0.1583333333333333,2.95,0.1416666666666666,1,0.9474417,0.8172989,0.9990846,0.99975353,loan
110,All languages,ভাৰত,ভারত,bʰaɹɔtɔ,bʱarɔt̪ɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,0.67327505,0.68377525,0.99947983,0.99960035,loan
111,All languages,মাই,মেয়ে,mai,mee̯e,My,Girl,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,4,0.8846493,0.83246917,0.99948895,0.9997807,loan
112,All languages,মিঠা,মিডা,mitʰa,miɖa,sweet,Mida,0.4,0.0,0.03125,0.03125,0.25,0.03125,1,0.93042725,0.8497271,0.9991348,0.9997057,loan
113,All languages,টাকা,ঠেং,taka,ʈʰeŋ,Money,The tail,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,4,0.9034042,0.78531396,0.9998239,0.9997907,loan
114,All languages,মিঠা,মিষ্টি,mitʰa,miʃʈi,sweet,Sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,4,0.9221356,0.7952334,0.99978715,0.9994774,loan
115,All languages,পখিলা,পাখ,pɔkʰila,pakʰ,butterfly,Wings,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,4,0.9341546,0.8222861,0.99835646,0.99904794,loan
116,All languages,দহ,দশ,dɔɦɔ,d̪ɔʃɔ,ten,Ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,1,0.86626005,0.8420783,0.9987042,0.9996889,loan
117,All languages,গুলী,গোলন্দাজ,guli,ɡolɔn̪d̪ad͡ʑ,The bullet,Gunner,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,6,0.95146203,0.76182884,0.99932605,0.9994688,loan
118,All languages,ধোঁৱা,ধুমা,dʰʊ̃wa,d̪ʱuma,smoke,Smoke,0.6666666666666666,0.25,0.125,0.125,1.8125,0.125,3,0.8992922,0.76364946,0.99885535,0.997406,loan
119,All languages,সাগৰ,সাগর,xagɔɹɔ,ʃaɡɔrɔ,sea,The sea,0.5,0.3333333333333333,0.2013888888888889,0.2361111111111111,2.0625,0.21875,1,0.92650807,0.7815252,0.99849784,0.9996634,loan
120,All languages,আক,এক,ak,ek,Let's go,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,1,0.9376875,0.78547454,0.9985929,0.9995189,loan
