Unnamed: 0,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label
24,abatjour,bourgeoisie,abatjour*,buʀʒəwazi,abatjour,bourgeoisie,1.0,0.5555555555555556,0.287037037037037,0.3333333333333333,4.277777777777778,0.2986111111111111,10,random
25,abatsons,affineur,abatsons*,afinœʀ,let's shoot down,refiner,0.7777777777777778,0.5,0.3098958333333333,0.3385416666666666,2.96875,0.3307291666666666,7,random
26,abattage,brugnon,abattage*,bʀyɲɔ̃,slaughter,brugnon,0.8888888888888888,0.7142857142857143,0.4136904761904761,0.4583333333333333,5.107142857142857,0.4434523809523809,7,random
27,abattoir,ballade,abattoir*,balad,abattoir,ballad,0.7777777777777778,0.625,0.390625,0.4375,3.8125,0.4270833333333333,6,random
28,abbé,anagramme,abbé*é,anaɡʀɑm,abbe,anagram,0.8571428571428571,0.8571428571428571,0.3482142857142857,0.3928571428571428,3.7857142857142856,0.3779761904761905,8,random
30,abduction,alizarine,əbˈdəkʃən,alizaʀin,abduction,alizarine,0.8888888888888888,0.5,0.2057291666666666,0.234375,3.4375,0.2057291666666666,7,random
32,abime,ballonnet,abime*,balɔnɛ,abyss,balloon,1.0,0.5,0.2395833333333333,0.2638888888888889,2.5,0.2569444444444445,7,random
33,ablegate,bagasse,ablegate*,baɡas,dismiss,bagasse,0.7777777777777778,0.5714285714285714,0.3422619047619047,0.3869047619047618,4.267857142857143,0.3720238095238096,5,random
35,abonné,archiduchesse,abonné*é,aʀʃidyʃɛs,subscriber,Archduchess,0.8888888888888888,0.7777777777777778,0.3078703703703704,0.3425925925925925,3.7083333333333335,0.3333333333333333,12,random
36,abonnement,aven,abonnement*,avɑ̃,subscription,aven,0.9090909090909092,0.7,0.65625,0.725,5.3625,0.7208333333333333,7,random
37,abordage,amusement,abordage*,amyzəmɑ̃,collision,amusement,0.8888888888888888,0.4285714285714285,0.1547619047619047,0.1845238095238095,3.2142857142857144,0.1547619047619047,8,random
38,abracadabrant,abrasion,abracadabrant*,abʀasjɔ̃,bizarre,abrasion,0.7857142857142857,0.4615384615384615,0.4599358974358975,0.5192307692307693,4.019230769230769,0.5096153846153846,8,random
39,abrasion,bijection,əˈbreɪʒən,biʒɛksjɔ̃,abrasion,bijection,1.0,0.75,0.2161458333333333,0.2552083333333333,4.75,0.2161458333333333,6,random
41,abri,bijou,abri*,biʒu,shelter,bijou,0.8,0.75,0.2291666666666666,0.2708333333333333,4.90625,0.2291666666666666,5,random
43,absinthe,bisque,ˈæbsɪnθ,bisk,absinthe,bisque,0.8571428571428571,0.6666666666666666,0.375,0.4097222222222221,3.6041666666666665,0.4062499999999999,5,random
44,abstention,arquebusade,əbˈstɛnʧən,aʀkəbyzad,abstention,arquebusade,1.0,0.6666666666666666,0.2361111111111111,0.2546296296296296,2.9722222222222223,0.2476851851851851,9,random
45,abstruse,à bouche,əbˈstrus,a buʃ,abstruse,mouth,0.875,0.4285714285714285,0.4107142857142857,0.4583333333333333,3.392857142857143,0.4583333333333333,7,random
47,acajou,bliaut,acajou*,bljo,mahogany,blues,0.7142857142857143,0.6666666666666666,0.3715277777777777,0.4166666666666667,3.7083333333333335,0.40625,6,random
49,accolade,basson,ˈækəˌleɪd,basɔ̃,accolade,basson,1.0,0.7142857142857143,0.4761904761904761,0.5178571428571428,4.25,0.5178571428571428,7,random
50,accolé,archetier,accolé*é,aʀʃɛsjəʀ,attached,archetier,0.875,0.625,0.2135416666666666,0.2395833333333333,2.6875,0.2291666666666666,7,random
51,accommodation,animatrice,əˌkɑməˈdeɪʃən,animatʀiz,accommodation,animator,0.9230769230769232,0.3636363636363636,0.2651515151515151,0.2916666666666666,2.75,0.2821969696969696,9,random
52,accomplishment,bousillage,əˈkɑmplɪʃmənt,buzijaʒ,accomplishment,jamming,1.0,0.6666666666666666,0.4618055555555556,0.5069444444444444,4.302083333333333,0.5034722222222222,12,random
53,accouchement,brassière,accouchement*,bʀasjə̀ʀ,childbirth,crop top,1.0,0.75,0.46875,0.5173611111111112,4.447916666666667,0.5086805555555556,11,random
54,accoucheur,bien-pensant,accoucheur*,bjən-pɑ̃sɑ̃,accoucheur,self-righteous,1.0,0.8,0.3520833333333333,0.3958333333333333,4.75,0.3729166666666667,12,random
55,accoucheuse,arpent,accoucheuse*,aʀpɑ̃,midwife,arpent,0.9166666666666666,0.7272727272727273,0.606060606060606,0.6780303030303031,5.056818181818182,0.6723484848484849,9,random
56,accouplement,burin,accouplement*,byʀɛ̃,coupling,burin,1.0,0.75,0.642361111111111,0.7083333333333334,5.28125,0.7065972222222222,10,random
57,accouter,bécard,accouter*,bekaʀ,listen,bécard,1.0,0.625,0.4166666666666667,0.46875,3.625,0.4557291666666666,7,random
59,acerbity,brunette,acerbity*,bʀynɛt,acerbity,brunette,0.8888888888888888,0.625,0.3307291666666667,0.375,4.015625,0.3619791666666666,7,random
60,acetylene,agent provocateur,əˈsɛtəˌlin,aʒɑ̃t pʀɔvɔkatœʀ,acetylene,provocative factor,0.9375,0.5714285714285714,0.4449404761904761,0.4970238095238095,3.982142857142857,0.4925595238095238,13,random
62,acidification,analphabète,əˌsɪdəfəˈkeɪʃən,analfabə̀t,acidification,illiterate,0.9333333333333332,0.5384615384615384,0.3477564102564103,0.3814102564102564,3.4423076923076925,0.3798076923076923,11,random
65,acouchi,après,acouchi*,apʀə̀,acouchi,after,0.875,0.5714285714285714,0.4345238095238095,0.4821428571428571,3.642857142857143,0.4791666666666666,6,random
66,acquiescence,aviation,ˌækwiˈɛsəns,avjasjɔ̃,acquiescence,aviation,0.9090909090909092,0.5555555555555556,0.3032407407407407,0.3425925925925925,3.388888888888889,0.324074074074074,9,random
67,acquis,berline,acquis*,bɛʀlin,acquis,sedan,0.8571428571428571,0.8333333333333334,0.2152777777777778,0.2430555555555555,4.8125,0.2152777777777778,6,random
68,acquis communautaire,abri,acquis* communautaire*,abʀi,acquis communautaire,shelter,0.9090909090909092,0.8421052631578947,0.7236842105263158,0.8070175438596491,5.921052631578948,0.8048245614035087,18,random
70,acte clair,embassadrie,acte* klɛr,ɑ̃basadʀi,clear act,embassadrie,1.0,0.5,0.2317708333333333,0.28125,3.0625,0.2317708333333333,10,random
71,acte gratuit,apologue,acte* gratuit*,apɔlɔɡ,free act,apologue,0.9285714285714286,0.6,0.4270833333333333,0.4791666666666666,3.65,0.4708333333333334,9,random
72,actinium,assiette,actinium*,asjɛt,actinium,plate,0.8888888888888888,0.625,0.3932291666666667,0.4375,3.71875,0.4296875,6,random
74,adaptee,buffet,adaptee*,byfɛ,adaptee,buffet,1.0,0.5714285714285714,0.4404761904761905,0.4880952380952381,3.75,0.4821428571428571,6,random
77,adenoid,bégonia,ˈædəˌnɔɪd,beɡɔ̃ja,adenoid,begonia,1.0,0.7142857142857143,0.2559523809523809,0.2916666666666667,3.5892857142857144,0.2708333333333333,6,random
79,adoptee,bouleversement,əˈdɑpˈti,buləvɛʀsəmɑ̃,adoptee,upheaval,0.9166666666666666,0.5454545454545454,0.4640151515151515,0.518939393939394,4.193181818181818,0.5151515151515151,12,random
80,adorable,alose,əˈdɔrəbəl,alɔz,adorable,alose,0.8888888888888888,0.625,0.4817708333333334,0.5416666666666666,4.296875,0.5416666666666666,5,random
84,aeronautics,balayeuse,ˌɛrəˈnɔtɪks,baləœz,aeronautics,balayeuse,0.9090909090909092,0.5555555555555556,0.3680555555555556,0.412037037037037,3.5416666666666665,0.4074074074074074,10,random
87,affiche,brunoise,affiche*,bʀynwaz,attach,brunoise,1.0,0.5714285714285714,0.2708333333333333,0.3154761904761905,4.303571428571429,0.2708333333333333,7,random
88,affineur,amniotique,affineur*,ɑnjɔtik,refiner,amniotic,1.0,0.625,0.265625,0.3020833333333333,3.65625,0.2838541666666666,7,random
89,affranchi,arcature,affranchi*,aʀkatyʀ,freed,arcature,0.8,0.6666666666666666,0.3078703703703704,0.3518518518518518,3.7916666666666665,0.3379629629629629,7,random
90,affronté,brusque,affronté*é,bʀysk,confronted,brusque,1.0,0.5714285714285714,0.4837962962962962,0.5416666666666666,4.402777777777778,0.5277777777777778,8,random
91,agacerie,alloglote,agacerie*,alɔɡlɔt,annoyance,alloglote,0.8888888888888888,0.5714285714285714,0.2202380952380952,0.2619047619047619,4.071428571428571,0.2202380952380952,7,random
94,agente provocatrice,berceuse,agente* provocatrice*,bɛʀsœz,agent provocateur,lullaby,1.0,0.7647058823529411,0.6151960784313726,0.696078431372549,5.102941176470588,0.6875,15,random
97,aggrandize,à propos de bottes,əˈgrænˌdaɪz,a pʀɔpɔs də bɔt,aggrandize,about boots,0.9333333333333332,0.4166666666666667,0.3784722222222221,0.4201388888888888,3.46875,0.4131944444444444,15,random
98,agiotage,architecture,agiotage*,aʀʃitɛktyʀ,agiotage,architecture,0.8,0.5,0.4083333333333333,0.4541666666666667,3.7375,0.4479166666666667,8,random
99,agitation,arachnide,ˌæʤəˈteɪʃən,aʀaʃnid,agitation,arachnid,1.0,0.5,0.234375,0.2604166666666667,3.546875,0.2447916666666666,7,random
100,agonic,boudinage,agonic*,budinaʒ,agonic,boudinage,1.0,0.4285714285714285,0.3452380952380953,0.375,3.125,0.3720238095238095,8,random
101,agraffe,alambic,agraffe*,alɑ̃bik,agraffe,alambic,0.875,0.3333333333333333,0.1631944444444444,0.2013888888888889,3.1875,0.1631944444444444,6,random
102,agrément,aubergiste,agrément*,obɛʀʒist,approval,innkeeper,0.8888888888888888,0.5,0.2239583333333333,0.25,2.703125,0.234375,8,random
106,aide-mémoire,alevin,aide-mémoire*,aləvɛ̃,cheat sheet,alevin,0.9230769230769232,0.7,0.5227272727272726,0.587121212121212,4.704545454545454,0.5852272727272726,9,random
107,aigrette,acide,aigrette*,azid,aigrette,acid,0.8888888888888888,0.5714285714285714,0.4166666666666667,0.4702380952380952,3.642857142857143,0.4583333333333333,6,random
108,aiguille,brumaire,aiguille*,bʀymɛʀ,needle,brumaire,1.0,0.7142857142857143,0.3005952380952381,0.3511904761904761,5.071428571428571,0.3154761904761905,7,random
109,aileron,balise,ˈeɪlərˌɑn,baliz,aileron,tag,0.8888888888888888,0.5714285714285714,0.3333333333333333,0.380952380952381,3.875,0.375,6,random
110,ailette,boulangerie,ailette*,bulɑ̃ʒəʀi,ailette,bakery,0.8888888888888888,0.375,0.2447916666666666,0.2708333333333333,3.3125,0.2578124999999999,8,random
112,aioli,accoucheur,aioli*,akkuʃœʀ,aioli,accoucheur,0.8571428571428571,0.5714285714285714,0.3541666666666666,0.3928571428571428,4.053571428571429,0.3869047619047618,8,random
113,air de cour,brancard,ɛr də kur,bʀɑ̃kaʀ,courtyard,stretcher,0.8888888888888888,0.2857142857142857,0.2648809523809524,0.3095238095238096,3.267857142857143,0.2767857142857142,9,random
114,air du temps,après,ɛr də tɛmps,apʀə̀,zeitgeist,after,0.9090909090909092,0.7777777777777778,0.5416666666666666,0.6111111111111112,4.833333333333333,0.6018518518518517,9,random
115,-aire,baquet,-aire*,bakɛ,-air,tub,0.8333333333333334,0.5,0.1822916666666666,0.2187499999999999,3.75,0.1822916666666666,4,random
117,ala,bureau,ˈælə,byʀo,ala,bureau,1.0,0.25,0.3385416666666666,0.375,3.09375,0.3645833333333333,5,random
118,alban,broché,ˈɑlbən,bʀɔʃe,alban,brooch,1.0,0.8,0.2958333333333333,0.35,5.775,0.2958333333333333,6,random
120,albicore,beaucoup,albicore*,bəoku,albicore,a lot,0.7777777777777778,0.5,0.4140625,0.4635416666666666,3.796875,0.4505208333333333,6,random
121,albumin,assemblage,ælˈbjumən,asɑ̃blaʒ,albumin,assemblage,1.0,0.625,0.2734375,0.3020833333333333,3.96875,0.2864583333333333,8,random
123,alcool,barbote,alcool*,baʀbɔt,alcohol,dabbles,1.0,0.6666666666666666,0.2222222222222222,0.25,3.7708333333333335,0.2222222222222222,5,random
124,alcove,bézoard,ˈælˌkoʊv,bezɔaʀ,alcove,bézoard,1.0,0.6666666666666666,0.2083333333333333,0.2361111111111111,3.9375,0.2083333333333333,6,random
125,alembic,banalité,alembic*,banalite,alembic,banality,0.875,0.75,0.2786458333333333,0.3125,3.625,0.2916666666666667,7,random
128,alépine,biandrie,alépine*,bjɑ̃dʀi,alpine,biandrie,1.0,0.6666666666666666,0.2857142857142857,0.3214285714285713,3.821428571428572,0.2976190476190476,6,random
129,alert,bride,əˈlərt,bʀid,alert,bride,1.0,0.4,0.3,0.35,3.9,0.3333333333333333,5,random
131,alexanders,amende,ˌælɪgˈzændərz,amɑ̃d,alexanders,fine,0.9230769230769232,0.7,0.5666666666666667,0.6333333333333334,4.7125,0.6291666666666667,5,random
135,alidade,barcarolle,alidade*,baʀkaʀɔl,alidade,barcarolle,0.875,0.625,0.2890625,0.328125,4.078125,0.2994791666666666,8,random
136,aligot,alimentation,aligot*,alimɑ̃tasjɔ̃,aligot,food,0.6666666666666666,0.5,0.4645833333333333,0.5166666666666666,3.8,0.5145833333333333,8,random
138,aliment,billet doux,aliment*,bijət du,food,soft ticket,1.0,0.7142857142857143,0.2589285714285714,0.3035714285714285,3.982142857142857,0.2589285714285714,10,random
139,alimentation,aviateur,alimentation*,avjatœʀ,food,aviator,0.7692307692307693,0.6666666666666666,0.4288194444444443,0.4756944444444444,3.875,0.4652777777777778,8,random
142,alizari,bonbon,alizari*,bɔ̃bɔ̃,curling over,candy,1.0,0.7142857142857143,0.4880952380952381,0.5476190476190476,4.714285714285714,0.5416666666666666,7,random
143,alizarin,barbastelle,alizarin*,baʀbastɛl,alizarin,barbastelle,0.8888888888888888,0.5555555555555556,0.2476851851851852,0.287037037037037,3.583333333333333,0.2569444444444445,10,random
144,allée,erbier,allée*,ɛʀbjəʀ,aisle,erbier,1.0,0.3333333333333333,0.2673611111111111,0.3055555555555555,3.1041666666666665,0.2881944444444445,5,random
145,allemande,bourne,allemande*,buʀn,German,bourne,0.9,0.7777777777777778,0.5717592592592592,0.6296296296296295,5.125,0.6249999999999999,7,random
147,alloglot,bastide,alloglot*,bastid,alloglot,bastide,1.0,0.7142857142857143,0.2738095238095238,0.3035714285714285,4.267857142857143,0.2886904761904762,8,random
148,allonge,bourgeoise,allonge*,buʀʒəwaz,elongate,bourgeois,1.0,0.5,0.3645833333333333,0.3958333333333333,3.8125,0.3880208333333333,8,random
149,allumette,bergerette,allumette*,bɛʀʒəʀɛt,matches,bergerette,0.9,0.5555555555555556,0.3125,0.3657407407407407,3.7083333333333335,0.3240740740740741,6,random
150,almadie,babiroussa,almadie*,babiʀusa,almadie,babiroussa,1.0,0.625,0.2578125,0.2864583333333333,4.0,0.2682291666666667,9,random
151,almucantar,barre,almucantar*,baʀʀ,almucantar,barre,0.9090909090909092,0.8,0.5916666666666667,0.6625000000000001,5.05,0.6479166666666668,9,random
154,alternat,ambiance,alternat*,ɑ̃bjɑ̃sə,alternat,ambiance,1.0,0.625,0.3489583333333333,0.3958333333333333,3.90625,0.3697916666666667,6,random
155,altruism,belles-lettres,ˈæltruˌɪzəm,bɛləs-lɛtʀ,altruism,beautiful letters,0.9090909090909092,0.5555555555555556,0.2754629629629629,0.3333333333333332,4.138888888888889,0.2754629629629629,12,random
160,ambassadry,bourguignon,ambassadry*,buʀɡɥiɲɔ̃,embassy,bourguignon,0.9090909090909092,0.7,0.35625,0.4041666666666666,4.3375,0.3770833333333334,11,random
166,ambuscade,auberge,ambuscade*,obɛʀʒ,ambuscade,auberge,0.9,0.5555555555555556,0.4768518518518518,0.5231481481481481,4.291666666666667,0.5208333333333334,6,random
167,ameliorate,bactériophage,əˈmiljərˌeɪt,bakteʀjɔfaʒ,ameliorate,bacteriophage,1.0,0.4545454545454545,0.2613636363636363,0.2992424242424242,3.386363636363636,0.268939393939394,8,random
170,amende honorable,brunaille,amende* ˈɑnərəbəl,bʀynel,amends,brunaille,0.8235294117647058,0.7142857142857143,0.5431547619047618,0.6101190476190476,4.723214285714286,0.6056547619047619,13,random
172,amidin,angioténique,amidin*,ɑ̃ʒjɔtenik,amidin,angioténique,0.9,0.4444444444444444,0.3587962962962963,0.4027777777777778,3.388888888888889,0.3935185185185185,9,random
174,ammunition,bilboquet,ˌæmjəˈnɪʃən,bilbɔkɛ,ammunition,bilboquet,1.0,0.6666666666666666,0.3101851851851852,0.3472222222222221,3.736111111111111,0.3310185185185185,10,random
176,amollishment,appel,amollishment*,apəl,amollishment,call,0.8461538461538461,0.75,0.6215277777777778,0.6840277777777777,5.125,0.6840277777777777,10,random
178,amour propre,almadie,ˌɑˈmur propre*,almadi,self esteem,almadie,0.9285714285714286,0.6,0.4083333333333334,0.475,3.7375,0.4625000000000001,10,random
179,amourette,apogée,amourette*,apɔʒe,amourette,apogee,0.8,0.5555555555555556,0.4305555555555556,0.4814814814814815,3.7777777777777777,0.4814814814814815,6,random
180,ampère,bobine,ampère*,bɔbin,ampère,reel,1.0,0.8,0.2951388888888889,0.3402777777777777,4.375,0.3125,5,random
181,amphigory,alidade,amphigory*,alidad,amphigory,alidade,0.8,0.625,0.3541666666666667,0.4010416666666667,4.453125,0.3802083333333333,7,random
183,amuse-bouche,acte clair,amuse-bouche*,aktə klɛʀ,amuse bouche,clear act,0.9230769230769232,0.5454545454545454,0.3579545454545454,0.393939393939394,3.659090909090909,0.3863636363636363,10,random
185,amusette,acier,amusette*,asjəʀ,amusette,steel,0.7777777777777778,0.75,0.421875,0.4791666666666666,4.546875,0.4583333333333333,6,random
186,anacyclic,brigade,anacyclic*,bʀiɡad,anacyclic,brigade,1.0,0.7777777777777778,0.3958333333333333,0.4351851851851852,3.8333333333333335,0.4282407407407407,9,random
187,anagram,berme,ˈænəˌgræm,bɛʀm,anagram,berme,0.8888888888888888,0.5,0.3645833333333333,0.4166666666666667,3.4166666666666665,0.3993055555555556,6,random
188,analphabete,bouillabaisse,analphabete*,bujlabɛs,illiterate,bouillabaisse,0.75,0.3636363636363636,0.3257575757575757,0.3598484848484848,3.1931818181818183,0.3541666666666666,10,random
189,ananas,bureau,ananas*,byʀo,pineapple,bureau,1.0,0.6666666666666666,0.4236111111111111,0.4652777777777778,4.166666666666667,0.4548611111111111,5,random
190,anatase,basilaire,anatase*,bazilɛʀ,anatase,basilar,0.875,0.5714285714285714,0.2797619047619047,0.3392857142857143,3.3392857142857144,0.2797619047619047,6,random
191,anatron,boutonnière,anatron*,butɔnjə̀ʀ,retrograde,buttonhole,1.0,0.5,0.2604166666666667,0.2916666666666666,3.15625,0.2734375,9,random
193,ancien régime,arbitragiste,ancien* régime*,aʀbitʀaʒist,old regime,arbitrageurs,0.8,0.6363636363636364,0.1875,0.2272727272727272,3.4431818181818183,0.1875,8,random
194,andouille,à la mode,andouille*,a la mɔd,andouille,fashionable,0.9,0.6666666666666666,0.4004629629629629,0.4351851851851852,4.208333333333333,0.4305555555555556,8,random
196,angary,aval,angary*,aval,hangars,downstream,0.7142857142857143,0.4,0.2541666666666667,0.3,2.7,0.275,4,random
199,angélique,boucanier,angélique*,bukɑ̃jəʀ,angelic,boucanier,1.0,0.7142857142857143,0.2994791666666667,0.3281249999999999,4.265625,0.3125,9,random
201,angelot,adroit,angelot*,adʀwa,angelot,adroit,0.875,0.5,0.2777777777777777,0.3055555555555555,3.6666666666666665,0.2916666666666667,5,random
204,angiotenic,accomplissement,angiotenic*,akkɔ̃plisəmɑ̃,angiotenic,accomplishment,0.9230769230769232,0.5454545454545454,0.2878787878787879,0.3143939393939394,3.5568181818181817,0.3068181818181818,12,random
205,anhedonia,armet,anhedonia*,aʀmɛ,anhedonia,guns,0.9,0.6666666666666666,0.5347222222222221,0.5925925925925926,4.347222222222222,0.587962962962963,7,random
207,animality,surfacique,animality*,syʀfazik,animality,areal,0.8,0.6666666666666666,0.2546296296296296,0.2916666666666667,3.8194444444444446,0.2662037037037036,8,random
208,animateur,banquette,animateur*,bɑ̃kɛt,animator,bench,0.9,0.6666666666666666,0.4699074074074073,0.5277777777777779,4.375,0.5138888888888888,7,random
209,animatrice,blague,animatrice*,blaɡ,animator,joke,0.9090909090909092,0.8,0.575,0.6416666666666667,4.8125,0.6375,8,random
210,anime,abatis,anime*,abati,anime,abatis,0.8333333333333334,0.4,0.1083333333333333,0.1166666666666666,1.8,0.1083333333333333,5,random
211,animé,bateleur,animé*é,batəlœʀ,animated,bateleur,1.0,0.7142857142857143,0.2351190476190476,0.2619047619047619,2.892857142857143,0.25,7,random
212,anisette,améliorer,ˌænəˈsɛt,ameljɔʀəʀ,anisette,to improve,1.0,0.6666666666666666,0.3680555555555556,0.412037037037037,3.555555555555556,0.4050925925925925,7,random
214,annalist,ambigu,annalist*,ɑ̃biɡ,annalist,ambiguous,0.8888888888888888,0.75,0.5208333333333333,0.5729166666666666,4.53125,0.5651041666666667,6,random
217,annex,busc,ˈæˌnɛks,bysk,annex,busc,0.8571428571428571,0.8,0.3416666666666667,0.375,3.775,0.3625,5,random
218,anomal,altruisme,anomal*,altʀɥism,anomalous,altruism,0.875,0.75,0.328125,0.3645833333333333,3.84375,0.3515625,8,random
219,anomie,avocat,ˈænəmi,avɔka,anomie,lawyer,1.0,0.4,0.1333333333333333,0.1416666666666666,2.2,0.1333333333333333,4,random
220,antibiotic,air du temps,ˌæntibaɪˈɑtɪk,ɛʀ dy tɑ̃,antibiotic,zeitgeist,0.9230769230769232,0.5454545454545454,0.4678030303030303,0.5189393939393939,3.954545454545455,0.5132575757575757,10,random
221,antipodism,appui,antipodism*,apɥi,retaliation,support,0.7272727272727273,0.7,0.5666666666666667,0.625,4.75,0.6208333333333333,7,random
222,antipodist,acétylène,antipodist*,azetilə̀n,antipodist,acetylene,0.8181818181818182,0.5,0.25625,0.275,2.6375,0.2729166666666667,9,random
223,antique,amatrice,ænˈtik,amatʀiz,antique,amateur,0.7142857142857143,0.5714285714285714,0.306547619047619,0.3452380952380952,2.7142857142857144,0.3392857142857143,5,random
225,aoudad,baisemains,aoudad*,bɛzəmɛ̃,number,kiss hands,1.0,0.6666666666666666,0.2881944444444445,0.3333333333333333,4.979166666666667,0.2881944444444445,8,random
226,apanage,branchage,apanage*,bʀɑ̃ʃaʒ,prerogative,branch,1.0,0.6666666666666666,0.1909722222222222,0.2152777777777778,4.354166666666667,0.1909722222222222,4,random
227,apartment,belle,əˈpɑrtmənt,bɛl,apartment,belle,1.0,0.6666666666666666,0.6157407407407408,0.6898148148148149,5.138888888888889,0.6898148148148149,8,random
229,apéritif,brelan,apéritif*,bʀəlɑ̃,aperitif,three of a kind,1.0,0.4285714285714285,0.4192708333333333,0.4739583333333333,3.890625,0.4609375,7,random
230,aphylactic,agrafe,aphylactic*,aɡʀaf,aphylactic,clip,0.8181818181818182,0.7,0.4979166666666666,0.5541666666666667,4.175,0.5479166666666666,8,random
232,aplome,bandeau,aplome*,bɑ̃do,applaud,bandeau,1.0,0.5,0.3784722222222222,0.4166666666666667,3.520833333333333,0.4097222222222223,6,random
233,apogee,bivouac,ˈæpəˌʤi,bivwak,apogee,bivouac,1.0,0.5,0.3784722222222222,0.4236111111111111,3.625,0.4131944444444444,6,random
234,apologue,bonze,apologue*,bɔ̃z,apologue,bonze,1.0,0.7142857142857143,0.5416666666666667,0.6011904761904762,4.642857142857143,0.6011904761904762,6,random
235,apology,artisan,əˈpɑləˌʤi,aʀtisɑ̃,apology,artisan,1.0,0.6666666666666666,0.2638888888888889,0.3055555555555555,3.8125,0.2638888888888889,6,random
236,apoplectic,bourse,ˌæpəˈplɛktɪk,buʀs,apoplectic,bourse,1.0,0.6,0.5833333333333333,0.6458333333333334,4.8875,0.64375,9,random
237,appaumé,au gratin,appaumé*é,o ɡʀatɛ̃,impoverished,au gratin,1.0,0.6666666666666666,0.3385416666666667,0.3697916666666666,3.484375,0.3645833333333333,7,random
238,appel,arcade,ˈæpəl,aʀkad,call,arcade,1.0,0.6,0.2583333333333333,0.2833333333333333,2.8,0.2833333333333333,5,random
240,appertisation,au jus,appertisation*,o ʒy,appertisation,juice,1.0,0.7692307692307693,0.7115384615384616,0.7916666666666667,5.807692307692308,0.7916666666666667,11,random
