,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,mbert_src_assbert_trg,label
12,,হিয়া,হৃদয়,ɦija,ɦɽid̪e̯ɔ,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,0.019135863,synonym
13,,ভকত,বগল,bʰɔkɔtɔ,bɔɡɔlɔ,The devotee,Armpits,0.4285714285714285,0.1666666666666666,0.0416666666666666,0.0416666666666666,0.7083333333333334,0.0416666666666666,-0.0054631457,hard_negative
14,,পানী,বারি,pani,bari,water,Barry,0.5,0.25,0.0520833333333333,0.0729166666666666,0.6875,0.0520833333333333,0.12047689,synonym
15,,লাউ,লাও,lau,lao,Lau,Lao,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.3333333333333333,0.0277777777777777,0.060008243,hard_negative
16,,আদা,আডা,ada,aɖa,Ginger,Chat,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.1666666666666666,0.0138888888888888,0.059880435,hard_negative
17,,সঁচা,শসা,xɔ̃sa,ʃɔʃa,true,Cucumber,0.6,0.25,0.0677083333333333,0.0729166666666666,0.71875,0.0677083333333333,0.07850908,hard_negative
18,,মাতা,মাথা,mata,mat̪ʰa,Mother,Head,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.010576289,hard_negative
19,,মাখি,মাখা,makʰi,makʰa,Flies,Coated,0.2,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.06429208,hard_negative
20,,মিঠা,মিতা,mitʰa,mit̪a,sweet,Mita,0.2,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.03836491,hard_negative
21,,বাট,বাত,bat,bat̪,The road,Arthritis,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.015792122,hard_negative
22,,পুহ,পূর্ব,puɦ,pur,Puh,East,0.3333333333333333,0.0,0.0625,0.0972222222222222,0.7083333333333334,0.0625,0.05802945,hard_negative
23,,মুঠা,মুতা,mutʰa,mut̪a,A handful,Muta,0.2,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.044529364,hard_negative
24,,ধনিয়া,ধনে,dʰɔnija,d̪ʱɔn̪e,Coriander,Coriander,0.7142857142857143,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.625,0.3611111111111111,0.02354822,synonym
25,,সহা,কহা,xɔɦa,kɔɦa,Saha,Say,0.25,0.0,0.0104166666666666,0.0104166666666666,0.25,0.0104166666666666,0.07410866,hard_negative
26,,কাছ,কাশ,kas,kaʃ,Near,Cough,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,0.06386113,hard_negative
27,,কবি,কফি,kɔbi,kɔɸi,Poet,Coffee,0.25,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,0.013422436,hard_negative
28,,মূত,মুত,mut,mut̪,Urine,Mut,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.02641486,hard_negative
29,,চান,বান,san,ban̪,Want,The flood,0.5,0.3333333333333333,0.0763888888888888,0.0833333333333333,0.875,0.0763888888888888,0.12840188,random
30,,কল,কওল,kɔlɔ,kolɔ,Call,Coal,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.05449163,hard_negative
31,,কি,কই,ki,ki,What?,Where?,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028739935,hard_negative
32,,যুদ্ধ,বুদ্ধ,zuddʰɔ,bud̪d̪ʱɔ,War,Buddha,0.5,0.2,0.0541666666666666,0.0583333333333333,0.575,0.0541666666666666,-0.015086355,hard_negative
33,,কবি,কবে,kɔbi,kɔbe,Poet,When,0.25,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,0.013345861,hard_negative
34,,আঁঠু,হাঁটু,ãtʰu,ɦãʈu,knee,Knee,0.75,0.3333333333333333,0.2447916666666666,0.2708333333333333,2.0,0.2708333333333333,0.034050036,synonym
35,,বাল,বার,bal,bar,Baal,Bar,0.3333333333333333,0.0,0.0416666666666666,0.0694444444444444,0.5,0.0416666666666666,0.077312306,hard_negative
36,,কাচ,কাশ,kas,kaʃ,Glass,Cough,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,-0.032376464,hard_negative
37,,চাকা,টাকা,saka,ʈaka,The wheel,Money,0.25,0.0,0.0208333333333333,0.0208333333333333,0.375,0.0208333333333333,0.090563685,hard_negative
38,,টাকা,থাকা,taka,t̪ʰaka,Money,Stay,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,-0.0121920835,hard_negative
39,,পানী,প্রাণী,pani,prani,water,Animals,0.2,0.2,0.1666666666666666,0.2,1.45,0.2,0.12130138,hard_negative
40,,বুধবাৰ,অথবা,budʰbaɹ,ot̪ʰba,Wednesday,Or,0.5714285714285714,0.3333333333333333,0.3298611111111111,0.3611111111111111,2.6666666666666665,0.3611111111111111,0.018043006,hard_negative
41,,চলা,টলা,sɔla,ʈɔla,To walk,Shake,0.25,0.0,0.0208333333333333,0.0208333333333333,0.375,0.0208333333333333,0.06274311,hard_negative
42,,সন্ধিয়া,জর্জিয়া,xɔndʰija,d͡ʑɔrd͡ʑie̯a,evening,Georgia,0.6666666666666666,0.2857142857142857,0.0982142857142857,0.119047619047619,1.1785714285714286,0.0982142857142857,0.06392952,hard_negative
43,,বিছা,পিঠা,bit͡ɕʰa,pitʰa,Scorpion,The cake,0.4285714285714285,0.25,0.0520833333333333,0.0520833333333333,0.5,0.0520833333333333,0.101771414,hard_negative
44,,লাখ,লিখ,lakʰ,likʰ,Millions,Write,0.25,0.0,0.0277777777777777,0.0277777777777777,0.3333333333333333,0.0277777777777777,0.032208793,hard_negative
45,,সাঁকো,আঁক,ʃãko,ãkɔ,Sanko,Draw,0.5,0.3333333333333333,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,0.09997826,hard_negative
46,,পাণ,বান,pan,ban,Pan,The flood,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.00630769,hard_negative
47,,পোলা,পলা,pola,pɔla,Pola,Escape,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,-0.01540092,hard_negative
48,,ভাই,বাই,bʱai,bai,Brother,Bye,0.25,0.0,0.0,0.0,0.0,0.0,-0.035032302,hard_negative
49,,উপত্যকা,ফটকা,upɔt̪d͡zɔka,pʰɔtɔka,Valley,Firecrackers,0.5454545454545454,0.25,0.2369791666666666,0.2604166666666667,1.875,0.2604166666666667,0.036012582,hard_negative
50,,অনুবাদ,অনুবাদক,on̪ubad̪,ɔnubadɔkɔ,Translation,Translator,0.5555555555555556,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,0.027335603,hard_negative
51,,কলা,কোলা,kɔla,kʊla,Banana,Cola,0.25,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,0.04918657,hard_negative
52,,গম,কম,ɡɔmɔ,kɔmɔ,Wheat,Less,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.0010303808,hard_negative
53,,কুঁকড়া,কুকুহা,kũkɔɽa,kukuɦa,Curly,Cuckoo,0.5,0.1666666666666666,0.0520833333333333,0.0694444444444444,0.5625,0.0520833333333333,0.07643409,hard_negative
54,,পাখা,পাখি,pakʰa,pakʰi,Fan,Birds,0.2,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,0.053240314,hard_negative
55,,বোন,বন,bon̪,bɔnɔ,Sister,Forest,0.5,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0.020428512,hard_negative
56,,বন্যা,বান,bɔn̪æ,ban,Flood,The flood,0.6,0.25,0.2760416666666667,0.3020833333333333,2.3125,0.3020833333333333,0.031966522,synonym
57,,বাউল,বাউলা,baulɔ,baula,Bowl,Baula,0.2,0.0,0.0333333333333333,0.0333333333333333,0.35,0.0333333333333333,0.027228424,hard_negative
58,,কহা,খহা,kɔɦa,kʰɔɦa,Say,Eat,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.023134802,hard_negative
59,,ঝিঙা,ছিঙা,d͡ʑʱiŋa,siŋa,Shrimp,The tear,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.10111982,hard_negative
60,,সাঁকো,শাঁক,ʃãko,xãkɔ,Sanko,Conch,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.46875,0.046875,0.09997826,hard_negative
61,,সাগর,আকণ,ʃaɡɔrɔ,akɔnɔ,The sea,Akan,0.5,0.3333333333333333,0.1875,0.2152777777777778,1.6666666666666667,0.2013888888888889,0.1270358,hard_negative
62,,পাখ,পাক,pakʰ,pak,Wings,Pak,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.026641857,hard_negative
63,,গোলন্দাজ,ওলন্দাজ,ɡolɔn̪d̪ad͡ʑ,ʊlɔndaz,Gunner,Dutch,0.5833333333333334,0.25,0.1588541666666666,0.171875,1.40625,0.171875,0.037174944,hard_negative
64,,ধনে,ধনিয়া,d̪ʱɔn̪e,dʰɔnija,Coriander,Coriander,0.7142857142857143,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.625,0.3611111111111111,0.0007782262,synonym
65,,মাতা,মাঠা,mat̪a,matʰa,Mother,Matha,0.2,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.005431605,hard_negative
66,,ফল,পল,ɸɔlɔ,pɔlɔ,Fruit,Paul,0.25,0.0,0.015625,0.0208333333333333,0.28125,0.015625,-0.046056077,hard_negative
67,,অংশু,আংকুল,oŋʃu,aŋkul,Anshu,Uncle,0.6,0.4,0.2458333333333333,0.2666666666666667,2.275,0.2625,0.04513219,hard_negative
68,,রং,লং,rɔŋ,lɔŋ,Color,Long,0.3333333333333333,0.0,0.0416666666666666,0.0694444444444444,0.5,0.0416666666666666,-0.02851845,hard_negative
69,,কেলা,কলা,kela,kɔla,The banana,Banana,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.0065569263,hard_negative
70,,পিতা,পিটা,pit̪a,pita,Father,Beaten,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,-0.036172144,hard_negative
71,,বিলাই,বিলাতী,bilai,bilati,distribute,English,0.1666666666666666,0.1666666666666666,0.1527777777777777,0.1666666666666666,1.2083333333333333,0.1666666666666666,0.056679342,hard_negative
72,,বেল,বল,belɔ,bɔlɔ,Bell,Tell me,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.06976523,hard_negative
73,,আগুন,আপোন,aɡun̪,apʊn,Fire,Your own,0.6,0.25,0.0833333333333333,0.0833333333333333,0.8125,0.0833333333333333,0.0675694,hard_negative
74,,হাত,হাট,ɦat̪,ɦat,Hand,Hat,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0.044838846,hard_negative
75,,বাঙালি,ধেমালি,baŋali,dʰɛmali,Bengali,It's a joke,0.5714285714285714,0.3333333333333333,0.0659722222222222,0.0694444444444444,0.6875,0.0659722222222222,0.12286304,hard_negative
76,,টাকা,চাকা,ʈaka,saka,Money,The wheel,0.25,0.0,0.0208333333333333,0.0208333333333333,0.375,0.0208333333333333,-0.006991812,hard_negative
77,,কথা,কটা,kɔt̪ʰa,kɔta,Talk,Brown,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.05381029,hard_negative
78,,বাল,বালু,balɔ,balu,Baal,Sand,0.25,0.0,0.03125,0.03125,0.3125,0.03125,0.08049917,hard_negative
79,,স্নান,চান,ʃn̪an̪,san,Bath,Want,0.6666666666666666,0.25,0.2604166666666667,0.28125,2.0625,0.28125,0.026795402,synonym
80,,একতা,অটা,ekt̪a,ɔta,Unity,Ata,0.6,0.25,0.265625,0.2916666666666667,2.1875,0.2916666666666667,0.055866476,hard_negative
81,,ধন্যবাদ,অনুবাদ,d̪ʱɔn̪d͡zɔbad̪,ɔnubad,Thanks,Translation,0.6428571428571429,0.25,0.2552083333333333,0.2760416666666667,2.03125,0.2760416666666667,0.004874798,hard_negative
82,,বাংলা,ভাঙনি,baŋla,bʰaŋni,Bengali,Translation,0.5,0.2,0.05,0.05,0.65,0.05,0.10782133,hard_negative
83,,হগল,নকল,ɦɔɡɔlɔ,nɔkɔlɔ,Huggle,Duplicate,0.3333333333333333,0.1666666666666666,0.0381944444444444,0.0416666666666666,0.4791666666666667,0.0381944444444444,-0.014387116,hard_negative
84,,বাঙালি,আঙুলি,baŋali,aŋuli,Bengali,finger,0.3333333333333333,0.1666666666666666,0.1840277777777778,0.2013888888888888,1.625,0.2013888888888888,0.12286304,hard_negative
85,,কালি,খালী,kali,kʰali,yesterday,empty,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.032469623,hard_negative
86,,দাঁত,আঁট,d̪ãt̪ɔ,ãtɔ,Teeth,Tight,0.5,0.3333333333333333,0.2395833333333333,0.2604166666666667,1.875,0.2604166666666667,0.05119098,hard_negative
87,,চাঁদ,তাঁত,t͡ɕãd̪ɔ,tãtɔ,The moon,Weaving,0.5714285714285714,0.3333333333333333,0.0625,0.0625,0.5625,0.0625,0.16862799,hard_negative
