,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
16,16,16,10746,pantaloon,porte-monnaie,ˈpæntəˌlun,pɔʀtə-mɔn,pantaloon,wallet,0.6,0.25,0.0963541666666666,0.1041666666666666,1.1875,0.0963541666666666,9,hard_negative,0,,-9.748211,0.4753759205341339,0.8008719086647034
17,17,17,7412,divorcée,diversion,divorcée*,divɛʀsjɔ̃,divorcee,diversion,0.6666666666666666,0.25,0.0963541666666666,0.1145833333333333,1.296875,0.0963541666666666,5,hard_negative,0,,-4.1813426,0.4760167598724365,0.5801762938499451
18,18,18,1387,énarque,banalité,éénarque*,banalite,enarque,banality,0.6666666666666666,0.5,0.1536458333333333,0.1822916666666666,3.234375,0.1536458333333333,6,hard_negative,0,,-15.648842000000002,0.4842458367347717,0.6708678603172302
19,19,19,435,bois durci,biandrie,bwɑ durci*,bjɑ̃dʀi,hardened wood,biandrie,0.6,0.25,0.265625,0.3020833333333333,2.296875,0.2916666666666667,6,hard_negative,0,,-2.5847802000000004,0.41182413697242737,0.6653622388839722
20,20,20,914,solid,solide,ˈsɑləd,sɔlid,solid,solid,0.5,0.0,0.0541666666666666,0.0583333333333333,0.55,0.0541666666666666,1,synonym,0,,-1.2073404,0.7985802888870239,0.7229288220405579
21,21,21,8942,tant mieux,pataphysique,tænt mieux*,patafizik,so much the better,pataphysics,0.8181818181818182,0.5555555555555556,0.1296296296296296,0.1481481481481481,2.888888888888889,0.1296296296296296,8,hard_negative,0,,-13.705343,0.4556559324264526,0.349621444940567
22,22,22,228,pollute,polluer,pəˈlut,pɔlyʀ,pollute,pollute,0.6666666666666666,0.2,0.075,0.0833333333333333,1.225,0.075,2,synonym,0,,-5.312043,0.874614953994751,0.7312764525413513
23,23,23,21,agreement,harmonie,əˈgrimənt,aʀmɔni,agreement,harmony,0.7777777777777778,0.2857142857142857,0.2261904761904762,0.2619047619047619,2.8035714285714284,0.2410714285714285,7,synonym,0,,-4.644295,0.3928409218788147,0.6196882128715515
24,24,24,8936,talisman,sauces mères,ˈtælɪsmən,sozəs mə̀ʀ,talisman,mother sauces,0.8,0.25,0.0729166666666666,0.078125,1.171875,0.0729166666666666,9,hard_negative,0,,-4.8083253,0.3632185161113739,0.6393405795097351
25,25,25,5867,sabrage,chambranle,sabrage*,ʃɑ̃bʀɑ̃lə,Saberge,jamb,0.8888888888888888,0.1428571428571428,0.2083333333333333,0.23809523809523805,1.875,0.2202380952380952,5,hard_negative,0,,-9.417024,0.4042659997940064,0.6175583600997925
26,26,26,477,brouhaha,bistouri,ˈbruhɑˌhɑ,bistuʀi,brouhaha,scalpel,0.8888888888888888,0.4285714285714285,0.1904761904761904,0.2321428571428571,3.446428571428572,0.1904761904761904,7,random,0,844.0,-15.907151999999998,0.4425968527793884,0.6784480214118958
27,27,27,6436,archaeologue,hors catégorie,archaeologue*,ɔʀs kateɡɔʀi,archaeologue,except category,1.0,0.4545454545454545,0.1590909090909091,0.1818181818181818,2.9090909090909087,0.1590909090909091,10,hard_negative,0,,-4.448451,0.3669189810752869,0.7004331946372986
28,28,28,1374,en flute,en route,ɛn flut,ən ʀut,a flute,en route,0.4285714285714285,0.1666666666666666,0.1944444444444444,0.2152777777777778,1.6875,0.2083333333333333,2,hard_negative,0,,-1.001442,0.5473892092704773,0.6309155821800232
29,29,29,6582,berdache,mardi gras,berdache*,maʀdi ɡʀa,berdache,Mardi Gras,0.8888888888888888,0.25,0.0755208333333333,0.0885416666666666,1.015625,0.0755208333333333,8,hard_negative,0,,-4.6243362,0.34934115409851074,0.5851767063140869
30,30,30,8951,tassie,bastille,tassie*,bastij,tassie,bastille,0.5714285714285714,0.3333333333333333,0.0520833333333333,0.0625,0.875,0.0520833333333333,4,hard_negative,0,,-5.3577332,0.5865254998207092,0.8269485831260681
31,31,31,986,cinema,cinéma,ˈsɪnəmə,sinema,cinema,movie theater,0.5714285714285714,0.0,0.0416666666666666,0.0416666666666666,0.375,0.0416666666666666,1,loan,1,,-6.8800982999999984,0.8658759593963623,0.8365857601165771
32,32,32,1850,haute cuisine,chef de cuisine,hət kwɪˈzin,ʃəf də kɥizin,haute cuisine,chef,0.6153846153846154,0.2727272727272727,0.1893939393939394,0.2121212121212121,1.681818181818182,0.2064393939393939,5,hard_negative,0,,-6.395355,0.6594986915588379,0.7285401821136475
33,33,33,2072,gorgeret,gorgeret,gorgeret*,ɡɔʀʒəʀɛ,gorgeret,gorgeret,1.0,0.4285714285714285,0.3005952380952381,0.375,3.821428571428572,0.3154761904761905,0,loan,1,,-0.6572616,0.9999995827674866,1.0
34,34,34,1854,hectare,instant,ˈhɛkˌtɑr,ɛ̃stɑ̃,hectare,instant,0.625,0.5,0.3402777777777778,0.3888888888888889,3.1041666666666665,0.3854166666666667,5,hard_negative,0,,3.8334265,0.4763051271438599,0.5364053845405579
35,35,35,4530,débutantes,badinage,débutantes*,badinaʒ,beginners,badinage,0.8181818181818182,0.2222222222222222,0.3145833333333333,0.3458333333333333,2.6125,0.3437499999999999,8,hard_negative,0,,-11.561582,0.4804074764251709,0.7462159395217896
36,36,36,8139,maladroit,balustrade,ˌmæləˈdrɔɪt,balystʀad,clumsy,balustrade,0.9090909090909092,0.3333333333333333,0.1041666666666666,0.1203703703703703,1.875,0.1041666666666666,7,hard_negative,0,,-5.752294999999998,0.3886030912399292,0.5744987726211548
37,37,37,8008,intussusception,existentialisme,intussusception*,əɡzistɑ̃sjalism,intussusception,existentialism,0.875,0.4,0.173611111111111,0.1888888888888888,2.566666666666667,0.1805555555555555,14,hard_negative,0,,-2.4318724,0.44681376218795776,0.6864697933197021
38,38,38,1330,decalcomanie,décalcomanie,decalcomanie*,dekalkɔmani,decals,decal,0.3846153846153846,0.25,0.0850694444444444,0.09375,0.7083333333333334,0.09375,1,loan,1,,-3.1737175,0.8480215072631836,0.9005630016326904
39,39,39,456,boubou,babouche,boubou*,babuʃ,boubou,babouche,0.5714285714285714,0.3333333333333333,0.2569444444444445,0.2847222222222222,3.1666666666666665,0.2743055555555555,5,hard_negative,0,,-4.590413,0.8333110213279724,0.67976313829422
40,40,40,1041,coincident,coïncident,koʊˈɪnsədənt,koinsidɑ̃,coincident,coincide,0.5833333333333334,0.2727272727272727,0.2765151515151515,0.303030303030303,2.25,0.3011363636363636,1,loan,1,,-4.536476,0.5884436964988708,0.7068080306053162
41,41,41,3308,rouget,rouget,rouget*,ʀuʒɛ,red mullet,red mullet,0.8571428571428571,0.4,0.3125,0.3666666666666666,3.875,0.3375,0,loan,1,,5.0043583,0.999999701976776,1.0
42,42,42,3639,billot,barrage,billot*,baʀʀaʒ,billot,barrage,0.8571428571428571,0.0,0.1319444444444444,0.1458333333333333,1.5416666666666667,0.1319444444444444,6,hard_negative,0,,-2.2186303,0.4233079254627228,0.7363604307174683
43,43,43,605,cancaneuse,ananas,cancaneuse*,anana,cancaneuse,pineapple,0.6363636363636364,0.5,0.4541666666666667,0.5041666666666667,3.675,0.5041666666666667,5,hard_negative,0,,-14.264523,0.4669289588928223,0.4407094419002533
44,44,44,8661,raconteur,langoustine,ˌrækɑnˈtur,lɑ̃ɡustin,raconteur,langoustine,0.9,0.25,0.1145833333333333,0.140625,1.625,0.1145833333333333,8,hard_negative,0,,-13.915823,0.4637139737606049,0.4817642271518707
45,45,45,10736,oxygen,exergue,ˈɑksɪʤən,əɡzɛʀɡ,oxygen,epigraph,1.0,0.3333333333333333,0.1076388888888888,0.125,1.875,0.1076388888888888,5,hard_negative,0,,-1.6750374,0.461110383272171,0.7579644322395325
46,46,46,4429,detergent,châtelaine,dɪˈtərʤənt,ʃatəlɛn,detergent,châtelaine,0.7,0.125,0.171875,0.1927083333333333,1.5625,0.1822916666666666,7,hard_negative,0,,-10.306382,0.4167933762073517,0.6954559683799744
47,47,47,4991,granite,lignite,ˈgrænɪt,liɲit,granite,lignite,0.8571428571428571,0.0,0.0791666666666666,0.1,0.875,0.0791666666666666,3,hard_negative,0,,-4.6766205,0.6658040881156921,0.6943384408950806
48,48,48,2399,pantaloons,châtelaine,ˈpæntəˌlunz,ʃatəlɛn,pantaloons,châtelaine,0.6363636363636364,0.3333333333333333,0.2476851851851851,0.2685185185185185,2.1527777777777777,0.2662037037037036,7,hard_negative,0,,-2.9488107999999995,0.4950325191020966,0.7525545954704285
49,49,49,4039,cinéma du look,anacyclique,cinéma* də lʊk,anaziklik,look cinema,anacyclic,0.7142857142857143,0.3,0.2348484848484848,0.2575757575757575,2.2954545454545454,0.2537878787878788,12,hard_negative,0,,-15.280304999999998,0.43864646553993225,0.6865151524543762
50,50,50,1378,en passant,à la carte,ɛn passant*,a la kaʀt,by the way,à la carte,0.6363636363636364,0.5555555555555556,0.2777777777777778,0.3055555555555555,2.6388888888888893,0.298611111111111,7,hard_negative,0,,-6.5005093,0.4094249308109283,0.39844810962677
51,51,51,10170,deracine,philatélie,deracine*,filateli,deracine,philately,0.8888888888888888,0.375,0.0911458333333333,0.1093749999999999,1.140625,0.0911458333333333,8,hard_negative,0,,-5.6467495,0.4085758626461029,0.8579232692718506
52,52,52,9171,aioli,aconit,aioli*,akɔni,aioli,aconit,0.6666666666666666,0.4,0.0916666666666666,0.1,2.075,0.0916666666666666,3,hard_negative,0,,-3.8352196,0.4772016704082489,0.7429653406143188
53,53,53,375,béguin,badine,béguin*,badin,béguin,kids,0.5714285714285714,0.2,0.0958333333333333,0.1083333333333333,2.1,0.0958333333333333,4,hard_negative,0,,-5.5256615,0.6087844371795654,0.6171087622642517
54,54,54,3621,tourelle,tourelle,tourelle*,tuʀɛl,turret,turret,0.6666666666666666,0.375,0.3645833333333333,0.4114583333333333,2.984375,0.4010416666666667,0,loan,1,,3.5769348,0.9999995231628418,1.0
55,55,55,10748,pantoum,barbotine,pantoum*,baʀbɔtin,pantoum,slip,0.875,0.5,0.203125,0.2239583333333333,1.890625,0.2135416666666666,7,hard_negative,0,,-13.155243,0.5793607234954834,0.6963642835617065
56,56,56,323,stumble,trébucher,ˈstəmbəl,tʀebyʃəʀ,stumble,stumble,0.875,0.5,0.2291666666666666,0.2552083333333333,2.734375,0.2421875,7,synonym,0,,-11.041077,0.6395817399024963,0.4109272360801697
57,57,57,3679,tulip,tulipe,ˈtulɪp,tylip,tulip,tulipe,0.5,0.0,0.0166666666666666,0.0166666666666666,0.15,0.0166666666666666,1,loan,1,,0.76849705,0.8921512365341187,0.6276968121528625
58,58,58,7981,improvise,en plein air,ˌɪmprəˈvaɪz,ən pləin ɛʀ,improvise,outside,0.8181818181818182,0.4444444444444444,0.1273148148148148,0.1574074074074074,2.5,0.1273148148148148,11,hard_negative,0,,-2.1593723,0.4758105874061585,0.5956805944442749
59,59,59,7097,confronté,saucisson sec,confronté*é,sozisɔn sək,confronted with,dry sausage,0.8181818181818182,0.6,0.1291666666666666,0.15,2.775,0.1291666666666666,11,hard_negative,0,,-9.844115,0.4007350504398346,0.5226008296012878
60,60,60,7794,féerie,beau + lieu,féerie*,bəo + ljø,fairyland,beautiful + place,1.0,0.3333333333333333,0.0868055555555555,0.1111111111111111,1.25,0.0868055555555555,9,hard_negative,0,,-9.87566,0.4455845057964325,0.7370507121086121
61,61,61,699,cahoot,cahute,kəˈhut,kayt,cahoot,say,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,3,loan,1,,2.6445517999999995,0.7591224312782288,0.8050568699836731
62,62,62,559,bouillabaisse,bouillabaisse,bouillabaisse*,bujlabɛs,bouillabaisse,bouillabaisse,0.5714285714285714,0.3846153846153846,0.3605769230769231,0.4006410256410256,3.0288461538461537,0.3974358974358974,0,loan,1,,-1.1724852,0.9999997615814208,0.9999991655349731
63,63,63,16,abaissé,abaissé,abaissé*é,abɛse,lowered,lowered,0.6666666666666666,0.3333333333333333,0.3489583333333333,0.3854166666666666,2.8125,0.3854166666666666,0,loan,1,,-4.003857,0.999999701976776,1.0
64,64,64,386,magnificent,éblouissant,mægˈnɪfɪsənt,eblwisɑ̃,magnificent,dazzling,0.9166666666666666,0.6,0.3729166666666667,0.4125,4.0,0.4,9,synonym,0,,-10.874208,0.44304120540618896,0.7056888341903687
65,65,65,954,insignificant,insignifiant,ˌɪnsɪgnˈjɪfɪkənt,ɛ̃siɲifjɑ̃,insignificant,insignificant,0.875,0.4615384615384615,0.3910256410256411,0.4294871794871794,3.3269230769230766,0.4246794871794872,1,synonym,0,,-6.461371400000001,0.7691713571548462,0.7407642602920532
66,66,66,304,perpetual,perpétuel,pərˈpɛʧuəl,pɛʀpetyl,perpetual,perpetual,0.7,0.125,0.1171875,0.1354166666666666,1.890625,0.1171875,2,synonym,0,,-0.38155943,0.5824695229530334,0.6187058687210083
67,67,67,585,merciful,compatissant,ˈmərsɪfəl,kɔ̃patisɑ̃,merciful,compassionate,1.0,0.625,0.2942708333333333,0.3489583333333333,3.703125,0.2942708333333333,10,synonym,0,,-12.214348,0.5089903473854065,0.7484528422355652
68,68,68,474,bijou,bijou,bijou*,biʒu,bijou,bijou,0.5,0.4,0.2166666666666667,0.2416666666666666,2.475,0.2375,0,loan,1,,1.2275511,0.999999463558197,1.0
69,69,69,10289,enfant terrible,en coup de sabre,ˌɑnˈfɑnt ˈtɛrəbəl,ən kup də sabʀ,enfant terrible,with a saber,0.8235294117647058,0.3846153846153846,0.2291666666666666,0.2596153846153846,2.2788461538461537,0.2419871794871795,10,hard_negative,0,,-11.841364,0.5272511839866638,0.35387805104255676
70,70,70,1979,kamichi,amidine,kamichi*,amidin,kamichi,amidine,0.5,0.5714285714285714,0.2291666666666666,0.2619047619047619,3.0357142857142856,0.24404761904761896,5,hard_negative,0,,-13.17407,0.3206208348274231,0.8030037879943848
71,71,71,644,brusquerie,brusquerie,brusquerie*,bʀyskəʀi,abruptness,abruptness,0.7272727272727273,0.2,0.2291666666666666,0.2666666666666667,2.0,0.25,0,loan,1,,1.0773982,0.9999996423721312,1.0
72,72,72,1568,eclatant,éclatant,eclatant*,eklatɑ̃,striking,brilliant,0.5555555555555556,0.375,0.2473958333333333,0.2708333333333333,2.03125,0.2682291666666666,1,loan,1,,4.7550163,0.7980466485023499,0.9547511339187622
73,73,73,8585,pousse-café,juxtaposer,pousse-café*é,ʒykstapɔzəʀ,coffee maker,juxtaposer,0.9230769230769232,0.5454545454545454,0.1363636363636363,0.1515151515151515,2.284090909090909,0.1363636363636363,10,hard_negative,0,,-11.457659,0.3528313040733337,0.6258258819580078
74,74,74,877,chantage,chantage,chantage*,ʃɑ̃taʒ,blackmail,blackmail,0.7777777777777778,0.5714285714285714,0.3214285714285714,0.3630952380952381,3.5535714285714284,0.3482142857142857,0,loan,1,,3.1102479,0.9999994039535522,1.0
75,75,75,10617,massif,masseuse,ˈmæsɪf,masœz,massif,masseuse,0.6666666666666666,0.2,0.05,0.0583333333333333,0.5,0.05,4,hard_negative,0,,-5.1123157,0.5343733429908752,0.5776796936988831
76,76,76,29,abordage,amusement,abordage*,amyzəmɑ̃,collision,amusement,0.8888888888888888,0.4285714285714285,0.1547619047619047,0.1845238095238095,3.2142857142857144,0.1547619047619047,8,random,0,37.0,-3.5274353,0.6137688159942627,0.8076825141906738
77,77,77,10337,evince,auberge,ɪˈvɪns,obɛʀʒ,deduces,auberge,1.0,0.2,0.1291666666666666,0.1416666666666666,1.55,0.1291666666666666,6,hard_negative,0,,-6.418595,0.3800919950008392,0.6244927644729614
78,78,78,10234,déclassée,déglutition,déclassée*,deɡlytisjɔ̃,downgraded,swallowing,0.7272727272727273,0.4,0.1479166666666666,0.1625,1.5625,0.1583333333333333,8,hard_negative,0,,-9.072376,0.7956268191337585,0.5479261875152588
79,79,79,3331,sagesse,sagesse,sagesse*,saʒɛs,wisdom,wisdom,0.625,0.5,0.2326388888888889,0.2708333333333333,3.583333333333333,0.25,0,loan,1,,6.6015570000000015,0.999999701976776,1.0
80,80,80,1020,relinquish,éliminer,rɪˈlɪŋkwɪʃ,eliminəʀ,relinquish,eliminate,0.9,0.5555555555555556,0.2337962962962962,0.2638888888888889,3.2916666666666665,0.2523148148148148,8,synonym,0,,-12.734254,0.44111767411232,0.8101911544799805
81,81,81,1770,gnomic,amniotique,ˈnoʊmɪk,ɑnjɔtik,gnomic,amniotic,0.7142857142857143,0.4285714285714285,0.1994047619047619,0.2261904761904762,2.25,0.2172619047619048,7,hard_negative,0,,-13.945814000000002,0.4976089894771576,0.7984293103218079
82,82,82,705,cryptic,cryptique,ˈkrɪptɪk,kʀiptik,cryptic,cryptique,0.5,0.0,0.0357142857142857,0.0476190476190476,0.3392857142857143,0.0357142857142857,3,synonym,0,,1.7016585,0.8681371808052063,0.9008288383483887
83,83,83,3145,vancourier,acouchi,vancourier*,akuʃi,vancourier,acouchi,0.7272727272727273,0.7,0.475,0.5375,4.075,0.5291666666666666,6,hard_negative,0,,-11.823774,0.4359559714794159,0.6682900190353394
84,84,84,3558,telecommunication,télécommunication,ˌtɛləkəmˌjunɪˈkeɪʃən,telekɔmynikasjɔ̃,telecommunication,telecommunication,0.7,0.2352941176470588,0.1556372549019608,0.1740196078431373,1.6691176470588236,0.1678921568627451,2,loan,1,,-17.096994,0.8310226798057556,0.633569061756134
85,85,85,9849,bureau de change,viennoiserie,ˈbjʊroʊ də ʧeɪnʤ,vjɛnwazəʀi,exchange office,pastry,0.875,0.3636363636363636,0.1742424242424242,0.2007575757575757,2.215909090909091,0.1818181818181818,14,hard_negative,0,,-0.78645325,0.5022659301757812,0.6360611319541931
86,86,86,288,aubergine,aubergine,aubergine*,obɛʀʒin,aubergine,aubergine,0.7,0.375,0.25,0.2916666666666667,3.109375,0.2630208333333333,0,loan,1,,1.4378335,0.999999463558197,1.0
87,87,87,6440,archimandrite,imperméabilité,archimandrite*,ɛ̃pɛʀmeabilite,archimandrite,impermeability,0.7142857142857143,0.4615384615384615,0.1538461538461538,0.1858974358974358,2.8942307692307687,0.1538461538461538,10,hard_negative,0,,-16.523548,0.3472388982772827,0.27246955037117004
88,88,88,3303,roué,roué,roué*é,ʀwe,wheel,wheel,1.0,0.3333333333333333,0.4,0.475,3.75,0.45,0,loan,1,,6.783046700000001,0.9999995827674866,1.0
89,89,89,9575,verrine,forcené,verrine*,fɔʀsəne,verrine,mad,0.75,0.1428571428571428,0.0892857142857142,0.1130952380952381,1.125,0.0892857142857142,5,hard_negative,0,,-5.5752115,0.5732264518737793,0.6612165570259094
90,90,90,8924,symphoniette,cinéma vérité,symphoniette*,sinema veʀite,symphoniette,Truth cinema,0.7692307692307693,0.5,0.1371527777777778,0.15625,2.802083333333333,0.1371527777777778,12,hard_negative,0,,-12.024172,0.35238999128341675,0.6041925549507141
91,91,91,4736,exoreic,eucaryote,exoreic*,œkaʀiɔt,exoreic,eukaryotic,0.875,0.1428571428571428,0.1101190476190476,0.1249999999999999,1.2857142857142858,0.1101190476190476,7,hard_negative,0,,-5.932292,0.4402594268321991,0.7147771120071411
92,92,92,2019,gemmule,gemmule,gemmule*,ʒɑmyl,gemmule,gemmule,0.75,0.5,0.2534722222222222,0.2916666666666667,3.7291666666666665,0.2708333333333333,0,loan,1,,4.6574225,0.9999995827674866,1.0
93,93,93,8737,ridicule,casse-croûte,ˈrɪdəˌkjul,kasə-kʀut,ridicule,snack,0.7,0.25,0.1041666666666666,0.1197916666666666,1.859375,0.1041666666666666,10,hard_negative,0,,-4.693906299999999,0.4555628895759583,0.7064324021339417
94,94,94,3323,agente provocatrice,acidification,agente* provocatrice*,azidifikasjɔ̃,agent provocateur,acidification,0.9047619047619048,0.4117647058823529,0.3100490196078431,0.3504901960784313,2.8382352941176467,0.3468137254901961,14,hard_negative,0,,-16.777727,0.4847029447555542,0.49243444204330444
95,95,95,690,café noir,café noir,café*é nɔɪr,kafe nwaʀ,black coffee,black coffee,0.6363636363636364,0.375,0.1550925925925926,0.1805555555555555,1.5833333333333333,0.1666666666666666,0,loan,1,,-0.26963267,0.9999995827674866,1.0
96,96,96,5393,ménage à quatre,négociant,ménage* à* quatre*,neɡɔsjɑ̃,foursome,merchant,0.8888888888888888,0.3,0.4253472222222222,0.4791666666666667,3.7604166666666665,0.46875,12,hard_negative,0,,-7.3116655,0.4402569234371185,0.6044230461120605
97,97,97,6906,chantage,grand dame,chantage*,ɡʀɑ̃d dam,blackmail,great lady,1.0,0.4285714285714285,0.0952380952380952,0.1071428571428571,1.7321428571428572,0.0952380952380952,6,hard_negative,0,,-3.699261,0.5923916697502136,0.7569819092750549
98,98,98,7359,dernier cri,viennoiserie,dernier* cri*,vjɛnwazəʀi,trendy,pastry,0.8461538461538461,0.6,0.14375,0.1916666666666666,2.9,0.14375,9,hard_negative,0,,-3.0583394,0.458768904209137,0.5557573437690735
99,99,99,128,angary,aval,angary*,aval,hangars,downstream,0.7142857142857143,0.4,0.2541666666666667,0.3,2.7,0.275,4,random,0,196.0,-0.96334237,0.4388897120952606,0.7440063953399658
100,100,100,10059,coryphées,demi-brigade,coryphées*,dəmi-bʀiɡad,coryphées,demi-brigade,1.0,0.4,0.1833333333333333,0.2083333333333333,1.8,0.19375,11,hard_negative,0,,-11.924189,0.2757805585861206,0.45117831230163574
101,101,101,5248,maquis,manganèse,maquis*,mɑ̃ɡanə̀s,maquis,manganese,0.7777777777777778,0.1428571428571428,0.2053571428571428,0.2202380952380952,1.8571428571428568,0.2172619047619048,6,hard_negative,0,,-7.485784,0.474915623664856,0.793541431427002
102,102,102,9434,marabou,baisemains,ˈmɛrəˌbu,bɛzəmɛ̃,marabou,kiss hands,0.75,0.5,0.0902777777777777,0.1041666666666666,1.7916666666666667,0.0902777777777777,8,hard_negative,0,,-8.89814,0.4338632822036743,0.7525052428245544
103,103,103,2219,impersonal,impersonnel,ˌɪmˈpərsənəl,ɛ̃pɛʀsɔnəl,impersonal,impersonal,0.5833333333333334,0.1,0.1229166666666667,0.1416666666666666,1.1125,0.1333333333333333,2,loan,1,,-6.5072513,0.9397444128990172,0.8698906898498535
104,104,104,7620,estaminet,espagnolette,estaminet*,ɛspaɲɔlɛt,estaminet,espagnolette,0.7,0.3333333333333333,0.0671296296296296,0.0694444444444444,0.7638888888888888,0.0671296296296296,7,hard_negative,0,,-2.3745484,0.3979035019874573,0.7566884160041809
105,105,105,5929,septillion,chef de cuisine,septillion*,ʃəf də kɥizin,septillion,chef,0.9230769230769232,0.1818181818181818,0.1950757575757576,0.2121212121212121,2.2045454545454546,0.2026515151515151,12,hard_negative,0,,-12.642399,0.3573513329029083,0.6129233241081238
106,106,106,1714,garde de rein,clair de lune,gɑrd də reɪn,klɛʀ də lyn,kidney guard,Moonlight,0.5833333333333334,0.4444444444444444,0.2152777777777778,0.2731481481481481,3.611111111111111,0.2152777777777778,9,hard_negative,0,,-2.4031177,0.5695106387138367,0.6045308709144592
107,107,107,276,babul,babouche,babul*,babuʃ,Babylon,babouche,0.3333333333333333,0.2,0.0416666666666666,0.0416666666666666,0.7,0.0416666666666666,4,hard_negative,0,,-0.81821054,0.7734180092811584,0.7390713691711426
