,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
11,11,11,2109,greviere,grevière,greviere*,ɡʀɛvjə̀ʀ,counties,grevier,0.8888888888888888,0.4285714285714285,0.2202380952380952,0.2976190476190476,3.0892857142857144,0.2202380952380952,1,loan,1,,2.3341932,0.7049536108970642,0.8952921032905579
12,12,12,3679,tulip,tulipe,ˈtulɪp,tylip,tulip,tulipe,0.5,0.0,0.0166666666666666,0.0166666666666666,0.15,0.0166666666666666,1,loan,1,,0.76849705,0.8921726942062378,0.6276968121528625
13,13,13,1965,fuselage,fuselage,fˈjusəˌlɑʤ,fyzəlaʒ,fuselage,fuselage,0.7,0.2857142857142857,0.2499999999999999,0.3035714285714285,2.2857142857142856,0.2499999999999999,0,loan,1,,1.8658714,1.0,1.0
14,14,14,644,brusquerie,brusquerie,brusquerie*,bʀyskəʀi,abruptness,abruptness,0.7272727272727273,0.2,0.2291666666666666,0.2666666666666667,2.0,0.25,0,loan,1,,1.0773982,1.0,1.0
15,15,15,26,abattoir,abattoir,abattoir*,abatwaʀ,abattoir,abattoir,0.5555555555555556,0.25,0.1666666666666666,0.1927083333333333,1.6875,0.1770833333333333,0,loan,1,,0.87607956,1.0,1.0
16,16,16,2516,massif,massif,ˈmæsɪf,masif,massif,massif,0.5,0.0,0.0083333333333333,0.0083333333333333,0.05,0.0083333333333333,0,loan,1,,-2.7587347,1.0,1.0
17,17,17,1760,état major,état,éétat* ˈmeɪʤər,eta,Staff,state,0.8571428571428571,0.625,0.6229166666666666,0.7,5.075,0.7,6,loan,1,,-4.0346355,0.582571268081665,0.9218809604644775
18,18,18,4592,employés,espionnage,employés*,ɛspjɔnaʒ,employees,spying,0.8888888888888888,0.25,0.1432291666666666,0.15625,2.375,0.1432291666666666,7,hard_negative,0,,-10.264042,0.4539896547794342,0.21873340010643005
19,19,19,3229,rendezvous,rendez-vous,ˈrɑndɪˌvu,ʀɑ̃dəz-vu,rendezvous,appointment,0.6666666666666666,0.2857142857142857,0.125,0.1547619047619047,2.5535714285714284,0.125,1,loan,1,,1.3886616000000005,0.8336015939712524,0.8059254884719849
20,20,20,95,agrémens,agrémens,agrémens*,aɡʀemɑ̃,amenities,amenities,0.7777777777777778,0.6666666666666666,0.2678571428571429,0.3154761904761904,3.625,0.2827380952380952,0,loan,1,,3.965523,1.0,1.0
21,21,21,1982,galop,galop,galop*,ɡalo,gallop,gallop,0.5,0.5,0.3229166666666666,0.375,3.625,0.3229166666666666,0,loan,1,,-0.43261582,1.0,1.0
22,22,22,917,chaussé,chaussé,chaussé*é,ʃose,shod,shod,0.8888888888888888,0.6666666666666666,0.4739583333333333,0.5260416666666667,4.015625,0.5234375,0,loan,1,,-4.371134,1.0,1.0
23,23,23,5042,hors categorie,alizari,ɔr categorie*,alizaʀi,except category,curling over,0.8461538461538461,0.3,0.33125,0.3833333333333333,2.9625,0.3666666666666666,11,hard_negative,0,,-8.2557125,0.3376225233078003,0.5593336820602417
24,24,24,5626,plaque,blague,plæk,blaɡ,plaque,joke,0.75,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,2,hard_negative,0,,-3.764875,0.438687264919281,0.5385199785232544
25,25,25,1873,fin,fin,fɪn,fɛ̃,end,end,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3611111111111111,2.75,0.3611111111111111,0,loan,1,,1.300992,1.0,1.0
26,26,26,4249,crème de cassis,rodomontade,crème* də ˈkæsɪs,ʀɔdɔmɔ̃tad,Cassis,rhodomontade,0.9375,0.2727272727272727,0.3107638888888889,0.3472222222222221,2.989583333333333,0.3402777777777777,13,hard_negative,0,,-3.5540233,0.2368821054697037,0.8416722416877747
27,27,27,3621,tourelle,tourelle,tourelle*,tuʀɛl,turret,turret,0.6666666666666666,0.375,0.3645833333333333,0.4114583333333333,2.984375,0.4010416666666667,0,loan,1,,3.5769348,1.0,1.0
28,28,28,10950,semblant,cerclage,semblant*,sɛʀklaʒ,similar,strapping,0.6666666666666666,0.375,0.1953125,0.2083333333333333,1.875,0.2057291666666666,5,hard_negative,0,,-5.808823599999998,0.4343244135379791,0.2742711007595062
29,29,29,140,ambassadry,embassadrie,ambassadry*,ɑ̃basadʀi,embassy,embassadrie,0.5454545454545454,0.2,0.2166666666666666,0.2458333333333333,1.8625,0.2354166666666667,3,loan,1,,-6.621253,0.5170189142227173,0.7925530672073364
30,30,30,3585,tic,tic,tɪk,tik,tic,tic,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,0,loan,1,,0.94427127,1.0,1.0
31,31,31,1890,flasque,flasque,flasque*,flask,flask,flask,0.5,0.2857142857142857,0.2619047619047619,0.2916666666666667,2.142857142857143,0.2916666666666667,0,loan,1,,1.5386283,1.0,1.0
32,32,32,1412,derangement,dérangement,derangement*,deʀɑ̃ʒəmɑ̃,derangement,disturbance,0.75,0.3,0.2541666666666666,0.2833333333333333,2.4375,0.2708333333333333,1,loan,1,,7.0429697,0.4944422543048858,0.7986727356910706
33,33,33,3812,étage,étage,éétage*,etaʒ,stage,stage,0.7142857142857143,0.5,0.225,0.2583333333333333,2.85,0.2458333333333333,0,loan,1,,1.2458704,1.0,1.0
34,34,34,552,cache-sexe,abaissé,cache-sexe*,abɛse,cache-sex,lowered,0.7272727272727273,0.5555555555555556,0.4212962962962963,0.4675925925925926,3.4444444444444446,0.4675925925925926,8,hard_negative,0,,-10.037837,0.44045814871788025,0.5485808253288269
35,35,35,410,battue,battue,battue*,baty,beaten,beaten,0.5714285714285714,0.3333333333333333,0.3090277777777777,0.3402777777777778,2.5,0.3402777777777778,0,loan,1,,2.4990418,1.0,1.0
36,36,36,3520,tableau,tableau,təˈbloʊ,tablo,board,board,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.4166666666666667,0.1875,0,loan,1,,-2.758019,1.0,1.0
37,37,37,3154,quintilliard,quintilliard,quintilliard*,kɛ̃tijjaʀ,quintilliard,quintilliard,0.7692307692307693,0.3333333333333333,0.3576388888888888,0.3993055555555556,3.2604166666666665,0.3871527777777778,0,loan,1,,-9.190323,1.0,1.0
38,38,38,2849,pareil,pareil,pareil*,paʀəj,the same,the same,0.7142857142857143,0.1666666666666666,0.2083333333333333,0.2430555555555555,2.0416666666666665,0.2222222222222222,0,loan,1,,3.1178763,1.0,1.0
39,39,39,3145,quatre quart,quatre-quarts,quatre* kwɔrt,katʀə-kaʀ,four quarters,four-quarters,0.7692307692307693,0.2727272727272727,0.303030303030303,0.3446969696969696,2.590909090909091,0.3295454545454545,2,loan,1,,-5.818177,0.7752901315689087,0.5378079414367676
40,40,40,3669,troupe,troupe,trup,tʀup,troupe,troupe,0.25,0.0,0.0416666666666666,0.0625,0.46875,0.0416666666666666,0,loan,1,,-0.057326823,1.0,1.0
41,41,41,2035,geste antagoniste,geste antagoniste,geste* antagoniste*,ʒɛstə ɑ̃taɡɔnist,antagonistic gesture,antagonistic gesture,0.5263157894736842,0.2857142857142857,0.2068452380952381,0.2291666666666666,2.25,0.2098214285714285,0,loan,1,,-14.427346,1.0,1.0
42,42,42,1116,constatation,constatation,constatation*,kɔ̃statasjɔ̃,ascertainment,ascertainment,0.6153846153846154,0.3333333333333333,0.1805555555555555,0.1979166666666666,1.65625,0.1944444444444444,0,loan,1,,-0.33743522,1.0,1.0
43,43,43,1627,en famille,en famille,ɛn famille*,ən famij,with family,with family,0.4545454545454545,0.2222222222222222,0.2222222222222222,0.2453703703703703,1.9861111111111112,0.2407407407407407,0,loan,1,,-2.3448021,1.0,1.0
44,44,44,3304,rouelle,rouelle,rouelle*,ʀwɛl,rouelle,rouelle,0.875,0.5714285714285714,0.4226190476190476,0.4880952380952381,3.75,0.4702380952380953,0,loan,1,,4.714950599999999,1.0,1.0
45,45,45,2734,note verbale,note verbale,noʊt verbale*,nɔtə vɛʀbal,verbal note,verbal note,0.5384615384615384,0.2727272727272727,0.1761363636363636,0.2045454545454545,2.1931818181818183,0.1856060606060606,0,loan,1,,-5.9468083,1.0,1.0
46,46,46,2144,hadal,hadal,hadal*,adal,speak up,speak up,0.3333333333333333,0.2,0.1791666666666666,0.2,1.45,0.2,0,loan,1,,-2.0738552,1.0,1.0
47,47,47,812,cholesterine,alépine,cholesterine*,alepin,cholesterine,alpine,0.6923076923076923,0.5833333333333334,0.4635416666666667,0.5208333333333334,3.84375,0.5190972222222222,8,hard_negative,0,,-14.416970999999998,0.4680810570716858,0.7385444641113281
48,48,48,8550,polissoir,balustrade,polissoir*,balystʀad,polisher,balustrade,0.8,0.2222222222222222,0.0810185185185185,0.0972222222222222,1.5416666666666667,0.0810185185185185,8,hard_negative,0,,-8.519724,0.4669060707092285,0.7300817370414734
49,49,49,3581,thermometer,thermomètre,θərˈmɑmətər,tɛʀmɔmə̀tʀ,thermometer,thermometer,0.7272727272727273,0.1,0.1416666666666666,0.175,1.425,0.1583333333333333,3,loan,1,,-3.0743084,0.9021762013435364,0.790236234664917
50,50,50,3592,tinamou,tinamou,tinamou*,tinamu,tinamou,tinamou,0.25,0.1428571428571428,0.1279761904761905,0.1428571428571428,1.0357142857142858,0.1428571428571428,0,loan,1,,-2.1534753,1.0,1.0
51,51,51,8984,toison,trichome,toison*,tʀiʃɔm,fleece,trichome,0.7142857142857143,0.3333333333333333,0.0694444444444444,0.0833333333333333,1.2083333333333333,0.0694444444444444,5,hard_negative,0,,-5.0649147,0.35954540967941284,0.6527049541473389
52,52,52,3985,chef de partie,chef de mission,ʃɛf də partie*,ʃəf də misjɔ̃,party leader,Head of Mission,0.5714285714285714,0.2727272727272727,0.125,0.1439393939393939,1.5113636363636365,0.1401515151515151,6,hard_negative,0,,-4.364669,0.7873688340187073,0.7327766418457031
53,53,53,588,braise,braise,breɪz,bʀɛz,braise,braise,0.6,0.2,0.2125,0.2583333333333333,1.875,0.2416666666666666,0,loan,1,,2.1379972,1.0,1.0
54,54,54,4371,deism,centime,ˈdiɪzəm,sɑ̃tim,deism,centime,0.8571428571428571,0.1666666666666666,0.2291666666666666,0.25,2.208333333333333,0.2465277777777777,5,hard_negative,0,,-4.760892,0.3217650651931763,0.5490367412567139
55,55,55,1714,erg,erg,erg*,ɛʀɡ,terribly,terribly,1.0,0.3333333333333333,0.3680555555555556,0.4305555555555556,3.125,0.4027777777777777,0,loan,1,,0.509113,1.0,1.0
56,56,56,1915,ingenu,hygiénique,ingenu*,iʒjenik,naive,hygienic,0.5714285714285714,0.4285714285714285,0.3035714285714285,0.3333333333333333,2.8928571428571432,0.3333333333333333,7,hard_negative,0,,-5.513461,0.4900346398353577,0.3981992304325104
57,57,57,4793,fetish,bandage,ˈfɛtɪʃ,bɑ̃daʒ,fetish,bandage,1.0,0.0,0.1,0.1083333333333333,1.025,0.1,7,hard_negative,0,,-8.880314,0.5690638422966003,0.6680876016616821
58,58,58,3157,rabat,rabat,rabat*,ʀaba,rabat,rabat,0.5,0.2,0.2166666666666666,0.25,1.825,0.2333333333333333,0,loan,1,,4.456379,1.0,1.0
59,59,59,2178,hors catégorie,hors catégorie,ɔr catégorie*,ɔʀs kateɡɔʀi,except category,except category,0.6923076923076923,0.3636363636363636,0.178030303030303,0.2196969696969697,2.386363636363636,0.1893939393939394,0,loan,1,,-2.129572,1.0,1.0
60,60,60,3159,racahout,racahout,racahout*,ʀakau,racahout,racahout,0.6666666666666666,0.5,0.3645833333333333,0.4114583333333333,3.015625,0.4010416666666666,0,loan,1,,4.531442,1.0,1.0
61,61,61,1761,étatisme,étatisme,éétatisme*,etatism,statism,statism,0.4,0.2857142857142857,0.199074074074074,0.2222222222222222,1.6111111111111112,0.2222222222222222,0,loan,1,,-3.5466793,1.0,1.0
62,62,62,3552,taupe,taupe,taupe*,top,taupe,taupe,0.6666666666666666,0.4,0.375,0.4166666666666666,3.1,0.4166666666666666,0,loan,1,,0.70121235,1.0,1.0
63,63,63,5842,role,aréole,roʊl,aʀeɔl,role,areola,0.8,0.2,0.2375,0.275,2.125,0.2583333333333333,2,hard_negative,0,,-9.346714,0.3646481335163117,0.6624257564544678
64,64,64,1324,eclatant,gélatine,eclatant*,ʒelatin,striking,gelatin,0.5555555555555556,0.375,0.1901041666666666,0.2135416666666666,2.84375,0.2005208333333333,4,hard_negative,0,,-3.0023406,0.3376369774341583,0.8102105855941772
65,65,65,1000,clair de lune,clair de lune,klɛr də lune*,klɛʀ də lyn,Moonlight,Moonlight,0.3076923076923077,0.1,0.1104166666666666,0.1291666666666666,0.9625,0.1208333333333333,0,loan,1,,-5.5225477,1.0,1.0
66,66,66,2262,isochimenal,isochimène,isochimenal*,izɔʃimə̀n,Rocky shore,isochimène,0.75,0.3636363636363636,0.2708333333333333,0.2992424242424242,2.284090909090909,0.2973484848484848,3,loan,1,,-0.7067210999999999,0.8291747570037842,0.815240204334259
67,67,67,2486,petit final,personnel,ˈpɛti ˈfaɪnəl,pɛʀsɔnəl,small final,personnel,0.6153846153846154,0.4,0.2291666666666666,0.2583333333333333,2.2375,0.2479166666666667,7,hard_negative,0,,-6.1815934,0.276863306760788,0.6264812350273132
68,68,68,922,chef,chef,ʃɛf,ʃɛf,chef,chef,0.0,0.0,0.0,0.0,0.0,0.0,0,loan,1,,1.5927826,1.0,1.0
69,69,69,1296,cyme,cime,cyme*,sim,cyme,tops,0.8,0.5,0.2916666666666667,0.3229166666666667,2.71875,0.3177083333333333,1,loan,1,,-3.8529594,0.6610598564147949,0.8269862532615662
70,70,70,2702,nécessaire,nécessaire,nécessaire*,nezɛsɛʀ,necessary,necessary,0.8181818181818182,0.4444444444444444,0.31875,0.3625,2.75,0.3520833333333333,0,loan,1,,-1.8255031000000004,1.0,1.0
71,71,71,1043,-cole,-cole,-koʊl,-kɔl,-cole,-cole,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0,loan,1,,0.12220061,1.0,1.0
72,72,72,2093,grand seigneur,grand seigneur,grænd seigneur*,ɡʀɑ̃d səiɲœʀ,nobleman,nobleman,0.7333333333333333,0.2727272727272727,0.2007575757575757,0.2424242424242424,2.715909090909091,0.2102272727272726,0,loan,1,,-0.6349071999999999,1.0,1.0
73,73,73,8206,meringue,béninois,meringue*,beninwa,meringue,Beninese,0.6666666666666666,0.4285714285714285,0.0535714285714285,0.0714285714285714,1.125,0.0535714285714285,6,hard_negative,0,,-7.613257400000001,0.5576348304748535,0.548385500907898
74,74,74,608,cantatrice,banalité,cantatrice*,banalite,singer,banality,0.5454545454545454,0.4,0.2229166666666667,0.25,1.9375,0.24375,6,hard_negative,0,,-7.779725,0.36569517850875854,0.8016725182533264
75,75,75,103,aioli,aïoli,aioli*,aiɔli,aioli,aïoli,0.3333333333333333,0.0,0.0083333333333333,0.0083333333333333,0.05,0.0083333333333333,1,loan,1,,-8.538583000000001,0.5494697690010071,0.8698585629463196
76,76,76,838,cephalopod,céphalopode,ˈsɛfələˌpɑd,sefalɔpɔd,cephalopod,cephalopod,0.5454545454545454,0.0,0.0393518518518518,0.0416666666666666,0.3888888888888889,0.0393518518518518,2,loan,1,,-2.8293428,0.5662899613380432,0.7608164548873901
77,77,77,3298,rosbif,rosbif,rosbif*,ʀɔsbif,rosbif,rosbif,0.4285714285714285,0.0,0.0347222222222222,0.0486111111111111,0.3541666666666667,0.0347222222222222,0,loan,1,,-2.3930922000000003,1.0,1.0
78,78,78,1640,en-papillote,en,en-papillote*,ɑ̃,Foil,in,1.0,0.9090909090909092,0.831439393939394,0.9204545454545454,6.704545454545454,0.918560606060606,10,loan,1,,-1.6634481,0.5296866893768309,0.4870421886444092
79,79,79,722,camaieu,camaïeu,camaieu*,kamaiø,camaieu,monochrome,0.5,0.2857142857142857,0.1398809523809523,0.1547619047619047,1.1785714285714286,0.1547619047619047,1,loan,1,,-3.0898118,0.929312229156494,0.88655686378479
80,80,80,3645,biset,bandage,biset*,bɑ̃daʒ,biset,bandage,0.8333333333333334,0.0,0.0958333333333333,0.1,1.2,0.0958333333333333,6,hard_negative,0,,-7.8159866,0.5045411586761475,0.5587592720985413
81,81,81,1094,conclave,conclave,ˈkɑnˌkleɪv,kɔ̃klav,conclave,conclave,0.6,0.25,0.2552083333333333,0.28125,2.125,0.2786458333333333,0,loan,1,,3.364951,1.0,1.0
82,82,82,3449,solfège,solfège,solfège*,sɔlfə̀ʒ,music theory,music theory,0.625,0.1666666666666666,0.0590277777777777,0.0694444444444444,1.3333333333333333,0.0590277777777777,0,loan,1,,0.14843851,1.0,1.0
83,83,83,8017,jackal,appel,ˈʤækəl,apəl,jackal,call,0.6666666666666666,0.25,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,4,hard_negative,0,,-5.15273,0.4748668670654297,0.4529630243778229
84,84,84,2756,oeillade,œillade,oeillade*,œjlad,oeillade,œillade,0.6666666666666666,0.375,0.359375,0.4010416666666666,3.109375,0.3958333333333333,2,loan,1,,0.9825176,0.5288031101226807,0.6465531587600708
85,85,85,3220,remarque,remarque,remarque*,ʀəmaʀk,remark,remark,0.7777777777777778,0.25,0.28125,0.328125,2.4375,0.3072916666666666,0,loan,1,,3.2115364,1.0,1.0
86,86,86,2445,magot,magot,magot*,maɡo,magot,magot,0.5,0.5,0.171875,0.1979166666666666,3.625,0.171875,0,loan,1,,-0.27436012,1.0,1.0
87,87,87,1085,compute,computer,kəmˈpjut,kɔ̃pytəʀ,compute,computer,0.875,0.5714285714285714,0.1875,0.2023809523809523,3.678571428571429,0.1875,1,loan,1,,-6.728441,0.58879554271698,0.6742767095565796
88,88,88,2212,illicit,illicite,ˌɪˈlɪsət,ijizit,illicit,illicit,0.875,0.0,0.0798611111111111,0.0833333333333333,1.0208333333333333,0.0798611111111111,1,loan,1,,-0.8814601000000001,0.9352228045463562,0.6902517080307007
89,89,89,8986,tombo,bon mot,tombo*,bɔn mo,tumble,right word,1.0,0.6,0.075,0.0833333333333333,1.05,0.075,5,hard_negative,0,,-7.016456599999999,0.4247708320617676,0.6586960554122925
90,90,90,559,bouillabaisse,bouillabaisse,bouillabaisse*,bujlabɛs,bouillabaisse,bouillabaisse,0.5714285714285714,0.3846153846153846,0.3605769230769231,0.4006410256410256,3.0288461538461537,0.3974358974358974,0,loan,1,,-1.1724852,1.0,1.0
91,91,91,297,automobile,automobile,ˌɔtəmoʊˈbil,otɔmɔbil,automobile,automobile,0.5454545454545454,0.1111111111111111,0.1134259259259259,0.125,0.9166666666666666,0.125,0,loan,1,,0.6167638000000001,1.0,1.0
92,92,92,1098,concretion,concrétion,concretion*,kɔ̃kʀesjɔ̃,concretion,concretion,0.9090909090909092,0.5,0.2375,0.2666666666666667,2.225,0.2541666666666667,1,loan,1,,2.9933171,0.7036316990852356,0.8450716137886047
93,93,93,217,apropos,à propos,ˌæprəˈpoʊ,a pʀɔpo,apropos,in regards to,0.6666666666666666,0.1428571428571428,0.1577380952380952,0.1845238095238095,1.375,0.1726190476190476,2,loan,1,,1.4736742,0.5148512721061707,0.5932519435882568
94,94,94,1178,couloir,couloir,couloir*,kulwaʀ,corridor,corridor,0.75,0.4285714285714285,0.1934523809523809,0.2261904761904762,2.0,0.2083333333333333,0,loan,1,,3.8712578,1.0,1.0
95,95,95,9702,attentisme,observacion,attentisme*,ɔbsɛʀvasjɔ̃,wait-and-see attitude,observation,0.9090909090909092,0.4,0.1354166666666666,0.1458333333333333,1.8,0.1354166666666666,10,hard_negative,0,,-11.708229,0.5100494027137756,0.6393975615501404
96,96,96,1252,croquette,croquette,croquette*,kʀɔkɛt,croquette,croquette,0.9,0.4444444444444444,0.33796296296296297,0.3796296296296296,2.7916666666666665,0.3703703703703703,0,loan,1,,6.935612700000001,1.0,1.0
97,97,97,4729,evince,apanage,ɪˈvɪns,apanaʒ,deduces,prerogative,1.0,0.1666666666666666,0.2291666666666666,0.25,2.020833333333333,0.2465277777777778,5,hard_negative,0,,-4.379146,0.4049943089485169,0.5378206968307495
98,98,98,3599,toilette,toilette,toilette*,twajɛt,toilette,toilette,0.7777777777777778,0.375,0.2916666666666667,0.3229166666666667,2.90625,0.3151041666666666,0,loan,1,,4.3235483,1.0,1.0
99,99,99,2422,lunule,lunule,lunule*,lynyl,lunule,lunule,0.5714285714285714,0.1666666666666666,0.1631944444444444,0.1805555555555555,1.375,0.1805555555555555,0,loan,1,,3.5170102,1.0,1.0
100,100,100,2605,mitraillade,mitraillade,mitraillade*,mitʀelad,machine gun fire,machine gun fire,0.5,0.2727272727272727,0.2651515151515152,0.2992424242424242,2.1931818181818183,0.2916666666666666,0,loan,1,,-3.6369162,1.0,1.0
101,101,101,4703,-esque,antique,-ɛsk,ɑ̃tik,-esque,antique,0.8,0.25,0.28125,0.3125,2.5625,0.3072916666666667,4,hard_negative,0,,-4.67047,0.5263578891754149,0.2356276959180832
102,102,102,9057,tyrolienne,dissociation,tyrolienne*,disɔsjasjɔ̃,Zipline,dissociation,1.0,0.5,0.11875,0.1333333333333333,2.1,0.11875,10,hard_negative,0,,-9.049402,0.4734145998954773,0.7560648322105408
103,103,103,3713,vaudeville,vaudeville,ˈvɑdvɪl,vodəvij,vaudeville,vaudeville,0.7142857142857143,0.1428571428571428,0.18154761904761896,0.2023809523809523,1.8392857142857144,0.1964285714285714,0,loan,1,,-4.2054873,1.0,1.0
104,104,104,3030,terrine,théine,terrine*,tein,terrine,théine,0.5,0.4285714285714285,0.3660714285714285,0.4285714285714285,3.1071428571428568,0.4285714285714285,3,hard_negative,0,,-6.0055966,0.5606919527053833,0.7974135279655457
105,105,105,2641,morpheme,morphème,morpheme*,mɔʀfə̀m,morpheme,morpheme,0.7777777777777778,0.25,0.2682291666666667,0.3072916666666666,2.3125,0.2942708333333333,1,loan,1,,4.9169145,0.9172083735466005,0.9397568106651306
106,106,106,7366,detent,dentiste,detent*,dɑ̃tist,detent,dentiste,0.7142857142857143,0.1666666666666666,0.0590277777777777,0.0625,1.0,0.0590277777777777,4,hard_negative,0,,-8.033224,0.523241400718689,0.7645710706710815
107,107,107,7615,esprit de corps,hors catégorie,ɛˈspri də kɔrz,ɔʀs kateɡɔʀi,esprit de corps,except category,0.8571428571428571,0.3636363636363636,0.134469696969697,0.1628787878787878,2.2045454545454546,0.134469696969697,12,hard_negative,0,,-6.583123700000002,0.4901690185070038,0.4706040918827057
108,108,108,1961,jeu de paume,chef de partie,jeu* də paume*,ʃəf də paʀti,palm game,party leader,0.5714285714285714,0.4,0.1208333333333333,0.1375,2.4875,0.1208333333333333,6,hard_negative,0,,-5.9024563,0.5028706789016724,0.7441140413284302
109,109,109,4472,disyllabic,désorienter,disyllabic*,dezɔʀjɛ̃təʀ,disyllabic,disorient,0.9090909090909092,0.2,0.13125,0.1416666666666666,1.7375,0.13125,9,hard_negative,0,,-8.07082,0.5053842663764954,0.721255898475647
110,110,110,806,cassolette,cassolette,cassolette*,kasɔlɛt,cassolette,cassolette,0.6363636363636364,0.4,0.2854166666666666,0.3125,2.275,0.3125,0,loan,1,,6.128895,1.0,1.0
111,111,111,2999,plein air,plein air,plin ɛr,pləin ɛʀ,outdoors,outdoors,0.25,0.1428571428571428,0.1517857142857142,0.1785714285714285,1.3035714285714286,0.1666666666666666,0,loan,1,,-10.049885,1.0,1.0
112,112,112,487,biscornu,biscornu,biscornu*,biskɔʀny,biscornu,biscornu,0.5555555555555556,0.125,0.0364583333333333,0.046875,0.390625,0.0364583333333333,0,loan,1,,-1.5930587,1.0,1.0
113,113,113,981,coulure,coulé,coulure*,kule,running,sunk,0.625,0.5714285714285714,0.38095238095238093,0.4345238095238096,3.1785714285714284,0.4345238095238096,3,hard_negative,0,,-4.775565,0.7942194938659668,0.7383564114570618
114,114,114,2966,pinot,pinot,ˈpɪnət,pino,pinot,pinot,0.6666666666666666,0.2,0.2083333333333333,0.225,1.65,0.225,0,loan,1,,-0.917297,1.0,1.0
115,115,115,10130,de haut en bas,sauce maltaise,də hɔt ɛn bas*,sozə maltɛz,from top to bottom,maltese sauce,0.9285714285714286,0.4,0.1104166666666666,0.1166666666666666,1.4875,0.1104166666666666,12,hard_negative,0,,-8.695478,0.27103984355926514,0.4544171392917633
