,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0.1.1.1,DNNlogits_modelpredicted,m-bert_cosim,xlm_cosim
10,10,10,3506,surmoulage,surmoulage,surmoulage*,syʀmulaʒ,overmolding,overmolding,0.5454545454545454,0.2222222222222222,0.1481481481481481,0.1759259259259259,1.8472222222222223,0.1597222222222222,0,loan,1,,-0.8749485,1.0,1.0
11,11,11,963,chitin,chitine,chitin*,ʃitin,chitin,chitine,0.4285714285714285,0.3333333333333333,0.1666666666666666,0.1875,1.5625,0.1840277777777778,1,loan,1,,0.28764817,0.9170163869857788,0.7022616267204285
12,12,12,2961,piloti,pilotis,piloti*,pilɔti,pilots,stilts,0.2857142857142857,0.0,0.0069444444444444,0.0069444444444444,0.0416666666666666,0.0069444444444444,1,loan,1,,0.18185607,0.7735384106636047,0.5886463522911072
13,13,13,1429,detergent,détergent,dɪˈtərʤənt,detɛʀʒɑ̃,detergent,detergent,0.8,0.375,0.2213541666666666,0.2604166666666666,3.078125,0.2369791666666666,1,loan,1,,-1.1657937,0.5694374442100525,0.5212762355804443
14,14,14,3653,tricotée,tricotée,tricotée*,tʀikɔte,knitted,knitted,0.5555555555555556,0.1428571428571428,0.1432291666666666,0.1666666666666666,1.234375,0.15625,0,loan,1,,-4.111177,1.0,1.0
15,15,15,1296,cyme,cime,cyme*,sim,cyme,tops,0.8,0.5,0.2916666666666667,0.3229166666666667,2.71875,0.3177083333333333,1,loan,1,,-3.8529594,0.6610598564147949,0.8269862532615662
16,16,16,1874,fin de siècle,fin-de-siècle,fɪn də siècle*,fin-də-sjə̀kl,end of century,end of century,0.6428571428571429,0.3,0.1041666666666666,0.1174242424242424,1.0113636363636365,0.1136363636363636,2,loan,1,,-3.97293,0.8938132524490356,0.571189284324646
17,17,17,2422,lunule,lunule,lunule*,lynyl,lunule,lunule,0.5714285714285714,0.1666666666666666,0.1631944444444444,0.1805555555555555,1.375,0.1805555555555555,0,loan,1,,3.5170102,1.0,1.0
18,18,18,5675,postulant,pastillage,postulant*,pastijaʒ,applicant,pastillage,0.6,0.1111111111111111,0.1736111111111111,0.1851851851851852,1.8194444444444444,0.1828703703703703,5,hard_negative,0,,-5.6388774,0.5153738856315613,0.7166851162910461
19,19,19,46,accolé,not comparable,accolé*é,nɔt kɔ̃paʀabl,attached,not comparable,1.0,0.7272727272727273,0.3996212121212121,0.4393939393939394,3.5909090909090917,0.4356060606060605,11,loan,1,,-3.2318673,0.4661850929260254,0.49566450715065
20,20,20,3498,succès fou,succès fou,succès* fou*,syksə̀s fu,mad success,mad success,0.6666666666666666,0.5,0.1388888888888889,0.1527777777777778,1.2916666666666667,0.1504629629629629,0,loan,1,,-0.22722912,1.0,1.0
21,21,21,2680,musique concrète,musique concrète,musique* concrète*,myzikə kɔ̃kʀə̀t,concrete music,concrete music,0.8333333333333334,0.4285714285714285,0.2222222222222222,0.2472222222222222,1.875,0.2416666666666666,0,loan,1,,-9.309393,1.0,1.0
22,22,22,1609,emetic,émétique,ɪˈmɛtɪk,emetik,emetic,emetic,0.5714285714285714,0.0,0.0277777777777777,0.0277777777777777,0.2083333333333333,0.0277777777777777,5,loan,1,,-3.880486,0.5233092308044434,0.7457219362258911
23,23,23,3481,au jus,hyoïde,oʊ ʤəs,ioid,juice,hyoïde,1.0,0.0,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,6,hard_negative,0,,-8.544512,0.43436354398727417,0.49112412333488464
24,24,24,1360,degenerescence,dégénérescence,degenerescence*,deʒeneʀəsɑ̃s,degeneration,degeneration,0.6,0.3846153846153846,0.2596153846153846,0.2916666666666666,2.769230769230769,0.2740384615384615,3,loan,1,,-12.249446,0.7398781180381775,0.7850484848022461
25,25,25,3145,quatre quart,quatre-quarts,quatre* kwɔrt,katʀə-kaʀ,four quarters,four-quarters,0.7692307692307693,0.2727272727272727,0.303030303030303,0.3446969696969696,2.590909090909091,0.3295454545454545,2,loan,1,,-5.818177,0.7752901315689087,0.5378079414367676
26,26,26,5907,sauter,bisaïeul,sɔˈteɪər,bizaiœl,to jump,bisaïeul,1.0,0.1428571428571428,0.1041666666666666,0.119047619047619,1.2321428571428572,0.1041666666666666,6,hard_negative,0,,-10.813816,0.5345806479454039,0.7969638109207153
27,27,27,2219,impersonal,impersonnel,ˌɪmˈpərsənəl,ɛ̃pɛʀsɔnəl,impersonal,impersonal,0.5833333333333334,0.1,0.1229166666666667,0.1416666666666666,1.1125,0.1333333333333333,2,loan,1,,-6.5072513,0.9397546648979188,0.8698906898498535
28,28,28,3564,tendon,tendon,ˈtɛndən,tɑ̃dɔ̃,tendon,tendon,0.7142857142857143,0.3333333333333333,0.3506944444444444,0.3819444444444444,2.9166666666666665,0.3784722222222221,0,loan,1,,3.787115,1.0,1.0
29,29,29,2735,nougatine,nougatine,nougatine*,nuɡatin,nougatine,nougatine,0.4,0.25,0.1588541666666666,0.1770833333333333,2.078125,0.171875,0,loan,1,,4.712935400000001,1.0,1.0
30,30,30,1761,étatisme,étatisme,éétatisme*,etatism,statism,statism,0.4,0.2857142857142857,0.199074074074074,0.2222222222222222,1.6111111111111112,0.2222222222222222,0,loan,1,,-3.5466793,1.0,1.0
31,31,31,262,avalement,académiste,avalement*,akademist,swallowing,academic,0.5,0.3333333333333333,0.0671296296296296,0.0694444444444444,1.2361111111111112,0.0671296296296296,6,hard_negative,0,,-6.9413595,0.4501093029975891,0.6840980052947998
32,32,32,746,capilotade,capilotade,capilotade*,kapilɔtad,capilotade,capilotade,0.3636363636363636,0.2,0.0979166666666666,0.1083333333333333,0.8,0.1083333333333333,0,loan,1,,2.4812036,1.0,1.0
33,33,33,3391,selenium,sélénium,səˈliniəm,selenjœ̃,selenium,selenium,0.6666666666666666,0.25,0.1536458333333333,0.171875,1.546875,0.1666666666666666,2,loan,1,,-0.07945377,0.6338748931884766,0.7407404184341431
34,34,34,8716,répertoire,récalcitrant,répertoire*,ʀekalsitʀɑ̃,directory,recalcitrant,1.0,0.3,0.1333333333333333,0.1666666666666666,2.075,0.1333333333333333,9,hard_negative,0,,-8.297703,0.6855049133300781,0.7205649018287659
35,35,35,1448,diamantaire,diamantaire,diamantaire*,djamɑ̃tɛʀ,diamond,diamond,0.6666666666666666,0.3636363636363636,0.2821969696969696,0.3257575757575757,2.5454545454545454,0.3124999999999999,0,loan,1,,5.4293623,1.0,1.0
36,36,36,2067,goddam,goddam,ˈgɑdˌdæm,ɡɔdɑ̃,goddam,goddam,0.875,0.6,0.3333333333333333,0.3833333333333333,4.9,0.3541666666666667,0,loan,1,,-0.6820613,1.0,1.0
37,37,37,3457,somnambulist,somnambuliste,somnambulist*,sɔnɑ̃bylist,somnambulist,somnambulist,0.4615384615384615,0.1666666666666666,0.1649305555555555,0.1840277777777778,1.375,0.1822916666666666,1,loan,1,,-7.768209,0.957966148853302,0.6942347884178162
38,38,38,3454,sombre,sombre,sombre*,sɔ̃bʀ,sombre,sombre,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.3888888888888888,2.8541666666666665,0.375,0,loan,1,,5.5021,1.0,1.0
39,39,39,2487,marabou,marabou,ˈmɛrəˌbu,maʀabu,marabou,marabou,0.625,0.0,0.0625,0.0763888888888888,0.6458333333333334,0.0625,0,loan,1,,4.58447,1.0,1.0
40,40,40,1012,cleché,not comparable,cleché*é,nɔt kɔ̃paʀabl,cleche,not comparable,1.0,0.7272727272727273,0.4261363636363636,0.4734848484848484,4.25,0.4640151515151515,13,loan,1,,-6.417234400000001,0.3904856741428375,0.5679786205291748
41,41,41,1610,émeute,plural,éémeute*,plyʀal,riot,plural,1.0,0.6666666666666666,0.3244047619047619,0.36904761904761896,5.160714285714286,0.3392857142857143,6,loan,1,,2.6668139,0.28124430775642395,0.5847172737121582
42,42,42,2741,noyau,noyau,noyau*,nwajo,core,core,0.6666666666666666,0.4,0.1166666666666666,0.1333333333333333,1.95,0.1166666666666666,0,loan,1,,4.3192949999999986,1.0,1.0
43,43,43,1044,colic,colique,colic*,kɔlik,colic,colic,0.6666666666666666,0.4,0.025,0.025,0.25,0.025,3,loan,1,,-0.5703596,0.8704034686088562,0.8977192044258118
44,44,44,1116,constatation,constatation,constatation*,kɔ̃statasjɔ̃,ascertainment,ascertainment,0.6153846153846154,0.3333333333333333,0.1805555555555555,0.1979166666666666,1.65625,0.1944444444444444,0,loan,1,,-0.33743522,1.0,1.0
45,45,45,3366,satin de laine,satin de laine,ˈsætən də leɪn,satin də lɛn,wool sateen,wool sateen,0.3571428571428571,0.0909090909090909,0.096590909090909,0.106060606060606,0.7954545454545454,0.106060606060606,0,loan,1,,-4.546713,1.0,1.0
46,46,46,2363,lese majesty,lèse-majesté,lese* ˈmæʤəsti,lə̀sə-maʒɛste,lese majesty,lèse-majesté,0.7142857142857143,0.0909090909090909,0.106060606060606,0.1136363636363636,0.8863636363636364,0.1136363636363636,3,loan,1,,-9.572933,0.44825807213783264,0.6267460584640503
47,47,47,392,bas-relief,bas-relief,ˈbɑsriˈlif,bas-ʀɛljəf,bas-relief,bas-relief,0.7,0.1111111111111111,0.1435185185185185,0.1712962962962962,1.3194444444444444,0.1550925925925926,0,loan,1,,-2.1535542000000003,1.0,1.0
48,48,48,1119,contiguity,contiguïté,contiguity*,kɔ̃tiɡɥjite,contiguity,adjoined,0.7272727272727273,0.5,0.1875,0.2083333333333333,2.25,0.1979166666666666,2,loan,1,,-6.25002,0.8410479426383972,0.6819174885749817
49,49,49,3298,rosbif,rosbif,rosbif*,ʀɔsbif,rosbif,rosbif,0.4285714285714285,0.0,0.0347222222222222,0.0486111111111111,0.3541666666666667,0.0347222222222222,0,loan,1,,-2.3930922000000003,1.0,1.0
50,50,50,2085,gout,gote,gaʊt,ɡɔt,gout,gote,0.75,0.3333333333333333,0.125,0.1388888888888889,3.125,0.125,2,loan,1,,1.713674,0.6883403658866882,0.6941595673561096
51,51,51,3595,tirailleur,tirailler,tirailleur*,tiʀeləʀ,skirmisher,tug,0.7272727272727273,0.3,0.3166666666666667,0.3625,2.675,0.3458333333333333,1,loan,1,,3.826388,0.8288607597351074,0.5188611149787903
52,52,52,2063,gnomon,gnomon,gnomon*,ɲɔmɔ̃,gnomon,gnomon,0.8571428571428571,0.2,0.2375,0.2583333333333333,1.975,0.2541666666666666,0,loan,1,,5.6434956,1.0,1.0
53,53,53,1043,-cole,-cole,-koʊl,-kɔl,-cole,-cole,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0,loan,1,,0.12220061,1.0,1.0
54,54,54,3441,soignée,soignée,soignée*,swaɲe,neat,neat,0.75,0.2,0.2152777777777778,0.2430555555555555,2.208333333333333,0.2326388888888889,0,loan,1,,3.9839215,1.0,1.0
55,55,55,2979,pistole,pistole,pɪˈstoʊleɪ,pistɔl,pistol,pistol,0.6,0.3333333333333333,0.3078703703703704,0.3425925925925925,2.4722222222222223,0.3425925925925925,0,loan,1,,-0.61623526,1.0,1.0
56,56,56,2120,grognard,grognard,grognard*,ɡʀɔɲaʀ,grognard,grognard,0.8888888888888888,0.3333333333333333,0.2708333333333333,0.3472222222222222,3.3541666666666665,0.2708333333333333,0,loan,1,,3.6804593,1.0,1.0
57,57,57,3705,valet-de-place,plural,valet-de-place*,plyʀal,valet-de-place,plural,0.8666666666666667,0.5833333333333334,0.4930555555555555,0.548611111111111,4.3125,0.5434027777777778,12,loan,1,,3.403204,0.3570995628833771,0.6619839072227478
58,58,58,1234,creton,creton,creton*,kʀətɔ̃,creton,creton,0.8571428571428571,0.3333333333333333,0.2152777777777777,0.2430555555555555,1.8541666666666667,0.2291666666666666,0,loan,1,,5.6670284,1.0,1.0
59,59,59,206,apoplectic,apoplectique,ˌæpəˈplɛktɪk,apɔplɛktik,apoplectic,apoplectic,0.4166666666666667,0.0,0.0083333333333333,0.0083333333333333,0.075,0.0083333333333333,3,loan,1,,-6.1322775,0.8817031979560852,0.7845343947410583
60,60,60,1719,escalade,escalade,ˌɛskəˈlɑd,ɛskalad,escalade,escalade,0.4444444444444444,0.0,0.0267857142857142,0.0297619047619047,0.2857142857142857,0.0267857142857142,0,loan,1,,-5.0292673,1.0,1.0
61,61,61,6695,brigue,brillant,brigue*,bʀijɑ̃,brigue,bright,0.7142857142857143,0.2,0.1041666666666666,0.1333333333333333,1.5,0.1041666666666666,5,hard_negative,0,,-2.7645788,0.6935563683509827,0.7651357650756836
62,62,62,533,bonduc,bonduc,bonduc*,bɔ̃dyk,bonduc,bonduc,0.7142857142857143,0.3333333333333333,0.1805555555555555,0.1944444444444444,1.5,0.1944444444444444,0,loan,1,,5.6713495,1.0,1.0
63,63,63,418,beau,beau,boʊ,bo,beau,beau,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,0,loan,1,,2.4246387,1.0,1.0
64,64,64,306,aven,aven,ɑˈveɪn,avɑ̃,aven,aven,0.8333333333333334,0.4,0.4041666666666667,0.45,3.4,0.4416666666666666,0,loan,1,,-1.8960178,1.0,1.0
65,65,65,971,couché,à outrance,couché*é,a utʀɑ̃s,lying,excessive,0.875,0.6666666666666666,0.2410714285714285,0.2738095238095238,2.9107142857142856,0.2559523809523809,8,hard_negative,0,,-10.551527,0.4573775827884674,0.32272353768348694
66,66,66,3592,tinamou,tinamou,tinamou*,tinamu,tinamou,tinamou,0.25,0.1428571428571428,0.1279761904761905,0.1428571428571428,1.0357142857142858,0.1428571428571428,0,loan,1,,-2.1534753,1.0,1.0
67,67,67,1594,emancipation,émancipation,ɪˌmænsəˈpeɪʃən,emɑ̃sipasjɔ̃,emancipation,emancipation,0.7857142857142857,0.3333333333333333,0.2274305555555555,0.2534722222222222,2.4479166666666665,0.2430555555555555,1,loan,1,,-2.2984118,0.7971931695938109,0.8904460072517395
68,68,68,3335,saison,saison,ˈseɪsɑn,sɛzɔ̃,season,season,0.8571428571428571,0.3333333333333333,0.3472222222222221,0.3819444444444445,2.833333333333333,0.3784722222222222,0,loan,1,,5.9519769999999985,1.0,1.0
69,69,69,6828,carotid,colonnette,kərˈɑtɪd,kɔlɔnɛt,carotid,columns,0.875,0.1428571428571428,0.0744047619047619,0.0892857142857142,1.0,0.0744047619047619,7,hard_negative,0,,-8.633153,0.4103974997997284,0.7341721057891846
70,70,70,1891,flatulence,flatulence,flatulence*,flatylɑ̃s,flatulence,flatulence,0.5454545454545454,0.3,0.2145833333333333,0.2375,1.9375,0.2354166666666666,0,loan,1,,0.38875228,1.0,1.0
71,71,71,670,cabochon,cabochon,cabochon*,kabɔʃɔ̃,cabochon,cabochon,0.7777777777777778,0.5,0.2604166666666667,0.2864583333333333,2.265625,0.2838541666666666,0,loan,1,,4.9590435,1.0,1.0
72,72,72,3636,traipse,trépasser,treɪps,tʀepasəʀ,traipse,pass away,0.625,0.5,0.3098958333333333,0.3541666666666667,2.984375,0.3359375,5,loan,1,,-6.863241,0.5768583416938782,0.6709765195846558
73,73,73,3597,titubant,titubant,titubant*,titybɑ̃,hesitant,hesitant,0.5555555555555556,0.25,0.2473958333333333,0.2708333333333333,2.03125,0.2682291666666666,0,loan,1,,3.0417342,1.0,1.0
74,74,74,2958,pierrotage,pierrotage,pierrotage*,pjɛʀʀɔtaʒ,pierroting,pierroting,0.7272727272727273,0.2222222222222222,0.0810185185185185,0.1111111111111111,1.5138888888888888,0.0810185185185185,0,loan,1,,-1.1209507,1.0,1.0
75,75,75,1587,élan,élan,éélan*,elɑ̃,momentum,momentum,0.8333333333333334,0.6666666666666666,0.3833333333333333,0.425,3.15,0.4208333333333334,0,loan,1,,-2.842989,1.0,1.0
76,76,76,2446,magret,magret,magret*,maɡʀɛ,duck breast,duck breast,0.7142857142857143,0.4,0.1541666666666666,0.2,3.325,0.1541666666666666,0,loan,1,,-0.7159111,1.0,1.0
77,77,77,262,assemblage,assemblage,əˈsɛmblɪʤ,asɑ̃blaʒ,assemblage,assemblage,0.6666666666666666,0.2857142857142857,0.1666666666666666,0.1904761904761904,2.7142857142857144,0.1666666666666666,0,loan,1,,-2.5269332,1.0,1.0
78,78,78,2999,plein air,plein air,plin ɛr,pləin ɛʀ,outdoors,outdoors,0.25,0.1428571428571428,0.1517857142857142,0.1785714285714285,1.3035714285714286,0.1666666666666666,0,loan,1,,-10.049885,1.0,1.0
79,79,79,2409,louche,louche,louche*,luʃ,ladle,ladle,0.7142857142857143,0.6666666666666666,0.4652777777777778,0.5208333333333334,3.9791666666666665,0.517361111111111,0,loan,1,,3.6309733,1.0,1.0
80,80,80,449,bergamot,bergamote,bergamot*,bɛʀɡamɔt,bergamot,bergamot,0.5555555555555556,0.125,0.1432291666666666,0.1666666666666666,1.203125,0.15625,1,loan,1,,0.3619594,0.9720171689987184,0.8026273250579834
81,81,81,2543,melongene,mélongène,melongene*,melɔ̃ʒə̀n,melong,melongene,0.7,0.25,0.1588541666666666,0.171875,1.625,0.171875,2,loan,1,,1.0464435,0.5637807250022888,0.6677636504173279
82,82,82,673,cabré,cabré,cabré*é,kabʀe,goat,goat,0.7142857142857143,0.4,0.1770833333333333,0.2152777777777778,1.6041666666666667,0.2013888888888888,0,loan,1,,-0.14824718,1.0,1.0
83,83,83,1000,clair de lune,clair de lune,klɛr də lune*,klɛʀ də lyn,Moonlight,Moonlight,0.3076923076923077,0.1,0.1104166666666666,0.1291666666666666,0.9625,0.1208333333333333,0,loan,1,,-5.5225477,1.0,1.0
84,84,84,576,bourse,bourse,bɔrs,buʀs,bourse,bourse,0.5,0.0,0.0729166666666666,0.09375,0.78125,0.0729166666666666,0,loan,1,,0.5321130999999999,1.0,1.0
85,85,85,644,brusquerie,brusquerie,brusquerie*,bʀyskəʀi,abruptness,abruptness,0.7272727272727273,0.2,0.2291666666666666,0.2666666666666667,2.0,0.25,0,loan,1,,1.0773982,1.0,1.0
86,86,86,3032,pompier,pompier,pompier*,pɔ̃pjəʀ,firefighter,firefighter,0.75,0.2857142857142857,0.1875,0.2202380952380952,1.8571428571428568,0.2023809523809523,0,loan,1,,4.448716,1.0,1.0
87,87,87,1581,ferriprive,féminisme,ferriprive*,feminism,ferriprive,feminism,0.6363636363636364,0.6,0.2583333333333333,0.3125,2.85,0.2854166666666666,7,hard_negative,0,,-7.5083160000000015,0.3985716700553894,0.6274723410606384
88,88,88,2641,morpheme,morphème,morpheme*,mɔʀfə̀m,morpheme,morpheme,0.7777777777777778,0.25,0.2682291666666667,0.3072916666666666,2.3125,0.2942708333333333,1,loan,1,,4.916914,0.9172083735466005,0.9397568106651306
89,89,89,3094,procureur,procureur,procureur*,pʀɔkyʀœʀ,prosecutor,prosecutor,0.9,0.2222222222222222,0.1782407407407407,0.2175925925925926,1.6527777777777777,0.1898148148148148,0,loan,1,,2.4911885,1.0,1.0
90,90,90,2144,hadal,hadal,hadal*,adal,speak up,speak up,0.3333333333333333,0.2,0.1791666666666666,0.2,1.45,0.2,0,loan,1,,-2.0738552,1.0,1.0
91,91,91,91,air du temps,air de cour,ɛr də tɛmps,ɛʀ də kuʀ,zeitgeist,courtyard,0.5454545454545454,0.4444444444444444,0.2893518518518518,0.3240740740740741,2.6666666666666665,0.3101851851851852,6,hard_negative,0,,-6.9292316,0.7619984745979309,0.7342768907546997
92,92,92,3135,quadrilliard,quadrilliard,quadrilliard*,kadʀijjaʀ,quadrilliard,quadrilliard,0.6923076923076923,0.25,0.2847222222222222,0.3263888888888889,2.708333333333333,0.3072916666666667,0,loan,1,,-8.030789,1.0,1.0
93,93,93,384,barrack,baraque,ˈbɛrək,baʀak,barrack,baraque,0.6666666666666666,0.0,0.075,0.0916666666666666,0.775,0.075,4,loan,1,,-1.755264,0.7588616609573364,0.8389089107513428
94,94,94,7958,hymen,carbone,ˈhaɪmən,kaʀbɔn,hymen,carbone,0.7142857142857143,0.5,0.0868055555555555,0.0972222222222222,2.1041666666666665,0.0868055555555555,6,hard_negative,0,,0.9057951,0.3210523724555969,0.6209776997566223
95,95,95,2378,limaçon,limaçon,limaçon*,limasɔ̃,limacon,limacon,0.5,0.3333333333333333,0.1636904761904762,0.1785714285714285,1.375,0.1755952380952381,0,loan,1,,3.3636458,1.0,1.0
96,96,96,521,bombard,bombarde,bɑmˈbɑrd,bɔ̃baʀd,bombard,bombarde,0.625,0.1428571428571428,0.1875,0.2202380952380952,1.6964285714285714,0.2023809523809523,1,loan,1,,4.8465266,0.9501257538795472,0.8731946349143982
97,97,97,2023,genealogical,généalogique,genealogical*,ʒenealɔʒik,genealogical,genealogy,0.5384615384615384,0.4,0.21875,0.2541666666666667,2.4,0.21875,5,loan,1,,-8.776544,0.5430882573127747,0.8487846851348877
98,98,98,1941,frigate,frégate,ˈfrɪgət,fʀeɡat,frigate,frigate,0.7142857142857143,0.1666666666666666,0.2118055555555555,0.2430555555555555,1.8541666666666667,0.2291666666666666,1,loan,1,,-1.1486843,0.5425774455070496,0.8283602595329285
99,99,99,1546,duramenisation,duramenisation,duramenisation*,dyʀamənizasjɔ̃,heartwood,heartwood,0.6,0.1428571428571428,0.1041666666666666,0.119047619047619,1.0535714285714286,0.1101190476190476,0,loan,1,,0.84786963,1.0,1.0
100,100,100,927,chelem,chelem,chelem*,ʃɛlɑ̃,slam,slam,0.8571428571428571,0.5,0.3472222222222222,0.3888888888888889,3.1041666666666665,0.3819444444444445,0,loan,1,,7.304708,1.0,1.0
101,101,101,3747,vibration,vibration,vaɪˈbreɪʃən,vibʀasjɔ̃,vibration,vibration,0.8181818181818182,0.4,0.2604166666666667,0.3,2.825,0.28125,0,loan,1,,-1.8775632,1.0,1.0
102,102,102,699,cahoot,cahute,kəˈhut,kayt,cahoot,say,0.6666666666666666,0.2,0.2125,0.2333333333333333,1.8,0.2333333333333333,3,loan,1,,2.6445517999999995,0.7590855956077576,0.8050568699836731
103,103,103,1669,enlevement,enlèvement,enlevement*,ɑ̃lə̀vəmɑ̃,removal,removal,0.8181818181818182,0.3,0.3208333333333333,0.35,2.675,0.3458333333333333,1,loan,1,,-0.36684233,0.6938579678535461,0.7864108681678772
104,104,104,3713,vaudeville,vaudeville,ˈvɑdvɪl,vodəvij,vaudeville,vaudeville,0.7142857142857143,0.1428571428571428,0.18154761904761896,0.2023809523809523,1.8392857142857144,0.1964285714285714,0,loan,1,,-4.2054873,1.0,1.0
105,105,105,3320,agacerie,aïoli,agacerie*,aiɔli,annoyance,aïoli,0.7777777777777778,0.2857142857142857,0.3035714285714285,0.3452380952380952,2.607142857142857,0.3333333333333333,6,hard_negative,0,,-7.307899499999999,0.4786776900291443,0.41238605976104736
106,106,106,1972,gabelle,gabelle,gabelle*,ɡabɛl,gabelle,gabelle,0.625,0.5,0.2986111111111111,0.3402777777777778,3.6666666666666665,0.3159722222222222,0,loan,1,,3.3132330000000003,1.0,1.0
107,107,107,1808,fait accompli,fait accompli,feɪt ˌɑˈkɑmpli,fɛt akkɔ̃pli,fait accompli,fait accompli,0.5,0.2727272727272727,0.1496212121212121,0.1704545454545454,2.1818181818181817,0.1590909090909091,0,loan,1,,-6.1887417000000005,1.0,1.0
108,108,108,887,charade,charade,ʃəreɪd,ʃaʀad,charade,charade,0.6666666666666666,0.1666666666666666,0.2048611111111111,0.2361111111111111,1.8125,0.2222222222222222,0,loan,1,,0.2373839,1.0,1.0
109,109,109,2346,opiniatre,laïcité,opiniatre*,laizite,opinionist,secularism,0.6,0.5555555555555556,0.2777777777777778,0.3194444444444444,3.6805555555555554,0.3078703703703703,7,hard_negative,0,,-6.636195,0.4211094379425049,0.59335857629776
110,110,110,1890,flasque,flasque,flasque*,flask,flask,flask,0.5,0.2857142857142857,0.2619047619047619,0.2916666666666667,2.142857142857143,0.2916666666666667,0,loan,1,,1.5386283,1.0,1.0
111,111,111,1178,couloir,couloir,couloir*,kulwaʀ,corridor,corridor,0.75,0.4285714285714285,0.1934523809523809,0.2261904761904762,2.0,0.2083333333333333,0,loan,1,,3.8712578,1.0,1.0
112,112,112,2251,intonation,intonation,ˌɪntəˈneɪʃən,ɛ̃tɔnasjɔ̃,intonation,intonation,0.8333333333333334,0.4,0.2541666666666667,0.2833333333333334,2.7625,0.2729166666666667,0,loan,1,,0.25025707,1.0,1.0
113,113,113,4542,eau de toilette,méthodologie,oʊ də toilette*,metɔdɔlɔʒi,Cologne,methodology,0.9333333333333332,0.25,0.2343749999999999,0.2534722222222221,2.3854166666666665,0.2499999999999999,12,hard_negative,0,,-7.045785,0.4384688436985016,0.6748589873313904
