,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
548,नजूमी,نجمی,nəd͡ʒuːmiː,nd͡ʒmj,najumi,نجمی,0.5,0.5,0.3194444444444445,0.3611111111111111,2.895833333333333,0.3541666666666667,5,-3.3423758,0.93162197,0.6272321,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
581,नस्तालीक़,نستعلیق,nəstaːliːq,nstʔljɣ,Nastaleeq,نستعلیق,0.6,0.375,0.1796875,0.203125,2.09375,0.1927083333333333,9,1.3696411,0.7824856,0.61942536,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
596,ख़रीदना,خریدن,xəriːdnaː,xrjdn,to buy,to purchase,0.5555555555555556,0.4285714285714285,0.2738095238095238,0.3095238095238096,2.482142857142857,0.3035714285714285,7,-2.4258094,0.8139735,0.7404655,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
622,फ़िरंगी,فرنگی,firəŋɡiː,frŋj,firangi,فرنگی,0.625,0.5714285714285714,0.4017857142857143,0.4523809523809524,3.5178571428571432,0.4464285714285714,7,-3.7744644,0.84724045,0.69610816,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
673,बेरूख़ी,بی‌روحی,beruːxiː,bj‌rvhj,rudeness,Unconscious,0.875,0.6666666666666666,0.1215277777777777,0.1458333333333333,2.875,0.1215277777777777,7,0.35200936,0.81453836,0.7448262,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
688,अब्र,ابر,abrə,ɒbr,abr,Cloud,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,4,-1.0746863000000002,0.8733211999999999,0.44590159999999995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
730,इफ़्तिताह,افتتاح,iftitaːɦ,ɒfttɒh,iftitah,Opening,0.625,0.1428571428571428,0.1755952380952381,0.1904761904761905,1.5714285714285714,0.1904761904761905,9,-3.2214932000000003,0.78147715,0.6868879,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
753,कद्दू,کدو,kədduː,kdv,pumpkin,Squash,0.6666666666666666,0.6,0.3916666666666667,0.4416666666666666,3.35,0.4333333333333334,5,-1.1406825,0.8836415999999999,0.6017064999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
800,जायज़,جائز,d͡ʒaːjəz,d͡ʒɒjʔz,justified,Valid,0.375,0.2,0.075,0.0833333333333333,1.175,0.075,5,-5.287423,0.86615646,0.7942537,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
805,फ़रिश्ता,فرشته,fəriʃtaː,frʃth,angel,Angel,0.5,0.4285714285714285,0.2916666666666667,0.3273809523809524,2.875,0.3214285714285714,8,-0.17197517,0.91863054,0.76791775,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
818,ज़िम्मेदार,ذمه دار,zimmedaːr,zmh dɒr,responsible,ذمهدار,0.5555555555555556,0.375,0.2604166666666667,0.2916666666666666,2.34375,0.2864583333333333,10,1.0926541,0.89136106,0.7556948,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
854,सनसनीख़ेज़,خیز,sənsəniːxez,xjz,sensational,خیز,0.8181818181818182,0.8,0.6479166666666666,0.7166666666666667,5.3625,0.7125,10,-15.515049,0.885188,0.75450253,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
858,क़ैदख़ाना,قیدخانه,qæːdxaːnaː,ɣjdxɒnh,prison,Prison,0.7,0.2857142857142857,0.1011904761904761,0.1130952380952381,1.8214285714285716,0.1011904761904761,9,-1.0579471999999999,0.74199295,0.67373145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
887,आफ़ताब,آفتاب,aːftaːb,ɒftɒb,Aftab,آفتاب,0.5714285714285714,0.0,0.05,0.05,0.6,0.05,6,-2.3886034,0.8678103000000001,0.7169465,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
904,मुख़ालिफ़त,مخالفت,muxaːlifət,mxɒlft,opposition,Opposition,0.5,0.3333333333333333,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,10,-2.6602755,0.7654258,0.56352174,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
910,अगर,اگر,aɡər,ɒɡr,If,If,0.5,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,3,-3.5189943,0.6519639,0.6549482,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
929,फ़ारसी,فارسی,faːrsiː,fɒrsj,Persian,Persian,0.5714285714285714,0.2,0.05,0.0583333333333333,0.875,0.05,6,-4.051083,0.73479867,0.75976944,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
942,गुफ़्तगू,گفتگو,ɡuftəɡuː,ɡftɡv,gossip,Conversation,0.5,0.4285714285714285,0.30654761904761896,0.3452380952380952,3.2857142857142856,0.3363095238095238,8,-1.4540212,0.6834894,0.58603996,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
950,रिआया,رعایا,riaːjaː,rʔɒjɒ,Riya,People,0.7142857142857143,0.2,0.1,0.1083333333333333,1.475,0.1,5,-4.3914733,0.8065119000000001,0.6078541999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
979,ग़ुस्सा,غصه,ɣussaː,ɣsh,angry,Grief,0.6666666666666666,0.6,0.3875,0.4333333333333334,3.525,0.4291666666666666,7,0.015036255,0.83164567,0.66002995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
989,बुत-ख़ाना,بت‌خانه,butə-xaːnaː,bt‌xɒnh,fetish,بت‌خانه,0.6363636363636364,0.375,0.2708333333333333,0.3020833333333333,2.703125,0.296875,9,-5.217496,0.9061971,0.7430053000000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1009,अंदर,اندر,ndər,ɒndr,Inside,Inside out,0.5,0.5,0.1979166666666666,0.2291666666666666,3.625,0.1979166666666666,4,-10.112427,0.8399317,0.67370176,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1065,फ़ेहरिस्त,فهرست,feɦristə,fhrst,,Contents,0.5,0.375,0.3411458333333333,0.3802083333333333,2.75,0.3802083333333333,9,-0.23263724,0.6918936,0.6127617,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1102,दौलतमंद,دولتمند,dɔːltəməndə,dvltmnd,rich,Rich man,0.4545454545454545,0.4,0.3041666666666667,0.3416666666666667,3.025,0.3354166666666667,7,-6.491358,0.9068413000000001,0.74608356,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1131,चाय,چای,t͡ʃaːj,t͡ʃɒj,tea,Tea,0.3333333333333333,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,3,-1.8852746,0.89190227,0.74211675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1156,फ़ैसला,فیصله,fæːslaː,fjslh,decision,Decision,0.5714285714285714,0.4,0.0916666666666666,0.1083333333333333,1.9,0.0916666666666666,6,-1.205514,0.84476256,0.6468654,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1159,बारीक,باریک,baːriːk,bɒrjk,Fine,Slim,0.5714285714285714,0.2,0.05,0.0583333333333333,0.875,0.05,5,0.00058862567,0.8826084000000001,0.48542604,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,loan
1272,detergent,détergent,dɪˈtərʤənt,detɛʀʒɑ̃,detergent,detergent,0.8,0.375,0.2213541666666666,0.2604166666666666,3.078125,0.2369791666666666,1,-2.6719793999999997,0.8511171999999999,0.52095747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1373,roman à clef,roman à clef,ˈroʊmən à* klɛf,ʀɔman a kləf,novel key,novel key,0.5333333333333333,0.2,0.1117424242424242,0.1325757575757576,1.0113636363636365,0.125,0,-5.574427,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1444,négligée,négligée,négligée*,neɡliʒe,neglected,neglected,0.5555555555555556,0.4285714285714285,0.1607142857142857,0.1845238095238095,2.0357142857142856,0.1755952380952381,0,-3.2893608,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1447,pièce montée,pièce montée,pièce* montée*,pjə̀sə mɔ̃te,cake,cake,0.6428571428571429,0.3333333333333333,0.2121212121212121,0.2348484848484848,1.9772727272727275,0.2291666666666666,0,-3.3190446000000002,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1448,punt,pointe,pənt,pɔɛ̃t,punt,pointe,0.6,0.25,0.0677083333333333,0.0833333333333333,1.625,0.0677083333333333,3,-5.621975,0.8086215,0.5888791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1508,point d'appui,point d'appui,pɔɪnt d'appui*,pɔɛ̃t d'apɥi,fulcrum,fulcrum,0.3571428571428571,0.2727272727272727,0.1837121212121212,0.2045454545454545,1.6818181818181819,0.2007575757575757,0,-5.537304,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1526,prepose,préposer,prepose*,pʀepɔzəʀ,prepose,prescribe,0.625,0.125,0.1510416666666666,0.1770833333333333,1.296875,0.1666666666666666,2,-3.5851282999999996,0.6364107,0.77212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1553,pain aux raisins,pain aux raisins,peɪn oʊ ˈreɪzɪnz,pɛn oks ʀɛzɛ̃,raisin bread,raisin bread,0.6875,0.4615384615384615,0.2724358974358974,0.3076923076923077,3.0769230769230766,0.2932692307692308,0,-3.4980754999999997,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1642,emery,émeri,ˈɛməri,eməʀi,emery,emeritus,0.5,0.0,0.0416666666666666,0.0583333333333333,0.425,0.0416666666666666,2,-1.6337366000000002,0.90643835,0.7354135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1740,Linne,Linné,lɪn,lɛne,Tank Top,Linnaeus,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,1,-3.3666080999999997,0.8575185,0.6952493000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1758,agglutination,agglutination,agglutination*,aɡɡlytinasjɔ̃,agglutination,agglutination,0.5714285714285714,0.3333333333333333,0.2256944444444444,0.2465277777777777,2.1979166666666665,0.2326388888888888,0,-7.180656,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1779,dégagé,dégagé,dégagé*é,deɡaʒe,clear,clear,0.75,0.6666666666666666,0.1875,0.2152777777777778,2.375,0.2048611111111111,0,-2.9748167999999997,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1801,tarte flambée,tarte flambée,tɑrt flambée*,taʀtə flɑ̃be,tarte flambée,tarte flambée,0.5384615384615384,0.2,0.2064393939393939,0.2462121212121212,2.3295454545454546,0.2159090909090909,0,-3.9720961999999997,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1811,denature,dénaturer,dɪˈneɪʧər,denatyʀəʀ,denature,distort,0.7777777777777778,0.2222222222222222,0.2453703703703703,0.2777777777777778,2.0972222222222223,0.2685185185185185,2,-4.129282,0.8162889,0.7206244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1839,observant,observant,əbˈzərvənt,ɔbsɛʀvɑ̃,observant,observant,0.8,0.2222222222222222,0.2523148148148147,0.2824074074074074,2.125,0.2708333333333333,0,-3.3178973,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1874,Binedama,Binedama,binedama*,binədama,Binedama,Binedama,0.2222222222222222,0.0,0.0104166666666666,0.0104166666666666,0.09375,0.0104166666666666,0,-3.4989733999999997,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1895,disinter,désenterrer,disinter*,desɑ̃tɛʀʀəʀ,disinter,dig up,0.7272727272727273,0.4,0.2666666666666666,0.3041666666666666,2.6875,0.2895833333333333,5,-6.344557,0.9062123,0.73245895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1908,centrifuge,centrifuge,ˈsɛntrəfˌjuʤ,sɑ̃tʀifyʒ,centrifuge,centrifuge,0.75,0.3333333333333333,0.2175925925925926,0.25,2.75,0.2268518518518519,0,-6.279195,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1918,deplace,déplacer,deplace*,deplazəʀ,moved,move,0.375,0.25,0.1484375,0.1666666666666666,1.359375,0.1640625,2,-2.4680345,0.81513864,0.7515708999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1922,fiber,fibre,ˈfaɪbər,fibʀ,fiber,fibre,0.7142857142857143,0.3333333333333333,0.3194444444444444,0.375,2.770833333333333,0.3645833333333333,2,-1.9957714,0.8214213,0.95350724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1953,cereal,céréale,ˈsɪriəl,seʀeal,cereal,cereal,0.7142857142857143,0.0,0.0694444444444444,0.0833333333333333,0.7291666666666666,0.0694444444444444,3,-2.9069857999999997,0.7642741999999999,0.8214323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
1979,avertissement nucléaire,avertissement nucléaire,avertissement* nucléaire*,avɛʀtisəmɑ̃t nykleɛʀ,nuclear warning,nuclear warning,0.6,0.1904761904761904,0.1979166666666666,0.2253787878787879,1.6931818181818181,0.2168560606060605,0,-64.38675,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2022,furtive,furtif,ˈfərtɪv,fyʀtif,furtive,stealth,0.7142857142857143,0.0,0.0763888888888889,0.0902777777777777,0.7708333333333334,0.0763888888888889,2,-1.2953868,0.85474837,0.77267015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2051,maniac,maniaque,ˈmeɪniˌæk,mɑ̃jak,maniac,maniacal,0.7777777777777778,0.4285714285714285,0.2916666666666666,0.3273809523809524,2.6607142857142856,0.3184523809523809,3,-3.4922313999999997,0.8938655000000001,0.8780379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2067,jeremiad,jérémiade,ˌʤɛrəˈmaɪəd,ʒeʀemjad,jeremiad,jeremiad,0.8181818181818182,0.375,0.1744791666666666,0.2239583333333333,2.625,0.1744791666666666,3,-1.9880943,0.8461692,0.8137982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2144,currant,raisin de Corinthe,currant*,ʀɛzin də kɔʀɛ̃t,currant,currant,1.0,0.75,0.4565972222222222,0.5243055555555556,4.3125,0.5034722222222222,15,-21.510817000000003,0.8654743,0.6649811999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2208,embarrass,embarrasser,ɪmˈbɛrəs,ɑ̃baʀʀasəʀ,embarrass,embarrass,0.9,0.4444444444444444,0.3125,0.3564814814814814,3.5416666666666665,0.3379629629629629,2,-1.4916847,0.93234044,0.8137185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2243,existentialism,existentialisme,existentialism*,əɡzistɑ̃sjalism,existentialism,existentialism,0.5333333333333333,0.2142857142857142,0.1116071428571428,0.1339285714285714,1.5446428571428572,0.1116071428571428,1,-7.2689767000000005,0.92966735,0.9622169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2257,endocrinology,endocrinologie,ˌɛndoʊkrəˈnɑləʤi,ɑ̃dɔkʀinɔlɔʒi,endocrinology,endocrinology,0.6875,0.2307692307692307,0.2323717948717948,0.266025641025641,2.2403846153846154,0.2403846153846154,2,-5.9228373,0.89652175,0.92543125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2282,pièce d'occasion,pièce d'occasion,pièce* d'occasion*,pjə̀sə d'ɔkkasjɔ̃,used part,used part,0.6666666666666666,0.4615384615384615,0.1175595238095238,0.1309523809523809,1.2946428571428572,0.1235119047619047,0,-7.245949700000001,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2294,solenoid,solénoïde,solenoid*,sɔlenoid,solenoid,solenoid,0.2222222222222222,0.0,0.0052083333333333,0.0052083333333333,0.03125,0.0052083333333333,3,-6.6917089999999995,0.90151,0.7649604999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2310,aileron,aileron,ˈeɪlərˌɑn,eəʀɔ̃,aileron,aileron,0.7777777777777778,0.4285714285714285,0.4285714285714285,0.4880952380952381,3.6607142857142856,0.4791666666666666,0,-6.1107683,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2415,elegante,élégante,elegante*,eleɡɑ̃t,elegant,elegant,0.5555555555555556,0.4285714285714285,0.2232142857142857,0.255952380952381,3.2857142857142856,0.23809523809523803,2,-0.6078143,0.7787826,0.71696603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2428,Haury,Haury,ˈhɔri,oʀi,Haury,Haury,0.8,0.25,0.2760416666666667,0.3229166666666667,2.34375,0.3020833333333333,0,-3.833358,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2434,Béjaïa,Béjaïa,béjaïa*,beʒaia,Bejaia,Bejaia,0.5714285714285714,0.5,0.03125,0.0347222222222222,0.8541666666666666,0.03125,0,-3.8101954,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2440,horizontal,horizontal,ˌhɔrəˈzɑntəl,ɔʀizɔ̃tal,horizontal,horizontal,0.6666666666666666,0.2,0.2416666666666666,0.2708333333333333,2.0875,0.2604166666666667,0,-3.1777785,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2453,Germinal,germinal,germinal*,ʒɛʀminal,Germinal,germinal,0.4444444444444444,0.125,0.140625,0.1614583333333333,1.171875,0.1510416666666666,1,-7.494358500000001,0.92460054,0.8959767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2459,homolog,homologue,homolog*,ɔmɔlɔɡ,homolog,homologue,0.75,0.3333333333333333,0.3055555555555555,0.3541666666666667,2.5416666666666665,0.3055555555555555,2,-2.582112,0.9062836,0.7753703000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2461,beau sabreur,beau,boʊ sabreur*,bo,handsome swordsman,beau,0.8333333333333334,0.8,0.7062499999999999,0.8,5.8,0.8,8,-0.84736234,0.8584305,0.7327064999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2517,glacé,glacé,glacé*é,ɡlaze,ice,ice,0.7142857142857143,0.6,0.2291666666666666,0.2666666666666666,3.475,0.2291666666666666,0,-3.2945057999999996,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2529,exergue,exergue,exergue*,əɡzɛʀɡ,epigraph,epigraph,1.0,0.5,0.2048611111111111,0.2569444444444444,4.479166666666667,0.2048611111111111,0,-1.5309162,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2590,de Havilland,de Havilland,də ˈhævələnd,də avijɑ̃,de Havilland,de Havilland,0.6666666666666666,0.3,0.3229166666666666,0.3541666666666667,2.8625,0.35,0,-6.5063424,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2617,yé-yé,yéyé,yé-yé*é,ieie,yé-yé,yeye,1.0,0.5,0.2041666666666667,0.225,1.75,0.225,1,-2.6260715,0.92827356,0.93069094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2636,bouleversement,bouleversement,bouleversement*,buləvɛʀsəmɑ̃,upheaval,upheaval,0.6,0.2142857142857142,0.2321428571428571,0.2589285714285714,1.9375,0.2514880952380952,0,-3.0342755,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
2759,crème anglaise,crème anglaise,crème* anglaise*,kʀə̀mə ɑ̃ɡlɛz,custard,custard,0.875,0.4545454545454545,0.2222222222222222,0.25,2.1041666666666665,0.2395833333333333,0,-2.465957,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,loan
