word,synonym
গোল,থোপোৰা
গোল,লোদোৰা
গোল,লোধোৰা
গোল,গাঠলু
গোৰ,লাথ
গ্ৰন্থ,কিতাপ
গ্ৰন্থ,পুথি
গৰু,মূৰ্খ
গৰু,বুৰ্বক
গৰু,অঁকৰা
গৰৈ,শ’ল
ঘঁহা,মজা
ঘঁহা,মাজা
ঘঁহা,পিহা
ঘঁহা,মজা
ঘঁহা,মাজা
ঘঁহা,পিহা
ঘা,জখম
ঘা,চোট
ঘা,দুখ
ঘা,আঘাত
ঘাই,আচল
ঘাই,প্ৰধান
ঘাম,ঘাম ওলা
ঘিঁউ,মগজু
ঘিঁউ,শেঙুন
ঘিণ,আখেজ
ঘিণ,হনিয়া-হনি
ঘৈণী,পত্নী
ঘৈণী,জায়া
ঘৈণী,দাৰ
ঘৈণী,স্ত্ৰী
ঘৈণী,ল’ৰহঁতৰ মাক
ঘৈণী,ভাৰ্য্যা
ঘৈণী,জানি
ঘোষণা,জাননী
ঘৰা,চাক
ঘৰা,ৰহঘৰা
ঘৰা,মৌ-কোঁহ
ঘৰা,মৌ-বিচনী
চকু,নয়ন
চকু,আখি
চখু,নয়ন
চখু,আখি
চন,বছৰ
চন্দ্ৰ,জোন
চাঁদ,জোন
চাক,মৌ-কোঁহ
চাক,ঘৰা
চাক,ৰহঘৰা
চাক,মৌ-বিচনী
চাক,মৌ-কোঁহ
চাক,ঘৰা
চাক,ৰহঘৰা
চাক,মৌ-বিচনী
চাক,আঠালি
চাকা,বেলি
চাকি,মালা
চাকি,বন্তি
চান,জোন
চান্দ,জোন
চিকিৎসক,ডাক্তৰ
চিন,নিচান
চিন,কেতু
চিন,প্ৰতীক
চিন,লক্ষণ
চিনা,জনা
চিনা,জানা
চিন্তা,ভাৱনা
চিন্তা,ভবা
চিলনী,শেন চৰাই
চিৰতা,কালমেঘ
চিৰতা,মহা-তিতা
চুঁৱৰী,চুঁৱৰী পহু
চুঁৱৰী,চুঁৱৰী গাই
চুঁৱৰী,চমৰী গৰু
চুঁৱৰী,য়াক
চুঁৱৰী গাই,চুঁৱৰী পহু
চুঁৱৰী গাই,চমৰী গৰু
চুঁৱৰী গাই,য়াক
চুঁৱৰী পহু,চুঁৱৰী গাই
চুঁৱৰী পহু,চমৰী গৰু
চুঁৱৰী পহু,য়াক
চুটি,কুটুলা
চুটি,কুটকুৰা
চুটি,খাটা
চুটি,চাপৰ
চুটি,বুটা
চুটি,চুটি-চাপৰ
চুটি,চমু
চুৰিয়া,ধুতি
চুৰিয়া,ভুনি
চেঁচা,ঠাণ্ডা
চোতাল,আঙিনা
চোবা,পকটীয়া
চৌক,চাৰিআলি
চৌকা,আখা
চৌকা,চুলা
চৌকা,ঘৰা
চৌকা,আখল
চৰ,থাপৰ
চৰ,চোৰাংচোৱা
চৰাই,পখী
ছবি,ফটো
ছলি,ল’ৰা-ছোৱালী
ছলি,আপা
ছলি,ল’ৰা
ছলি,আপা
ছলি,ল’ৰা
ছিঙা,চিৰা
ছিঙা,ফালা
ছিঙা,পাৰা
ছুৰী,কটাৰী
জগা,ওপজা
জগা,জন্ম হোৱা
জগা,জন্মলাভ কৰা
জনপ্ৰিয়,লোকপ্ৰিয়
জনপ্ৰিয়তা,লোকপ্ৰিয়তা
জল,পানী
জলা,বিষোৱা
জলাহ,পিটনি
জলাহ,পিতনি
জলাহ,জলাশয়
জাঁপ,লাফ
জাং,উৰু
জাং,কৰঙণ
জাং,ফেৰা
জাল,মকৰা-জাল
জিকা,জিনা
জিকা,তিতা
জিকা,ভিজা
জিকা,তিতা
জিকা,ভিজা
জী,ছোৱালী
জী,সুতা
জীউ,জান
জীউ,জীৱন
জীউ,প্ৰাণ
জীয়া,সতেজ
জীয়া,তাজা
জীৱ,জান
জীৱ,জীৱন
জীৱন,জীউ
জীৱন,জান
জীৱন,প্ৰাণ
জীৱন,পৰাণ
জীৱাণু,অণুজীৱ
জীৱাণু,বেক্টেৰিয়া
জুই,আগুনি
জুই,অগ্নি
জেকা,সেমেকা
জেকা,সেমেকা
জেঠী,সাপ
জেঠী,জেঠাই
জেঠী,বৰমা
জেঠী,বৰবৌ
জোতা,পানৈ
জোন,চান্দ
জোন,চন্দ্ৰ
জোন,সোম
জৰী,ৰছী
জৰী,ডোৰ
টকা,টকা-পইচা
টকা,ধন
টকা,পইচা
টকা,মুদ্ৰা
টকা,ধন
টকা,পইচা
টাকা,টাকা-পইচা
টাকা,ধন
টাকা,পইচা
টাকা,মুদ্ৰা
টাকা,ধন
টাকা,পইচা
টুকুৰা,ডোখৰ
টুকুৰা,খুতুৰা
টুকুৰা,চপৰা
টুকুৰা,চুবা
টুকুৰা,দলি
টুকুৰা,লদা
টুট,কম
টুট,হ্ৰাস পা
টেঙা,টেঙেচীয়া
টেঙা,আমল
ঠাই,জেগা
ঠাই,থান
ঠাই,থল
ঠাই,মুলুক
ঠাই,জেগা
ঠান,গঢ়
ঠান,ঠাচ
ঠান,সঁজা
ঠান,আকাৰ
ঠান,ঠগ
ঠান,আকৃতি
ঠান,মুই
ঠান,জাঙি
ঠান,শেজ
ঠানি,ঠালি
ঠানি,ডালি
ঠালি,ঠানি
ঠালি,ডালি
ঠিলা,সোপা
ঠিলা,কাগ
ডাঁৰ,মাৰি
ডাঁৰ,দাণ্ডি
ডাঁৰ,শলা
ডাঁৰ,ডাঁৰিকি
ডাঁৰা,সুঁতি
ডাঁৰা,সোঁতা
ডাঁৰা,বিধি
ডাঁৰা,ৰীতি
ডাঁৰা,প্ৰথা
ডাঁৰা,দস্তুৰ
ডাঁৰি,চিপ
ডালিম,বেদানা
ডালিম,আনাৰ
ডালিম,ডালিম গছ
ডিম,কণী
ডিমা,কণী
ডেৱা,বহঁত
ডোল,ফহতি
ডোৰ,জৰী
ডোৰ,ৰছী
তজু,তোৰ
তজু,তোমাৰ
তজু,আপোনাৰ
তজু,তুৱা
তজু,তোৰ
তজু,তোমাৰ
তজু,তুৱা
তত্ব,মতবাদ
তথা,আৰু
তথাপি,তেও
তপিনা,টিকা
তপিনা,কটি
তাপ,তাও
তাপ,উত্তাপ
তামোল,গুৱা
তাল,ভূত
তিতা,তিয়া
তিতা,ভিজা
তিতা,জিকা
তিতা,ভিজা
তিতা,জিকা
তিতৰ,চীনা কুকুৰা
তিল,অলপমান
তুলা,কপাহ
তুলা,দগা-পাল্লা
তুলা,পাল্লা
তুলা,তৰ্জ্জু
তুলি,বুৰুজ
তুলি,লিখনী
তুলী,তোচক
তুলী,জাজিম
তূলী,বুৰুজ
তূলী,লিখনী
তেজা,এৰা
তেজা,এৰি দিয়া
তেজা,ত্যাগ কৰা
তেজা,উছৰ্গা কৰা
তেজা,বাদ দিয়া
তেজা,ছড়া
তেজা,ছাড়া
তেল,চৰ্বি
তেল,মেদ
তেল,স্নেহ পদাৰ্থ
তোলা,দঙা
তোলা,উঠোৱা
তোলা,গোটোৱা
তোলা,সঁচা
তোলা,পদোন্নতি কৰা
তোলা,লালন-পালন কৰা
তোলা,তুলি-তালি ডাঙৰ-দীঘল কৰা
তৰোৱাল,হেংদাং
তৰোৱাল,দাখৰ
থপা,চৰ
থপা,থাপৰ
থপা,পতা
থপা,স্থাপন কৰা
থান,নামঘৰ
থান,ঠাই
থান,জেগা
থান,থল
থান,মুলুক
থাপা,পাতা
থাপা,স্থাপন কৰা
থাম,খুটি
থাম,স্তম্ভ
থালি,বাচন
থালি,কাঁহী
থালি,প্লে’ট
থিৰ,ঠেৰেঙা
থিৰ,জঠঙা
থিৰ,জঠৰ
থিৰ,জুপুকা
থিৰ,গতিহীন
দমা,কমা
দমা,শান্ত হোৱা
দাপোণ,আইনা
দাম,মোল
দাম,দৰ
দাম,মূল্য
দাম,বেচ
দাহ,তাপ
দাহ,তাও
দাহ,গৰম
দিঠক,বাস্তৱ
দীঘ,দৈৰ্ঘ্য
দীঘ,দীৰ্ঘতা
দীঘল,সাপ
দীঘা,দৈৰ্ঘ্য
দীঘা,দীৰ্ঘতা
দুধ,গাখীৰ
দুৱাৰ,দৰ্জা
দেউতা,বাপ
দেউতা,বোপাই
দেউতা,পিতাই
দেউতা,আব্বা
দেউতা,বাবা
দেউতা,বোপা
দেহা,গা
দৈনিক,নিতৌ
দৈনিক,নিতে
দৈনিক,দিনেও
দৈনিক,দৈনন্দিন
দৈনিক,প্ৰতিদিন
দৈনিক,দিনৌ
দৈনিক,প্ৰতিদিনে
দৈনিক,নিত্যে
দোলা,পাল্কী
দোলা,পাল
দোৱা,আশীৰ্বাদ
দোৱা,আঁজলি
দোৱা,প্ৰাৰ্থনা
দৰৱ,ঔষধ
ধনিয়া,মেমেধু
ধনিয়া,গোন্ধোৱা শাক
ধুমুহা,বা-মৰলি
ধুমুহা,বানাহ
ধুমুহা,তুফান
ধুমুহা,জঞ্জা
ধূলি,ফেদা
ধূলি,টাটৰি
ধূলি,ওখল
ধূলি,চাহী
ধৰ,আৰম্ভ কৰা
ধৰ্ষণ,বলাৎকাৰ
নগৰ,চহৰ
নগৰ,পুৰ
নতুন,ন
নদী,গাং
ননী,মাখন
নাই,ওহোঁ
নাই,না
নাই,নাড়ী
নাঙঠ,উদং
নাঙঠ,উলংগ
নাঙল,হাল
নাট,ভাওনা
নাট,নাটক
নামনি,ভাটী
নামনি,ভটীয়নি
নাৰিকল,ডাব
নাৰিকল,পুদোটক
নিয়া,লৈ যোৱা
নিয়া,কঢ়িওৱা
নিয়া,বোৱা
নেগুৰ,নেজ
নেজ,নেগুৰ
নেমু,গোল-নেমু
নৈ,গাং
পকা,পূৰঠ
পকা,পৈণত
পঘা,এৰাল
পঘা,দৰহ
পঘা,দৰখ
পচলা,কল পচলা
পচা,গেলা
পচা,গেলা
পঢ়া,পঢ়া-শুনা কৰা
পতা,পিৰঠি
পতা,চেৰপাটি
পতা,পাও
পতা,গোড়
পথালি,পুতল
পথালি,প্ৰস্থ
পথাৰ,ময়দান
পনৰু,পিয়াঁজ
পলম,দেৰি
পলা,ভাগ
পা,আৰ্জ
পা,লাভ
পা,হাছিল কৰ
পা,লাভ কৰ
পা,লাভ কৰ
পাঁজৰ,কাষ
পাঁজৰ,দাঁতি
পাঁজৰা,দাঁতি
পাঁজৰা,কাষ
পাকৈত,ঘাগু
পাকৈত,ঘাগী
পাকৈত,কাজী
পাকৈত,পাৰ্গত
পাকৈত,দক্ষ
পাকৈত,ওস্তাদ
পাকৈত,নিপুণ
পাগ,পাক
পাগ,ৰন্ধন
পাত,থাপ
পাতল,অগধুৰ
পাতল,লঘূ
পাতল,খীন
পাতল,কেটেঙা
পাথৰ,শিল
পানী,জল
পানৈ,জোতা
পাল,পোহ
পাল,পোহ-পাল দে
পাল,আউল ধৰ
পাল,প্ৰতিপালন কৰ
পাল,চৰা
পালেং,খাট
পাৰা,ৰহ
পিঁজৰা,সঁজা
পিঁজৰা,গঁৰাল
পিটা,কোবোৱা
পিটা,মৰা
পিঠা,কে’ক
পিত,সাহ
পিতা,দেউতা
পিতা,বাপ
পিতা,বোপা
পিতা,বোপাই
পিয়া,পি খোৱা
পিয়া,খোৱা
পিহা,গুৰি কৰা
পিহা,ঘঁহা
পুত,পো
পুত,ল’ৰা
পুত,সুত
পুথি,কিতাপ
পুনু,আকৌ
পুষ্প,ফুল
পুৰণা,অতীজৰ
পুৰুষ,মতা মানুহ
পুৰুষ,মুনিহ
পুৰুষ,নৰ
পুৱা,ৰাতিপুৱা
পুৱা,বিহান
পুৱা,ভোৰ
পূৰঠ,পকা
পূৰঠ,পৈণত
পৃথিৱী,ভূঁই
পৃথিৱী,ইলিকা
পৃথিৱী,ধৰা
পৃথিৱী,মেদিনী
পৃথিৱী,মহী
পৃথিৱী,দোহিনী
পৃথিৱী,গোলক
পৃথিৱী,ভূ
পৃথিৱী,বিশ্ব
পৃথিৱী,জগত
পৃথিৱী,দুনিয়া
পেখন,ম’ৰা চালি
পেখম,ম’ৰা চালি
পেট,জঠৰ
পেট,উদৰ
পেট,গৰ্ভ
পেট,জৰায়ু
পেট,মচ
পেট,গৰ্ভাশয়
পেটু,নাড়ী
পেটু,আঁত
পেটু,নাড়ীভুঁৰি
পেল,শুক্ৰাশয়
পেলু,কৃমি
পেৰা,বাকচ
পেৰা,জঁপা
পৈ,গিৰি
পৈ,স্বামী
পৈ,ভতাৰ
পো,পুত
পোন,ডঁৰকাল
পোন,চিধা
পোন,থিয়
পোনা,ছলি
পোহা,পলা
পোহা,পোহ-পাল দিয়া
পোহা,আউল ধৰা
পোহা,প্ৰতিপালন কৰা
পোহাৰ,দোকান
পোহাৰ,গোলা
পোহাৰ,বজাৰ
পোহাৰ,হাট
পোৱালী,ছনা
পোৱালী,ছাৱ
পোৱালী,ছলি
প্ৰাণ,জীৱন
প্ৰাণ,জীউ
প্ৰাণ,জান
প্ৰাণ,পৰাণ
পৰ,সময়
পৰ,পল
পৰ,বেলা
পৰম্পৰা,লোকাচাৰ
পৰম্পৰা,দেশাচাৰ
পৰম্পৰা,প্ৰথা
পৰম্পৰা,ৰীতি
পৰম্পৰা,ঐতিহ্য
পৰম্পৰা,বিধি
পৰম্পৰা,দস্তুৰ
পৰম্পৰা,ডাঁৰা
পৰম্পৰা,নিৰ্বন্ধ
পৰহি,পৰহিলৈ
পৰাণ,জীৱন
পৰাণ,জীউ
পৰাণ,জান
পৰাণ,প্ৰাণ
পৰ্বত,পাহাৰ
পৰ্শুই,পৰ্শুইলৈ
ফণি,কাঁকৈ
ফণী,ফেঁটীসাপ
ফণী,সাপ
ফলা,ছিঙা
ফলা,চিৰা
ফালা,ছিঙা
ফালা,চিৰা
ফুল,কল
ফুলা,উখহা
ফুলা,ওফন্দা
ফৰিং,জিঞাঁ
বঁটা,পুৰস্কাৰ
বঁটা,বকচিচ
বগা,ধলা
বগা,গোৰা
বঙহ,মিতিৰ
বঙহ,আপোন
বঙহ,কুটুম
বঙহ,নিজ
বঙালী,বঙাল
বঙালী,বঙালী ভাষা
বঙালী,বাংলা
বছৰ,বৰ্ষ
বছৰ,চন
বছৰ,ছাল
বছৰ,হায়ন
বতাহ,বায়ু
বল,ঢোপ
বল,কন্দুক
বলাৎকাৰ,ধৰ্ষণ
বলিয়া,পগলা
বলিয়া,পাগল
বহুত,তামাম
বা,মালয়া-বতাহ
বাউল,পগলা
বাউল,পাগল
বাওঁ,লেবেৰা
বাওঁ,বাওঁফাল
বাওঁ,লেবেৰা
বাগা,চৰ
বাচ,গোন্ধ
বাজ,বাহিৰ
বাজে,নলগা
বাজে,নালাগা
বাজে,অদৰকাৰী
বাজে,বাহিৰে
বাট,আলিবাট
বাট,ৰাস্তা
বাট,আলি
বাট,পথ
বাট,ৰাহ
বাঢ়,বৃদ্ধি পা
বাঢ়,বিলা
বাঢ়নী,জাৰু
বাঢ়নী,শোটা
বাঢ়ৈ,কাঠ মিস্ত্ৰী
বাঢ়ৈ,সূতাৰ
বাতৰি,খবৰ
বাতৰি,বতৰা
বান,বৰপানী
বানান,আখৰ-জোঁটনি
বান্ধ,মথাউৰি
বান্ধ,ভেটা
বান্ধ,পানীগড়
বান্ধ,নদীবান্ধ
বান্ধ,গাঁঠি
বাল,গুপ্তকেশ
বাল,কামকেশ
বাল,যৌনকেশ
বাহ,চাক
বাহা,চাক
বাহু,ভকুৱা
বাহু,ঢেকেৰা
বাহু,কাতল
বাহু,বৰগলা
বাৰিষা,মৌচুমী
বাৰু,ভাল
বাৰু,ভাল
বিজুলী,বিদ্যুৎ
বিজুলী,লাইন
বিজুলী,কাৰেণ
বিনা,-আকৈ
বিয়লি,ভাটিবেলা
বিয়লি,আবেলি
বিয়লি,পিছবেলা
বিল,হ্ৰদ
বিলগ,আলগ
বিলগ,সূকীয়া
বিলগ,দোছোৰা
বিষ,বিহ
বিৰলী,মেকুৰী
বিৰালী,মেকুৰী
বৃশ্চিক,ভালুক-মকৰা
বৃশ্চিক,বিচ্ছু
বৃহস্পতিবাৰ,গুৰুবাৰ
বেঁকা,কেঁকোৰা
বেঁকা,ভঁজীয়া
বেং,ভেঁকুলী
বেং,ভেঁকোলা
বেগ,গতি
বেগ,দ্ৰুতি
বেগ,গতিবেগ
বেগ,দ্ৰুততা
বেগ,ক্ষিপ্ৰতা
বেগ,শীঘ্ৰতা
বেচ,বিক্ৰী কৰ
বেজী,ইঞ্জেক্সন
বেত,এছাৰি
বেত,সৌকা
বেপাৰ,পেচা
বেপাৰ,বেহা
বেপাৰ,ব্যৱসায়
বেলি,সূৰ্য্য
বেলি,বাৰ
বেলেগ,আলগ
বেলেগ,সূকীয়া
বেলেগ,দোছোৰা
বেহাৰ,সৰিয়হ
বেৰ,দেৱাল
বেৰা,জেওৰা
বোজা,ভাৰ
বোন্দোৰা,কঁটীয়া
বোন্দোৰা,চাপৰ
বোৱা,কঢ়িওৱা
বোৱা,নিয়া
বোৱা,লৈ যোৱা
বোৱা,ব্যৱহাৰ কৰা
বোৱা,বজোৱা
ব্যৱহাৰকাৰী,ইউজাৰ
ব্ৰহ্মপুত্ৰ,লুইত
ব্ৰহ্মপুত্ৰ,বৰলুইত
ব্ৰহ্মপুত্ৰ,বৰনৈ
বৰ,দৰা
বৰণ,ৰং
বৰণ,বোল
বৰশী,আঁকোৰা
বৰষ,বৰষুণ দে
বৰষ,বৰষুণ পৰ
বৰষ,বৰষুণ হ
বৰা,গাহৰি
ভজা,পূজা কৰা
ভজা,প্ৰাৰ্থনা কৰা
ভজা,সেৱা কৰা
ভজা,উপাসনা কৰা
ভতাৰ,গিৰি
ভতাৰ,স্বামী
ভতাৰ,পৈ
ভবা,চিন্তা কৰা
ভবা,চিন্তা
ভবা,লগা
ভবা,অনুভৱ কৰা
ভহা,ওপঙা
ভাঁৰ,ঠগ
ভাঁৰ,চকুত ধূলি মাৰ
ভাঁৰ,ছল কৰ
ভাঁৰ,ফাংবাজী মাৰ
ভাঁৰ,এপাহ মাৰ
ভাঁৰ,টেপাই মাৰ
ভাগ,ছোৱা
ভাগ,অংশ
ভাগ,পলা
ভাগা,পলোৱা
ভাহা,ওপঙা
ভাৰত,ভাৰতবৰ্ষ
ভুকা,ভৌ ভৌ কৰা
ভুৱা,নকল
ভূঁই,পৃথিৱী
ভূঁই,ইলিকা
ভূঁই,ধৰা
ভূঁই,মেদিনী
ভূঁই,মহী
ভূঁই,দোহিনী
ভূঁই,মাটি
ভূত,ডাইনী
ভূত,তাল
ভূত,দ’ত
ভূত,বাঁক
ভূত,খেতৰ
ভূত,হাটোৱালী
ভূত,ঘোৰাপাক
ভূত,বেতাল
ভূত,দেও
ভূত,কালধূমা
ভূত,ডাঙৰীয়া
ভূত,যখ
ভূমিকম্প,ভূঁইকঁপ
ভেঁকুলী,বেং
ভেকুলী,বেং
ভেল,ভূৰ
ভোক্তা,খাওঁতা
ভোক্তা,খাৱৰীয়া
ভোক্তা,গ্ৰাহক
ভোজ,লগ-ভাত
ভোট,ভুটীয়া
ভোট,ভূটান
ভোট,ভোট দেশ
ভোট,মত
ভোট,ৰায়
ভোট,ফয়চলা
মঙহ,গোছ
মচা,সৰা
মচা,জৰা
মচা,জাৰু দিয়া
মচা,মোহৰা
মজা,জুতিলগা
মজা,গাহাম
