,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,mbert_cos,xlm_cos,indic_bert_cos,muril_cos,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,label
18,All languages,গু,মু,gu,mu,Gu,Mu,0.5,0.5,0.4479166666666667,0.5,3.625,0.5,0.8666781783103943,0.8673340678215027,0.9997078180313108,0.9990814924240112,0.89571667,0.890297,0.99977374,0.99935275,hard_negative
19,All languages,আদা,আগা,ada,aɡa,Ginger,Aga,0.3333333333333333,0.3333333333333333,0.0625,0.0694444444444444,0.7083333333333334,0.0625,0.859462320804596,0.8909516334533691,0.9996232390403748,0.9997652769088744,0.9010287,0.8978821,0.9997647,0.9996193,hard_negative
20,All languages,শেলাই,বিলাই,xɛlai,bilai,Seams,distribute,0.4,0.2,0.0666666666666666,0.0666666666666666,0.8,0.0666666666666666,0.9432936906814576,0.8984889984130859,0.9999096989631652,0.9983273148536682,0.9642617,0.93740696,0.99982756,0.9991988,hard_negative
21,All languages,কাট,কাক,kat,kak,Cut,The crow,0.3333333333333333,0.3333333333333333,0.0625,0.0694444444444444,0.7083333333333334,0.0625,0.8837169408798218,0.8756081461906433,0.9997348189353944,0.9995642304420472,0.9445715,0.921368,0.9998214,0.9998296,hard_negative
22,All languages,কাহ,কেহ,kaɦ,keɦ,cough,Someone,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.1666666666666666,0.0138888888888888,0.9301469922065736,0.8539150357246399,0.9993515014648438,0.99929678440094,0.9551153,0.8953066,0.9993323,0.99970275,hard_negative
23,All languages,পুষ্প,পুষ্পক,puxpɔ,puʃpɔkɔ,Flowers,Flower,0.4285714285714285,0.4285714285714285,0.2767857142857143,0.3095238095238096,2.3035714285714284,0.3065476190476189,0.97080796957016,0.8741615414619446,0.9959275722503662,0.9986647963523864,0.97640026,0.9314927,0.999249,0.999535,synonym
24,All languages,টাং,গাং,ʈaŋ,gaŋ,Tang,Gang,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.9586673974990844,0.8301198482513428,0.9948697090148926,0.9994381070137024,0.98280716,0.9657941,0.99982905,0.9997743,hard_negative
25,All languages,কাটা,কাকা,kaʈa,kaka,Cut,Uncle,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,0.8796001672744751,0.8599897623062134,0.999741792678833,0.999910056591034,0.9871493,0.9562099,0.9998032,0.99995047,hard_negative
26,All languages,রাং,গাং,raŋ,gaŋ,Rang,Gang,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.3333333333333333,2.4166666666666665,0.3333333333333333,0.94549560546875,0.8770114183425903,0.9984038472175598,0.9998828768730164,0.98127735,0.96633285,0.99991727,0.99987334,hard_negative
27,All languages,পোলা,পলা,pola,pɔla,Pola,Escape,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.8528889417648315,0.8518495559692383,0.9995611310005188,0.99965101480484,0.98345506,0.96515965,0.9997943,0.9999297,hard_negative
28,All languages,চন্দ্র,চন্দ্ৰ,t͡ɕɔn̪d̪rɔ,sɔndɹɔ,The moon,moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,0.9180728793144226,0.95912504196167,0.999357044696808,0.9998496174812316,0.95252794,0.9472436,0.999952,0.99985385,synonym
29,All languages,কুটুম,কুহুম,kuʈum,kuɦum,Family,The cream,0.2,0.2,0.0375,0.0416666666666666,0.775,0.0375,0.9606255888938904,0.8983440995216371,0.9972681403160096,0.9994925856590272,0.98032236,0.9723666,0.9997422,0.9998668,hard_negative
30,All languages,পাণ,পানী,pan,pani,Pan,water,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,0.8258523344993591,0.8235440850257874,0.9994367361068726,0.9998126029968262,0.98127013,0.96637285,0.999925,0.9999579,hard_negative
31,All languages,মকাই,ককাই,mɔkai,kɔkai,Maize,Uncle,0.2,0.2,0.0583333333333333,0.0583333333333333,0.95,0.0583333333333333,0.9765270948410034,0.8946250081062317,0.9991295337677002,0.9992002248764038,0.9710435,0.96496624,0.99978614,0.9998904,hard_negative
32,All languages,বাউল,বাউলা,baulɔ,baula,Bowl,Baula,0.2,0.0,0.0333333333333333,0.0333333333333333,0.35,0.0333333333333333,0.9447028636932372,0.9063668251037598,0.9961085319519044,0.998956859111786,0.9826209,0.9687121,0.99990076,0.99993783,hard_negative
33,All languages,কহা,খহা,kɔɦa,kʰɔɦa,Say,Eat,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.9751556515693665,0.8465522527694702,0.9975562095642092,0.9994537830352784,0.98682666,0.97707343,0.9998001,0.9996879,hard_negative
34,All languages,চন্দ্র,চন্দ্ৰ,t͡ɕɔn̪d̪rɔ,sɔndɹɔ,The moon,moon,0.6,0.1666666666666666,0.0763888888888889,0.0902777777777777,1.125,0.0763888888888889,0.9180728793144226,0.95912504196167,0.999357044696808,0.9998496174812316,0.95252794,0.9472437,0.99995196,0.99985385,synonym
35,All languages,দুখ,অসুখ,d̪ukʰ,ɔxukʰ,pain,Illness,0.4,0.5,0.2916666666666667,0.3229166666666667,2.65625,0.3177083333333333,0.9551714658737184,0.7918028831481934,0.9989173412322998,0.9998821020126344,0.9872067,0.9784543,0.9996518,0.99992865,hard_negative
36,All languages,পুষ্পক,পুষ্প,puʃpɔkɔ,puxpɔ,Flower,Flowers,0.4285714285714285,0.4285714285714285,0.2767857142857143,0.3095238095238096,2.3035714285714284,0.3065476190476189,0.9708202481269836,0.8741615414619446,0.9955421686172484,0.9985083937644958,0.9767138,0.9563732,0.99989164,0.99989426,synonym
37,All languages,ফণী,কণী,ɸɔni,kɔni,comb,egg,0.25,0.25,0.0572916666666666,0.0625,0.78125,0.0572916666666666,0.9661483168601992,0.8270833492279053,0.9977465271949768,0.9995065331459044,0.97886324,0.905578,0.9997853,0.99988633,hard_negative
38,All languages,টাং,পাং,ʈaŋ,paŋ,Tang,Pang,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.5416666666666666,0.0486111111111111,0.9402992725372314,0.8816918730735779,0.9944604635238647,0.9995079040527344,0.971555,0.9476704,0.99985415,0.9999168,hard_negative
39,All languages,হামি,হাবি,ɦami,ɦabi,Hami,The forest,0.25,0.25,0.0208333333333333,0.0208333333333333,0.625,0.0208333333333333,0.9660604596138,0.8488844633102417,0.9989134073257446,0.9996984004974364,0.98054886,0.9722885,0.99967223,0.99990964,hard_negative
40,All languages,নখ,নিমখ,n̪ɔkʰɔ,nimɔkʰɔ,Nails,salt,0.2857142857142857,0.3333333333333333,0.3055555555555556,0.3402777777777778,2.458333333333333,0.3402777777777778,0.9413044452667236,0.7914025783538818,0.9923262596130372,0.9997512102127076,0.9882463,0.95393705,0.9999001,0.9996206,hard_negative
41,All languages,মকাই,জকাই,mɔkai,zɔkai,Maize,Zakai,0.2,0.2,0.0458333333333333,0.05,0.925,0.0458333333333333,0.9820606708526612,0.8762878775596619,0.9987126588821412,0.9985231161117554,0.98281264,0.94627464,0.999834,0.9998955,hard_negative
42,All languages,অগ্নিকোণ,অগ্নি,oɡn̪ikon,ɔgni,Southeast,Fire,0.75,0.5714285714285714,0.5267857142857143,0.5833333333333334,4.214285714285714,0.5833333333333334,0.9377514123916626,0.8641679286956787,0.9988941550254822,0.9991471171379088,0.9861029,0.9320061,0.9997603,0.9998147,synonym
43,All languages,পিন্ধা,বিন্ধা,pin̪d̪ʱa,bindʰa,wear,Bindha,0.5,0.0,0.0333333333333333,0.0333333333333333,0.2,0.0333333333333333,0.9567216038703918,0.9229412078857422,0.9976688623428344,0.9990233182907104,0.98813605,0.97402585,0.99991316,0.99992466,hard_negative
