loan_word,original_word
Carei,Károly
carmajin,karmazsin
Catalina,Katolna
Cavnic,Kapnik
Călacea,Kalocsa
Căpălnaș,Kápolnás
căpău,kopó
Căpâlna,Kápolna
căpâlnă,kápolna
căpeneag,köpenyeg
Căpleni,Kaplony
căprar,káplár
Căptălan,Káptalan
Căpud,Kapud
Căpușu Mare,kapus
Căpușu Mic,kapus
Căraci,Karács
Cărand,Káránd
Cărăsău,Karaszó
Cărăstău,Karasztó
Cărășeu,Krassó
Căstău,Kasztó
cătană,katona
Căuaș,Kávás
Căuașd,Kávásd
Câlnău,Kálnó
Cându,Kendő
Câțcău,Kackó
Ceaba,Csaba
ceacău,csákó
ceaglă,csáklya
ceahlău,csaholó
Ceahlău,csaholó
ceangău,csángó
ceardaș,csárdás
Cecălaca,Csekelaka
Cehei,Csehi
celed,cseléd
Cenad,Csanád
Cenaloș,Csanálos
Cergău,Csergó
Cerghid,Cserked
Cernădia,Csernád
Cerneteaz,Csernegyház
Cetea,Csáklya
cetlui,csatolni
Ceuaș,Csávás
Checheș,Kékes
Chechiș,Kékes
cheltui,költ
Chender,kender
Chendrea,Kendermező
Chendremal,Kendermál
Chendu,Kend
Cherecheș,Kerekes
Cherecheșiu,Kerekes
Cherechiu,Kereki
Cherej,Körözs
Chereji,Körözsi
Cheresig,Körösszeg
Cheresteș,Keresztes
Cheresteșiu,Keresztes
Cherestur,Keresztúr
Chereușa,Kőrös
Chergheș,Kerges
Cheriu,Kér
Cherteș,Kertész
Cheșa,Kisháza
Cheșereu,Keserű
Cheud,Kőd
chezaș,kezes
Chibed,Kibéd
chibzui,képez
Chichiș,Kökös
Chichișa,Kékes
Chieșd,Kövesd
Chijic,Kegyek
Chileni,Kilyén
Chimindia,Kéménd
chin,kín
Chinciuș,Kincses
chinez,kenéz
Chintelnic,Kentelke
Chioag,Kővág
Chiochiș,Kékes
Chiojdu,Kövesd
chip,kép
chipeș,képes
Chiraleu,Királyi
Chiribiș,Terebes
Chirileu,Kerelő
Chiriș,Kőris
Chiș,Kiss
Chișcădaga,Kecskedága
Chișcău,Kiskoh
Chișinău,Kisjenő
Chișineu-Criș,Kisjenő
Chișirid,Kisürögd
Chișiu,Kiss
Chișlaca,Kislaka
Chișlaz,Kisláz
Chișoda,Tesőld
Chișu,Kiss
Chitid,Kitid
Chiuruș,Kőrös
Chiuza,Középlak
Chiuzbaia,Középbánya
Chivari,Kővári
Chizătău,Kőszegtő
Ciaracio,Csaracsó
Cicău,Csákó
Cicârlău,Sikárló
Ciceu,Csicsó
cigă,csiga
Cigmău,Csigmó
Cihei,Csehi
Cil,Csil
cimotie,csemete
Cinta,Fintaháza
cioancă,csonka
Ciocadia,Csokad
ciocălău,csukló
ciopată,csapat
ciopor,csoport
Ciorbea,Csorba
Cipău,Csapó
Cirhagău,Cserhágó
Cisnădie,Disznód
Cistei,Csesztve
Ciuc,Csik
Ciugheș,Csügés
Ciugud,Fügüd
Ciuhoi,Csohaj
ciumăfaie,csudafa
Ciumbrud,Csombord
Ciumeghiu,Csömeg
ciurdă,csorda
Ciurgău,Csurgó
Ciutelec,Csételek
Cizer,Csizér
cizmă,csizma
clop,kalap
Coaș,Köves
Cociș,Kocsis
Cocișiu,Kocsis
Cociu,Kocs
Colceag,kócsag
Colcer,Kulcsár
Colceriu,Kulcsár
Colceru,Kulcsár
Coldău,Kuldó
Coloș,Kolos
Comandău,Komandó
Comeat,Komját
Comiat,Komját
Comlod,Komlód
Copalnic,Kápolnok
Copand,Koppánd
copârșeu,koporsó
copoi,kopó
Copos,Kopasz
Coposu,Kopasz
Copșa Mare,Nagykapus
Copșa Mică,Kiskapus
corci,korcs
Cordău,Kardó
Cordoș,Kardos
Cormeniș,Ködmönös
Corod,Kóród
Coroi,Kórógy
coroi,karvaly
Corpadea,Korpád
Corpaș,Korpás
Corund,Korund
Coșeiu,Kusaly
Coșteiu,Kastély
Coștiui,kastély
cotlon,katlan
cotreanță,kotroncz
Covacipeter,Kovácspéter
Covasna,Kovászna
Coveș,Kövesd
Craidorolț,Királydaróc
Crainimăt,Királynémeti
Crairât,Királyrét
creițar,krajcár
Crestur,Keresztúr
Cricău,Krakkó
Crihalma,Királyhalma
Cristolț,Kereztolcz
Cristorel,Keresztúr
Cristur,Keresztúr
Criștelec,Keresztelek
Cubleșu,Köblös
Cubulcut,Köbölkút
Cucerdea,Kocsárd
Cuchiniș,Kökényes
Cuejdiu,Kövesd
Cuiaș,Köves
Cuied,Köved
Cuieșd,Kövesd
Culciu,Kulcs
Cund,Kund
cupă,kupa
curuț,kuruc
Cușmed,Küsmöd
Cuștelnic,Csüdőtelke
Cut,kút
Cuveșdia,Kövesd
Cuvin,Kövi
Cuzap,Közép
Cuzăplac,Középlak
Cuzdrioara,Kozárvár
Daneș,Dános
Dăbâceni,Doboka
Dămăcuș,Domokos
Dămuc,Domonkos
dărab,darab
dâmb,domb
Dâmbău,Dombó
Deac,Deák
Deag,Dég
Deaj,Dés
Decea,Décse
Dej,Dés
Deja,Désháza
Dejeu,Dezső
Demeter,Demeter
Demetru,Demeter
Deneș,Dénes
dereș,deres
Derșida,Derzsida
Desag,Deság
Deușu,Diós
Dezmir,Dezmér
Dijir,Dizsér
Diniaș,Dinnyés
Diosig,diószeg
Dioșod,Diósad
Ditrău,Ditró
doboș,dobostorta
Doboș,Dobos
Doh,Doh
Domald,Domáld
Domokos,Domokos
dorobanț,drabant
dric,derék
drot,drót
Dumuslău,Domoszló
Eghersec,Egerszék
Elciu,*Velcs
erhă,irha
Eriu Sâncrai,ér
Ersig,Érszeg
Escu,Veck
Estelnic,Esztelnek
Falcău,falkő
Faraoani,Forró
Farcaș,Farkas
Farcașa,Farkas
făcăleț,fakalán
Fădimac,Fagymag
făgaș,vágás
făgădău,fogadó
făgădui,fogad
Fărăgău,Faragó
Fărău,Forró
Fărcașa,Farkasaszó
fârtai,fertály
Fechete,Fekete
fedeleș,fedeles
Fegernic,Fegyvernek
fel,-féle
felcer,felcser
Felcheriu,Felkér
Feldioara,Földvár
Feleac,Fellak
Feleacu,Felek
Feleag,Felek
feleșag,féleség
Felnac,Fenlak
Feneriș,Fenyéres
Feneș,Fényes
Feniș,Fényes
Ferenț,Ferenc
ferestrui,fűrészelni
Fersig,Fehérszék
Ficătar,Fyghatar
Figa,Füge
Filep,Fülöp
filer,fillér
Filer,fillér
filigórie,filegόria
Filitelnic,Fületelke
Finiș,Fenes
Finișel,Fenes
firang,firhang
Firiteaz,Féregyház
firiz,fürész
Firminiș,Fürményes
Firtănuș,Firtosmartonos
Firtușu,Firtos
Fiscut,Fűzkút
Fișag,Fiság
Fițcău,Fickó
Fizeș,Füzes
Fiziș,Füzes
flintă,flinta
Fogarași,Fogaras
foișor,folyosó
Folt,Folt
Forai,Forai
Forăști,Forró
Forău,Forró
Forgaci,Forgács
forint,forint
Foriș,Foris
Forosig,Forrószeg
Fotoș,Fotos
Frențiu,Ferenc
Gabor,Gábor
Gabriș,Gábris
Gaidoș,Gajdos
Galamboș,Galambos
Galeș,Gális
Galoșpetreu,Gálospetri
Gașpar,Gáspár
gat,gát
Gavriș,Gábris
Gavrișiu,Gábris
gazdă,gazda
Gălăuțaș,Galócás
gămălie,gomoly
găzdășag,gazdagság
Gâmbaș,Gombás
gând,gond
Gârbou,Gorbó
Geoagiu,Gyógy
Geomal,Diómál
Gepiș,Gyepes
Gepiu,Gyapjú
Gheja,Gezse
Ghemeș,Gémes
Ghergheleu,Gergely
Gherghely,Gergely
Gherteamoș,Gyertyámos
Gherteniș,Gyertyámos
Ghida,Déda
Ghidașteu,Gidástó
Ghidfalău,Gidófalva
Ghilad,Gilád
Ghilvaci,Gilvács
ghimber,gyömbér
Ghimeș,Gyimes
Ghiorac,Gyarak
Ghioroc,Gyorok
Ghipeș,Gyepes
Ghirișa,Géres
Ghiroda,Győröd
Ghirolt,Girolt
Ghiurche,Gyürke
Giacăș,Gyákos
Gialacuta,Gyálakuta
Giarmata,Gyarmat
Gilău,Gyalu
gingaș,dsingás
Ginta,Gyanta
Giorocuta,Girókuta
Giroc,Gyorok
giulgiu,gyolcs
Giuluș,Gyulas
Giulvăz,Gyülvész
Giungi,Gyöngy
Goia,Gólya
Gomboș,Gombos
Gomboșiu,Gombos
goz,gaz
Grințieș,gerinces
grof,gróf
gubă,guba
gulaș,gulyás
guler,gallér
Gurbediu,Görbed
Guruslău,Goroszló
Habic,Hétbükk
Hagău,Hágó
haidău,hajtó
Haieu,Hájó
Haioș,Hajós
haită,hajtó
Halașanu,hálásan
halău,háló
halcă,halk
Halmaghi,Halmágy
Halmășd,Halmosd
Halmeu,Halmi
Haluș,Hálós
ham,hám
hambar,hombár
hamiș,hamis
Hangu,hangony
Harale,Haraly
harță,harc
Hașag,Hásság
hașmă,hagyma
Hațeg,Hátszeg
haznă,haszon
Hădărău,Hadaró
Hăghig,Hídvég
Hăineală,Hajnal
hăitaș,hajtás
Hălmagiu,Halmágy
Hălmăcioaia,Almás
Hălmăgel,Halmágy
Hălmeag,Halmágy
Hărăguș,Harangos
Hărănglab,Harangláb
Hărman,Hermány
Hărțău,Harcó
Hășdat,Hasadát
Hășdate,Hasadát
Hășmaș,Hagymás
hârciog,hörcsög
hârdău,hordó
Hegheduș,Hegedűs
heleșteu,halastó
helge,hölgy
Hereclean,Haraklány
Herepea,Herepe
hermelină,hermelin
herțeg,herceg
Hetiur,Hétur
Hezeriș,Hegyeres
hibă,hiba
Hida,Hida
Hideaga,Hideg
Hilib,Hilib
hinteu,hintó
Hisiaș,Hiszias
Hitiaș,Hattyas
Hodiș,Hodos
Hodișa,Hodos
Hodișel,Hodos
Hodișu,Hodos
Hodod,Hadad
Hodoș,Hodos
Hodoșa,Hodos
Hoghilag,Holdvilág
Hoghiz,Hévíz
hoher,hóhér
hoit,holt
holdă,hold
Holod,Hollód
Homorâciu,*Hamarügy
Homorod,Homoród
hondrăni,hadarni
honved,honvéd
Hordou,Hordó
Horlacea,Hortlaka
Horoatu Cehului,Horvát
Horoatu Crasnei,Horvát
Horpaz,Horpasz
Hosasău,Hosszúaszó
Hosu,Hosszú
hotar,határ
hotnog,hadnagy
Huedin,Hunyadin
Humor,hamar
Hunedoara,Hunyadvár
husar,huszár
husăș,huszas
Husia,Hosszú
Huta,Huta
Ianoș,János
Ianoșda,Jánosd
Ianoși,János
Iarăș,Nyáras
ic,ék
Icafalău,Ikafalva
Icland,Ikland
Iclod,Iklód
Idiciu,Jövedics
Idrifaia,Héderfája
Iermata,Gyarmat
Ieud,Jód
Igriș,Egres
Ihod,Ehed
ilău,üllő
Ilba,Iloba
Ilcuș,Ilkus
Ileș,Illés
Ilidia,Illyéd
iliș,élés
Illyeș,Illyés
Ilteu,Iltő
imaș,nyomás
Imbrea,Imre
Imre,Amalrich
Inand,Inánd
Inău,Inó
Indrei,Endre
Ineu,Jenő
iobag,jobbágy
Iod,Jód
Ioja,Józsa
Iojă,Józsa
Ioje,Józsi
Iojică,Józsika
Iosifalău,Józseffalva
Istoc,Istók
Istrău,Esztró
Ișfan,István
Iștan-Tău,Istentó
Iștihaza,Istvánháza
iz,íz
îngădui,engedni
Jac,Zsák
jacă,zsák
Jacodu,Zsákod
jale,zsálya
Jdioara,Zsidóvár
jeb,zseb
Jebuc,Zsobok
Jebucu,Zsobok
Jibou,Zsibó
Jicmon,Zsigmond
Jidvei,Zsitve
Jimbor,Zsombor
joardă,zsorda
Jucu,Zsuk
julfă,zsufa
Kelemen,Kelemen
labă,láb
lacăt,lakat
Lakatos,Lakatos
lanț,lánc
Lapoș,Lápos
larmă,lárma
Lascău,Lackó
lăcătuș,lakatos
Lăpuș,Lápos
Lăsău,Laszó
Lăscud,Lackod
leaț,léc
Lechința,Lekence
Leghia,Jegenye
Leghin,legény
Legii,Légen
Lelei,Lele
Lemnia,Lemhény
Lenghel,Lengyel
Leorinț,Lőrinc
Leorința,Lőrinci
lepedeu,lepedö
Lepindea,Leppend
Leș,Les
Leșmir,Lecsmér
Leț,Léc
lictar,lekvár
liliom,liliom
lior,löre
Lisnău,Lisznyó
Lita,Léta
Loaieș,Lajos
Lobodaș,Labodás
locaș,lakás
locui,lakik
Lompirt,Lompért
Lorău,Lórév
Lucaci,Lukács
Lucaciu,Lukács
Ludași,Ludas
Luduș,Ludas
Lueta,Lövéte
Luguzău,Lugozó
Lujerdiu,Lózsárd
Luna,Lóna
Luțai,Lucai
Macău,Mákó
Mada,Máda
maghiar,magyar
mai,máj
Mailat,Majláth
majă,mázsa
Malnaș,Málnás
mangaliță,mangalica
Marc,Márk
Marca,Márka
marfă,marha
Marghita,Margit
Mariș,Maris
Marton,Márton
Martonca,Martonka
Marțihaz,Marciháza
Mașca,Macskakő
Mașloc,Máslak
matahală,mátoha
Mateiaș,Mátyás
Măceu,Mácsó
Măcicașu,Macskás
Măcicășești,Macskás
Mădăras,Madarász
Mădăraș,Madaras
Mădârjac,madárszák
Mădei,Mádé
Măderat,Magyarád
Măgheruș,Magyarós
Măghierat,Magyarád
Măgina,Muzsina
Măhal,Mohol
Măieruș,Magyarós
Mălădia,Maladé
Mănărade,Monerad
Mănăștiur,Monostor
Mănăștur,Monostor
Mănerău,monyoró
Mărcuș,Márkos
Mărgău,Meregyó
mărșălui,marsolni
Mărtănuș,Martonos
măslag,maszlag
Mânău,Monó
Mândruloc,Mondorlak
Mânerău,monyoró
mântui,ment
Medveș,Medvés
Megheș,Meggyes
megieș,megyés
Mehadia,Miháld
meleag,mellék
melegar,melegágy
Mereteu,Merítő
mertic,mérték
Mesaroș,Mészáros
Mesaroșiu,Mészáros
Mesentea,Mindszent
Meșcreac,Megykerék
meșter,mester
meșteșug,mesterség
Micăsasa,Mikeszásza
Micești,Mikus
Micfalău,Mikóújfalu
Miclăuș,Miklós
Micloș,Miklós
Micloșoara,Miklósvár
Micoșlaca,Miklóslaka
Mierlău,Nyárló
Miersig,Nyárszeg
Mierța,Nyerce
mierță,mérce
Mihalț,Mihálc
Miheleu,Méhelő
Milaș,Nyulas
Milășel,Nyulas
Miniș,Ménes
minten,menten
Mintia,Németi
Mintiu,Németi
Mirăslău,Miriszló
Mireș,Nyíres
Mirșid,Nyirsid
mistui,emészteni
Moacșa,Maksa
Moardăș,Mardos
Mocod,Makód
Moftin,Mohtén
Moghioroș,Mogyoros
Mogoș,Magas
mohor,mohar
Moiad,Mojád
moimă,majom
mojar,mozsár
Molnar,Molnár
Monoroștia,Monorostyai
Morău,Maró
Moruț,Móric
Motiș,Mutos
Mujna,Muzsna
Muncaciu,Munkácsy
musai,muszáj
mustră,mustra
mușcată,muskáta
muștar,mustár
Nadăș,Nádas
Nadășu,Nádas
Nadeș,Nádas
Nadiș,Nádas
Nadișa,Nádas
Naghi,Nagy
Naghiu,Nagy
Naidăș,Nádas
Naimon,Nagymon
Nandra,Nándor
Nandru,Nándor
Nazna,Náznán
Nădăștia,Nádasd
Nădlac,Nagylak
nădrag,nadrág
Nălațvad,Nalácvád
Năoiu,Novoly
Năpradea,Náprád
Năruja,Nyíres
Năsăud,Naszód
neam,nem
nemeș,nemes
Nerău,Nyerő
Nereju,Nyíres
ni,ni
Nicula,Mikola
Nimigea,Nemegye
Niraj,Nyárád
Nireș,Nyíres
Niuved,Nyüved
Noaghi,Nagy
Nojag,Nagyág
Nojorid,Nagyürögd
Noșlac,Nagylak
notarăș,nótárius
Noțig,Nagyszeg
Nușfalău,Nagyfalu
Oar,Óvári
Oarda,Váradia
Oaș,Avas
Ocland,Oklánd
Odoreu,Udvari
Odorhei,Udvarhely
Odorheiu Secuiesc,Székelyudvarhely
odos,vadósz
Odrihei,Udvarhely
Odverem,Vadverem
Odvoș,Odvos
ogar,agár
Oiejdea,Vajasd
Ojdula,Ozsdola
Olah,Oláh
olah,oláh
Olosig,Olaszi
Oloșag,Ollóság
Oradea,Várad
oraș,város
Orășa,váras
Orăștie,Városd
Orban,Orbán
Orhei,Őrhely
Orlat,*Váralatt
Orman,Ormány
Ormeniș,Ürmös
Orosfaia,Oroszfája
Ortelec,Vártelek
Ortiteag,Ürgeteg
Orțișoara,Orczyvár
Oșand,Vasand
Oșorhei,Vásárhely
Oșorhel,Vásárhely
Otelec,Ótelek
Ozd,Ózd
Ozun,Uzon
pa,pá
pahar,pohár
palancă,palánk
Paleu,Pályi
palincă,pálinka
paloș,pallos
Palota,Palota
pandur,pandúr
panglică,pántlika
papir,papír
papistaș,pápista
papricaș,paprikás
paprică,paprika
Parhida,Pelbárthida
parip,paripa
Partoș,Partos
Patachi,Pataki
Păclișa,Poklos
Păgida,Apahida
Pălatca,Palatka
Pănade,Pánád
Pănet,Panit
Păpăuți,Papócz
Păucea,Pócs
Păușa,Pósa
Pâclișa,Poklos
Pâglișa,Poklos
Pâncota,Pankota
Pângărați,Pongorácz
pârcălab,porkoláb
pârgar,polgár
pârjoli,pörzsölni
pecie,pecsenye
pejmă,pézsma
Perchiu,Perkő
Periam,Perjámos
pesmet,peszmét
Peștiș,Pestes
Peteritea,Petőrét
Petid,Petegd
Petreu,Petri
Petri,Petri
Petrilaca,Péterlaka
Petrindu,Petrin
picioică,pityóka
pildă,példa
Pilu,Pél
Pintic,Péntek
Pinticu,Péntek
pipă,pipa
Piroșa,Pirosd
Pișcari,Piskáros
Pișchia,Pysky
pișcot,piskóta
pițulă,picula
pleu,pléh
Ploscoș,Palackos
pogace,pogácsa
Polgar,Polgár
pont,pont
Poplaca,Popláka
Popteleac,Paptelke
potică,patika
Potiond,Pottyond
Prod,Pród
pustă,puszta
Racâș,Rákos
Rachiș,Rákos
Racoș,Rákos
Rarău,ráró
Ratovei,Rátonvölgy
Răcășdia,Rakosd
Răcăștia,Rákosd
Răcătău,*Rakató
răvaș,rovás
răzălău,reszelő
răzeș,részes
Râciu,Rücs
Râmetea,Remete
Râmeț,Remete
rântaș,rántás
Râșca,Roska
Rât,rét
Recaș,Rékás
Remeș,Rémes
Remetea,Remete
Remeți,Remete
Roca,Róka
Rona,Róna
Rontău,Rontó
Roua,Rava
Rugănești,Rugon
Sabadaș,Szabados
Sabadîș,Szabados
Sabadoș,Szabados
Sabău,Szabó
Sabou,Szabó
Saciova,Szacsva
Salatiu,Szilágytő
Salonta,Szalonta
Salva,Szálva
Sanislău,Szaniszló
Santău,Szántó
Sarasău,Szarvaszó
Sarcău,Szarkó
Sarmașu,Sármás
Sartăș,Szártos
saschiu,szászfű
Saschiz,Szászkézd
Sascut,Szászkút
Satu Mare,Szatmár
Săbădiș,Szabados
Săbăduș,Szabados
Săbed,Szabéd
Săbolciu,Szabolcs
Săcădat,Szakadát
Săcădate,Szakadát
Săcălaia,Székuláj
Săcălaz,Szakálháza
săcăluș,szakallás
Săcămaș,Szakamás
Săcuieu,Székelyjó
Sălaj,Szilágy
Sălard,Szalárd
sălaș,szállás
sălășlui,szállásolni
Sălățig,Szilágyszeg
Sălbăgel,száldobágy
Sălcud,Szélkút
Sălicea,Szelicse
Sălsig,Szélszeg
Săpânța,Szaplonca
Sărand,Szaránd
Săraz,száraz
Sărăcsău,Szarakszó
Sărădiș,Seregélyes
Sărămăș,Szaramás
Sărăuad,Szarvad
Sărsig,Sárszeg
Săsar,Szészárma
Săsarm,Szészarma
Săsăuș,Szászház
Săuca,Szőke
Săvârșin,Soborsin
Sâg,Szék
Sântelec,Szentelek
Sântimreu,Szentimre
Sântuhalm,Szántóhalma
seamă,szám
Sebeș,Sebes
Sebiș,Sebes
Secaș,Székás
Sechel,Székely
Secheli,Székely
Sechereșa,szekeres
secui,székely
Secusigiu,Székelyszeg
Sederhat,Szederhát
Seleși,Szélesi
Seleuș,Szőllős
semălui,számolni
Senereuș,Szénaverős
Sfăraș,Farnas
Sfârnaș,Farnos
Sic,Szék
Sicfa,Székfa
sichiraș,szekeres
Sici,Szécs
sicriu,szekrény
Sighetu Marmației,Sziget
Sighiartău,Szijjártó
Sighișoara,Segesvár
Sigmir,Szépnyír
Silaghi,Szilágyi
Silagiu,Szilágy
Silivaș,Szilvás
Silvaș,Szilvás
Sinersig,széneszeg
Sititelec,Székelytelek
sobă,szoba
Socaci,Szakács
Socaciu,Szakács
Socodor,Székudvar
Socond,Szokond
Soimuș,Solymos
Solona,Szalonna
Someș-Odorhei,Udvarhely
Somușca,Somoska
Spătac,Szászpatak
Spermezeu,Ispánmező
Starchiojd,kövesd
Suarăș,Szóváros
Suceava,Szűcsvár
Suci,Szűcs
Suciu,Szűcs
Sucutard,Szentgothárd
sudalmă,szidalom
Sudriaș,Szederjes
sudui,szidni
Sudurău,Szodoró
Suiug,Szunyogd
Sulighete,Hosszúliget
Sumurducu,Szomordok
Suplac,Széplak
Supur,Szopor
Surduc,Szurduk
Susag,Szuszág
Șag,Ság
Șagu,Ság
șalău,süllő
Șalcău,Salkó
șalgău,sóvágó
Șamșud,Sámsond
Șandor,Sándor
Șandru,Sándor
Șapartoc,Sárpatak
Șard,Sárd
Șardu,Sárd
șarg,sárga
Șașvereș,Sásverés
șatră,sátor
Șauaieu,Sályi
Șărmășag,Sarmaság
Șendrești,Sándor
Șendrulești,Sándor
Șepreuș,Seprős
Șercaia,Sárkány
Șerghiș,Serges
Șeușa,Sós
Șiad,Sajád
Șicasău,Sikaszó
Șiclău,Sikló
Șiclod,Siklód
Șieu,Sajó
Șieu-Odorhei,Udvarhely
Șigău,Sajgó
Șilea,Sülye
Șilindia,Selend
Șimand,Simánd
Șimon,Simon
Șincai,Sinkai
șindrilă,zsindely
șinor,zsinór
Șintereag,Somkerék
șirag,sereg
Șișterea,Sehter
Șmig,Schmiegen
Șoard,Sárd
șod,sod
șogor,sógor
șoim,sólyom
Șoimoș,Solymos
Șoimuș,Solymos
șold,sódar
Șomai,Somály
Șomcuta Mare,Nagysomkút
Șomoșcheș,Somoskeszi
Șomoștelnic,Somostelke
șontâc,sántika
Șoșdea,Sósd
Șovagău,Sóvágó
Șpălnaca,Ispánlaka
șubă,suba
șucheat,süket
șugar,sugár
Șumal,Somály
Șuncuiș,Sonkolyos
Șuncuiuș,Sonkolyos
Șuștiu,Susd
Șușturogi,Sitervölgy
Șuteu,Sütő
Șutu,Sütmeg
Șuvăgău,Sóvágó
șuvoi,sió
tablă,tábla
taier,tányér
Taloș,Tálos
Talpoș,Talpas
Tamas,Tamás
Tamașfalău,Tamásfalva
tamâș,támasz
tar,tár
taragot,tárogató
Tarcău,Tarkő
tașcă,táska
