loan_word,original_word
инверсия,инве́рсия
инвестиция,инвести́ция
индекс,и́ндекс
индий,и́ндий
индол,индол
индоссамент,индоссаме́нт
индукция,инду́кция
инерция,ине́рция
инженер,инжене́р
инжиниринг,инжиниринг
инновация,иннова́ция
инозитол,инозитол
институт,институ́т
инсулин,инсули́н
инсульт,инсу́льт
интеграл,интегра́л
интеллигенция,интеллиге́нция
интерполяция,интерполяция
интерфейс,интерфе́йс
интерферон,интерферо́н
интуитивизм,интуитиви́зм
инфляция,инфля́ция
ипотека,ипоте́ка
иридий,ири́дий
итраконазол,итраконазол
иттербий,итте́рбий
иттрий,и́ттрий
йети,йе́ти
йога,йо́га
йод,йод
кінәз,князь
кабак,каба́к
кабаре,кабаре́
кабинет,кабине́т
кавитация,кавита́ция
кадмий,ка́дмий
кадр,кадр
какао,кака́о
кактус,ка́ктус
калий,ка́лий
калифорний,калифо́рний
калька,ка́лька
калькулятор,калькуля́тор
кальмар,кальма́р
кальций,ка́льций
кальцит,кальци́т
камуфляж,камуфля́ж
камфара,ка́мфара
камфора,ка́мфора
канал,канал
кандела,канде́ла
каноэ,кано́э
кантри,ка́нтри
канцлер,ка́нцлер
капитал,капита́л
капитан,капита́н
карамель,караме́ль
карантин,каранти́н
каратиноид,каротиноид
карбазол,карбазо́л
карбамазепин,карбамазепин
карбкатион,карбкатион
карвон,карвон
карикатура,карикату́ра
кармин,карми́н
карнавал,карнава́л
каротин,каротин
карта,ка́рта
картель,картель
картечь,карте́чь
картография,картогра́фия
картоп,карто́фель
карточка,ка́рточка
кассир,касси́р
катал,ката́л
катана,ката́на
катинон,катинон
католик,като́лик
католицизм,католици́зм
кахексия,кахексия
кашалот,кашало́т
каюта,каю́та
квадрант,квадра́нт
квадрика,квадрика
квазар,кваза́р
квазикристалл,квазикристалл
кварк,кварк
кельвин,ке́львин
кенгуру,кенгуру́
кератофир,кератофир
кереует,крова́ть
кероген,кероген
керосин,кероси́н
кетамин,кетамин
кетон,кето́н
кибернетика,киберне́тика
киви,ки́ви
киназа,киназа
кинематография,кинематогра́фия
кинетика,кине́тика
кинкажу,кинкажу́
кино,кино́
киноактёр,киноактёр
кинокартина,кинокарти́на
кинорежиссёр,кинорежиссёр
кинотеатр,кинотеа́тр
кинофестиваль,кинофестива́ль
кинофильм,кинофи́льм
кит,кит
кларнет,кларне́т
классик,кла́ссик
классика,классика
классицизм,классици́зм
клептократия,клептокра́тия
кливия,кливия
клиент,клие́нт
климат,кли́мат
климатология,климатоло́гия
клинкер,кли́нкер
клотримазол,клотримазол
клофазимин,клофазимин
кобальт,ко́бальт
код,код
кодеин,кодеи́н
кодекс,ко́декс
кокос,коко́с
коктейль,кокте́йль
коллаборационизм,коллаборациони́зм
коллоид,колло́ид
колориметр,колориметр
колхицин,колхици́н
команда,кома́нда
комбайн,комба́йн
комбинаторика,комбинато́рика
комедия,комедия
комикс,ко́микс
комиссар,комисса́р
комитет,комите́т
коммунизм,коммуни́зм
коммунист,коммуни́ст
компания,компа́ния
компьютер,компью́тер
конвейер,конве́йер
конвенция,конвенция
конверсия,конве́рсия
конгломерат,конгломерат
конгресс,конгре́сс
конденсат,конденса́т
конденсатор,конденса́тор
конкур,конку́р
конкурс,ко́нкурс
коннотация,коннота́ция
консалтинг,конса́лтинг
консерватизм,консервати́зм
консорциум,консо́рциум
конституция,конститу́ция
конструктивизм,конструктивизм
консул,ко́нсул
контейнер,конте́йнер
континуум,конти́нуум
контрабанда,контраба́нда
контрабас,контраба́с
контрацепция,контраце́пция
контрреволюционер,ко̀нтрреволюционе́р
конус,конус
конфедерация,конфедера́ция
конференция,конфере́нция
конфигурация,конфигура́ция
конформация,конформация
коперниций,коперни́ций
король,коро́ль
коронавирус,коронави́рус
косеканс,косе́канс
косинус,ко́синус
космополитизм,космополити́зм
костюм,костюм
котангенс,кота́нгенс
кофактор,кофактор
кофе,ко́фе
кофеин,кофеи́н
кофермент,кофермент
коэффициент,коэффицие́нт
краковяк,краковяк
кран,кран
кратон,кратон
краудсорсинг,краудсорсинг
крахмал,крахма́л
кредит,креди́т
крематорий,кремато́рий
кремний,кре́мний
креп,креп
крепдешин,крепдеши́н
крикет,кри́кет
криминалистика,криминалистика
криптовалюта,крѝптовалю́та
криптон,крипто́н
кристаллография,кристаллография
ксенобиотик,ксенобиотик
ксенон,ксено́н
ксенофобия,ксенофо́бия
ксилит,ксилит
ксилофон,ксилофо́н
куб,куб
кубок,ку́бок
кулон,куло́н
культуризм,культури́зм
купон,купо́н
куркумин,курку́мин
кюрий,кю́рий
кәмпит,конфета
кәріс,кореец
кәрзеңке,корзинка
кәртішке,ка́рточка
кәстрөл,кастрю́ля
кәстөм,костюм
көзір,козырь
көпес,купец
лагуна,лагу́на
лакмус,лакмус
лактоферрин,лактоферрин
лама,ла́ма
ландшафт,ландша́фт
лантан,ланта́н
лантаноид,лантано́ид
ларингит,ларинги́т
лауреат,лауреа́т
левераж,левераж
левитация,левита́ция
левоноргестрел,левоноргестрел
легионер,легионе́р
лейкоз,лейкоз
лейпрорелин,лейпрорелин
лейтенант,лейтена́нт
лейцин,лейци́н
лейшманиоз,лейшманио́з
лексема,лексе́ма
лексика,ле́ксика
лексикография,лексикогра́фия
лексикология,лексиколо́гия
лемниската,лемниска́та
лемур,лему́р
леопард,леопа́рд
лептон,лепто́н
либерализм,либерали́зм
ливерморий,ливерморий
лиганд,лиганд
лизин,лизи́н
лизис,ли́зис
лизосома,лизосо́ма
ликёр,ликёр
Лилит,Лили́т
лимит,лими́т
лимон,лимо́н
лимонен,лимонен
лимузин,лимузи́н
лимфа,ли́мфа
лимфоцит,лимфоци́т
лингвистика,лингви́стика
линолеум,лино́леум
литавра,лита́вра
литий,ли́тий
литосфера,литосфера
лифт,лифт
лицензия,лице́нзия
логарифм,логари́фм
логика,ло́гика
логистика,логи́стика
логицизм,логици́зм
логос,ло́гос
логотип,логоти́п
ложа,ло́жа
локомотив,локомоти́в
локус,локус
ломбард,ломба́рд
лори,лори
лоуренсий,лоуре́нсий
люкс,люкс
люмен,лю́мен
лютеин,лютеи́н
лютеций,лютеций
лютня,лю́тня
ләмпішке,лампочка
магистр,маги́стр
магма,ма́гма
магнетизм,магнети́зм
магний,ма́гний
магнит,магни́т
мазурка,мазурка
майонез,майоне́з
майор,майо́р
макака,мака́ка
макарон,макаро́н
макиавеллизм,макиавелли́зм
макияж,макия́ж
манго,ма́нго
мангуст,мангу́ст
мандарин,мандари́н
мандолина,мандоли́на
маньеризм,маньери́зм
маракуйя,мараку́йя
марафон,марафо́н
марганец,ма́рганец
маргарин,маргари́н
маримба,мари́мба
марихуана,марихуа́на
маркетинг,марке́тинг
марксизм,маркси́зм
маршал,ма́ршал
маска,ма́ска
маскарад,маскара́д
масса,ма́сса
масштаб,масшта́б
математик,матема́тик
математика,матема́тика
материал,материа́л
материализм,материали́зм
материя,мате́рия
матрас,матра́с
матрица,матрица
машина,маши́на
маятник,ма́ятник
медаль,меда́ль
медицина,медици́на
мезон,мезо́н
мейоз,мейоз
мейтнерий,мейтне́рий
мелодия,мело́дия
меморандум,мемора́ндум
менделевий,менделе́вий
меритократия,меритокра́тия
меропенем,меропенем
Месопотамия,Месопотамия
метагалактика,метагалактика
метадон,метадон
металлоцен,металлоцен
металлург,металлу́рг
металлургия,металлурги́я
метаматематика,метаматематика
метан,мета́н
метанол,метано́л
метастаз,метаста́з
метафизика,метафи́зика
метафора,мета́фора
метеор,метео́р
метеорит,метеори́т
метеорология,метеороло́гия
метилоранж,метилоранж
метотрексат,метотрексат
метр,метр
метформин,метформин
мефлохин,мефлохин
механизатор,механиза́тор
механизм,механи́зм
мидазолам,мидазолам
мидия,ми́дия
мизопростол,мизопростол
миконазол,миконазол
микоплазма,микоплазма
микроавтобус,микроавто́бус
микроскоп,микроско́п
микрофон,микрофо́н
милиционер,милиционе́р
миллиард,миллиа́рд
миллион,миллио́н
милтефозин,милтефозин
мимоза,мимо́за
мина,ми́на
минерал,минера́л
минералогия,минерало́гия
минералокортикоид,минералокортикоид
минимализм,минимали́зм
министр,мини́стр
минут,мину́та
миокардит,миокардит
мистика,ми́стика
мистицизм,мистици́зм
митинг,ми́тинг
митохондрия,митохо́ндрия
мифепристон,мифепристон
мифология,мифоло́гия
мицелла,мице́лла
мнемоника,мнемо́ника
модернизм,модерни́зм
молекула,моле́кула
молибден,молибде́н
моль,моль
мольберт,мольбе́рт
монархия,мона́рхия
монизм,мони́зм
моногамия,монога́мия
монография,моногра́фия
монолог,моноло́г
мономер,мономе́р
монополия,монопо́лия
монотерпеноид,монотерпеноид
монтаж,монта́ж
мопед,мопе́д
мораль,мора́ль
морфема,морфе́ма
морфизм,морфизм
морфин,морфи́н
морфология,морфоло́гия
московий,моско́вий
мотоцикл,мотоци́кл
музыка,му́зыка
мультилатерализм,мультилатерализм
мультимедиа,мультиме́диа
мультиметр,мультиметр
мультиплексор,мультиплексор
мультипликатор,мультипликатор
муниципалитет,муниципалите́т
мутант,мута́нт
мүк,мох
мәгәзін,магази́н
мәшине,маши́на
надир,надир
налоксон,налоксон
нанду,нанду
напалм,напа́лм
наркоз,нарко́з
нарколепсия,нарколе́псия
нарратология,нарратология
нарциссизм,нарцисси́зм
натрий,на́трий
натурализм,натурали́зм
натюрморт,натюрмо́рт
нафтол,нафтол
невирапин,невирапин
нейрон,нейро́н
нейтрон,нейтро́н
неодим,неоди́м
неон,нео́н
неонуар,неонуар
неотения,неоте́ния
неофашизм,неофаши́зм
нептуний,непту́ний
нефелин,нефелин
нигилизм,нигили́зм
Нидерланд,Нидерла́нды
никель,ни́кель
никотин,никоти́н
ниобий,нио́бий
нистатин,нистатин
нитрид,нитри́д
нитрофурантоин,нитрофурантоин
нобелий,нобе́лий
ноктюрн,ноктю́рн
нонан,нона́н
норматив,нормати́в
нормативті,нормативный
нормативтік,нормативный
нота,но́та
нотариус,нота́риус
ноутбук,но́утбук
нуклеотид,нуклеоти́д
нумизматика,нумизма́тика
нутация,нутация
ньютон,ньютон
нөл,нуль
нөмір,но́мер
облигация,облига́ция
облыс,о́бласть
объект,объе́кт
объектілік,объектный
объектив,объекти́в
объективизм,объективизм
овердрафт,овердрафт
оганесон,оганесон
одометр,одо́метр
оксепин,оксепин
окситоцин,окситоцин
октадекан,октадека́н
октаэдр,окта́эдр
оливин,оливи́н
олигархия,олига́рхия
олигополия,олигопо́лия
ом,ом
омар,ома́р
омепразол,омепразол
омоним,омо́ним
ондансетрон,ондансетрон
оникс,о́никс
онлайн,онла́йн
ономастика,онома́стика
онтогенез,онтогенез
опал,опа́л
опера,о́пера
операнд,опера́нд
оператор,опера́тор
операция,опера́ция
опоссум,опо́ссум
оппозиционер,оппозиционе́р
оппортунизм,оппортуни́зм
оптика,о́птика
опцион,опцио́н
оратория,оратория
орбита,орби́та
орбиталь,орбита́ль
органоид,органо́ид
орден,о́рден
ордер,о́рдер
оркестр,орке́стр
орогенез,орогенез
ортоклаз,ортоклаз
ортопедия,ортопедия
орфография,орфогра́фия
осельтамивир,осельтамивир
осмий,о́смий
остеон,остеон
очерк,о́черк
павиан,павиа́н
паклитаксел,паклитаксел
палата,пала́та
палеобиология,палеобиология
палеогеография,палеогеография
палеоклиматология,палеоклиматология
палладий,палла́дий
палуба,па́луба
пальма,па́льма
панорама,панора́ма
папайя,папа́йя
пар,пара
парабола,пара́бола
параболоид,параболоид
парадигма,паради́гма
парадокс,парадо́кс
паразит,парази́т
паразитизм,паразитизм
паразитолог,паразитолог
паразитология,паразитология
параллакс,параллакс
параллелепипед,параллелепи́пед
параллелограмм,параллелогра́мм
параметр,пара́метр
паранойя,парано́йя
парафилия,парафи́лия
парацетамол,парацетамо́л
парашют,парашю́т
паренхима,паренхима
парламент,парла́мент
паротит,паротит
парсек,парсек
партизан,партиза́н
партия,па́ртия
парфюмерия,парфюме́рия
паспорт,па́спорт
пастор,па́стор
Пасха,Пасха
патент,пате́нт
патоген,патоге́н
патогенез,патогене́з
патолог,пато́лог
патриарх,патриа́рх
патриотизм,патриоти́зм
пацифизм,пацифизм
пегматит,пегматит
педагог,педаго́г
педагогика,педаго́гика
педометр,педометр
педофилия,педофили́я
пейзаж,пейза́ж
пентадекан,пентадека́н
пентамидин,пентамидин
пентан,пентан
пентаэдр,пентаэдр
пептид,пептид
пептидогликан,пептидогликан
перигелий,периге́лий
пестицид,пестици́д
петиция,пети́ция
петроглиф,петроглиф
пеш,печь
пешка,пе́шка
пижама,пижа́ма
пилотка,пило́тка
пингвин,пингви́н
пионер,пионе́р
пиперазин,пиперазин
пиперациллин,пиперациллин
пиперидин,пиперидин
пиразинамид,пиразинамид
пирамида,пирами́да
пиретрин,пиретрин
пиридоксин,пиридоксин
пиримидин,пиримидин
питахайя,питаха́йя
плазма,плазма
плазмид,плазмида
плазмида,плазмида
плазмодий,плазмодий
пластмасса,пластма́сса
платина,пла́тина
плеврит,плеври́т
пленум,пле́нум
плеоназм,плеона́зм
плутоний,плуто́ний
плюрализм,плюрали́зм
пневмоторакс,пневмоторакс
повесть,по́весть
позитивизм,позитиви́зм
позитрон,позитро́н
пойыз,по́езд
полимер,полиме́р
полиомиелит,полиомиели́т
полипептид,полипептид
полковник,полко́вник
полоний,поло́ний
полька,по́лька
Польша,По́льша
поляк,поля́к
порт,порт
портал,порта́л
поршень,по́ршень
постимпрессионизм,постимпрессионизм
постмодернизм,постмодерни́зм
пошта,по́чта
поэзия,поэ́зия
православие,правосла́вие
прагматизм,прагмати́зм
празеодим,празеоди́м
преамбула,преа́мбула
предикат,предика́т
предикатив,предикати́в
преднизолон,преднизолон
президент,президе́нт
препарат,препарат
пресуппозиция,пресуппозиция
призма,при́зма
призматоид,призматоид
принтер,при́нтер
принцип,при́нцип
провинция,прови́нция
прогерия,прогерия
прогестерон,прогестерон
прогресс,прогре́сс
продюсер,продю́сер
проекция,прое́кция
проза,про́за
прокариот,прокарио́та
прокуратура,прокурату́ра
прокурор,прокуро́р
пролетар,пролетарий
пролетариат,пролетариа́т
прометий,проме́тий
пропан,пропа́н
пропен,пропе́н
пропилен,пропиле́н
пропин,пропи́н
пропорция,пропо́рция
пропофол,пропофол
пропранолол,пропранолол
протактиний,протакти́ний
протез,проте́з
протекторат,протектора́т
протекционизм,протекциони́зм
протон,прото́н
профессор,профе́ссор
профиль,про́филь
профитроли,профитроли
процедура,процеду́ра
процесс,проце́сс
психиатр,психиа́тр
психиатрия,психиатрия
психика,пси́хика
психоз,психо́з
психолог,психо́лог
психология,психоло́гия
публицистика,публици́стика
пулемёт,пулемёт
пульмонология,пульмоноло́гия
пурин,пурин
пьеса,пье́са
пұт,пуд
пәлте,пальто́
пәтер,фатера
раввин,равви́н
радиан,радиан
радий,ра́дий
радикал,радика́л
радиоактивті,радиоактивный
радиоаппарат,ра̀диоаппара́т
радиоастрономия,радиоастрономия
радиозонд,радиозо́нд
радиокомпас,радиокомпас
радиостанция,радиоста́нция
радиотелескоп,радиотелеско́п
радиотехника,радиотехника
радиоэлектроника,радиоэлектроника
радон,радо́н
рапсодия,рапсодия
раритет,рарите́т
раунд,ра́унд
раффлезия,раффлезия
реагент,реаге́нт
реализм,реали́зм
реаниматология,реаниматология
ревизионизм,ревизиони́зм
ревматизм,ревмати́зм
революционер,революционе́р
революция,револю́ция
регрессия,регре́ссия
редактор,реда́ктор
