,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,DNN_logits,mbert_src_assbert_trg,label
24,All languages,মঙলবাৰ,মঙ্গলবার,mɔŋɔlɔbaɹ,mɔŋɡɔlɔbar,It's Tuesday,Tuesday,0.2,0.1,0.10625,0.125,1.075,0.1166666666666666,-26.669405,-0.019875072,loan
25,All languages,উট,উট,ut,uʈɔ,The camel,The camel,0.6666666666666666,0.3333333333333333,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,-7.5951867,-0.008382855,loan
26,All languages,দুৱাৰ,দ্বার,duwaɹ,d̪ar,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,-10.351538,-0.026133476,loan
27,All languages,শিকোৱা,শিক্ষা,xikʊwa,ʃikkʰa,teaching,Education,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,-6.1701155,0.018934254,loan
28,All languages,চাকা,চাকা,saka,t͡ɕaka,The wheel,The wheel,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,-0.772116,0.09049423,loan
29,All languages,পোনা,পোলা,pʊna,pola,Pona,Pola,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,-2.2207596,0.092679456,loan
30,All languages,আমি,আঁই,ami,ãi,I,I am,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,-8.13896,0.047872905,loan
31,All languages,কোদাল,কোদাল,kʊdal,kod̪alɔ,Spade,Spade,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.375,0.1875,-5.9204339999999975,0.05154029,loan
32,All languages,ভজা,ভাজা,bʰɔza,bʱad͡ʑa,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,-1.343847,-0.016659105,loan
33,All languages,নাও,নাও,naʊ,n̪ao,Take it,Take it,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,-3.8128974,0.067630656,loan
34,All languages,অশোক,অশোক,ɔxʊk,oʃok,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,-5.1880074,0.054538578,loan
35,All languages,শেলাই,শৈবাল,xɛlai,ʃojbalɔ,Seams,Algae,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,-15.956443,0.07592327,loan
36,All languages,ভনী,বোন,bʰɔni,bon̪,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,-2.0455518,0.026001677,loan
37,All languages,সন্ধিয়া,সন্ধ্যা,xɔndʰija,ʃɔn̪d̪ʱæ,evening,Evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,-0.16559216,0.06833331,loan
38,All languages,মেঘ,মেঘ,mɛgʱ,megʱɔ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,-2.4992738,0.07114123,loan
39,All languages,দুগ্ধ,দুগ্ধ,dugdʰɔ,d̪uɡɔd̪ʱɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,-8.620332000000001,0.01843527,loan
40,All languages,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,-0.0887388,0.018080387,loan
41,All languages,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,-1.3832355,0.042932272,loan
42,All languages,চ’ত,চৈত,sɔ’tɔ,t͡ɕojt̪,Four,Chait,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,-11.745882,-0.066231176,loan
43,All languages,মাকৈ,মাহই,makɔɪ,maɦi,corn,Mahi,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,-10.578133,0.06623615,loan
44,All languages,হিয়া,হৃদয়,ɦija,ɦɽid̪e̯ɔ,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,-0.067471445,0.019135863,loan
45,All languages,দীঘল,ডাঙর,digʱɔlɔ,ɖaŋɔrɔ,long,Strong,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,1.1672964,0.0054489495,loan
46,All languages,পুলি,পোলা,puli,pola,Seedlings,Pola,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,-2.5442386000000003,-0.020813715,loan
47,All languages,নাই,নাই,nai,n̪ai,"No, it's not","No, it's not",0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,-3.4251356,0.05657188,loan
48,All languages,পানী,পানি,pani,pan̪i,water,Water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,-2.9071984,0.11851911,loan
49,All languages,মাখি,মাক্‌খি,makʰi,mak‌kʰi,Flies,Makkhi,0.2857142857142857,0.2,0.1791666666666666,0.2,1.45,0.2,-4.5059013,0.07214378,loan
50,All languages,বা,বা,ba,ba,Or,Or,0.0,0.0,0.0,0.0,0.0,0.0,-3.2885084000000004,0.06547035,loan
51,All languages,সিংহ,সিংহ,xiŋɦɔ,ʃiŋɦɔ,The lion,The lion,0.2,0.2,0.0291666666666666,0.0333333333333333,0.325,0.0291666666666666,-2.3728886,0.05215174,loan
52,All languages,ঠেং,টাং,tʰɛŋ,ʈaŋ,The tail,Tang,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,0.027109131,0.043254677,loan
53,All languages,অনুবাদ,অনুবাদ,ɔnubad,on̪ubad̪,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,-11.690084,0.02724199,loan
54,All languages,মিঠা,মিষ্টি,mitʰa,miʃʈi,sweet,Sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,-0.5661447,0.040715575,loan
55,All languages,টাকা,ঠেং,ʈaka,tʰɛŋ,Money,The tail,1.0,0.5,0.296875,0.3229166666666666,2.875,0.3229166666666666,-3.4757295,-0.006991812,loan
56,All languages,জল,জল,d͡ʑɔlɔ,zɔlɔ,Water,Water,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,-6.286775,0.05278161,loan
57,All languages,হৃদয়,হিয়া,ɦɽid̪e̯ɔ,ɦija,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,-5.677862999999999,0.03573358,loan
58,All languages,শনিবার,শনিবাৰ,ʃɔn̪ibar,xɔnibaɹ,Saturday,Saturday,0.375,0.1428571428571428,0.0505952380952379,0.0654761904761904,0.7678571428571429,0.0505952380952379,-1.0335306999999998,0.05184397,loan
59,All languages,দ্বীপ,দ্বীপ,d̪ip,dip,Island,Island,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,-1.8273324,0.07815726,loan
60,All languages,কথা,কথা,kɔt̪ʰa,kɔtʰa,Talk,Talk,0.1666666666666666,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,-7.6436977,0.05381029,loan
61,All languages,ক্রিয়া,ক্ৰিয়া,krie̯a,kɹija,Verbs,Action,0.5,0.0,0.05,0.075,0.875,0.05,-3.0516949,0.07268653,loan
62,All languages,ধোঁয়া,ধোঁৱা,d̪ʱõe̯a,dʰʊ̃wa,Smoke,smoke,0.7142857142857143,0.25,0.09375,0.1041666666666666,0.90625,0.09375,-0.71205425,0.1004639,loan
63,All languages,ঘামা,ঘমা,gʱama,gʱɔma,Sweat,Sweat,0.2,0.0,0.0555555555555555,0.0555555555555555,0.5833333333333334,0.0555555555555555,-5.0002937,0.02563076,loan
64,All languages,সকল,সকলো,ʃɔkɔlɔ,xɔkɔlʊ,All,everything,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,-3.3763843,0.006846208,loan
65,All languages,আঁডু,আঁঠু,ãɖu,ãtʰu,Andu,knee,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,-8.687225999999999,0.07996788,loan
66,All languages,ক্যা,কি,kæ,ki,Kya,What?,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,-2.2941628,0.00568405,loan
67,All languages,গোসাঁই,গোসাঞি,ɡoʃãi,gʊxani,Gosain,Gosani,0.8333333333333334,0.4,0.225,0.2666666666666666,3.475,0.225,-6.3052974000000015,0.07885962,loan
68,All languages,বোন,ভনী,bon̪,bʰɔni,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,-2.7458262,0.020428512,loan
69,All languages,ঋতু,ঋতু,ɽit̪u,ɽitu,Season,Season,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,-1.7508792000000002,0.012933943,loan
70,All languages,চাকা,চকা,t͡ɕaka,sɔka,The wheel,wheel,0.6666666666666666,0.25,0.09375,0.09375,1.125,0.09375,1.1863425,0.090632096,loan
71,All languages,ভাত,ভাত,bʱat̪,bʰat,Rice,Rice,0.4,0.0,0.0277777777777777,0.0277777777777777,0.1666666666666666,0.0277777777777777,-3.0412178,0.049893178,loan
72,All languages,সাঁঝ,সন্ধিয়া,ʃãd͡ʑʱɔ,xɔndʰija,Evening,evening,0.875,0.7142857142857143,0.4851190476190475,0.5297619047619048,4.196428571428571,0.5238095238095237,-18.264954,0.05099905,loan
73,All languages,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,-2.6550589,0.055840123,loan
74,All languages,কবি,কবি,kɔbi,kɔbi,Poet,Poet,0.0,0.0,0.0,0.0,0.0,0.0,-4.0398936,0.013334651,loan
75,All languages,বাজ,বাজে,bad͡ʑ,bazɛ,Lightning,Bad,0.6,0.5,0.2760416666666667,0.3020833333333333,2.5,0.3020833333333333,-5.1805973,0.061027985,loan
76,All languages,ফল,ফল,ɸɔlɔ,pʰɔlɔ,Fruit,Fruit,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,-5.9858160000000025,-0.046056032,loan
77,All languages,ঘড়ি,ঘড়ী,gʱɔɽi,gʱɔɹi,The clock,clock,0.2,0.0,0.0694444444444444,0.0972222222222222,1.3333333333333333,0.0694444444444444,-5.22599,0.1220647,loan
78,All languages,অস্থি,অস্থি,oʃt̪ʰi,ɔxtʰi,Bones,Bones,0.5,0.25,0.0572916666666666,0.0624999999999999,0.53125,0.0572916666666666,-11.437914,0.009499459,loan
79,All languages,ভাজা,ভাজা,bʱad͡ʑa,bʰaza,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,-1.7903291,0.063761614,loan
80,All languages,কলা,কলা,kɔla,kɔla,Banana,Banana,0.0,0.0,0.0,0.0,0.0,0.0,-3.6653743,0.049186595,loan
81,All languages,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,-0.22906697,0.12176283,loan
82,All languages,পুত,পুত,put̪,put,Put,Put,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,-4.5589705,-0.039011706,loan
83,All languages,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,-4.1755276,0.1147944,loan
84,All languages,বাউল,বাউল,baulɔ,baul,Bowl,Bowl,0.2,0.2,0.1791666666666666,0.2,1.45,0.2,-11.803389,0.02722843,loan
85,All languages,ধনিয়া,ধনিয়া,d̪ʱɔn̪ie̯a,dʰɔnija,Coriander,Coriander,0.5,0.0,0.0347222222222222,0.0416666666666666,0.2708333333333333,0.0347222222222222,-7.233242999999999,0.02348117,loan
86,All languages,বাজ,বাজ,bad͡ʑ,baz,Lightning,Lightning,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.9166666666666666,0.0694444444444444,-2.0527964,0.061027985,loan
87,All languages,জন্তু,জন্তু,d͡ʑɔn̪t̪u,zɔntu,Animals,Animals,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,-4.87031,-0.0018900279,loan
88,All languages,আঁঠু,আঁঠু,ãʈʰu,ãtʰu,knee,knee,0.25,0.0,0.0138888888888888,0.0138888888888888,0.1666666666666666,0.0138888888888888,-8.687104,0.034727976,loan
89,All languages,ব্যবহার,ব্যৱহাৰ,bd͡zɔbɔɦar,bzɔwɔɦaɹ,Use,use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,-17.870770999999994,0.037389535,loan
90,All languages,জেঠ,জেঠ,d͡ʑeʈʰɔ,zɛtʰ,Jeth,Jeth,0.8571428571428571,0.5,0.296875,0.3229166666666667,2.6875,0.3229166666666667,-0.6166564999999999,0.005654246,loan
91,All languages,সাঁকো,সাঁকো,ʃãko,xãkʊ,Sanko,Sanko,0.5,0.3333333333333333,0.0572916666666666,0.0625,0.59375,0.0572916666666666,-4.2191453,0.09997827,loan
92,All languages,গম,গম,ɡɔmɔ,gɔmɔ,Wheat,Wheat,0.25,0.25,0.2239583333333333,0.25,1.8125,0.25,-8.213887,0.0010304009,loan
93,All languages,কাছ,কাছু,kat͡ɕʰ,kasu,Near,Something,0.6666666666666666,0.5,0.2864583333333333,0.3125,2.5625,0.3125,0.18463111,0.067499265,loan
94,All languages,পশু,পশু,pɔʃu,pɔxu,Animals,Animals,0.25,0.25,0.0364583333333333,0.0416666666666666,0.40625,0.0364583333333333,-5.2054996,0.04581577,loan
95,All languages,তামা,তাম,t̪ama,tam,Copper,copper,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,-3.015912,0.022685636,loan
96,All languages,ছবি,ছবি,t͡ɕʰɔbi,sɔbi,Pictures,Pictures,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,-1.9049474,0.012762557,loan
97,All languages,আষ্ট,আঠ,aʃʈɔ,atʰ,Eight,eight,0.75,0.5,0.4739583333333333,0.5208333333333333,3.8125,0.5208333333333333,-10.169884,0.0070245317,loan
98,All languages,আম,আম,am,am,Mango,Mango,0.0,0.0,0.0,0.0,0.0,0.0,-5.709635,0.0005039484,loan
99,All languages,সন্ধ্যা,সন্ধিয়া,ʃɔn̪d̪ʱæ,xɔndʰija,Evening,evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,-19.995968,0.010273982,loan
